...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,1.54404479990778,0.541590748273135,AK,2022-12-18,0,1,0,1,1,1,1,0,1,1,1,1,0,1
2,0.977436443370711,0.3028940501793485,AK,2022-12-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1
3,0.38967745154061,0.2382690787271975,AK,2022-12-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
4,0.983758462421532,0.323697628420197,AK,2022-12-21,0,1,1,1,1,1,1,0,1,1,1,0,1,1
5,0.744876021475291,0.2990839213853385,AK,2022-12-22,1,0,1,1,1,1,1,0,0,0,1,0,1,1
6,0.105388792614045,0.0684850380207625,AK,2022-12-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
7,1.09175469514676,0.3351621049345605,AK,2022-12-24,0,1,1,1,1,1,1,0,1,1,0,1,1,1
8,0.287204271171678,0.0660809239302165,AK,2022-12-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1
9,1.55772824288633,0.331741462687834,AK,2022-12-26,1,0,1,1,1,1,1,0,0,1,0,1,1,1
10,6.63848544645353,0.61987885047785,AK,2022-12-27,1,0,0,1,1,1,1,0,0,0,0,0,0,1
11,1.57180183745976,0.3865760242828815,AK,2022-12-28,1,0,1,1,1,1,1,1,0,1,1,0,1,1
12,0.82055106974413194,0.2885035910466615,AK,2022-12-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1
13,2.86978728085338,0.563605835528965,AK,2022-12-30,0,0,0,1,1,1,1,0,0,0,0,1,1,1
14,0.954738800355506,0.361092399405305,AK,2022-12-31,1,0,1,1,1,1,1,1,0,1,1,1,0,1
15,0.820601725936302,0.3896546014932775,AK,2023-01-01,1,0,1,1,1,1,1,1,1,0,1,0,1,1
16,0.823051510742149,0.233036974910424,AK,2023-01-02,1,0,1,1,1,1,1,1,0,1,1,1,0,1
17,1.2508149888118,0.237979738088324,AK,2023-01-03,1,1,1,1,0,1,1,0,1,1,0,0,1,1
18,1.34242069225335,0.2166219193170255,AK,2023-01-04,1,0,1,1,1,1,1,0,1,0,1,0,0,1
