...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
99,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.777805407706347,0.3826203922929805,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
103,2.47415979757301,0.50227933422041,AR,2023-12-28,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
104,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.0542594145032917,0.04127062086059405,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.281369614605302,0.03698754993103265,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
110,1.23889746120257,0.332677161328071,AR,2024-01-04,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
111,0.0343123423472417,0.02955366554059285,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1.21692838035703,0.849179332588015,AR,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
117,0.0617193263679499,0.0145407400339345,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,1.10172208457258,0.4388313833916535,AR,2024-01-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
119,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.00572169592745309,0.005314691265539,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.05640692612219,0.4512444754661945,AZ,2023-12-10,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
128,1.7325842369216,0.395391689782415,AZ,2023-12-11,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
129,3.50488103573498,0.470049607303093,AZ,2023-12-12,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
130,2.81797617153318,0.412582379097118,AZ,2023-12-13,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
131,1.86048624516657,0.3567657643193525,AZ,2023-12-14,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
132,0.960171890314523,0.3552316585368355,AZ,2023-12-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0
133,2.59247366250615,0.409027154257295,AZ,2023-12-16,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0
134,1.82828207606087,0.248865280864437,AZ,2023-12-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
135,4.51092755539283,0.406957459936861,AZ,2023-12-18,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
136,5.746127191325,0.4065539755020245,AZ,2023-12-19,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
137,1.33402487316912,0.356596002577275,AZ,2023-12-20,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
138,1.38937809739059,0.377982608902612,AZ,2023-12-21,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
139,0.988275883958032,0.3846385290982265,AZ,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
140,0.963218448225132,0.3218769764079525,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
141,3.02408185050752,0.3554856584876135,AZ,2023-12-24,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0
142,2.93364802049534,0.3863541567554255,AZ,2023-12-25,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
143,8.00421304591501,0.3465352241190865,AZ,2023-12-26,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
144,3.15999096508527,0.3492334365757465,AZ,2023-12-27,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
145,1.09664144609571,0.3156084703487305,AZ,2023-12-28,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
146,0.827314422157978,0.352648958373666,AZ,2023-12-29,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
147,0.820219906084901,0.2251680427906585,AZ,2023-12-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
148,1.7235251400241,0.232770134899092,AZ,2023-12-31,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
149,5.02160236490152,0.3205886487247185,AZ,2024-01-01,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1
150,5.58644877949823,0.3124063544848365,AZ,2024-01-02,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
151,0.914362779626711,0.31550073189859,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
152,1.05801054937973,0.2680774165255745,AZ,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
153,0.394498926589077,0.238632544227658,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
154,1.92519534784273,0.174803018644104,AZ,2024-01-06,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
155,2.05504381311875,0.1269410470718415,AZ,2024-01-07,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1
156,2.93977289956093,0.1961282064672645,AZ,2024-01-08,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
157,3.3438039543103,0.2058637630254385,AZ,2024-01-09,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1
158,0.425721594350284,0.0983554078515185,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
159,1.18745034893818,0.3029879372911145,AZ,2024-01-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
160,0.703970285202796,0.213333517322075,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
161,1.18727113519891,0.181785941140205,AZ,2024-01-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
162,1.37978260672881,0.2377184337858865,AZ,2024-01-14,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
163,5.49337065223508,0.1880784420624465,AZ,2024-01-15,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
164,0.265064700243869,0.055656502481073,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
165,1.77549696074393,0.1823345333393385,AZ,2024-01-17,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1
166,0.833971616210531,0.226137301523078,AZ,2024-01-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
167,0.581237413493614,0.0407922986548114,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
168,0.417119206798931,0.196897678884579,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
169,2.09256307874393,0.3918617195055065,CA,2023-12-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
170,2.93977046473068,0.3455554959089655,CA,2023-12-11,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
171,2.72026243416519,0.3464610734207655,CA,2023-12-12,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
172,6.36463997299496,0.355858700464931,CA,2023-12-13,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1
173,3.02668277223072,0.3716157164501865,CA,2023-12-14,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1
174,1.9368912938178,0.384298622920158,CA,2023-12-15,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
175,2.45519181937745,0.3096352320565015,CA,2023-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
176,0.703195187307547,0.261095508881615,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
177,2.34067130567055,0.317565729657611,CA,2023-12-18,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0
178,1.87028791879648,0.3197407334757185,CA,2023-12-19,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
179,2.10160877361658,0.3450957642419375,CA,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
180,7.07611755816283,0.33642687564803,CA,2023-12-21,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
181,1.94170924645633,0.2605427049206085,CA,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
182,0.562135212060942,0.2730865983766055,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
183,1.79293247945267,0.233264186279926,CA,2023-12-24,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1
184,0.866272159507028,0.407684907225771,CA,2023-12-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
185,1.98507243902903,0.284105324487881,CA,2023-12-26,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0
