...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
43,0.241348307758831,0.257262713647172,AL,2022-11-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
44,0.893546003258644,0.242252559001291,AL,2022-11-14,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
45,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.426127609334244,0.2585061803302195,AL,2022-11-16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
47,0.791188242955587,0.34724854064771,AL,2022-11-17,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
48,1.18951072053587,0.18157461930522,AL,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.960635792889258,0.4317038820350695,AL,2022-11-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
52,0.837334318243973,0.4011926403760665,AL,2022-11-22,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
53,0.198742613774322,0.120294495660445,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.919695411096278,0.4309077913721215,AL,2022-11-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.474405337550076,0.1680129530491095,AL,2022-11-28,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
59,1.13111890590899,0.392901060546584,AL,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
60,0.861108118406358,0.2543090315431865,AL,2022-11-30,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
61,1.43535355029193,0.324064751714501,AL,2022-12-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
62,0.969089141830725,0.3301811447608285,AL,2022-12-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1.42684733536353,0.2994703141881445,AL,2022-12-04,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
65,1.74558890197916,0.3482754447593,AL,2022-12-05,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
66,1.75810114329571,0.3854050302701945,AL,2022-12-06,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
67,0.449653316041137,0.250437305233421,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
68,1.98454812826854,0.365269005900424,AL,2022-12-08,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
69,0.800389151498513,0.2229198474279185,AL,2022-12-09,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
70,0.446114545467247,0.1246878579800255,AL,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
71,2.05062812912798,0.601434558969795,AL,2022-12-11,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
72,1.84223962247641,0.4900133423850365,AL,2022-12-12,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
73,0.0383993346902847,0.01945666905590705,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.55540877115395,0.3931246055993895,AL,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1
75,2.197760265148,0.342572203444605,AL,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1
76,0.930155991289588,0.296724417176164,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
77,0.115518572012091,0.0163113617055146,AL,2022-12-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
78,0.117876062626082,0.0160828669941228,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.613339409290192,0.212094826599979,AL,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
80,1.84494632188703,0.234648428986581,AL,2022-12-20,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
81,2.8703016033144,0.476556730181001,AL,2022-12-21,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0421268198019584,0.0199695154511613,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.77447032754523,0.3786376989472,AR,2022-11-14,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1
87,0.732539907378621,0.387716173203231,AR,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.193643596057856,0.1541240520773935,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
89,1.30279686323204,0.2484919591265025,AR,2022-11-17,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
90,1.07295207425854,0.281430027208144,AR,2022-11-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
91,0.929318049567193,0.4368628344874515,AR,2022-11-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
92,0.688495826665965,0.287094895520262,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,2.05785955894045,0.2666367520959255,AR,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
94,3.71950364333702,0.3283106503296645,AR,2022-11-22,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1
95,1.91663259911012,0.3517550156633015,AR,2022-11-23,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
96,0.859758456407538,0.4000038365182795,AR,2022-11-24,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
97,2.68718403888927,0.249607873459678,AR,2022-11-25,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1
98,1.90823547065484,0.661512956370105,AR,2022-11-26,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
99,0.690850201487242,0.378023363354265,AR,2022-11-27,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
100,4.55485903815824,0.29934921266195,AR,2022-11-28,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1
101,2.7376880849523,0.2893622908154665,AR,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
102,1.27158585125563,0.3026537970107425,AR,2022-11-30,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
103,1.79244267413973,0.3287233382932005,AR,2022-12-01,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
104,2.13541282196573,0.24124362061948,AR,2022-12-02,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
105,0.827300884088031,0.4044556999492495,AR,2022-12-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
106,0.311225033239456,0.282093894695371,AR,2022-12-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,2.76544517796014,0.346546376210008,AR,2022-12-05,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1
108,3.38627984191996,0.356324566933283,AR,2022-12-06,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
109,2.14377902049129,0.2879264411445585,AR,2022-12-07,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1
110,3.74631279338805,0.37679942181031,AR,2022-12-08,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
111,1.74347714582625,0.2717643007937425,AR,2022-12-09,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1
112,0.788156153475243,0.272851863897342,AR,2022-12-10,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
113,0.921899997085211,0.274587084416569,AR,2022-12-11,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
114,7.14256306298068,0.356119521949442,AR,2022-12-12,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
115,2.34938249900672,0.303935008935018,AR,2022-12-13,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
116,5.81912617185677,0.3197480560409995,AR,2022-12-14,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1
117,2.25166127842242,0.2138304443556275,AR,2022-12-15,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1
118,3.59650210002822,0.4743761564390285,AR,2022-12-16,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
119,1.11190471699378,0.299082040472593,AR,2022-12-17,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
120,1.25742494346116,0.31030078376083847,AR,2022-12-18,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
121,4.4989125470646,0.2800634745307645,AR,2022-12-19,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
122,5.71816450940215,0.3852990348308235,AR,2022-12-20,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
123,5.88034386135927,0.313399720329065,AR,2022-12-21,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
124,2.43224802390108,0.3877340847242995,AR,2022-12-22,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
125,2.44264582397724,0.4732025348398375,AR,2022-12-23,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
126,3.04568668687691,0.247136241040722,AR,2022-12-24,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
127,4.65374957401675,0.321674900654665,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
128,3.59718510314339,0.279678311035975,AZ,2022-11-14,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
129,2.21775319274378,0.2815201372202085,AZ,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
130,2.07322939295603,0.2984956020742585,AZ,2022-11-16,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
131,5.13882908135237,0.282726540951813,AZ,2022-11-17,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
132,2.89797214522323,0.2818823712435105,AZ,2022-11-18,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
133,2.04956377632668,0.244127272872864,AZ,2022-11-19,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
134,3.42596677133227,0.2960626260984465,AZ,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
135,3.27549286805124,0.2723809041494875,AZ,2022-11-21,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
136,19.1004826550357,0.315696691811069,AZ,2022-11-22,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
137,11.8970040283977,0.2918518704381505,AZ,2022-11-23,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
138,3.40989253021944,0.358659758253917,AZ,2022-11-24,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
139,5.32362108070457,0.273320153770877,AZ,2022-11-25,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
140,7.05080208253655,0.310535776932652,AZ,2022-11-26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
141,5.4282800939041,0.277740038274663,AZ,2022-11-27,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
142,3.8010468937719,0.2695842856695035,AZ,2022-11-28,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
143,11.4079181672002,0.316692639302934,AZ,2022-11-29,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
144,7.69464469688044,0.298659545305118,AZ,2022-11-30,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
145,14.7203318423757,0.3576001565622205,AZ,2022-12-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
146,11.3641185044979,0.343010955606061,AZ,2022-12-02,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
147,2.04327397148101,0.27491504018689,AZ,2022-12-03,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
148,6.51418098882745,0.303815272461561,AZ,2022-12-04,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
149,21.3675564064035,0.326898794596535,AZ,2022-12-05,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
150,6.60455260018299,0.2929305457528305,AZ,2022-12-06,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1
151,9.02931024208442,0.267275224911047,AZ,2022-12-07,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
152,1.84658475365245,0.237501610158259,AZ,2022-12-08,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
153,5.70471742425877,0.277460845682587,AZ,2022-12-09,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1
154,3.60858220681108,0.307631488720861,AZ,2022-12-10,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
155,2.00579717588292,0.2110711457937915,AZ,2022-12-11,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
156,9.8417192735196,0.303770064529282,AZ,2022-12-12,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
157,10.0720077837353,0.2900101108620905,AZ,2022-12-13,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
158,4.99544572356792,0.2436389659340045,AZ,2022-12-14,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
159,6.70016832902025,0.2720195961431895,AZ,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1
160,3.45598465781942,0.242269522958502,AZ,2022-12-16,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
161,3.60572395089601,0.316065542849583,AZ,2022-12-17,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
162,2.47918417089669,0.221918125251475,AZ,2022-12-18,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
163,11.1042622578208,0.2552599564901755,AZ,2022-12-19,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
164,8.10071574204214,0.3268360602721655,AZ,2022-12-20,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1
165,4.7853770008485,0.2756663647393255,AZ,2022-12-21,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
166,1.33857081225133,0.2030507957893025,AZ,2022-12-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
167,2.19641577116889,0.248412574448663,AZ,2022-12-23,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
168,0.944503208407835,0.240701223608893,AZ,2022-12-24,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
169,7.77317438101716,0.3087530360328465,CA,2022-11-13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
170,10.1888448501477,0.3118759414668675,CA,2022-11-14,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
171,6.50800820264265,0.30973696646223853,CA,2022-11-15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
172,9.85549755130407,0.312631936951726,CA,2022-11-16,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
173,12.6142945763388,0.3079306686421205,CA,2022-11-17,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
174,16.6512993282729,0.3057247251798815,CA,2022-11-18,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
175,16.9148487042822,0.312119521772028,CA,2022-11-19,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
176,10.1067641969375,0.2872735500578955,CA,2022-11-20,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
177,12.6890775642056,0.3120358609865805,CA,2022-11-21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
178,7.77998418847792,0.2921653233798905,CA,2022-11-22,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
179,9.3189416735455,0.2969458567279815,CA,2022-11-23,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
180,1.05367910024538,0.267264234946932,CA,2022-11-24,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
181,7.22525172326255,0.273695295106434,CA,2022-11-25,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
182,12.5466157120616,0.2717586244899885,CA,2022-11-26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
183,35.4097664561983,0.303134272230768,CA,2022-11-27,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
184,15.5625738730003,0.273951915626765,CA,2022-11-28,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
185,10.2319438664704,0.2693564277437925,CA,2022-11-29,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
186,11.9636248164956,0.262475132798393,CA,2022-11-30,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
187,17.6934240076885,0.270192975534681,CA,2022-12-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
188,48.2128363208733,0.294424736740589,CA,2022-12-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,50.9490530732752,0.2943100112024495,CA,2022-12-03,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
190,21.9502800442704,0.27809945284496,CA,2022-12-04,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
191,46.4130669278732,0.2639300977579885,CA,2022-12-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192,14.0228336198941,0.2466903623288185,CA,2022-12-06,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,48.5297438524115,0.2685152707150825,CA,2022-12-07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,30.3846459985038,0.238654129579217,CA,2022-12-08,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,15.7129544256165,0.2207181346214665,CA,2022-12-09,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
196,64.0885897902303,0.2854786802864335,CA,2022-12-10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
197,38.5834583982698,0.2508154383251135,CA,2022-12-11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,20.007186206741,0.231247328825829,CA,2022-12-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,37.0014669265698,0.2510672527215995,CA,2022-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,47.6922520633582,0.2928370356885775,CA,2022-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,29.7758156213521,0.2286325137229855,CA,2022-12-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,20.810692131261,0.2396932001217335,CA,2022-12-16,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
203,28.747667135843,0.2658130347565815,CA,2022-12-17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,19.823347841561,0.201605215205524,CA,2022-12-18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
205,30.4311412679268,0.22664011438855,CA,2022-12-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,10.6768834679263,0.176299881318072,CA,2022-12-20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
207,30.4795150652541,0.227324144943412,CA,2022-12-21,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
208,60.7635030374329,0.255484121356879,CA,2022-12-22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
209,64.9028100383748,0.2238370833876055,CA,2022-12-23,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
210,21.3594498029655,0.2466897127402155,CA,2022-12-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,1.34312372086802,0.3617037786722695,CO,2022-11-13,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
212,1.67584889362528,0.296490090529668,CO,2022-11-14,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
213,2.07588502274604,0.330857097410868,CO,2022-11-15,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
214,1.85910981574681,0.3228305391960495,CO,2022-11-16,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
215,1.92909323822322,0.261641283678343,CO,2022-11-17,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
216,4.23956055988862,0.3618596722371235,CO,2022-11-18,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
217,0.637523274426345,0.225565419595218,CO,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
218,1.223462728065,0.1152303476335595,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
219,3.16529461620815,0.314486827735671,CO,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
220,1.71947684512858,0.2958968725714505,CO,2022-11-22,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
221,4.44690361380353,0.1548656887412975,CO,2022-11-23,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
222,0.118058802643135,0.079791414026679,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
