...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.292401538345069,0.00759627868907855,AK,2022-08-07,1,1,1,0,0,1
2,0.588477394508023,0.094620465924223,AK,2022-08-08,1,1,1,0,0,1
3,0.735516322358371,0.0876183164944615,AK,2022-08-09,1,1,1,0,0,1
4,1.12888582824284,0.00662364142275355,AK,2022-08-10,0,0,1,0,0,1
5,0.5752693795279,0.146507414247316,AK,2022-08-11,1,1,1,0,0,1
6,0.231014692604056,0.0060534592505732,AK,2022-08-12,1,1,1,0,0,1
7,1.25157757728867,0.159965226247489,AK,2022-08-13,0,0,1,0,0,1
8,0.701160007331453,0.1757959702680545,AK,2022-08-14,1,1,1,1,1,1
9,0.303900239757898,0.00529728183726095,AK,2022-08-15,1,1,1,1,1,1
10,0.445495690389087,0.100368158365978,AK,2022-08-16,1,1,1,0,0,1
11,0.990847215119472,0.089080710601353,AK,2022-08-17,1,1,0,1,0,0
12,0.0456097735311084,0.004642613949436935,AK,2022-08-18,1,1,1,0,0,1
13,0.437550587345782,0.0911163516678245,AK,2022-08-19,1,1,1,0,0,1
14,1.10001387705436,0.439048625311516,AK,2022-08-20,0,0,1,0,0,1
15,0.13109294441819,0.004073639464965715,AK,2022-08-21,1,1,1,1,1,1
16,2.02548982818063,0.2956069125278685,AK,2022-08-22,0,0,1,0,0,1
17,0.00477807608220056,0.003735548209582415,AK,2022-08-23,1,1,1,1,1,1
18,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
19,0.0151967337073447,0.003426675678216495,AK,2022-08-25,1,1,1,1,1,1
20,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
21,0.0138010503588909,0.00314423553751045,AK,2022-08-27,1,1,1,1,1,1
22,0.0136455911416271,0.003012146313818765,AK,2022-08-28,1,1,1,1,1,1
23,0.0252055542085479,0.002885763447631495,AK,2022-08-29,1,1,1,1,1,1
24,0.0130220806095559,0.002764821310599785,AK,2022-08-30,1,1,1,0,0,1
25,0.890947416548653,0.182062741039224,AK,2022-08-31,0,0,1,0,0,1
26,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
27,0.00267642745529652,0.00243219598178508,AK,2022-09-02,1,1,1,1,1,1
28,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
29,0.00215663325983485,0.002233391434088205,AK,2022-09-04,1,1,1,1,1,1
30,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
31,0.018601951071157,0.00205107801005184,AK,2022-09-06,1,1,1,0,0,1
32,0.00215118853762027,0.00196565522524714,AK,2022-09-07,1,1,1,1,1,1
33,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
39,0.00177227829735783,0.001460212599296885,AK,2022-09-14,1,1,1,1,1,1
40,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
41,0.00570564461318783,0.001341496019553125,AK,2022-09-16,1,1,1,1,1,1
42,0.00136345744015313,0.00128582882700199,AK,2022-09-17,1,1,1,1,1,1
43,0.919352600387495,0.127269852980205,AL,2022-08-07,1,1,1,0,0,1
44,0.750700278544091,0.1516193826280715,AL,2022-08-08,1,1,1,0,0,0
45,1.97409238662221,0.04372605120945165,AL,2022-08-09,0,0,1,0,0,1
46,0.793513308768953,0.1703019001547875,AL,2022-08-10,1,1,1,0,0,1
47,1.0742269712498,0.107929365545962,AL,2022-08-11,1,1,1,0,0,1
48,3.72232230493962,0.231641127961248,AL,2022-08-12,0,0,1,0,0,1
49,1.42665656806148,0.1009044049777715,AL,2022-08-13,1,0,1,1,1,1
50,2.48047642217656,0.0709737696281845,AL,2022-08-14,0,0,1,1,1,1
51,1.59394252600518,0.1898378109024245,AL,2022-08-15,0,1,1,0,0,1
52,0.531155866644577,0.1459527730305445,AL,2022-08-16,1,1,1,1,1,1
53,0.973623058054693,0.1727911525157835,AL,2022-08-17,1,1,0,1,0,0
54,3.94379328288688,0.2490780650567665,AL,2022-08-18,0,0,1,0,0,1
55,2.21963290905218,0.2406246967656185,AL,2022-08-19,0,0,1,0,0,1
56,1.78135715162953,0.0387095313070568,AL,2022-08-20,0,0,1,0,0,1
57,1.56005560128183,0.0383098674567658,AL,2022-08-21,0,0,1,0,0,1
58,0.89182573138372,0.125146330749969,AL,2022-08-22,1,1,1,0,0,1
59,3.36477337367617,0.241725471280617,AL,2022-08-23,0,0,1,0,0,1
60,1.29761494310114,0.078121304105602,AL,2022-08-24,0,0,1,0,0,1
61,1.10860473516851,0.080812638734123,AL,2022-08-25,1,1,1,0,0,1
62,1.01796245332435,0.164043380479875,AL,2022-08-26,1,1,0,0,0,0
63,0.718130215535787,0.1206341209028995,AL,2022-08-27,1,1,1,0,0,1
64,0.470887224952818,0.1245738485432235,AL,2022-08-28,1,1,1,0,0,1
65,4.48382609042937,0.0673425005360995,AL,2022-08-29,0,0,1,0,0,1
66,1.06085728036266,0.169385548318942,AL,2022-08-30,1,1,0,1,0,0
67,1.33218701857904,0.202041419431418,AL,2022-08-31,0,0,1,0,0,1
68,0.867055961266227,0.0827396497238105,AL,2022-09-01,1,1,1,0,0,1
69,0.59629088937121,0.0913748379260685,AL,2022-09-02,1,1,1,1,1,1
70,0.933759196943028,0.191931103760863,AL,2022-09-03,1,1,1,0,0,1
71,1.42547379325576,0.0333278419807339,AL,2022-09-04,0,0,1,0,0,1
72,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
73,0.472437545112279,0.160369330806707,AL,2022-09-06,1,1,1,0,0,1
74,0.449269672284019,0.0963900898728575,AL,2022-09-07,1,1,1,0,0,1
75,1.13391397023424,0.183092259795986,AL,2022-09-08,1,1,1,0,0,1
76,0.276424111914243,0.139022730562714,AL,2022-09-09,1,1,1,1,1,1
77,0.701255654484579,0.3540935603054095,AL,2022-09-10,1,1,1,1,1,1
78,0.310241925681167,0.160551629812741,AL,2022-09-11,1,1,1,0,0,1
79,0.570803057119669,0.1750059282869245,AL,2022-09-12,1,1,1,1,1,1
80,0.518135013093829,0.089690220101467,AL,2022-09-13,1,1,1,0,0,1
81,0.718285020291142,0.1932737288779,AL,2022-09-14,1,1,1,0,0,1
82,0.784083382661598,0.0299955302307,AL,2022-09-15,1,1,1,0,0,1
83,0.400787956395027,0.193526236436112,AL,2022-09-16,1,1,1,0,0,1
84,0.397663636675847,0.193653389833851,AL,2022-09-17,1,1,1,0,0,1
85,0.506906282969067,0.068827871798123,AR,2022-08-07,1,1,1,0,0,1
86,3.98476884755073,0.189661441448215,AR,2022-08-08,1,0,0,0,0,0
87,1.09845051360113,0.104897062450966,AR,2022-08-09,1,1,1,0,0,1
88,3.72190293168365,0.1533032116556335,AR,2022-08-10,1,0,0,0,0,0
89,1.83437917166375,0.139271242031454,AR,2022-08-11,1,0,0,0,0,0
90,0.519205876118353,0.0903208645096135,AR,2022-08-12,1,1,1,0,0,0
91,3.02213186063915,0.2156902193640825,AR,2022-08-13,0,0,1,0,0,1
92,0.117051043126589,0.00665286767440825,AR,2022-08-14,1,1,1,1,1,1
93,3.58394899635788,0.139512133963406,AR,2022-08-15,0,0,0,0,0,0
94,1.98275713386718,0.0064180047143493,AR,2022-08-16,0,0,1,0,0,0
95,0.572297035467926,0.04288657716068775,AR,2022-08-17,1,1,1,1,0,0
96,0.455227875846782,0.0663897525511805,AR,2022-08-18,1,1,1,0,0,1
97,2.17327521634432,0.26656222033195,AR,2022-08-19,0,0,0,0,0,0
98,0.746181436665179,0.0059990027117331,AR,2022-08-20,1,1,1,1,1,1
99,1.83636110074104,0.1924511196091355,AR,2022-08-21,1,0,0,1,0,0
100,4.80661399930929,0.193482382034469,AR,2022-08-22,0,0,0,0,0,0
101,1.20041285416737,0.04036510134662295,AR,2022-08-23,1,1,1,0,0,1
102,2.15546337872016,0.1154580698576235,AR,2022-08-24,1,0,0,0,0,0
103,2.40520697905162,0.140757334774248,AR,2022-08-25,0,0,0,1,0,0
104,0.455655923546124,0.071017649143436,AR,2022-08-26,1,1,1,1,1,1
105,0.463349413862383,0.0424842959956944,AR,2022-08-27,1,1,1,1,0,0
106,3.54033768797143,0.249394295348346,AR,2022-08-28,0,0,1,0,0,1
107,2.80100949847256,0.117409090963642,AR,2022-08-29,0,0,0,0,0,0
108,1.28498776522112,0.0872650253529905,AR,2022-08-30,1,1,0,0,0,1
109,3.23930739862498,0.1441160917423,AR,2022-08-31,1,0,0,0,0,0
110,5.49675706400099,0.1542943929534475,AR,2022-09-01,0,0,1,0,0,0
111,2.15698254885706,0.2255082192711125,AR,2022-09-02,0,0,0,0,0,0
112,0.266257695740622,0.004882563043615105,AR,2022-09-03,1,1,1,1,1,1
113,1.21967589431254,0.14834983218682,AR,2022-09-04,0,0,1,0,0,1
114,1.24060269559345,0.142597078851447,AR,2022-09-05,1,0,0,0,0,0
115,5.56115921721775,0.121284277247703,AR,2022-09-06,0,0,0,0,0,0
116,7.9519115887976,0.1938953381232745,AR,2022-09-07,0,0,0,0,0,0
117,5.44295209222474,0.230170003056432,AR,2022-09-08,0,0,1,0,0,1
118,3.12889193196401,0.1867574098487475,AR,2022-09-09,0,0,1,0,0,1
119,1.10406590188501,0.1282433073337745,AR,2022-09-10,0,0,1,0,0,1
120,0.299456302533647,0.0622225186329805,AR,2022-09-11,1,1,1,0,0,1
121,5.34826763543365,0.164274615738664,AR,2022-09-12,0,0,1,0,0,1
122,1.09994030598014,0.104451471822884,AR,2022-09-13,1,1,0,0,0,0
123,1.24448403651326,0.0448602919559476,AR,2022-09-14,0,1,0,0,0,0
124,2.01644794588979,0.149289518025509,AR,2022-09-15,0,0,1,0,0,1
125,1.70337663940499,0.1380374718848815,AR,2022-09-16,1,0,0,0,0,0
126,1.20925935879666,0.315973333625575,AR,2022-09-17,1,0,0,0,1,0
127,2.63054199296311,0.139664845206003,AZ,2022-08-07,1,0,0,0,0,0
128,1.03112193819596,0.0538177466314955,AZ,2022-08-08,1,1,1,0,0,1
129,3.59883619537279,0.0723990209459085,AZ,2022-08-09,0,1,0,0,0,0
130,5.29450528710637,0.129589208244667,AZ,2022-08-10,0,0,1,0,0,1
131,2.92837438241636,0.1108216178375295,AZ,2022-08-11,0,0,1,1,1,1
132,0.914769799348636,0.082810882880413,AZ,2022-08-12,1,1,1,0,0,1
133,1.07711477416327,0.0503874264426725,AZ,2022-08-13,1,1,0,1,0,0
