...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
29,0.0248276015962808,0.00626652553197905,AK,2022-08-28,1,1,1,1,1,1,1,1
30,0.0442162813043984,0.00605545788885035,AK,2022-08-29,1,1,1,1,1,1,1,1
31,0.0217018353051056,0.0058525585573172,AK,2022-08-30,1,1,1,1,1,1,1,1
32,0.747348279087495,0.1756033041072405,AK,2022-08-31,1,1,1,1,1,1,1,1
33,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
34,0.00585048836574883,0.00528911083400795,AK,2022-09-02,1,1,1,1,1,1,1,1
35,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
36,0.0045376880614343,0.00494780953931289,AK,2022-09-04,1,1,1,1,0,0,1,1
37,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
38,0.0346543886632685,0.004631174390066735,AK,2022-09-06,1,1,1,1,1,1,1,1
39,0.00394531642869547,0.00448143998265548,AK,2022-09-07,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
43,0.869632385977579,0.2055799841263015,AL,2022-07-31,1,1,1,1,1,0,0,1
44,1.24042246258883,0.1291871928528515,AL,2022-08-01,0,1,1,1,0,0,1,1
45,0.957042628347515,0.185697599455058,AL,2022-08-02,1,1,1,1,0,0,0,1
46,0.808889446376741,0.1132921558330585,AL,2022-08-03,1,1,1,1,0,0,0,1
47,1.96616648118539,0.2319865111413105,AL,2022-08-04,0,0,1,1,0,0,0,1
48,2.56431140686969,0.219152354882047,AL,2022-08-05,0,0,1,1,0,0,1,1
49,1.81788257757539,0.202897265998371,AL,2022-08-06,1,0,1,1,0,0,0,1
50,0.547309959327742,0.145520398303799,AL,2022-08-07,1,1,1,1,0,0,1,1
51,0.870985015589053,0.1607799857158735,AL,2022-08-08,1,1,1,1,0,0,1,0
52,1.71055222070136,0.0302093493130964,AL,2022-08-09,0,0,1,1,0,0,1,1
53,1.03838338758172,0.1723457832558515,AL,2022-08-10,1,1,1,1,0,0,1,1
54,0.292010098273787,0.1610081098766095,AL,2022-08-11,1,1,1,1,1,1,1,1
55,4.59815262103547,0.3016045394513995,AL,2022-08-12,0,0,1,1,0,0,1,1
56,0.504165803609522,0.0945113061124395,AL,2022-08-13,1,1,1,1,1,1,1,1
57,0.8379231991559,0.078823694153471,AL,2022-08-14,1,1,1,1,1,1,1,1
58,3.26612354336801,0.231650809310137,AL,2022-08-15,0,0,1,1,0,0,0,1
59,0.554063008224355,0.145592285076087,AL,2022-08-16,1,1,1,1,0,0,1,1
60,1.01971529121235,0.172047605280951,AL,2022-08-17,1,1,1,0,0,0,0,0
61,4.75192521746241,0.262631440474747,AL,2022-08-18,0,0,1,1,0,0,1,1
62,2.69879509478676,0.253258690152864,AL,2022-08-19,0,0,1,1,0,0,0,1
63,1.49024973491147,0.02429291526034875,AL,2022-08-20,0,0,1,1,0,0,1,1
64,1.27886111700794,0.023840029044223,AL,2022-08-21,0,0,1,1,0,0,1,1
65,0.666311456770959,0.122569163375512,AL,2022-08-22,1,1,1,1,0,0,1,1
66,4.05110049645785,0.255303462962211,AL,2022-08-23,0,0,1,1,0,0,1,1
67,0.923300499795445,0.0691991983658365,AL,2022-08-24,1,1,1,1,0,0,1,1
68,0.801760695495969,0.0723162363155545,AL,2022-08-25,1,1,1,1,0,0,1,1
69,1.04011817371805,0.1630554035653395,AL,2022-08-26,1,1,1,0,0,0,1,0
70,0.568005832400978,0.1178716377070745,AL,2022-08-27,1,1,1,1,0,0,1,1
71,0.42434623709671,0.122460223176249,AL,2022-08-28,1,1,1,1,1,1,1,1
72,3.30381408438928,0.0571549530105615,AL,2022-08-29,0,0,1,1,0,0,1,1
73,1.2196307071795,0.170388037155533,AL,2022-08-30,1,1,1,0,0,1,1,0
74,1.8030845533931,0.211373928398894,AL,2022-08-31,0,0,1,1,0,0,1,1
75,0.587924912545422,0.074946873773876,AL,2022-09-01,1,1,1,1,1,1,1,1
76,0.40234388782951,0.084906868774362,AL,2022-09-02,1,1,1,1,0,0,1,1
77,1.25614272360733,0.200222959877424,AL,2022-09-03,0,0,1,1,0,0,1,1
78,1.07775351304015,0.01850245180829815,AL,2022-09-04,0,0,1,1,0,0,1,1
79,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
80,0.645659233015945,0.164404284143349,AL,2022-09-06,1,1,1,1,0,0,1,1
81,0.342410986387595,0.091057074293211,AL,2022-09-07,1,1,1,1,1,1,1,1
82,1.63170978565043,0.190738952858964,AL,2022-09-08,0,0,1,1,0,0,1,1
83,0.318749365718305,0.1402197317021445,AL,2022-09-09,1,1,1,1,0,0,1,1
84,0.816051429846167,0.3875835996112545,AL,2022-09-10,0,0,1,1,0,0,1,1
85,0.539525053297227,0.086550944750963,AR,2022-07-31,1,1,1,1,1,1,1,1
86,1.13686396121604,0.0754938064656735,AR,2022-08-01,1,1,1,1,0,0,1,1
87,1.44144810867625,0.0550954096027535,AR,2022-08-02,1,0,1,1,0,0,1,1
88,1.89947307164801,0.054550124104443,AR,2022-08-03,1,0,1,1,0,0,0,1
89,4.23310129213951,0.1702035850046425,AR,2022-08-04,0,0,1,1,0,0,1,1
90,0.984352914045546,0.107864458570538,AR,2022-08-05,1,1,1,0,0,1,1,0
91,2.8916537539831,0.3691489298519165,AR,2022-08-06,0,0,1,1,0,0,1,1
92,0.510477513634958,0.068675988487912,AR,2022-08-07,1,1,1,1,0,0,0,1
93,3.713809479782,0.191924759180111,AR,2022-08-08,0,0,0,0,0,0,0,0
94,1.19881939902017,0.105865549582675,AR,2022-08-09,1,1,1,1,0,0,1,1
95,3.50609002804646,0.1548924934417495,AR,2022-08-10,1,0,0,0,0,0,0,0
96,1.96222548675722,0.140464764099301,AR,2022-08-11,1,0,1,0,0,0,0,0
97,0.557325742019424,0.090939716722513,AR,2022-08-12,1,1,1,1,0,0,1,1
98,3.11881339194746,0.22026275583541,AR,2022-08-13,0,0,1,1,0,0,1,1
99,0.100702051635983,0.004679605608913465,AR,2022-08-14,1,1,1,1,1,1,1,1
100,3.7902235952967,0.1414505597280325,AR,2022-08-15,0,0,1,1,0,0,0,1
101,1.83690802701603,0.00443581095290231,AR,2022-08-16,0,0,1,1,0,0,1,1
102,0.505794062130689,0.04209617549315925,AR,2022-08-17,1,1,1,1,1,1,1,1
103,0.456412981066776,0.066387687780978,AR,2022-08-18,1,1,1,1,0,0,1,1
104,2.29445509306638,0.2718979508393465,AR,2022-08-19,0,0,1,0,0,0,1,0
105,0.702166791074369,0.00400269482596233,AR,2022-08-20,1,1,1,1,0,0,1,1
106,1.92626864977849,0.1957650836423995,AR,2022-08-21,0,0,1,0,0,0,0,0
107,5.00371232220479,0.197459859361986,AR,2022-08-22,0,0,1,0,0,0,1,0
108,1.06137836560048,0.03956172048917925,AR,2022-08-23,1,1,1,1,0,0,1,1
109,2.32179544007161,0.1165148291950775,AR,2022-08-24,1,0,1,0,0,0,0,0
110,2.56051240416199,0.1430217998695655,AR,2022-08-25,0,0,1,0,0,0,1,0
111,0.49740352253588,0.071340358464463,AR,2022-08-26,1,1,1,1,0,0,1,1
112,0.423370823353141,0.04180564635409515,AR,2022-08-27,1,1,1,1,0,0,1,1
113,3.6405315889429,0.256204933253872,AR,2022-08-28,0,0,1,1,0,0,1,1
114,3.14467162702111,0.1191707881898795,AR,2022-08-29,0,0,1,0,0,0,1,0
115,1.4836666058635,0.0879441245667265,AR,2022-08-30,1,1,1,0,0,0,1,0
116,3.43964654963364,0.146328510674435,AR,2022-08-31,0,0,1,0,1,0,1,0
117,5.8223472293835,0.157846050452296,AR,2022-09-01,0,0,1,1,1,1,1,1
118,2.25867259226886,0.230281746031913,AR,2022-09-02,0,0,1,0,0,0,1,0
119,0.233945800064339,0.002877142610614945,AR,2022-09-03,1,1,1,1,0,0,1,1
120,1.30584515287781,0.151803723675403,AR,2022-09-04,0,0,1,1,1,1,1,1
121,1.28340860628126,0.144447990861477,AR,2022-09-05,1,0,1,0,0,1,1,0
122,6.09165638720036,0.123547996629278,AR,2022-09-06,0,0,1,0,0,0,1,0
123,8.29679389797162,0.1988249492075305,AR,2022-09-07,0,0,1,0,0,0,1,0
124,5.65952725807541,0.236974589438986,AR,2022-09-08,0,0,1,1,0,0,1,1
125,3.29183978061031,0.191916376280915,AR,2022-09-09,0,0,1,1,1,1,1,1
126,1.19411398721635,0.1311397529837445,AR,2022-09-10,0,0,1,1,0,0,1,1
127,1.50316664585135,0.0565709244753405,AZ,2022-07-31,1,0,1,1,1,0,0,0
128,6.35605069682919,0.25097927646043,AZ,2022-08-01,0,0,0,0,0,0,0,0
129,2.35213718342542,0.1186753559069375,AZ,2022-08-02,1,0,1,0,0,0,0,0
130,7.16761508404026,0.244496745338281,AZ,2022-08-03,0,0,1,0,0,0,1,0
131,1.08464477679003,0.1049118073126725,AZ,2022-08-04,1,1,1,1,0,1,0,1
132,1.17086266688751,0.0938931921964415,AZ,2022-08-05,1,1,1,1,0,0,1,1
133,1.33561067075414,0.1058014106571365,AZ,2022-08-06,1,1,1,0,1,0,0,0
134,2.08614505305259,0.1394920836605775,AZ,2022-08-07,1,0,0,0,0,0,0,0
135,1.09651433682127,0.053968908173322,AZ,2022-08-08,1,1,1,1,0,0,0,1
136,3.40002593772675,0.072728825333654,AZ,2022-08-09,0,1,1,0,0,0,0,0
137,5.39012495806051,0.129366875189962,AZ,2022-08-10,0,0,1,1,0,0,0,1
138,2.99486114684416,0.110670975863722,AZ,2022-08-11,0,0,1,1,0,0,0,1
139,0.87664982017134,0.0827022401789355,AZ,2022-08-12,1,1,1,1,0,0,0,1
140,1.02919204949452,0.0503275225018315,AZ,2022-08-13,1,1,0,1,1,0,0,1
141,1.01255274616695,0.088645475383508,AZ,2022-08-14,1,1,1,1,0,1,0,1
142,5.48609899305481,0.125575168152251,AZ,2022-08-15,0,0,1,0,0,0,0,0
143,0.733719596524313,0.0461760020714861,AZ,2022-08-16,1,1,1,1,1,0,0,1
144,1.72668297765521,0.087928924783213,AZ,2022-08-17,1,0,1,0,0,0,0,0
145,4.87532086648995,0.165081910364633,AZ,2022-08-18,0,0,1,1,0,0,1,1
146,1.61170121197051,0.1060720554666675,AZ,2022-08-19,0,0,1,1,1,1,1,1
147,0.359211065432761,0.062501204178157,AZ,2022-08-20,1,1,1,1,0,0,1,1
148,7.22657565079244,0.209997607430607,AZ,2022-08-21,0,0,1,0,0,0,0,0
149,6.89061193061,0.1239051425221055,AZ,2022-08-22,0,0,1,1,0,0,1,1
150,0.503194519688672,0.0499228583186115,AZ,2022-08-23,1,1,1,1,1,1,1,1
151,6.75128512772248,0.1843634793608785,AZ,2022-08-24,0,0,1,1,0,0,1,1
152,0.573193210744418,0.0850009182786865,AZ,2022-08-25,1,1,1,1,0,0,1,1
153,2.66586237509792,0.121414464258156,AZ,2022-08-26,0,0,1,0,1,0,1,0
154,0.993997517801788,0.0752368834967725,AZ,2022-08-27,0,1,1,1,0,0,1,1
155,2.55870309512841,0.0894185555907475,AZ,2022-08-28,0,0,1,1,0,0,1,1
156,3.76036534056067,0.083082276858936,AZ,2022-08-29,0,0,1,1,0,0,1,1
157,4.2438355358518,0.1234596579243415,AZ,2022-08-30,0,0,1,1,0,0,1,1
158,1.0412112069594,0.03691761403360755,AZ,2022-08-31,1,1,1,0,0,1,1,0
159,3.28598712529763,0.1459518382761935,AZ,2022-09-01,0,0,1,0,0,0,1,0
160,1.32949395230655,0.0837606978795035,AZ,2022-09-02,1,0,1,0,0,0,0,0
161,0.177223857644259,9.7006411497908e-4,AZ,2022-09-03,1,1,1,1,1,1,1,1
162,0.618404797404704,0.0680380634946495,AZ,2022-09-04,1,1,1,1,1,1,1,1
163,4.37779950857463,0.136213293077918,AZ,2022-09-05,0,0,1,0,0,0,1,0
164,5.54578244209038,0.1689691004491445,AZ,2022-09-06,0,0,1,0,0,0,1,0
165,0.537941828091391,0.0532775569664475,AZ,2022-09-07,1,1,1,1,0,0,1,1
166,3.46161313002567,0.237576903460718,AZ,2022-09-08,0,0,1,1,0,0,1,1
167,6.01056682759469,0.2643420721851015,AZ,2022-09-09,0,0,1,1,0,0,1,1
168,2.77369443462362,0.160443159516413,AZ,2022-09-10,0,0,1,0,0,0,1,0
169,6.5982465613714,0.11434251089438251,CA,2022-07-31,1,0,1,0,0,0,0,0
170,7.71035813882504,0.093350712484038,CA,2022-08-01,0,1,0,0,0,0,0,0
171,5.97099937678084,0.098003498500253,CA,2022-08-02,1,1,0,0,0,0,0,0
172,16.0100039813992,0.137669944894424,CA,2022-08-03,0,0,0,0,0,0,0,0
173,16.2322866665575,0.1219179359275065,CA,2022-08-04,0,0,1,0,0,0,0,0
174,4.9790305617379,0.122164556191353,CA,2022-08-05,0,0,0,0,0,0,0,0
175,9.06843433358725,0.1232880143279115,CA,2022-08-06,0,0,1,0,0,1,0,0
176,2.25230152628989,0.070125362216774,CA,2022-08-07,1,1,0,0,0,0,1,0
177,18.768576056565,0.1423374548599835,CA,2022-08-08,0,0,1,0,0,0,0,0
178,5.01183352272173,0.096227775960968,CA,2022-08-09,0,0,1,0,0,0,0,0
179,7.49574720191917,0.091963021673944,CA,2022-08-10,0,0,0,0,0,0,0,0
180,11.5779129647396,0.102439592791896,CA,2022-08-11,0,0,0,0,0,0,0,0
181,7.8160623611388,0.088258319507191,CA,2022-08-12,0,0,1,0,0,0,0,0
182,10.0039180164542,0.098140811239808,CA,2022-08-13,0,0,0,0,0,0,0,0
183,3.36795032229192,0.076512711345314,CA,2022-08-14,1,0,1,0,0,0,0,0
184,12.1188651307873,0.0894252431914275,CA,2022-08-15,0,0,1,0,0,0,0,0
185,7.45664219163592,0.0791735453880985,CA,2022-08-16,0,0,1,0,0,0,0,0
186,12.8040340763809,0.095621551408837,CA,2022-08-17,0,0,0,0,0,0,0,0
187,2.09422130252866,0.0625164625389225,CA,2022-08-18,1,1,1,0,0,0,0,0
188,4.81967218170738,0.075687263477745,CA,2022-08-19,0,0,1,0,0,0,1,0
189,2.76016800877526,0.066116723935277,CA,2022-08-20,1,0,0,0,0,0,1,0
190,11.4865447533954,0.0985180057970285,CA,2022-08-21,0,0,0,0,0,0,0,0
191,8.3993193119028,0.064548512328169,CA,2022-08-22,1,0,1,0,0,0,0,0
192,11.3216191118672,0.0793455814488645,CA,2022-08-23,0,0,1,0,0,0,0,0
193,5.76635698066342,0.064055087079555,CA,2022-08-24,1,0,1,0,0,0,1,0
194,1.21707246064582,0.03761892654235575,CA,2022-08-25,1,1,1,1,0,0,0,1
195,6.17869599846075,0.0753914434069135,CA,2022-08-26,0,0,1,0,0,0,0,0
196,16.319026282747,0.111016512342726,CA,2022-08-27,0,0,1,0,0,0,1,0
197,10.1492094616778,0.0696484676669125,CA,2022-08-28,0,0,0,0,0,0,0,0
198,9.15075654506754,0.061374654035152,CA,2022-08-29,1,0,1,0,0,1,1,0
199,12.1573113938241,0.0796316930143285,CA,2022-08-30,0,0,1,0,0,0,0,0
200,14.560630351351,0.098706989095618,CA,2022-08-31,0,0,0,0,0,0,0,0
201,5.53234246299495,0.062803610154742,CA,2022-09-01,0,0,1,1,0,0,1,1
202,8.78762832628145,0.0881070476261385,CA,2022-09-02,0,0,1,0,0,0,1,0
203,3.73844187148104,0.066839931063079,CA,2022-09-03,0,0,1,0,0,0,1,0
204,19.4874139975453,0.0874122595117805,CA,2022-09-04,0,0,1,0,0,0,1,0
205,2.49622497079553,0.077413405981816,CA,2022-09-05,0,0,1,1,0,0,1,1
206,15.4253268495983,0.071377978148578,CA,2022-09-06,0,0,0,0,0,0,0,0
207,19.2924707228793,0.1084658747830245,CA,2022-09-07,0,0,1,0,0,0,1,0
208,11.0570732663643,0.107411533853483,CA,2022-09-08,0,0,1,1,0,0,1,1
209,10.5942656796486,0.0858383212093245,CA,2022-09-09,0,0,1,0,0,0,1,0
210,10.0828446845336,0.0768590227083515,CA,2022-09-10,0,0,1,0,0,0,1,0
211,0.726314004351209,0.138655313949169,CO,2022-07-31,1,1,1,1,0,0,0,1
212,2.3596733763626,0.180931975203424,CO,2022-08-01,0,0,1,1,0,0,0,1
213,1.1013263977813,0.0954714770404645,CO,2022-08-02,1,1,1,0,0,1,0,0
214,0.656753050339101,0.0579684352929605,CO,2022-08-03,1,1,1,1,0,0,1,1
215,0.860053008737162,0.1403653082731995,CO,2022-08-04,1,1,1,1,1,0,0,1
216,0.317519765350521,0.0828868863011545,CO,2022-08-05,1,1,1,1,0,0,1,1
217,0.325008907831192,0.0767488547586125,CO,2022-08-06,1,1,1,1,1,1,1,1
218,0.343191412184157,0.1102279983386095,CO,2022-08-07,1,1,1,1,0,0,1,1
219,0.723101406429419,0.106312974642537,CO,2022-08-08,1,1,1,1,0,0,0,1
220,0.571704669501351,0.110518578644832,CO,2022-08-09,1,1,1,1,0,0,1,1
221,5.9834883634832,0.1908573472577805,CO,2022-08-10,0,0,0,1,0,0,0,1
222,1.49428238421382,0.04864557154220235,CO,2022-08-11,0,1,0,1,1,0,0,1
223,1.74021808884421,0.1616224127167,CO,2022-08-12,1,0,0,1,1,0,0,1
224,0.304874229512994,0.082739935405895,CO,2022-08-13,1,1,1,1,0,0,1,1
225,0.241585135487479,0.00647994796835145,CO,2022-08-14,1,1,1,1,1,1,1,1
226,0.300907355413101,0.0663907075629425,CO,2022-08-15,1,1,1,1,1,1,1,1
227,0.694162113600955,0.0058172032236195,CO,2022-08-16,1,1,1,1,1,1,1,1
228,0.389935110614123,0.100142917422113,CO,2022-08-17,1,1,1,1,0,0,1,1
229,0.662416632518206,0.100289039035094,CO,2022-08-18,1,1,1,1,0,0,1,1
230,2.2345506230737,0.2032703459035935,CO,2022-08-19,0,0,1,1,0,0,1,1
231,1.49727327999913,0.2288227933489475,CO,2022-08-20,1,0,1,0,0,0,1,0
232,0.679036410899707,0.0956786093485425,CO,2022-08-21,1,1,1,1,0,0,1,1
233,6.73399475770049,0.2690523213283175,CO,2022-08-22,0,0,1,1,0,0,1,1
234,0.124437000872027,0.004000424434819665,CO,2022-08-23,1,1,1,1,1,0,0,1
235,0.471328352409817,0.003793160504501785,CO,2022-08-24,1,1,1,1,1,1,1,1
236,1.18649239627035,0.1389970784324495,CO,2022-08-25,0,0,1,1,0,0,1,1
237,0.919558974690544,0.107321112586833,CO,2022-08-26,1,1,1,1,0,0,1,1
238,0.404296291132347,0.0838063462230765,CO,2022-08-27,1,1,1,1,0,0,1,1
239,0.0605206877981105,0.00306743679166058,CO,2022-08-28,1,1,1,1,1,1,1,1
240,0.363101466695538,0.0715363371382935,CO,2022-08-29,1,1,1,1,1,1,1,1
241,0.327525852294002,0.00275897655557318,CO,2022-08-30,1,1,1,1,1,1,1,1
242,0.229239536665377,0.00261666970062796,CO,2022-08-31,1,1,1,1,1,1,1,1
243,0.0146484876406576,0.002481746872290565,CO,2022-09-01,1,1,1,1,1,1,1,1
244,0.560021911430231,0.102685123009795,CO,2022-09-02,1,1,1,1,1,1,1,1
245,0.124810809709496,0.00223250320518163,CO,2022-09-03,1,1,1,1,1,1,1,1
246,2.75789118147573,0.211650962263551,CO,2022-09-04,0,0,1,1,0,0,1,1
247,1.05533770979562,0.3054681316574345,CO,2022-09-05,0,0,1,1,0,0,1,1
248,5.0240634550562,0.185891960617726,CO,2022-09-06,0,0,1,0,0,0,1,0
249,0.528876733636263,0.00180675023824844,CO,2022-09-07,1,1,1,1,0,0,1,1
250,0.140221334306041,0.001713667454958955,CO,2022-09-08,1,1,1,1,1,1,1,1
251,0.30931714073964,0.00162537700958505,CO,2022-09-09,1,1,1,1,1,1,1,1
252,0.073199702307562,0.001541629897392415,CO,2022-09-10,1,1,1,1,1,1,1,1
253,0.94120001679404,0.1316068938992435,CT,2022-07-31,1,1,1,0,0,0,1,0
254,3.26757285464567,0.01750229893086735,CT,2022-08-01,0,0,1,1,0,0,1,1
255,0.87617350254608,0.0950464482112945,CT,2022-08-02,1,1,1,1,0,0,0,0
256,1.57410123468825,0.068243605167206,CT,2022-08-03,1,0,1,1,1,0,0,1
257,1.17493716048095,0.12013003154865699,CT,2022-08-04,1,1,1,1,0,1,0,1
258,1.14284699152206,0.117329244613508,CT,2022-08-05,1,1,1,1,1,0,0,1
259,3.26885143723625,0.162820737118083,CT,2022-08-06,0,0,1,1,0,0,1,1
260,3.03028441868011,0.167472015932135,CT,2022-08-07,0,0,1,1,1,1,1,1
261,0.86443127946947,0.1050554382541865,CT,2022-08-08,1,1,1,1,0,0,1,1
262,1.01261456671107,0.112865236129275,CT,2022-08-09,1,1,1,1,0,0,1,1
263,0.965595441718627,0.080844837287516,CT,2022-08-10,1,1,0,1,0,0,0,1
264,1.05300382711486,0.103985559989216,CT,2022-08-11,1,1,1,1,1,1,1,1
265,1.30330791504978,0.120197704618499,CT,2022-08-12,0,1,1,1,0,0,0,1
266,0.982046788368219,0.0773301883901035,CT,2022-08-13,1,1,0,1,0,0,1,1
267,2.48707905209491,0.178763894274664,CT,2022-08-14,0,0,1,1,0,0,1,1
268,0.504636542158033,0.090047826115375,CT,2022-08-15,1,1,1,1,0,0,1,1
269,3.00980085688467,0.1404536369003275,CT,2022-08-16,0,0,1,1,0,0,1,1
270,1.89998703095561,0.1186977748133035,CT,2022-08-17,0,0,1,1,0,0,0,1
271,0.663922996022221,0.0849907953644165,CT,2022-08-18,1,1,1,1,0,0,1,1
272,6.43974388410688,0.1950491395376965,CT,2022-08-19,0,0,1,0,0,0,1,0
273,4.33492175542197,0.236946217100954,CT,2022-08-20,0,0,1,1,0,0,1,1
274,1.42110325240561,0.104854527506222,CT,2022-08-21,0,0,1,1,0,0,1,1
275,1.30156591313264,0.058611512592512,CT,2022-08-22,1,1,1,0,1,0,1,0
276,0.998622496131001,0.082920346939178,CT,2022-08-23,1,1,1,0,0,0,0,0
277,1.74740928116553,0.246224243332045,CT,2022-08-24,0,0,1,1,0,0,1,1
278,1.08757326387455,0.10986997333515,CT,2022-08-25,1,1,1,0,0,0,0,0
279,1.15198632316429,0.0795455656519765,CT,2022-08-26,1,1,1,0,0,1,1,0
280,2.63702747562831,0.1327133954011995,CT,2022-08-27,0,0,1,0,0,0,0,0
281,0.740763011444365,0.03132036543672595,CT,2022-08-28,1,1,1,1,0,0,1,1
282,2.88828518600935,0.115903053653443,CT,2022-08-29,0,0,1,0,0,0,0,0
283,5.69767706983198,0.2009460259682815,CT,2022-08-30,0,0,1,0,0,0,1,0
284,3.70935200621746,0.1531867783963405,CT,2022-08-31,0,0,1,1,0,0,1,1
285,3.26404091934042,0.177272079602905,CT,2022-09-01,0,0,1,1,0,0,1,1
286,2.87909959086399,0.143006182252607,CT,2022-09-02,0,0,1,1,0,0,1,1
287,4.10249357112403,0.165116744036629,CT,2022-09-03,0,0,1,1,0,0,1,1
288,4.41328159729699,0.1855818813202435,CT,2022-09-04,0,0,1,1,0,0,1,1
289,4.35501324180541,0.32156716292765,CT,2022-09-05,0,0,1,1,0,0,1,1
290,6.52737588904981,0.1896239872582335,CT,2022-09-06,0,0,1,1,0,0,1,1
291,5.29044095949101,0.168367645319242,CT,2022-09-07,0,0,1,1,0,0,1,1
292,2.98569647959428,0.1340188080463175,CT,2022-09-08,0,0,1,1,0,0,1,1
293,6.9921395292262,0.2094335998006195,CT,2022-09-09,0,0,1,1,0,0,1,1
294,7.71288115267774,0.2800434119220525,CT,2022-09-10,0,0,1,0,0,0,1,0
295,0.787660420419664,0.0236053128771639,DC,2022-07-31,1,1,1,1,0,0,1,1
296,0.685982747249554,0.162932421687201,DC,2022-08-01,1,1,1,1,0,0,1,1
297,3.17757980099145,0.243151499948627,DC,2022-08-02,0,0,1,1,0,0,0,1
298,3.53342213814494,0.3787968365900075,DC,2022-08-03,0,0,1,1,0,0,1,1
299,0.441279213999536,0.01919774122156345,DC,2022-08-04,1,1,1,1,0,0,1,1
300,1.9701688471982,0.50555033058319,DC,2022-08-05,0,0,1,1,0,0,1,1
301,NA,NA,DC,2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA
302,0.305578639554585,0.109487367423504,DC,2022-08-07,1,1,1,1,0,0,1,1
303,0.506660322589801,0.0838832371186605,DC,2022-08-08,1,1,1,1,1,1,1,1
304,0.109891492805258,0.0149064548274571,DC,2022-08-09,1,1,1,1,1,1,1,1
305,1.04836341470651,0.183592432334905,DC,2022-08-10,0,0,1,1,0,0,1,1
306,2.11530162546412,0.2008032928180875,DC,2022-08-11,0,0,1,0,0,0,1,0
307,0.429922780138036,0.061195596952095,DC,2022-08-12,1,1,1,1,0,0,1,1
308,0.98576035058657,0.116302145406876,DC,2022-08-13,1,1,1,0,0,0,1,0
309,1.01797337498551,0.1104124173014255,DC,2022-08-14,1,1,1,0,0,1,1,0
