...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
28,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1.78536735487034,0.299014193246508,AK,2022-10-10,1,0,0,0,1,1,1,1,1,0,0,1
31,0.00602685493385151,0.02491071261955615,AK,2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.0582954818126831,0.075458892045714,AK,2022-10-18,1,1,1,1,1,1,1,1,0,1,0,1
39,0.0204819559934598,0.0868991469023115,AK,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.332330571159031,0.162249679583307,AL,2022-09-11,1,1,1,1,1,1,1,0,0,1,1,1
44,0.642018339258823,0.1778051997242395,AL,2022-09-12,1,1,1,1,1,1,1,0,0,1,1,1
45,0.484217988302731,0.086279669176775,AL,2022-09-13,1,1,1,1,1,1,1,1,1,1,1,1
46,0.768256638011748,0.197476847731551,AL,2022-09-14,1,1,1,1,1,1,1,0,0,1,1,1
47,0.729211349584223,0.02235397814720755,AL,2022-09-15,1,1,1,1,1,1,1,0,0,1,1,1
48,0.416669496240961,0.1977970930483955,AL,2022-09-16,1,1,1,1,1,1,1,1,1,1,1,1
49,0.420558098645666,0.197952081981287,AL,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
50,0.0308015289175748,0.02170661931369185,AL,2022-09-18,1,1,1,1,1,1,1,1,0,0,1,1
51,0.563425326761687,0.257162227244842,AL,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,1
52,0.319571118817314,0.02132997119404645,AL,2022-09-20,1,1,1,1,1,1,1,1,1,1,1,1
53,0.288300321529906,0.122513456342207,AL,2022-09-21,1,1,1,1,1,1,1,0,0,1,1,1
54,0.35626284918611,0.163127957201814,AL,2022-09-22,1,1,1,1,1,1,1,1,1,1,1,1
55,1.9299178610033,0.2877398337367765,AL,2022-09-23,1,0,0,1,1,1,1,0,0,1,1,1
56,0.19810901106973,0.02074678893456555,AL,2022-09-24,1,1,1,1,1,1,1,1,1,1,1,1
57,0.45237522326445,0.199009513874031,AL,2022-09-25,1,1,1,1,1,1,1,0,0,1,1,1
58,0.45978057313051,0.1991115288177865,AL,2022-09-26,1,1,1,1,1,1,1,0,0,1,1,1
59,0.576074975680854,0.258769882757435,AL,2022-09-27,1,1,1,1,1,1,1,1,1,1,1,1
60,0.451601749357976,0.02048555029831155,AL,2022-09-28,1,1,1,1,1,1,1,1,0,1,0,1
61,0.593581373774203,0.2589935360076675,AL,2022-09-29,1,1,1,1,1,1,1,1,1,1,1,1
62,0.108980899248037,0.02053321307808605,AL,2022-09-30,1,1,1,1,1,1,1,1,1,1,1,1
63,1.31460760020485,0.306826929231068,AL,2022-10-01,1,0,0,1,1,1,1,0,0,1,1,1
64,0.22522677709238,0.02074922859014445,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
65,0.0348407349716927,0.0209370828054127,AL,2022-10-03,1,1,1,1,1,1,1,0,0,1,1,1
66,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.125535367311725,0.02151750607871525,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.146073078299858,0.02309140810460685,AL,2022-10-08,1,1,1,1,1,1,1,0,0,1,1,1
71,0.286755476986147,0.0238724302083016,AL,2022-10-09,1,1,1,1,1,1,1,0,0,1,1,1
72,0.161006251829558,0.02481989137086405,AL,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
73,0.316685517979201,0.0259629639417372,AL,2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1
74,1.46280017935411,0.389464257974633,AL,2022-10-12,1,1,0,1,0,1,1,1,0,1,0,1
75,0.559329315114602,0.166787227328769,AL,2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
76,0.587340296691893,0.0309369625922014,AL,2022-10-14,1,1,1,1,1,1,1,1,0,1,0,1
77,0.0760562355890648,0.03326475794727485,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
78,0.970481711495286,0.1896483553941345,AL,2022-10-16,1,1,1,0,1,1,1,1,0,0,1,1
79,0.913094747641163,0.4184144173624045,AL,2022-10-17,1,1,1,0,1,1,1,1,0,0,1,1
80,0.10554656229215,0.04311314763341475,AL,2022-10-18,1,1,1,1,1,1,1,0,0,1,1,1
81,0.333457874607939,0.0476083919884201,AL,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
82,0.131945375727258,0.052858833011666,AL,2022-10-20,1,1,1,1,1,1,1,1,1,1,1,1
83,0.149152805100276,0.058964796112019,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
84,0.168049357013077,0.066032186328402,AL,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
85,0.454813510093161,0.0639307617863655,AR,2022-09-11,1,1,1,1,1,1,1,0,0,1,1,1
86,2.82344449075186,0.1560927617563925,AR,2022-09-12,1,0,0,1,1,1,1,0,0,1,1,1
87,0.994786607124534,0.1045786624668935,AR,2022-09-13,1,1,1,1,1,0,1,1,0,1,1,0
88,2.00699045568106,0.0503682381071895,AR,2022-09-14,1,0,1,1,1,0,1,0,0,1,1,0
89,1.00393664055285,0.142265038779224,AR,2022-09-15,1,1,1,1,1,1,1,0,0,1,1,1
90,1.03034599719404,0.134429857285584,AR,2022-09-16,1,1,1,1,1,0,1,1,0,1,1,0
91,1.08157426223428,0.307476507088633,AR,2022-09-17,0,1,1,1,1,1,0,0,1,1,1,1
92,0.985568672493254,0.1855399097901065,AR,2022-09-18,1,0,1,1,1,1,1,0,0,1,1,1
93,1.4790767470542,0.1182837897490605,AR,2022-09-19,1,1,1,0,1,0,1,0,1,0,1,0
94,0.570903098693587,0.0800003099206835,AR,2022-09-20,1,1,1,1,1,1,1,0,0,1,1,1
95,1.7933203870491,0.119563131787331,AR,2022-09-21,0,1,1,1,1,1,0,0,1,1,1,1
96,0.518636884663235,0.0643053244091195,AR,2022-09-22,1,1,1,1,1,1,1,1,1,1,1,1
97,0.562543688886099,0.2066367950393875,AR,2022-09-23,1,1,1,1,1,1,1,1,1,1,1,1
98,0.0167240370109092,0.0128047879695844,AR,2022-09-24,1,1,1,1,1,1,1,1,1,1,1,1
99,0.0645360144722554,0.0129892852241752,AR,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
100,1.51710903569123,0.064778117139019,AR,2022-09-26,0,0,1,1,1,1,0,0,1,1,1,1
101,0.533311600233273,0.0684480689763065,AR,2022-09-27,1,1,1,1,1,1,1,0,0,1,1,1
102,0.594857844799755,0.0945813077776485,AR,2022-09-28,1,1,1,1,1,1,1,0,0,1,1,1
103,1.43656880305797,0.01403013729224135,AR,2022-09-29,1,0,0,1,1,1,1,0,0,1,1,1
104,1.18966027017529,0.2326277340525885,AR,2022-09-30,1,0,1,1,1,1,1,0,0,1,1,1
105,0.0810367172627991,0.014817160458656,AR,2022-10-01,1,1,1,1,1,1,1,0,0,1,1,1
106,0.363791549291676,0.0153077369214508,AR,2022-10-02,1,1,1,1,1,1,1,0,0,1,1,1
107,1.32553036069862,0.177695971758283,AR,2022-10-03,1,0,1,1,1,1,1,1,1,1,1,1
108,0.660132647844661,0.19097463680623,AR,2022-10-04,1,1,1,1,1,1,1,1,0,1,0,1
109,3.07696574456277,0.0173317783287769,AR,2022-10-05,1,0,0,1,1,1,1,0,0,1,1,1
110,0.444165070990428,0.01825335747785695,AR,2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
111,1.75898475796861,0.192077436079817,AR,2022-10-07,1,1,1,1,1,0,1,0,0,1,1,0
112,0.487420679747675,0.142777857584883,AR,2022-10-08,1,1,1,1,1,1,1,0,1,1,0,1
113,0.246284071995833,0.0221404280349238,AR,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
114,0.91060453396041,0.02393879758034085,AR,2022-10-10,1,1,0,1,1,1,1,1,1,1,1,1
115,1.63334400075856,0.1052901043723415,AR,2022-10-11,1,1,1,1,0,1,1,0,0,1,0,1
116,0.574659453775482,0.1695787978919355,AR,2022-10-12,1,1,1,1,1,1,1,0,0,0,0,1
117,0.646640628752719,0.147600911299238,AR,2022-10-13,1,1,1,1,1,1,1,1,1,1,1,1
118,0.624279157662448,0.2067180082418895,AR,2022-10-14,1,1,1,1,1,1,1,0,0,1,1,1
119,0.685384767207763,0.264555356586931,AR,2022-10-15,1,0,1,1,1,1,1,0,0,1,1,1
120,0.690602097061462,0.210313015133218,AR,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1
121,1.12411027965065,0.238664038604072,AR,2022-10-17,1,0,1,1,1,1,1,0,0,1,0,1
122,2.37194994459411,0.1223927768822395,AR,2022-10-18,1,1,0,0,0,1,1,1,0,0,1,1
123,0.783470350393683,0.376469869564436,AR,2022-10-19,1,0,1,1,1,1,1,0,0,1,1,1
124,0.863282161313837,0.2261184318146245,AR,2022-10-20,1,1,1,1,1,1,1,0,0,1,0,1
125,1.4817415559462,0.53086842797744,AR,2022-10-21,0,1,1,0,1,1,0,0,0,0,1,1
126,0.844904771549734,0.0975416621179015,AR,2022-10-22,1,1,1,1,1,1,1,0,0,1,1,1
127,0.33132478837455,0.0587429405623125,AZ,2022-09-11,1,1,1,1,1,1,1,0,0,0,1,1
128,2.02334571022708,0.104787582210835,AZ,2022-09-12,1,1,0,0,1,1,1,0,1,0,0,1
129,0.887163649255129,0.109579112902994,AZ,2022-09-13,1,1,1,1,0,1,1,1,0,1,0,1
130,3.32675658943268,0.2103667297074435,AZ,2022-09-14,1,0,0,1,1,1,1,0,0,1,1,1
131,1.06589921679627,0.1210314080663675,AZ,2022-09-15,1,0,1,1,1,1,1,0,0,0,1,1
132,0.538526095413147,0.00402846763697528,AZ,2022-09-16,1,1,1,1,1,1,1,0,0,1,1,1
133,0.901206088740153,0.1232877002454155,AZ,2022-09-17,1,1,1,1,0,1,1,0,0,1,0,1
134,0.746308599908525,0.0865844108190035,AZ,2022-09-18,1,1,1,1,0,1,1,0,1,1,0,1
135,2.97722602443414,0.1308613257872145,AZ,2022-09-19,1,0,0,1,1,1,1,0,0,1,0,1
136,0.691344926020403,0.064332197827952,AZ,2022-09-20,1,1,1,1,1,1,1,0,1,1,0,1
137,3.54634721069446,0.2051261417724985,AZ,2022-09-21,1,0,0,0,1,1,1,0,0,0,0,1
138,0.946272528406588,0.106319215008465,AZ,2022-09-22,1,1,1,1,1,1,1,0,0,1,0,1
139,1.18668337735812,0.0050698647208866,AZ,2022-09-23,1,1,0,1,1,1,1,0,0,1,1,1
140,0.201810572279935,0.0054232375656874,AZ,2022-09-24,1,1,1,1,1,1,1,1,0,1,0,1
141,1.03535513546309,0.0973437652007885,AZ,2022-09-25,1,0,1,1,1,1,1,0,0,1,0,1
142,1.48349775709577,0.082925055561231,AZ,2022-09-26,1,1,1,1,1,0,1,0,0,0,0,0
143,2.28116238116649,0.1046360738671495,AZ,2022-09-27,1,1,1,0,0,1,1,0,0,0,0,1
144,1.34520779204682,0.1159556887568925,AZ,2022-09-28,1,0,1,1,1,1,1,0,1,1,0,1
145,1.47729265096058,0.1540055171961155,AZ,2022-09-29,0,1,1,0,1,1,0,0,0,0,1,1
146,0.757893149132975,0.00990557392784585,AZ,2022-09-30,1,1,1,1,1,1,1,0,0,1,1,1
147,0.822789454074336,0.071459088687906,AZ,2022-10-01,1,1,1,1,1,1,1,0,0,1,0,1
148,2.91402217797444,0.281175092435305,AZ,2022-10-02,1,0,0,1,0,1,1,0,0,1,1,1
149,2.95603366715142,0.172882302439242,AZ,2022-10-03,1,0,0,0,1,1,1,0,0,0,0,1
150,2.11821249148202,0.18594421840287,AZ,2022-10-04,1,0,1,1,1,1,1,0,1,1,0,1
151,2.04513601641168,0.090515098545987,AZ,2022-10-05,1,0,1,1,0,1,1,0,0,0,0,1
152,1.70965262662026,0.123364231355141,AZ,2022-10-06,1,0,1,1,0,1,1,0,1,1,0,1
153,1.52314684404323,0.1399767449251915,AZ,2022-10-07,1,0,1,1,1,1,1,0,0,0,0,1
154,2.0606955789887,0.3167075570387665,AZ,2022-10-08,1,0,0,1,1,1,1,0,0,1,0,1
155,0.392420343685946,0.125826417817871,AZ,2022-10-09,1,1,1,1,1,1,1,0,1,1,0,1
156,2.68152195920316,0.15644401026361,AZ,2022-10-10,1,1,1,1,1,0,1,1,0,0,0,0
157,2.62178852349226,0.097171011876417,AZ,2022-10-11,1,1,0,1,0,1,1,0,0,1,0,1
158,1.06886893472827,0.185312465427647,AZ,2022-10-12,1,1,1,1,1,1,1,0,0,1,1,1
159,1.16903422367236,0.209417215841547,AZ,2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
160,1.36012818356923,0.184182322474477,AZ,2022-10-14,1,1,1,1,1,1,1,0,1,1,0,1
161,1.49046173354626,0.13327800015509,AZ,2022-10-15,1,1,0,1,1,1,1,0,0,1,0,1
162,1.12885250049256,0.171237749635076,AZ,2022-10-16,1,1,1,1,1,1,1,1,0,1,0,1
163,9.52151387431585,0.1687288885156915,AZ,2022-10-17,1,1,0,1,0,1,1,0,0,1,0,1
164,2.12533033579702,0.225564036788955,AZ,2022-10-18,1,1,1,1,1,1,1,0,0,1,0,1
165,1.98626552678641,0.262471484298721,AZ,2022-10-19,1,1,1,1,1,0,1,0,0,1,0,0
166,1.77616466444698,0.251096272681384,AZ,2022-10-20,1,1,1,1,1,1,1,0,0,0,0,1
167,3.14087489737108,0.222188223936107,AZ,2022-10-21,1,1,0,1,0,1,1,1,0,1,0,1
168,0.225959585222882,0.2508802953229985,AZ,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
169,14.8658752323144,0.107170755419035,CA,2022-09-11,1,0,0,1,0,0,1,0,0,0,0,0
170,9.35933262034061,0.078033080355702,CA,2022-09-12,0,0,0,1,1,0,0,0,0,0,0,0
171,16.6667759354697,0.0927699382733855,CA,2022-09-13,1,0,0,1,1,1,1,0,0,0,0,1
172,4.85967476029564,0.090479238843019,CA,2022-09-14,0,0,0,0,0,0,0,0,0,0,1,0
173,8.62791105584406,0.0943374075995665,CA,2022-09-15,0,0,0,1,1,1,0,0,0,0,1,1
174,5.29277428224542,0.0812974660910345,CA,2022-09-16,0,0,0,0,0,1,0,0,0,1,0,1
175,15.3910814068035,0.1102431391603465,CA,2022-09-17,0,0,0,1,0,1,0,0,0,0,0,1
176,8.40129238523492,0.0936463921103695,CA,2022-09-18,0,1,0,0,1,1,0,0,0,0,0,1
177,10.0965905116283,0.087500657665204,CA,2022-09-19,0,0,0,0,0,0,0,0,0,0,1,0
178,3.904247671368,0.0708705891879355,CA,2022-09-20,1,0,1,1,0,1,1,0,1,0,1,1
179,10.2831283832242,0.1173406546458355,CA,2022-09-21,0,0,0,1,1,1,0,0,0,0,0,1
180,1.92264163962912,0.077475373319337,CA,2022-09-22,1,1,1,1,1,0,1,1,0,1,1,0
181,3.58823395966286,0.0708224895166255,CA,2022-09-23,0,0,1,1,0,1,0,0,0,0,0,1
182,10.5332495326439,0.1211651466178905,CA,2022-09-24,0,0,0,0,0,1,0,0,0,0,0,1
183,10.6157335801574,0.1191276542040415,CA,2022-09-25,0,0,0,1,1,1,0,0,0,0,0,1
184,8.02110258281322,0.091617008721354,CA,2022-09-26,0,0,0,1,1,0,0,0,0,0,0,0
185,10.9772574751991,0.130235095539514,CA,2022-09-27,0,0,0,1,0,0,0,1,0,0,0,0
186,4.22450327645833,0.0968307444847445,CA,2022-09-28,1,0,0,1,1,1,1,0,1,1,0,1
187,7.39325831127716,0.123635180927959,CA,2022-09-29,1,0,0,0,0,1,1,0,0,0,0,1
188,13.3228991847871,0.155719039321808,CA,2022-09-30,0,0,0,1,1,1,0,0,0,0,0,1
189,8.54183660839583,0.1222946530800935,CA,2022-10-01,0,0,0,1,1,0,0,0,0,0,0,0
190,8.80823831950481,0.1459310197270835,CA,2022-10-02,0,0,0,1,1,1,0,0,0,0,0,1
191,15.5504807086526,0.135541817620245,CA,2022-10-03,0,0,0,1,0,0,0,0,0,0,0,0
192,4.63417579619291,0.135899137927768,CA,2022-10-04,0,1,0,0,1,0,0,0,1,0,0,0
193,8.16848755477794,0.1382712031715995,CA,2022-10-05,0,0,0,1,0,1,0,0,0,1,0,1
194,9.53889202749423,0.176248775866412,CA,2022-10-06,0,0,0,1,0,1,0,0,0,0,0,1
195,6.68695295641166,0.1638007370664525,CA,2022-10-07,0,0,0,1,1,0,0,0,0,1,0,0
196,3.19498560908624,0.1454920968510625,CA,2022-10-08,0,0,1,1,0,1,0,0,0,0,0,1
197,5.23145642385708,0.157084377102039,CA,2022-10-09,0,0,1,0,0,1,0,0,0,0,0,1
198,8.49871056874455,0.137031633015042,CA,2022-10-10,0,0,1,0,0,0,0,0,0,0,0,0
199,6.92960435754688,0.186396325299912,CA,2022-10-11,0,0,0,1,1,0,0,0,0,1,0,0
200,13.7992245155438,0.2112060235383005,CA,2022-10-12,0,0,0,1,1,1,0,0,0,0,0,1
201,15.5131841127061,0.2108721430404575,CA,2022-10-13,0,0,0,0,0,1,0,0,0,0,0,1
202,7.45912529619307,0.201928594712665,CA,2022-10-14,0,0,0,1,1,0,0,1,0,0,0,0
203,5.86489287226161,0.1869321751695615,CA,2022-10-15,0,0,1,0,0,0,0,0,0,0,0,0
204,4.03408472421857,0.194316869521232,CA,2022-10-16,0,0,1,0,1,0,0,0,0,0,0,0
205,12.2745041100321,0.2155814867477525,CA,2022-10-17,0,0,1,0,0,0,0,0,0,0,0,0
206,9.14098803548434,0.2542665647024285,CA,2022-10-18,0,0,0,0,1,1,0,0,0,0,0,1
207,14.3355059141025,0.262256425997006,CA,2022-10-19,0,0,0,0,1,0,0,0,0,0,0,0
208,8.5975634554756,0.234314995783553,CA,2022-10-20,0,0,1,1,0,1,0,0,0,0,0,1
209,7.72155694644847,0.2091838000500465,CA,2022-10-21,0,1,0,1,0,0,0,0,0,0,0,0
210,3.69692452140888,0.2462900351030295,CA,2022-10-22,0,1,1,1,1,0,0,1,0,0,0,0
211,1.62480424939098,0.2977243254194835,CO,2022-09-11,1,1,0,0,1,1,1,1,0,0,1,1
212,1.73292349889554,0.146945994618876,CO,2022-09-12,1,0,0,1,1,1,1,0,0,1,1,1
213,0.422945669029468,0.100062562143097,CO,2022-09-13,1,1,1,1,1,1,1,0,0,1,1,1
214,0.970000153250136,0.0821873729706855,CO,2022-09-14,1,1,1,1,1,0,1,1,0,1,1,0
215,0.334828885950399,0.0058913542545269,CO,2022-09-15,1,1,1,1,1,1,1,0,0,1,1,1
216,0.772481705431927,0.00583878698972995,CO,2022-09-16,1,1,1,1,1,1,1,0,0,1,0,1
217,0.381814525606153,0.083106908343804,CO,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
218,0.818847428757931,0.218545594633765,CO,2022-09-18,1,0,1,1,1,1,1,0,0,1,1,1
219,0.529446770191436,0.041253594842768,CO,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,1
220,2.78807455394979,0.2250982764548985,CO,2022-09-20,1,0,0,1,0,1,1,0,0,1,0,1
221,1.66520124855071,0.168612570009854,CO,2022-09-21,1,0,0,1,0,1,1,0,0,1,0,1
222,1.42435913088712,0.176314809801999,CO,2022-09-22,1,0,0,1,1,1,1,0,0,1,1,1
223,0.762835891804487,0.0747906949370025,CO,2022-09-23,1,1,1,1,0,1,1,0,1,1,0,1
224,0.942136095633707,0.2899347609216995,CO,2022-09-24,1,0,0,1,1,1,1,1,1,1,1,1
225,0.665211553610714,0.148031597847304,CO,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
226,0.768354472006594,0.1147385472300835,CO,2022-09-26,1,1,1,1,1,1,1,0,1,1,0,1
227,0.471205130527322,0.00662278869712625,CO,2022-09-27,1,1,1,1,1,1,1,0,0,1,1,1
228,0.776687915276011,0.00690851010216545,CO,2022-09-28,1,1,1,1,1,1,1,1,0,0,0,1
229,0.617107189444964,0.0495236543970013,CO,2022-09-29,1,1,1,1,1,1,1,1,1,1,1,1
230,0.617766484825137,0.128114450537986,CO,2022-09-30,1,1,1,1,1,1,1,0,0,1,1,1
231,0.12117006388248,0.00819028631751455,CO,2022-10-01,1,1,1,1,1,1,1,1,1,1,1,1
232,0.127389710557493,0.00880316264084435,CO,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
233,0.587613353683985,0.073655375893941,CO,2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
234,0.220172903783441,0.0104150755931262,CO,2022-10-04,1,1,1,1,1,1,1,1,1,1,1,1
235,0.597252426602841,0.1030838578500285,CO,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
236,0.63002980510382,0.1151111938032935,CO,2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
237,1.63099295432251,0.284044529499668,CO,2022-10-07,1,1,0,0,1,1,1,0,1,0,0,1
238,0.800307940408335,0.2175527073314635,CO,2022-10-08,1,0,1,1,1,1,1,0,1,1,0,1
239,1.59652319633499,0.53433186582904,CO,2022-10-09,1,0,0,1,0,1,1,0,0,1,0,1
240,2.85535441053329,0.24869332436497,CO,2022-10-10,1,0,0,1,1,1,1,0,0,1,0,1
241,3.36441917426651,0.26650644317563,CO,2022-10-11,1,0,0,0,1,1,1,0,0,0,0,1
242,0.888194739923745,0.1383148405736895,CO,2022-10-12,1,1,1,0,1,1,1,1,1,0,0,1
243,1.2691656999413,0.262393199203914,CO,2022-10-13,1,1,0,1,1,1,1,0,0,1,0,1
244,1.31835064781225,0.252269219178201,CO,2022-10-14,0,1,1,1,1,1,0,1,0,1,1,1
245,1.07156134191824,0.2833670646538855,CO,2022-10-15,1,1,1,1,0,1,1,1,0,1,0,1
246,1.05847727465842,0.173132631437412,CO,2022-10-16,0,1,1,1,1,1,0,1,1,1,0,1
247,1.5306633753413,0.054686923822809,CO,2022-10-17,1,1,0,1,1,1,1,1,0,0,0,1
248,1.02832327558845,0.2010629162807765,CO,2022-10-18,1,1,1,1,1,1,1,1,0,1,0,1
249,0.853402193992454,0.2003979435614805,CO,2022-10-19,1,1,1,1,1,1,1,1,0,1,0,1
250,1.68833148496292,0.2994587661144805,CO,2022-10-20,1,1,1,0,1,1,1,1,0,0,1,1
251,0.976096066563574,0.34975541497949453,CO,2022-10-21,1,1,1,0,1,1,1,1,0,0,0,1
252,0.328705961752903,0.224082678365326,CO,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
253,2.73287328780981,0.1744092586075205,CT,2022-09-11,1,0,0,1,1,1,1,1,0,0,1,1
254,4.15126968402103,0.1922899410165915,CT,2022-09-12,1,0,0,1,1,1,1,0,0,1,1,1
255,4.68422899559953,0.250115240830622,CT,2022-09-13,1,0,0,0,1,1,1,0,0,0,1,1
256,1.18042313470844,0.1637104169659215,CT,2022-09-14,1,1,1,1,0,1,1,0,0,0,0,1
257,1.86331723091621,0.133320170609515,CT,2022-09-15,1,1,1,0,0,1,1,0,0,0,0,1
258,8.59601397620969,0.207805405131509,CT,2022-09-16,1,0,0,1,1,1,1,0,0,0,0,1
259,1.20739395525589,0.143686613672392,CT,2022-09-17,1,1,1,1,1,1,1,1,0,0,1,1
