...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.00392766703876012,0.00454657106576025,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.00314963745085438,0.00369775319660225,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.00215844345365324,0.00333924897447927,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.0020604243120488,0.002731795957741825,AK,2023-03-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
43,0.704280220716857,0.50471825213225,AL,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
44,0.405487128516741,0.302424054751131,AL,2023-02-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
45,0.757362104533035,0.544909245899455,AL,2023-02-07,1,0,1,1,1,1,1,1,0,1,0,1,1,1
46,0.776810725637602,0.065171437895093,AL,2023-02-08,1,1,1,1,1,1,1,0,1,1,0,1,1,0
47,1.06208825868616,0.75169334563116,AL,2023-02-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
48,0.0836155464912829,0.0527616398736,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,0,0,1,1
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0526437603766237,0.0379963354060582,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.162596288263324,0.033968715172056053,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.282997560503705,0.03033380572808115,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0404395781761071,0.02706028629857655,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0258723299695365,0.01700082012287425,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0202075137054843,0.01511348336363925,AL,2023-02-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
60,1.11206584478498,0.7898099482383,AL,2023-02-22,1,0,1,0,1,1,1,1,0,1,0,1,1,1
61,0.0159556382108296,0.01193174330248885,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,1.13950381942657,0.449316793722112,AL,2023-02-24,1,1,1,0,1,1,0,1,1,1,0,1,1,0
63,1.26212417095441,0.884047519306355,AL,2023-02-25,1,1,1,0,1,0,1,1,1,1,0,1,0,1
64,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0104290330405338,0.0074269637631123,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.027161686561191,0.0052147147916509,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,1.09330408601402,0.440300290674574,AL,2023-03-03,1,0,1,0,1,1,1,1,0,1,0,1,1,1
70,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.0188141125586691,0.00367784251806302,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.00402954698317375,0.00292484288249375,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.0120873562268218,0.002611865196330295,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1.19474686336528,0.3143979259413155,AL,2023-03-09,1,1,0,0,1,1,1,1,1,0,0,1,1,1
76,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.00137987646059299,0.00135702335678962,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.00576987687613181,0.001222535629888355,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.00109590237671962,0.00110308392745777,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,8.6050652878103e-4,9.96910450520945e-4,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.395343669934158,0.2765455835777935,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,3.0473655316402,0.3361076824678225,AR,2023-02-06,0,0,1,0,1,1,1,0,0,1,0,1,1,0
87,2.61555655814478,0.4311144983605405,AR,2023-02-07,0,0,1,1,0,1,0,1,0,1,1,0,1,1
88,0.924033059120884,0.3301923875391115,AR,2023-02-08,0,1,1,1,1,1,1,0,1,1,1,0,1,1
89,0.592946429650504,0.2600788758235015,AR,2023-02-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
90,5.59339597933207,0.448555480222051,AR,2023-02-10,0,0,1,0,1,1,1,0,0,1,0,1,1,1
91,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.461824180736895,0.3415504995690515,AR,2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,2.91395820157326,0.537748818835495,AR,2023-02-13,0,1,1,0,1,1,1,0,0,1,0,1,1,1
94,3.82427670168985,0.403802238851703,AR,2023-02-14,0,0,1,1,1,1,1,0,0,1,0,1,1,1
95,0.595702885623105,0.2120146269931355,AR,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
96,0.761577476587223,0.1993876745259095,AR,2023-02-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
97,1.61264262383385,0.1173390602213515,AR,2023-02-17,1,0,1,0,1,1,1,1,0,1,0,1,1,1
98,0.308030380794217,0.2802371996564315,AR,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
99,0.416365683680202,0.098767866341352,AR,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
100,1.06192812532563,0.3363171667443905,AR,2023-02-20,0,1,1,1,1,1,1,0,1,1,1,0,1,1
101,2.50335457456774,0.2790206913758,AR,2023-02-21,1,1,1,1,0,1,1,1,0,1,1,0,0,1
102,1.78028862367286,0.32675728358330153,AR,2023-02-22,0,1,1,0,1,1,1,0,0,1,0,1,0,1
103,0.438568376732052,0.187921948080203,AR,2023-02-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1
104,0.429969982177675,0.1877741388439355,AR,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.343321209639438,0.2340754035475565,AR,2023-02-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,4.67520208953225,0.353803435497663,AR,2023-02-27,0,0,1,0,1,1,1,0,0,0,0,1,0,1
108,2.01196428471095,0.432847194089774,AR,2023-02-28,1,1,1,0,1,1,0,1,1,1,0,1,1,0
109,0.72090214572812,0.03761371658076285,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.159777373116303,0.033875556301947,AR,2023-03-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
111,0.0435965978269242,0.03047112417296555,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.942517223969234,0.0220252371512278,AR,2023-03-06,1,1,1,0,1,1,1,1,0,1,0,1,1,1
115,0.435975604938991,0.01972526978113875,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.976927287817426,0.189255891462832,AR,2023-03-08,0,1,1,1,1,1,1,0,1,0,1,1,1,1
117,0.170286185410817,0.01577645946866845,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.147652150364363,0.01409094241539515,AR,2023-03-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
119,1.25567240139949,0.89020807559074,AR,2023-03-11,1,1,1,0,1,0,1,1,1,1,0,1,0,1
120,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0154930489601102,0.0099941434540722,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1.01625409876023,0.232603646928299,AR,2023-03-14,1,1,1,1,0,1,1,1,1,1,0,0,1,1
123,0.0445393779808801,0.007922032053056,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0389998757459822,0.00704705694957555,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.620321220715483,0.1747183172811245,AR,2023-03-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
126,1.0124107294502,0.4312313594648515,AR,2023-03-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
127,1.1252436836497,0.2435537576932845,AZ,2023-02-05,1,1,1,1,1,1,1,1,0,0,0,1,1,1
128,1.48615910838725,0.2417034901162675,AZ,2023-02-06,1,1,1,1,1,1,1,0,0,0,0,1,1,1
129,1.07340585234209,0.245618150354095,AZ,2023-02-07,1,1,1,1,1,1,0,1,0,0,0,1,1,0
130,3.93390851616769,0.116227658630154,AZ,2023-02-08,0,0,1,0,1,1,1,0,0,0,0,1,1,1
131,0.672354875736648,0.1647244700760995,AZ,2023-02-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
132,1.13868352925875,0.311366719673347,AZ,2023-02-10,0,1,1,1,1,1,1,0,0,1,0,0,1,1
133,0.520999406399154,0.174538169378635,AZ,2023-02-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
134,4.44765114192223,0.2851062716530425,AZ,2023-02-12,0,1,0,0,1,1,1,1,0,0,0,1,1,1
135,4.59716931172975,0.235438987314718,AZ,2023-02-13,1,0,1,0,1,1,1,1,0,0,0,1,1,1
136,1.35522089241998,0.129343463739407,AZ,2023-02-14,1,1,1,1,1,1,0,1,0,0,0,1,1,1
137,1.42607628779667,0.2309778737249965,AZ,2023-02-15,1,1,0,1,1,1,1,1,0,0,0,1,1,1
138,1.16025341130973,0.189601394968737,AZ,2023-02-16,1,1,1,1,1,0,1,1,0,0,0,1,0,1
139,1.25239098765343,0.181419928166908,AZ,2023-02-17,1,1,0,1,1,1,1,1,0,0,0,1,1,1
140,1.29421529503682,0.200670341137985,AZ,2023-02-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1
141,3.23779582476818,0.291893251768655,AZ,2023-02-19,0,1,0,0,0,1,0,0,0,0,0,0,1,0
142,4.11447130600297,0.1704153109741465,AZ,2023-02-20,0,0,0,0,1,1,0,0,0,0,0,0,1,0
143,1.18269845764051,0.1586123283801725,AZ,2023-02-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
144,2.32367875595381,0.26022336093855,AZ,2023-02-22,1,0,1,0,1,1,1,1,0,0,0,1,1,1
145,0.34288196615172,0.0904330719932695,AZ,2023-02-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1
146,1.0996631377023,0.1798747441304715,AZ,2023-02-24,0,1,1,1,1,1,1,0,1,1,0,1,1,1
147,1.65409513886809,0.3053553810589725,AZ,2023-02-25,1,1,0,0,1,1,0,1,1,0,0,1,1,0
148,1.80340123391565,0.1588089687800675,AZ,2023-02-26,0,1,1,0,1,1,0,0,0,0,0,1,1,0
149,3.13679529919353,0.103173340504581,AZ,2023-02-27,0,0,0,1,1,1,1,0,0,0,0,1,1,1
150,0.676171000959895,0.0780507212243415,AZ,2023-02-28,1,1,1,1,1,1,1,1,0,0,0,1,1,1
151,4.10493370720844,0.196843213226622,AZ,2023-03-01,0,1,0,0,0,1,0,0,1,0,0,0,1,0
152,2.64848508104202,0.219279146249548,AZ,2023-03-02,1,1,0,0,0,0,1,1,1,0,0,0,0,1
153,4.0725278287754,0.4111808373951305,AZ,2023-03-03,1,1,0,0,1,1,1,1,1,0,0,1,1,1
154,5.62785141528451,0.4619239780541635,AZ,2023-03-04,1,0,0,0,1,1,0,1,0,0,0,1,1,0
155,0.759978219884399,0.076009757096827,AZ,2023-03-05,1,1,1,1,1,1,1,1,0,0,0,1,1,1
156,4.2171126524450004,0.120049681560917,AZ,2023-03-06,0,0,0,0,1,0,1,0,0,0,0,1,0,1
157,0.683998293255558,0.054957274993845,AZ,2023-03-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1
158,1.0526282608371,0.2334993213438815,AZ,2023-03-08,1,0,1,0,1,1,1,1,0,1,0,1,1,1
159,0.0398206517639712,0.001166841737511155,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0212772726413323,0.001000459385503265,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2.10164689044097,0.189549818567041,AZ,2023-03-11,1,0,1,0,1,1,1,1,0,1,0,1,1,1
162,1.25541839789735,0.074363914802693,AZ,2023-03-12,1,1,1,0,1,0,1,1,1,1,0,1,0,1
163,5.96130697322139,0.1609974787280175,AZ,2023-03-13,1,0,1,0,0,1,0,1,0,0,0,0,1,0
164,0.987115607868324,0.081143075612369,AZ,2023-03-14,1,1,0,1,1,1,1,1,1,0,0,1,1,1
165,2.3407572264032,0.121348489290247,AZ,2023-03-15,1,1,0,0,1,0,1,1,1,0,0,1,0,1
166,0.0584456808252459,3.98330566330565e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
167,2.32424469015122,0.650438122954795,AZ,2023-03-17,1,1,0,0,1,0,1,1,0,0,0,1,0,1
168,2.68221373020137,0.645118469667075,AZ,2023-03-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
169,8.15592664769441,0.2913004738837465,CA,2023-02-05,0,1,1,0,0,1,1,0,0,1,1,0,1,0
170,3.77294271868069,0.246757162223873,CA,2023-02-06,0,1,1,1,0,1,1,0,0,1,0,0,0,0
171,10.5997404337094,0.299273926464841,CA,2023-02-07,0,1,1,0,1,1,0,0,0,0,0,0,1,0
172,4.4866125111791,0.244423498897569,CA,2023-02-08,0,1,0,1,1,1,1,0,0,0,0,0,1,0
173,5.29925593596521,0.250158822372138,CA,2023-02-09,1,0,1,0,1,0,1,0,0,0,0,0,0,0
174,6.7686025002272,0.2601993150318725,CA,2023-02-10,0,1,0,0,1,1,0,0,0,0,0,0,0,0
175,7.67113586739288,0.2904529676030635,CA,2023-02-11,0,0,1,0,1,1,0,0,0,1,0,0,0,0
176,6.17122906261515,0.1932091147367175,CA,2023-02-12,0,0,1,0,1,1,1,0,0,0,0,0,0,0
177,8.65254057876067,0.159697739647726,CA,2023-02-13,0,0,0,0,1,1,0,0,0,1,0,0,0,0
178,3.40750070783337,0.1553913617628225,CA,2023-02-14,1,1,1,0,1,1,1,0,0,1,0,0,0,1
179,13.071151250697,0.222658304611007,CA,2023-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,16.1522547033955,0.226681184766571,CA,2023-02-16,0,0,1,0,1,1,0,0,0,0,0,1,0,0
181,5.13951911942576,0.2208739697351545,CA,2023-02-17,1,0,0,0,1,1,0,1,0,0,0,1,0,0
182,3.37659683558967,0.2076704363194035,CA,2023-02-18,0,1,1,0,1,1,0,1,0,0,0,1,0,0
183,2.2034565712527,0.165360362121314,CA,2023-02-19,1,1,0,1,1,1,1,1,0,0,1,1,1,1
184,1.42027914024919,0.1431442013712905,CA,2023-02-20,1,1,1,1,1,1,0,1,1,1,0,1,1,0
185,4.4873284367165,0.1855708914891595,CA,2023-02-21,1,0,1,0,1,1,0,1,0,0,0,1,0,0
186,5.60296754331427,0.1714076630963815,CA,2023-02-22,0,1,0,0,1,1,0,0,0,0,0,0,1,0
187,16.2495420409189,0.1905240437594865,CA,2023-02-23,0,0,1,0,0,1,0,0,0,1,0,0,0,0
188,2.8870056486469,0.1189976722225045,CA,2023-02-24,0,1,1,1,0,1,0,1,0,0,0,0,0,0
189,9.80042953127579,0.2489101683235315,CA,2023-02-25,0,0,1,0,1,0,0,0,0,1,0,1,0,0
190,2.44242930616661,0.149401683962733,CA,2023-02-26,1,0,0,0,1,1,1,1,0,0,0,1,1,1
191,14.1054864480882,0.200300207240182,CA,2023-02-27,1,0,1,0,1,1,0,1,0,1,0,0,1,1
192,13.591409945936,0.177829932268438,CA,2023-02-28,1,0,1,0,1,0,0,1,0,0,0,1,1,0
193,17.5266093025223,0.161669633046613,CA,2023-03-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0
194,13.0867103754886,0.143446919675707,CA,2023-03-02,1,0,1,0,1,0,0,1,0,1,0,0,0,0
195,19.3593874216824,0.1605399935562935,CA,2023-03-03,0,0,0,0,1,1,0,0,0,1,0,0,0,0
196,8.56038349437448,0.134599874780856,CA,2023-03-04,0,1,0,0,1,0,0,0,1,0,0,1,0,0
197,0.949595912316157,0.0553471413385755,CA,2023-03-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1
198,6.85590339500551,0.177271255102589,CA,2023-03-06,1,0,1,0,1,1,1,1,0,1,0,1,1,1
199,13.0075393722998,0.1878078306383995,CA,2023-03-07,1,0,0,0,1,0,0,1,0,0,0,0,0,0
200,26.4757945998406,0.189813430525792,CA,2023-03-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0
201,5.74118224102922,0.0920368040348045,CA,2023-03-09,0,1,1,0,1,0,0,0,0,0,0,0,0,0
202,12.6755106046173,0.133197651515602,CA,2023-03-10,0,0,1,0,1,0,0,0,0,1,0,0,0,0
203,4.31604705119494,0.0890732015948435,CA,2023-03-11,1,0,1,0,1,0,1,0,0,0,0,0,0,1
204,11.6291499765582,0.155551951106102,CA,2023-03-12,1,0,1,0,1,0,0,1,0,1,0,0,0,0
205,14.5240408907164,0.1773940196329815,CA,2023-03-13,1,0,0,0,1,0,0,1,0,0,0,0,0,0
206,12.2765237475054,0.1391588357934895,CA,2023-03-14,0,0,0,0,1,0,0,0,0,0,0,1,0,0
207,13.0094520991445,0.139350842202477,CA,2023-03-15,0,0,0,0,1,1,1,0,0,0,0,0,1,1
208,7.71959520853647,0.100979495704694,CA,2023-03-16,0,0,0,0,1,0,0,0,0,1,0,0,0,0
209,12.9479042882749,0.1613181318351275,CA,2023-03-17,1,0,0,0,1,0,0,1,0,0,0,1,0,0
210,6.4953564027641,0.13875894309766101,CA,2023-03-18,1,1,0,0,1,0,0,1,1,0,0,1,0,0
211,0.645878435631965,0.0537544354697295,CO,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,0.844619707619634,0.192283696664242,CO,2023-02-06,0,1,1,1,1,1,1,0,0,0,0,1,0,1
213,0.743324063073064,0.190829358019899,CO,2023-02-07,1,1,1,1,1,1,1,1,0,0,0,1,1,1
214,1.75647467218181,0.2687162966666725,CO,2023-02-08,1,1,1,0,0,1,1,1,0,1,0,0,1,1
215,0.0458168989711578,0.03198015861088045,CO,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.311443536819593,0.13960329124308,CO,2023-02-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
217,0.419950345127234,0.1973428931336875,CO,2023-02-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
218,0.307724441116229,0.02122311634691235,CO,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,1.3783580106529,0.186511786652017,CO,2023-02-13,0,1,0,1,1,1,1,0,0,0,0,1,1,1
220,0.32986139126034,0.0994130169328535,CO,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0.404456015183461,0.141859650681152,CO,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
222,0.794783656632332,0.109027627117189,CO,2023-02-16,1,1,1,1,0,1,1,1,0,1,0,0,1,1
223,1.10097804401776,0.1970351466918315,CO,2023-02-17,0,1,1,1,1,1,1,0,0,1,0,1,1,1
224,0.386466855118753,0.110682134850766,CO,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
225,0.71555288622870294,0.214446949228485,CO,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
226,1.03600918095258,0.146563184610193,CO,2023-02-20,1,0,1,1,1,1,1,1,0,1,0,1,1,1
227,0.366426331472255,0.0589667567616265,CO,2023-02-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
228,0.981454187935749,0.157461875088783,CO,2023-02-22,1,1,0,1,1,1,1,1,0,0,1,1,1,1
229,0.156067260386533,0.004322286104899805,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,0.261801905560516,0.003728357287944775,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,0.0562243029030252,0.003215909443177265,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0519630695966011,0.00277406957040715,CO,2023-02-26,1,1,1,1,1,1,1,1,1,0,0,1,1,1
233,0.420369694186077,0.0627113992301445,CO,2023-02-27,1,1,1,1,1,1,1,1,0,1,1,1,0,1
234,2.15886186520541,0.1648694962377985,CO,2023-02-28,1,0,0,0,1,1,1,1,0,0,0,1,1,1
235,0.419357361809143,0.00178303895647226,CO,2023-03-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1
236,0.0938459828016901,0.0015399974221638,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,0.0370842059961983,0.00133082915875328,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1.26903727088786,0.321034739125018,CO,2023-03-04,1,1,1,0,1,1,0,1,1,1,0,1,1,0
