...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
24,1.11060739319579,0.238305440362537,AK,2023-01-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
25,1.7617870334907,0.291743363849494,AK,2023-01-04,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
26,0.781892833789331,0.2066230904982315,AK,2023-01-05,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
27,0.895687343718715,0.3675678447429105,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
28,0.353376113688619,0.256195967101688,AK,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
29,0.210696211478625,0.254899069895506,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
30,0.875733817615535,0.345613678765849,AK,2023-01-09,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
31,1.24149038376738,0.279795830152734,AK,2023-01-10,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
32,1.77839429423175,0.434311699591782,AK,2023-01-11,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
33,1.58934624425776,0.33260084362972703,AK,2023-01-12,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
34,0.846430036466027,0.2920705885668355,AK,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.335393728663102,0.375796388741383,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
36,0.365535088594661,0.398149001954788,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
37,0.895914716920577,0.347127835438714,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,3.07161037661165,0.3900466251755335,AK,2023-01-17,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
39,2.78134409807166,0.4553553399376425,AK,2023-01-18,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
40,0.380330611438813,0.2243345945530615,AK,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
41,3.04404773343343,0.4173503370896845,AK,2023-01-20,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
42,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.56770518626025,0.510335479284295,AL,2022-12-11,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
44,1.33752964887917,0.426503689351099,AL,2022-12-12,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
45,0.0917554486133562,0.0675783467993,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
46,1.04292822500813,0.3262815313517415,AL,2022-12-14,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
47,1.46010387233198,0.2919050336557955,AL,2022-12-15,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
48,0.808191886915778,0.284635910057711,AL,2022-12-16,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
49,0.247463397944282,0.055296467621082,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
50,0.227922163604597,0.0531013796123955,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,0.442954528167242,0.1986268644394005,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,1.45120839297611,0.227000553150088,AL,2022-12-20,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
53,2.56022937584396,0.4360740943611735,AL,2022-12-21,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
54,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0609523498878111,0.0471502632606872,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.27161065862352,0.282983265234406,AL,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
59,1.10576501746196,0.217791901090432,AL,2022-12-27,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
60,2.30109288666448,0.3781921163372715,AL,2022-12-28,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
61,2.48055328682409,0.303262164077017,AL,2022-12-29,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1
62,2.05115349408841,0.4025240779945765,AL,2022-12-30,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
63,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.45421621539297,0.231080016622665,AL,2023-01-02,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
66,2.40469524408667,0.253003274086086,AL,2023-01-03,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
67,2.13255980539822,0.3536488828283965,AL,2023-01-04,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
68,0.966738319811844,0.2308129173666365,AL,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
69,1.69299779433638,0.4028809958019755,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
70,2.42636345133187,0.452212846121841,AL,2023-01-07,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
71,1.54994130542837,0.69881274899161006,AL,2023-01-08,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1
72,1.04918335304965,0.2992473193971895,AL,2023-01-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
73,1.02269643627569,0.2452596677246805,AL,2023-01-10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
74,0.329891806823522,0.268851123748591,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
75,0.91527447074231,0.405450997366219,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
76,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.98897597409769,0.354529745031035,AL,2023-01-18,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
82,0.359829288419417,0.289998565038787,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,0.385283195071472,0.312853919168242,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.831994061874117,0.305664351972383,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
86,4.02985340175388,0.3284580760689065,AR,2022-12-12,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
87,1.25931735125962,0.303767740062818,AR,2022-12-13,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1
88,2.13351484691952,0.291532658234311,AR,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
89,1.74470567007947,0.1910323581846855,AR,2022-12-15,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
90,2.86814301013999,0.429050552549064,AR,2022-12-16,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
91,0.831474088282959,0.2674866897797875,AR,2022-12-17,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
92,0.614401538086509,0.25740574009321,AR,2022-12-18,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
93,2.01077225013074,0.2364455931712835,AR,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
94,2.57753889620214,0.3183174478533255,AR,2022-12-20,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
95,1.36188093453613,0.24004555520043,AR,2022-12-21,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
96,1.45619989596026,0.290705111116109,AR,2022-12-22,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1.94361496961634,0.381179343106266,AR,2022-12-23,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
98,1.67971048849661,0.0745805444503475,AR,2022-12-24,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1
99,0.687450242709017,0.222454148201933,AR,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
100,3.53969737102244,0.126937174986061,AR,2022-12-26,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
101,1.05544265397737,0.30690555141167303,AR,2022-12-27,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
102,1.1392729045297,0.2873643381868535,AR,2022-12-28,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
103,6.3599939481835,0.4135566854930455,AR,2022-12-29,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
104,1.32415337445597,0.206422859278079,AR,2022-12-30,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
105,0.889116107551442,0.312343423586505,AR,2022-12-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
106,0.108568595239481,0.083046778670155,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1.4584215181053,0.1582067731972755,AR,2023-01-02,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
108,3.42719001207446,0.259333463179119,AR,2023-01-03,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
109,5.74472580212616,0.237326889313915,AR,2023-01-04,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
110,3.90666140876513,0.34575521435161,AR,2023-01-05,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
111,1.78941256351335,0.322735623414368,AR,2023-01-06,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
112,1.12719476327556,0.230677778309086,AR,2023-01-07,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
113,1.51916327005851,0.1302088914458595,AR,2023-01-08,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
114,2.75888535114075,0.3236344201106285,AR,2023-01-09,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
115,5.35757072256102,0.2646201362320525,AR,2023-01-10,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
116,4.37679812933254,0.2779461512550955,AR,2023-01-11,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0
117,3.76774408200556,0.3308539881380885,AR,2023-01-12,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
118,2.31078209759124,0.3215083071419035,AR,2023-01-13,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
119,1.44996907729418,0.533776475280365,AR,2023-01-14,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
120,1.08947111657471,0.493595336528481,AR,2023-01-15,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
121,1.72127414884252,0.3800349065877155,AR,2023-01-16,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
122,4.35265771287904,0.3031489942815225,AR,2023-01-17,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
123,2.98631969415353,0.346975615581227,AR,2023-01-18,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
124,1.76148185639217,0.327818376261219,AR,2023-01-19,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
125,2.8024482005215,0.45550819162294,AR,2023-01-20,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
126,0.265703844049883,0.1741279871593285,AR,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,3.1672804075196,0.214271802396597,AZ,2022-12-11,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0
128,4.60396009572792,0.291192631945556,AZ,2022-12-12,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
129,4.40276906779834,0.277726862320485,AZ,2022-12-13,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
130,1.66127022396419,0.237850087221218,AZ,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
131,2.56792725116373,0.2621318012796555,AZ,2022-12-15,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
132,1.81988607259049,0.235272982267296,AZ,2022-12-16,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
133,2.17572047147894,0.3010676896721335,AZ,2022-12-17,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
134,1.43829335811983,0.2158205356525025,AZ,2022-12-18,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
135,3.60737337658728,0.24428174389559,AZ,2022-12-19,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
136,5.19670654386846,0.299263692631986,AZ,2022-12-20,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
137,4.51230367779109,0.2895691764511465,AZ,2022-12-21,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
138,1.77927549834603,0.1996038496586905,AZ,2022-12-22,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
139,1.48609809900267,0.242766940364941,AZ,2022-12-23,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
140,0.694516839466262,0.23240988872822,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
141,0.0580605660001725,0.03856073067993755,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
142,1.95555796713224,0.2410243787296665,AZ,2022-12-26,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
143,2.91362406379431,0.202825997225693,AZ,2022-12-27,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
144,3.71569509459893,0.30012210880587,AZ,2022-12-28,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
145,3.36523231021597,0.300756973784654,AZ,2022-12-29,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
146,2.62292146357955,0.2722572762217175,AZ,2022-12-30,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
147,0.836968817225807,0.236842760802971,AZ,2022-12-31,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
148,0.708579067379957,0.0348646521023999,AZ,2023-01-01,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
149,5.4780258415182,0.2803555149313015,AZ,2023-01-02,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
150,2.89305982244475,0.2514218928725045,AZ,2023-01-03,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0
151,1.78140997418652,0.2421777219738485,AZ,2023-01-04,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
152,1.60292292953906,0.240355479601766,AZ,2023-01-05,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
153,2.44459948991186,0.192603655071994,AZ,2023-01-06,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
154,0.751919493248149,0.155783769741565,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
155,1.34129985938823,0.26405790532389,AZ,2023-01-08,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
156,7.59546972798801,0.3258616359235725,AZ,2023-01-09,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
157,1.38736502374051,0.211785271956509,AZ,2023-01-10,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
158,2.43100908505648,0.30152645480428,AZ,2023-01-11,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
159,2.30998720134849,0.3581134363620865,AZ,2023-01-12,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
160,1.91196415061114,0.388032494568989,AZ,2023-01-13,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
161,1.72022697619396,0.3803727461943735,AZ,2023-01-14,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
162,4.13650235645447,0.368667313414627,AZ,2023-01-15,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
163,4.29919008476374,0.331758085785798,AZ,2023-01-16,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
164,1.81750315015245,0.279599721364666,AZ,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
165,1.92854244392513,0.3533727327628625,AZ,2023-01-18,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
166,5.16223277565387,0.390564855613718,AZ,2023-01-19,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
167,2.49113720453303,0.3013543597778435,AZ,2023-01-20,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
168,1.1023905314719,0.314084822443784,AZ,2023-01-21,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
169,14.2522274567663,0.243239086722886,CA,2022-12-11,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
170,5.90673667696757,0.22773902426032,CA,2022-12-12,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
171,11.9002142782882,0.2445829896350655,CA,2022-12-13,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
172,27.3019939965691,0.2824692591011845,CA,2022-12-14,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
173,6.16459580360245,0.2243043458049,CA,2022-12-15,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
174,7.46603766452468,0.234249117576107,CA,2022-12-16,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
175,16.9347819493443,0.2556520741414605,CA,2022-12-17,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
176,8.32330906050065,0.197276528019606,CA,2022-12-18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177,11.0460853769912,0.2213198996539895,CA,2022-12-19,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
178,6.64380501977621,0.175116056065772,CA,2022-12-20,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
179,13.4049608948136,0.2224469554352275,CA,2022-12-21,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
180,36.3142387302483,0.2481158621726355,CA,2022-12-22,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
181,32.6421589816878,0.217617570670932,CA,2022-12-23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
182,11.7362805873294,0.2422794899258135,CA,2022-12-24,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
183,0.288399689280463,0.03073743521960265,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
184,23.0313928220158,0.23288358768921,CA,2022-12-26,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
185,30.0758427408349,0.228307450946715,CA,2022-12-27,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
186,20.7235537133764,0.218028306190921,CA,2022-12-28,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
187,20.0264993729455,0.2328823553351445,CA,2022-12-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,37.2562269859401,0.260600368820574,CA,2022-12-30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
189,13.7744880087161,0.279199284963375,CA,2022-12-31,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
190,0.962178945093,0.1943263077987005,CA,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
191,26.9164598663354,0.2306368526178645,CA,2023-01-02,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
192,35.713632666058,0.30642814665212,CA,2023-01-03,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
193,13.3492081019236,0.2659171424001995,CA,2023-01-04,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1
194,13.0158624062763,0.265445447650366,CA,2023-01-05,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
195,19.2123408969568,0.287601596814466,CA,2023-01-06,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
196,10.5260305793849,0.2661261434641345,CA,2023-01-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
197,10.5857074330478,0.269536164458361,CA,2023-01-08,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
198,12.4863786534804,0.250360570138052,CA,2023-01-09,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
199,23.9801433960242,0.3092345667182755,CA,2023-01-10,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
200,29.34265631641,0.326893131899227,CA,2023-01-11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,16.1036603626195,0.2860121923848525,CA,2023-01-12,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
202,14.7390070764482,0.309031776645114,CA,2023-01-13,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
203,9.49521074386379,0.2942059361989505,CA,2023-01-14,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
204,14.6500585145809,0.332503984962333,CA,2023-01-15,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
205,14.881680501265,0.317833357261274,CA,2023-01-16,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
206,15.3163637175126,0.319568175662777,CA,2023-01-17,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
207,8.94040128883025,0.2959988703878025,CA,2023-01-18,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0
208,5.12107151656071,0.3465022294670295,CA,2023-01-19,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
209,8.59346547828189,0.315888900546395,CA,2023-01-20,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
