...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
53,0.0193551530468331,0.024843865268792,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.0380517917095596,0.0428299048999743,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.741393842371367,0.3532865997106975,AL,2023-05-03,1,1,1,0,1,1,1,1,0,1,0,1,1,1
68,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.55037676102743,0.2974015152099775,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0107907407707193,0.00149737561451123,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.0263422406480867,0.001501042413813635,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.00297581646024225,0.001515287701307245,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,0.0123898948558689,0.001540032150255105,AR,2023-04-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
89,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.20867830068738,0.472725902008326,AR,2023-04-16,1,1,0,0,1,1,1,1,1,0,0,1,1,1
93,0.0139265017960307,0.001826392026627995,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00511936823331909,0.002276914770682395,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,0.0378137345514511,0.00242627903372348,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.00561199538417924,0.002592321226766775,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00556782949444434,0.002776207160517185,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.0649061360275922,0.00433177741274202,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.27099232236814,0.91805682456517,AR,2023-05-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
109,0.0113775743587657,0.00547400719279825,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.13018828448222,0.836190655770415,AR,2023-05-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
115,0.0611274355693655,0.0087498982365466,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,2.27091675919197,0.601382157752245,AR,2023-05-10,1,0,0,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.86956086031277,0.1410448492699555,AZ,2023-04-09,1,1,0,1,0,1,1,1,1,0,1,0,1,1
128,1.8563266091382,0.139802801537822,AZ,2023-04-10,1,1,0,0,1,1,1,1,1,0,0,0,1,1
129,2.8636405668739,0.2172992077176535,AZ,2023-04-11,1,0,0,0,1,0,0,1,0,0,0,1,0,0
130,0.0277973398943784,0.0053968964759607,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,0.192692316162502,0.00571519983441595,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1.0937444248366,0.3064088980039565,AZ,2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
133,0.284059033026675,0.0064435997633197,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,1.51148936460594,0.26019091256275,AZ,2023-04-16,1,1,0,1,0,1,0,1,1,1,0,0,0,0
135,1.05879062970229,0.10631404887961,AZ,2023-04-17,1,0,1,1,1,1,1,1,0,0,0,1,1,1
136,1.37939297292043,0.1769334801293805,AZ,2023-04-18,1,1,0,0,1,1,1,1,1,0,0,0,1,0
137,1.59676492314019,0.0439185360537519,AZ,2023-04-19,1,1,0,1,1,1,0,1,0,0,0,1,1,1
138,4.18552084593726,0.246013946285307,AZ,2023-04-20,1,1,0,0,1,1,0,1,1,0,0,0,1,0
139,1.21508428831373,0.857940260551045,AZ,2023-04-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
140,0.100893039067141,0.0102157617010476,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.45148002008567,0.0752673059315045,AZ,2023-04-23,1,1,1,0,1,1,1,1,1,0,0,0,1,1
142,1.25895392261415,0.04656103578856795,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,0,0,0,1,1
143,1.49611908075446,0.1328820090318775,AZ,2023-04-25,1,1,1,1,1,1,0,0,1,0,0,1,1,0
144,1.09928874041454,0.0971207349900415,AZ,2023-04-26,1,1,1,1,1,1,1,1,0,0,0,0,0,1
145,0.631024586674117,0.074515307968686,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1
146,0.674328433723575,0.01561895979114945,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
147,0.353567538392554,0.0167862396641959,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1
148,1.7892831656905,0.207131283130234,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1
149,1.60977934646637,0.0923652357658265,AZ,2023-05-01,1,0,1,0,1,1,1,1,0,1,0,1,1,1
150,4.23888400423213,0.210205566615071,AZ,2023-05-02,1,1,0,0,0,1,0,1,1,0,0,1,0,0
151,1.84350630705017,0.142692145323334,AZ,2023-05-03,1,1,1,1,0,1,1,1,1,0,0,0,1,1
152,1.11516131864511,0.077286083887429,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1
153,1.50700326620179,0.2489562641835205,AZ,2023-05-05,1,0,1,0,1,1,1,1,0,0,0,0,1,1
154,0.818960216262817,0.027877582985052,AZ,2023-05-06,1,1,0,1,1,1,1,1,1,0,0,1,0,1
155,3.52400535426936,0.3065767342011345,AZ,2023-05-07,0,0,0,1,1,0,1,0,0,0,1,0,0,1
156,7.03178386989547,0.30756088770080803,AZ,2023-05-08,1,0,0,0,0,1,0,1,0,0,0,1,0,0
157,3.57275686849094,0.106628298055069,AZ,2023-05-09,1,1,0,1,0,1,0,1,1,0,1,1,1,0
158,2.60450117133359,0.1472420465973255,AZ,2023-05-10,1,0,1,1,0,1,1,1,0,0,0,0,1,1
159,0.170733375367143,0.03991563344911875,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1.08394330561886,0.1504113831229675,AZ,2023-05-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1
161,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1.34314826204795,0.3584841556791205,AZ,2023-05-14,1,1,1,1,0,1,1,1,1,0,1,0,1,1
163,2.72858964201486,0.2137917822112165,AZ,2023-05-15,1,0,1,1,0,1,0,1,0,0,1,0,1,0
164,2.31492820019932,0.201429769404571,AZ,2023-05-16,0,1,1,1,0,1,1,0,1,0,1,1,0,1
165,1.11798137861116,0.1816313112913945,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1
166,0.893614822144464,0.249954782804568,AZ,2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,0,1
167,0.916679060610325,0.621141970847065,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,0,0,1,1,1
168,1.81504757874241,0.612638562400635,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1
169,0.558471365071004,0.068514797733459,CA,2023-04-09,1,1,1,1,1,1,1,1,0,0,1,0,1,1
170,10.3752974654935,0.19281332620029,CA,2023-04-10,0,1,0,0,1,1,0,0,0,0,0,0,0,0
171,2.48625773889392,0.106206827955273,CA,2023-04-11,1,1,1,1,0,1,1,1,0,1,0,0,0,1
172,9.73637137278351,0.2151581156668065,CA,2023-04-12,0,1,0,0,0,1,0,0,0,0,0,0,0,0
173,2.28884457826962,0.14376597966764,CA,2023-04-13,1,0,1,1,1,1,0,0,0,0,0,0,0,0
174,4.10006799903084,0.076474270381432,CA,2023-04-14,1,1,0,0,1,1,1,1,0,0,0,0,1,1
175,3.38102570686742,0.147991934641858,CA,2023-04-15,0,0,1,0,1,1,0,0,1,0,0,0,0,0
176,2.80594214453138,0.147759741290888,CA,2023-04-16,1,0,1,0,0,1,0,1,0,0,0,0,1,0
177,2.51727833311659,0.146855347842249,CA,2023-04-17,1,0,1,1,1,0,0,1,0,0,0,0,0,0
178,2.10402641030818,0.126860876888979,CA,2023-04-18,1,1,1,1,0,1,0,1,1,0,1,1,1,0
179,4.14733667265739,0.2147285001481695,CA,2023-04-19,1,1,0,0,1,0,0,1,1,0,0,0,0,0
180,3.18606609231027,0.207676228635456,CA,2023-04-20,0,0,0,1,1,1,1,1,0,0,0,0,0,1
181,4.23726896405886,0.0753266955642735,CA,2023-04-21,1,0,0,0,0,1,1,0,0,0,0,0,0,1
182,6.25666545044684,0.3264194987839815,CA,2023-04-22,0,1,0,1,1,0,0,0,1,0,0,1,0,0
183,1.97463067085579,0.2688439048184235,CA,2023-04-23,1,1,0,1,0,1,1,1,1,0,0,0,1,1
184,1.89125498626625,0.1558882868215615,CA,2023-04-24,1,1,1,0,1,1,0,1,1,0,0,0,0,0
185,7.90972993985877,0.2449845501358845,CA,2023-04-25,1,0,0,0,0,1,0,0,0,0,0,0,0,0
186,5.38462689297483,0.1419699164628695,CA,2023-04-26,1,0,0,1,0,0,0,1,0,0,0,0,0,0
187,2.25372851986199,0.1684303395868605,CA,2023-04-27,1,0,1,1,1,1,1,1,0,0,0,1,0,1
188,2.02534747221005,0.1778333347289695,CA,2023-04-28,0,0,1,1,1,1,1,1,0,1,1,0,0,1
189,6.28950608531658,0.282012053478631,CA,2023-04-29,0,0,0,0,1,1,0,0,0,0,0,0,0,0
190,3.4822963574252,0.1910212380332925,CA,2023-04-30,1,0,1,1,0,1,0,1,0,0,0,0,0,0
191,6.70084926124665,0.251478386818491,CA,2023-05-01,1,0,0,0,1,1,1,1,0,0,0,0,0,1
192,7.6328882928019,0.279817858547214,CA,2023-05-02,1,0,0,0,1,0,0,1,0,0,0,0,0,0
193,2.84411574251483,0.192543088810748,CA,2023-05-03,1,0,1,1,0,1,1,0,0,0,0,0,0,1
194,2.31563499817584,0.2352526229365305,CA,2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,1,1
195,7.09919996559313,0.2119389478931625,CA,2023-05-05,1,0,1,0,0,0,1,1,0,0,0,0,0,1
196,2.82449300952087,0.196348959715752,CA,2023-05-06,1,1,1,1,0,1,0,1,1,0,0,0,1,0
197,1.29134963000114,0.2713021872202385,CA,2023-05-07,1,1,1,0,1,1,1,1,1,0,0,0,0,1
198,10.1141470298965,0.369241098400988,CA,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,8.83499736867125,0.205109822897764,CA,2023-05-09,1,0,0,0,0,1,0,1,0,0,0,0,0,0
200,5.44309266379456,0.290308932853984,CA,2023-05-10,1,0,1,0,0,1,0,1,0,0,0,0,0,0
201,4.30863040910563,0.288313762878501,CA,2023-05-11,1,0,1,0,1,0,0,1,0,0,0,0,0,0
202,2.24410617146615,0.232208435032956,CA,2023-05-12,1,0,1,1,0,1,0,1,0,0,0,0,0,0
203,1.68352744097608,0.4225696363033155,CA,2023-05-13,1,1,1,0,1,0,1,1,1,0,0,0,0,1
204,4.99743416474343,0.54726976964048,CA,2023-05-14,1,1,0,0,1,0,0,1,1,0,0,0,0,0
205,2.67943809690193,0.3286654693193955,CA,2023-05-15,1,1,0,1,0,1,1,1,1,0,0,0,0,1
206,2.05256493092419,0.2408711899890525,CA,2023-05-16,1,1,0,1,0,1,1,1,1,0,0,0,0,1
207,3.08568347173867,0.3348647766861315,CA,2023-05-17,0,0,1,1,0,1,1,0,0,0,0,0,1,1
208,1.73631014172219,0.322849581778509,CA,2023-05-18,1,1,1,0,1,1,1,0,1,0,0,0,0,1
209,3.56522987388455,0.2724398060797705,CA,2023-05-19,1,0,0,1,0,1,1,0,0,0,1,0,1,1
210,1.4256116742325,0.1512784741276675,CA,2023-05-20,1,1,0,1,1,1,1,1,1,0,0,0,1,1
211,0.00479353343067437,0.00380476240974806,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.00601853935672797,0.004057337152062155,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,1.04351544228478,0.187831223435812,CO,2023-04-11,1,0,1,1,1,1,1,1,0,1,0,1,1,1
214,0.0489107263271691,0.00463009065129691,CO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.0826103950634176,0.00495375122468673,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.912085392015803,0.1188774627561385,CO,2023-04-14,0,1,1,1,1,1,1,0,1,0,0,0,1,1
217,0.00725962489110188,0.00568540671750105,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.920478976033126,0.1821317368160115,CO,2023-04-17,1,1,1,1,1,0,1,1,1,0,0,1,0,1
220,0.909516692887943,0.291004096667881,CO,2023-04-18,1,1,0,0,1,1,1,1,1,0,0,1,1,1
221,0.0685188167814632,0.0075506359648039,CO,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1
222,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.25220482046239,0.867030975709785,CO,2023-04-21,1,1,0,1,1,0,1,1,1,0,1,1,0,1
224,1.25582939325545,0.853579869772145,CO,2023-04-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
225,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.850052292022627,0.179145557875206,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,0,1,0,1
227,1.06441442430758,0.3008438534128715,CO,2023-04-25,1,1,1,1,1,1,0,1,1,0,1,1,1,0
228,0.104554324557803,0.01259496599382715,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.52493124424835,0.2794974557018945,CO,2023-04-28,1,1,0,0,1,1,1,1,1,0,0,1,1,1
231,0.0176444778998235,0.01571324642251235,CO,2023-04-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1
232,0.0602278214859508,0.0169137049617233,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.313446727869834,0.0182033795033381,CO,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.542717337414431,0.172854860234651,CO,2023-05-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1
235,0.021767942803569,0.02107265379369355,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
