...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
95,0.566092209204731,0.3553644142332565,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.533261043363348,0.3336869827332325,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.258054278019339,0.214641278933907,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.285495183004702,0.2419780849733715,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
104,0.298631162246735,0.251394688614997,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.37108562125875,0.2803975248769275,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
108,0.38808800480779,0.229158276672524,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
109,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.08537219166931,0.637766583099875,AR,2023-07-10,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
122,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.53823026453516,0.450213793339635,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
125,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.855086392994146,0.1986474075506925,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
128,0.679518740379829,0.2332173491903065,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
129,1.25266564668659,0.3835692149747505,AZ,2023-06-06,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
130,1.03088232658199,0.2806747517728755,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
131,1.50757129152825,0.3633634867522265,AZ,2023-06-08,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
132,1.14312907362129,0.392439168036979,AZ,2023-06-09,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
133,0.997807937675271,0.433521747529841,AZ,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
134,1.12246210933345,0.2294036676981775,AZ,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
135,1.20746621905554,0.3505748731480095,AZ,2023-06-12,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
136,2.32188073560044,0.4514914985879725,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
137,2.38513112564215,0.298102819201352,AZ,2023-06-14,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
138,1.36732938780143,0.641905130586045,AZ,2023-06-15,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
139,1.06398575757209,0.255048479615081,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
140,0.536090466960944,0.3323914694567865,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
141,6.75741817934646,0.449565236642893,AZ,2023-06-18,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
142,4.14176681450922,0.410404659666555,AZ,2023-06-19,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
143,3.51509430983177,0.462932748742845,AZ,2023-06-20,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
144,1.96293636823073,0.3685628111162105,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1
145,1.8365436479125,0.40901142586342,AZ,2023-06-22,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
146,0.299353924390319,0.218968871227228,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
147,1.30512407265004,0.4235558076395855,AZ,2023-06-24,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
148,1.37108998591765,0.369906484542358,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
149,2.32262960326285,0.369750916275237,AZ,2023-06-26,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
150,4.57366148838512,0.3603798822394115,AZ,2023-06-27,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
151,2.12975331432852,0.3569204295985855,AZ,2023-06-28,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
152,2.28996594284411,0.3759131018604415,AZ,2023-06-29,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
153,1.23157339339833,0.387811427364412,AZ,2023-06-30,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
154,1.28970243538416,0.3135557276613905,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
155,2.8002242398711,0.3737588980466575,AZ,2023-07-02,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
156,4.62127929137755,0.351294956305236,AZ,2023-07-03,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
157,3.69937677968289,0.381758395338078,AZ,2023-07-04,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
158,1.16598728829505,0.378719804214695,AZ,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
159,1.07121662033229,0.4181236054363905,AZ,2023-07-06,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
160,0.476665418826855,0.3425947922011405,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
161,2.14697057927125,0.406997956434803,AZ,2023-07-08,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
162,4.40519101481733,0.408384287420702,AZ,2023-07-09,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
163,3.27792212411783,0.400113833229811,AZ,2023-07-10,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
164,2.88006093789656,0.3940867323611235,AZ,2023-07-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
165,4.22119890614222,0.4136575995818355,AZ,2023-07-12,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1
166,3.89794161035146,0.410384521820057,AZ,2023-07-13,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
167,1.76396520588582,0.455348945746731,AZ,2023-07-14,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
168,1.45720897021312,0.3907853045208965,AZ,2023-07-15,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
169,2.27327898786046,0.43089075859894,CA,2023-06-04,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
170,1.44216856167578,0.2969463206642665,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
171,2.01383391017456,0.4061621201000745,CA,2023-06-06,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
172,2.23799336444505,0.401263080685375,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
173,0.883592741000985,0.354749305536509,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
174,3.53442285468642,0.4695411209192825,CA,2023-06-09,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1
175,1.25370209619874,0.59446167687749,CA,2023-06-10,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
176,0.751672142909225,0.341097207140193,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
177,1.73406778981812,0.37548796548012,CA,2023-06-12,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0
178,1.62684668703701,0.3279820217136585,CA,2023-06-13,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
179,2.55687672093078,0.393936207196952,CA,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
180,1.36666961991786,0.357531163508882,CA,2023-06-15,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
181,1.81148775732914,0.400479283657218,CA,2023-06-16,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
182,1.36979852871122,0.4832837268847805,CA,2023-06-17,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1
183,0.564914508793699,0.3927238558380005,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
184,2.4057012404701,0.3833735228158695,CA,2023-06-19,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
185,2.85000265098772,0.397845448531693,CA,2023-06-20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
