...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.154888631508115,0.002365934032989205,AK,2022-08-21,1,1,1,0,0,1
2,1.94136136486202,0.303987022814365,AK,2022-08-22,0,0,1,0,0,1
3,0.00565944225624788,0.00213787586971983,AK,2022-08-23,1,1,1,1,1,1
4,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
5,0.0186498681187678,0.001932763785776955,AK,2022-08-25,1,1,1,1,1,1
6,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
7,0.0178164910231891,0.00174804982072579,AK,2022-08-27,1,1,1,1,1,1
8,0.014978603057351,0.0016626395994632601,AK,2022-08-28,1,1,1,1,1,1
9,0.032953141588531,0.001581522865861485,AK,2022-08-29,1,1,1,1,1,1
10,0.0149520130828496,0.00150446678540291,AK,2022-08-30,1,1,1,0,0,1
11,0.844851792716677,0.1863011310459975,AK,2022-08-31,0,0,1,0,0,1
12,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
13,0.00391295922281534,0.001295548453366705,AK,2022-09-02,1,1,1,1,1,1
14,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
15,0.00343052855190869,0.00117291698964315,AK,2022-09-04,1,1,1,1,1,1
16,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
17,0.026592312917854,0.00106203941827802,AK,2022-09-06,1,1,1,1,1,1
18,0.00276290661469904,0.001010637033887805,AK,2022-09-07,1,1,1,1,1,1
19,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
25,0.0021400021082997,7.14462759625385e-4,AK,2022-09-14,1,1,1,1,1,1
26,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
27,0.00789958481773503,6.47111112123735e-4,AK,2022-09-16,1,1,1,1,1,1
28,0.0017176048009554,6.1585660468298e-4,AK,2022-09-17,1,1,1,0,0,1
29,0.00725243873558996,5.86111467317735e-4,AK,2022-09-18,1,1,1,1,1,1
30,0.0235063074964405,5.5780206982466e-4,AK,2022-09-19,1,1,1,1,1,1
31,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
32,0.00176724369706185,5.05214411891075e-4,AK,2022-09-21,1,1,1,0,0,1
33,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
34,0.00158237769993284,4.5757552703516e-4,AK,2022-09-23,1,1,1,1,1,1
35,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA
37,0.0287183058122864,3.94385585604035e-4,AK,2022-09-26,1,1,1,1,1,1
38,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA
39,0.00140772232472312,3.5717004524335e-4,AK,2022-09-28,1,1,1,1,1,1
40,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA
43,1.38896198810912,0.0263472656180508,AL,2022-08-21,0,0,1,0,0,1
44,0.678845770642671,0.1227921722331755,AL,2022-08-22,1,1,1,0,0,1
45,3.90676429674828,0.252494067473948,AL,2022-08-23,0,0,1,0,0,1
46,1.05346552123155,0.0705792607136085,AL,2022-08-24,1,1,1,0,0,1
