"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.340598065628669,0.275062995403499,"AK",2023-01-22,1,1,1,1,1,1,0,1,1,0,1,1
"2",0.643828264422885,0.220830367122785,"AK",2023-01-23,1,1,1,1,1,1,1,0,1,1,1,0
"3",1.79199789245705,0.285161117020867,"AK",2023-01-24,1,0,1,1,1,1,1,0,1,0,1,1
"4",1.40240498478999,0.344557624791449,"AK",2023-01-25,1,1,1,1,1,0,1,0,1,1,1,0
"5",2.81667558347537,0.246162230748082,"AK",2023-01-26,1,0,1,0,1,1,1,0,1,0,1,1
"6",0.994633270765189,0.322269521971498,"AK",2023-01-27,1,1,1,1,1,1,0,0,1,0,1,0
"7",0.278455949135797,0.251037800152687,"AK",2023-01-28,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.46596460249014,0.264843257155975,"AK",2023-01-29,1,1,1,1,1,1,1,0,1,1,1,0
"9",1.20165123488577,0.262417232976064,"AK",2023-01-30,1,0,1,1,1,1,0,0,1,0,1,1
"10",1.16325326075996,0.26832674130482,"AK",2023-01-31,1,1,1,1,1,1,1,0,1,0,1,1
"11",0.992391188716029,0.263085314631284,"AK",2023-02-01,1,1,1,0,1,1,1,0,1,0,0,1
"12",2.64987812079683,0.264659617077219,"AK",2023-02-02,1,1,1,0,1,1,1,0,1,0,1,0
"13",0.986476651367903,0.35709405704369,"AK",2023-02-03,1,1,0,1,1,1,1,1,0,0,1,1
"14",0.949122233782767,0.270957771973605,"AK",2023-02-04,1,1,1,1,1,1,0,0,1,0,1,0
"15",1.50698745521856,0.244297520024753,"AK",2023-02-05,1,0,1,0,1,1,1,1,1,1,1,1
"16",6.73099480785554,0.244443749128503,"AK",2023-02-06,1,0,1,0,1,1,1,0,1,0,0,0
"17",1.66617637683178,0.314552457617579,"AK",2023-02-07,1,1,1,1,0,1,1,1,1,1,1,1
