"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","X23D_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","X23D_95_CI","other_95_CI"
"1",1.26509312468774,0.247974936056038,"AK",2023-02-05,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"2",5.75851784875614,0.243379264772754,"AK",2023-02-06,1,0,1,0,1,1,1,1,0,1,0,1,1,0
"3",1.36987054344104,0.315518288914552,"AK",2023-02-07,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"4",1.22067985658316,0.296357244294286,"AK",2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",0.276986456298154,0.257876699500084,"AK",2023-02-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"6",3.06652626664017,0.215292206475184,"AK",2023-02-10,1,0,1,0,1,1,1,1,0,1,0,1,1,1
"7",1.40737745374293,0.225797580695238,"AK",2023-02-11,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"8",1.5475247831004,0.203855939425349,"AK",2023-02-12,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"9",1.33173004442251,0.278718056894463,"AK",2023-02-13,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"10",0.752641931383351,0.237757430292367,"AK",2023-02-14,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"11",0.599614242299159,0.246108201543443,"AK",2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"12",2.72351506691584,0.184128056145393,"AK",2023-02-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
"13",1.60578177153766,0.203245948545839,"AK",2023-02-17,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"14",0.613276381050611,0.219096009071386,"AK",2023-02-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"15",0.317187255479502,0.262926736056943,"AK",2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",3.43897693503216,0.194016863743335,"AK",2023-02-20,1,0,1,0,1,1,1,1,1,1,0,1,1,0
"17",1.79919287953815,0.190198836804141,"AK",2023-02-21,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"18",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1.2760565794692,0.159923940489756,"AK",2023-02-23,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"20",0.902030423812798,0.43062290989943,"AK",2023-02-24,1,1,1,1,0,1,1,1,0,1,1,0,1,1
"21",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",0.20665584575851,0.15141219761221,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",0.199432806558493,0.144136139484116,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.439992603967313,0.14233082069458,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33",0.189262503867048,0.141938550033853,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.197619417076289,0.141229875534236,"AK",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",0.190991549653459,0.141316683164476,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40",0.198372825206833,0.14145590946217,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",0.195715588632725,0.141911700385212,"AK",2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43",0.694198080087948,0.469616447799194,"AL",2023-02-05,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"44",0.419175802762273,0.292885235497505,"AL",2023-02-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"45",0.710984215248109,0.500792353133519,"AL",2023-02-07,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"46",0.904832152005346,0.0866114574801476,"AL",2023-02-08,1,1,1,0,1,1,1,1,0,0,0,1,1,0
"47",1.0276645893638,0.725951448152573,"AL",2023-02-09,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"48",0.0966885649330191,0.0749133336928115,"AL",2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49",NA,NA,"AL",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.0769449980977374,0.0607926925254696,"AL",2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",0.228615196620469,0.0568885670070075,"AL",2023-02-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"53",0.384535862105488,0.0533410898451537,"AL",2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",0.066345269465715,0.0501248718203248,"AL",2023-02-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"55",NA,NA,"AL",2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0465804187222466,0.0401108228182503,"AL",2023-02-20,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"59",0.0459584758811049,0.0382174200254956,"AL",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60",0.975830678346644,0.668155874169238,"AL",2023-02-22,1,0,1,0,1,1,1,1,0,1,0,1,1,1
"61",0.0444851906198573,0.0350407218700833,"AL",2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62",0.988981416062741,0.416253522434095,"AL",2023-02-24,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"63",1.12987365021545,0.800443475688871,"AL",2023-02-25,1,1,1,0,1,0,1,1,1,1,0,1,0,1
"64",NA,NA,"AL",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.035638818105062,0.0307577803118813,"AL",2023-02-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"66",NA,NA,"AL",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.10211625970936,0.0290551718310803,"AL",2023-03-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"69",0.809181624486511,0.366179181609627,"AL",2023-03-03,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"70",NA,NA,"AL",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.107468151408519,0.0284815548013008,"AL",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72",NA,NA,"AL",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.0356715571475599,0.0287055675858339,"AL",2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",0.10286156882561,0.0290038228370852,"AL",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",0.923520399047935,0.289194006643784,"AL",2023-03-09,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"76",NA,NA,"AL",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.0361598426642103,0.0337741129220344,"AL",2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81",0.122597723143907,0.0351621709646767,"AL",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82",0.0451970491556476,0.036759524020795,"AL",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",0.0476307127039662,0.0385865242888951,"AL",2023-03-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"84",NA,NA,"AL",2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.414314552895229,0.313178923233492,"AR",2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"86",2.47835860123639,0.337549248142877,"AR",2023-02-06,1,0,1,0,1,1,1,0,0,1,0,1,1,0
"87",2.07295173283864,0.414713789659583,"AR",2023-02-07,1,0,1,1,0,1,1,1,0,1,0,0,1,0
"88",0.769879916012769,0.316698131639159,"AR",2023-02-08,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"89",0.783881160252181,0.264138751784151,"AR",2023-02-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"90",4.35013380910673,0.407473392589954,"AR",2023-02-10,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"91",NA,NA,"AR",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.490116824109081,0.326627726595936,"AR",2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"93",2.40726381334901,0.477591289137106,"AR",2023-02-13,0,1,1,0,1,1,1,0,0,1,0,1,1,1
