"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","X23D_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","X23D_95_CI","other_95_CI"
"1",0.401979435605504,0.328055703934113,"AK",2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
"2",2.21286679780571,0.12692248100778,"AK",2023-02-20,1,1,0,1,1,1,0,1,0,1,1,0
"3",1.1078472077625,0.120714940052244,"AK",2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
"4",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.838902729796101,0.0429784422484141,"AK",2023-02-23,1,1,0,1,1,1,1,1,0,1,1,0
"6",0.890061975832917,0.418158682196325,"AK",2023-02-24,1,1,1,0,1,1,0,1,1,0,1,1
"7",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.102472910534219,0.0327576281956379,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"10",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",0.0878632924826592,0.0215212619500155,"AK",2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
"16",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.23676359392331,0.0173774880712129,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"19",0.0802775782156394,0.0161793920470782,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"20",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",0.0704342699893795,0.012188427321118,"AK",2023-03-13,1,1,1,1,1,1,0,1,0,1,1,1
"24",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.0716829074251126,0.0106239211639487,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.071764705537647,0.00993910137924713,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",0.0710482508061285,0.0087534663375127,"AK",2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"29",NA,NA,"AK",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.0768516741440607,0.00780352873285998,"AK",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",0.871663737829899,0.85711428208802,"AK",2023-03-24,0,1,1,1,1,1,0,1,0,1,1,1
"35",NA,NA,"AK",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.231874994127972,0.00690193607820551,"AK",2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.0512267042394937,0.0453199470367892,"AL",2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.0494813242887948,0.0429719088258969,"AL",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"46",0.980313169653325,0.655426566098356,"AL",2023-02-22,0,1,0,1,1,1,0,1,0,1,1,1
"47",0.043863558906249,0.0387740002847208,"AL",2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
"48",0.940694104233929,0.405441485703109,"AL",2023-02-24,1,1,1,1,1,0,0,1,1,1,1,0
"49",1.12157149535695,0.792934858862309,"AL",2023-02-25,1,1,0,1,0,1,1,1,0,1,0,1
"50",NA,NA,"AL",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.0330865868908036,0.0320590809568342,"AL",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"52",NA,NA,"AL",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.0977606816612118,0.0282034818948061,"AL",2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
"55",0.807985720929905,0.370711728697538,"AL",2023-03-03,0,1,1,1,1,1,1,1,1,1,1,1
"56",NA,NA,"AL",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",0.0920838638182421,0.025142989039084,"AL",2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
"58",NA,NA,"AL",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.0274962006855272,0.0234701729359541,"AL",2023-03-07,1,1,1,1,1,1,1,1,0,1,0,1
"60",0.093612904693538,0.022730462954096,"AL",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"61",0.923586776633986,0.288232183956391,"AL",2023-03-09,1,0,1,1,1,1,1,0,0,1,1,1
"62",NA,NA,"AL",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.0337036931196916,0.0194339368580724,"AL",2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
"67",0.104076859529066,0.0190510803542976,"AL",2023-03-15,1,1,1,1,1,1,1,1,0,1,1,0
"68",0.0341403174147236,0.0187108029457252,"AL",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"69",0.0350129296080248,0.0184118368260396,"AL",2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
"70",NA,NA,"AL",2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1.00429348097301,0.427439601382615,"AL",2023-03-20,1,1,1,1,1,0,1,1,0,1,1,0
"73",NA,NA,"AL",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.0420536342479339,0.017510155992236,"AL",2023-03-22,1,1,1,1,1,1,0,1,0,1,1,1
"75",NA,NA,"AL",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",0.0444146072203274,0.0174228806728734,"AL",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"77",0.973127334788881,0.428296264115497,"AL",2023-03-25,1,1,1,1,1,0,1,1,0,1,1,0
"78",NA,NA,"AL",2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.150697311333979,0.0175989001028329,"AL",2023-03-27,1,1,1,1,1,1,1,1,0,1,1,0
"80",NA,NA,"AL",2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.398282897565841,0.0704518202148919,"AR",2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1
"86",0.925705491164165,0.341986366852956,"AR",2023-02-20,1,1,1,1,1,1,0,1,0,0,1,0
"87",2.33103083767737,0.278437185888043,"AR",2023-02-21,1,1,1,0,1,1,0,1,0,0,1,0
"88",2.04930347016463,0.346136263687238,"AR",2023-02-22,0,1,0,1,1,1,0,1,1,1,1,0
"89",0.700233029968829,0.194342990897676,"AR",2023-02-23,1,1,1,1,1,1,0,1,0,1,1,0
"90",0.710859000332055,0.195239849441634,"AR",2023-02-24,1,1,1,1,1,1,0,1,1,1,1,0
"91",NA,NA,"AR",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
