"","es_score","brier_score","location","target_date","X21K_50_CI","X21L_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X21K_95_CI","X21L_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"1",0.158254280749025,0.00674978656766648,"AK",2023-04-02,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"2",0.88518292931846,0.220512054978821,"AK",2023-04-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"3",0.121772104461084,0.00764822846428195,"AK",2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",0.266273897555607,0.00822388503711814,"AK",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"5",0.0420935946453875,0.00890165277010947,"AK",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.785271703524166,0.173992182225656,"AK",2023-04-07,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"7",0.0464616978051103,0.0106324539454826,"AK",2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"8",0.0140786091162065,0.01172781836107,"AK",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"9",1.17209406277113,0.800522569503056,"AK",2023-04-10,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"10",0.153996555348447,0.0145126343855627,"AK",2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"11",0.0187962558461069,0.0162690292288376,"AK",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"12",0.199658276662897,0.0183210924952403,"AK",2023-04-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"13",0.0211650211332559,0.0207153620640662,"AK",2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",0.024428290638727,0.0235039901295256,"AK",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"15",0.0273212341826985,0.026744639831051,"AK",2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"16",1.03977089021844,0.426509228973146,"AK",2023-04-17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"17",0.0991475439016412,0.0348373278306472,"AK",2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"18",NA,NA,"AK",2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
