"","es_score","brier_score","location","target_date","X21L_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","recombinant_50_CI","other_50_CI","X21L_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","recombinant_95_CI","other_95_CI"
"1",1.3698727813472,0.267571639291315,"AK",2022-12-11,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"2",1.80098084161957,0.31764141946244,"AK",2022-12-12,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"3",1.51839016843349,0.349909004331492,"AK",2022-12-13,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"4",0.539304664157868,0.254941710885313,"AK",2022-12-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"5",1.1627528178438,0.38750177322181,"AK",2022-12-15,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"6",1.6026349246011,0.308463925754233,"AK",2022-12-16,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"7",0.308306631617953,0.243637702267374,"AK",2022-12-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"8",0.926063427884786,0.270143087715353,"AK",2022-12-18,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"9",1.02373868634788,0.310312054220059,"AK",2022-12-19,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"10",0.426747111571369,0.248088079123702,"AK",2022-12-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"11",0.468248545825873,0.255535619619447,"AK",2022-12-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"12",0.973426600746085,0.325422363882133,"AK",2022-12-22,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"13",0.294127980997886,0.224530361663994,"AK",2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",0.475542044443121,0.256099548485381,"AK",2022-12-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"15",0.756284795864497,0.21918373104509,"AK",2022-12-25,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"16",2.42778223936333,0.412338268989036,"AK",2022-12-26,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"17",5.59974285518248,0.547796480302682,"AK",2022-12-27,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"18",1.77850944012343,0.436786847906654,"AK",2022-12-28,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"19",1.12262043465366,0.370213863282766,"AK",2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
"20",1.98397216490468,0.473531524547497,"AK",2022-12-30,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"21",1.40600633582937,0.44237653211475,"AK",2022-12-31,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"22",0.889078861417797,0.432957146498775,"AK",2023-01-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"23",1.38334494517347,0.317479244891619,"AK",2023-01-02,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"24",3.33763072841802,0.365629142547823,"AK",2023-01-03,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"25",2.33428192589239,0.264342542925627,"AK",2023-01-04,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"26",1.26275537837876,0.198849711150659,"AK",2023-01-05,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
