"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","other_95_CI"
"1",NA,NA,"AK",2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,"AK",2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,"AK",2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,"AK",2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,"AK",2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.314097327038985,0.140361900138014,"AK",2022-12-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"7",NA,NA,"AK",2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.292630724818066,0.132638910264959,"AK",2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",0.278018575318129,0.130357351288838,"AK",2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",NA,NA,"AK",2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.255164983145318,0.126201609495949,"AK",2022-12-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"13",1.02835111456632,0.563334862188045,"AK",2022-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"14",NA,NA,"AK",2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.504364375212835,0.444340450870001,"AK",2022-12-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"17",NA,NA,"AK",2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.4877772199017,0.449720958029955,"AK",2022-12-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"19",NA,NA,"AK",2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.242147218005283,0.110461286640701,"AK",2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.938142890928364,0.714875239672432,"AK",2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"27",0.538401299528624,0.464837119059988,"AK",2022-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28",NA,NA,"AK",2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.728737482209857,0.414951827084977,"AK",2023-01-03,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"32",0.619069536691375,0.109123042028791,"AK",2023-01-04,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"33",0.252791409512438,0.109347395430904,"AK",2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",0.249355181683004,0.109683790559999,"AK",2023-01-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"35",NA,NA,"AK",2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.716876394593506,0.717468966165169,"AK",2023-01-09,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"38",0.811033080006968,0.313645113793908,"AK",2023-01-10,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"39",0.290375280437502,0.113213105176373,"AK",2023-01-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"40",0.29455662910754,0.11433128317343,"AK",2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.73301104320355,0.255464746638028,"AL",2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",0.884097432960178,0.278636214020884,"AL",2022-12-05,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"45",1.05442321615946,0.344204452086776,"AL",2022-12-06,1,1,1,1,0,1,1,1,0,0,0,0,1,1
"46",0.292269500639436,0.226383854224895,"AL",2022-12-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"47",0.999181285426109,0.282577137711458,"AL",2022-12-08,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"48",1.07968326068401,0.264357315530367,"AL",2022-12-09,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"49",1.07411668152829,0.160077282832099,"AL",2022-12-10,1,1,1,0,1,1,1,1,0,1,0,1,0,1
"50",1.47535661831193,0.49333665062181,"AL",2022-12-11,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"51",1.24076968750071,0.416398376789813,"AL",2022-12-12,1,1,0,1,0,1,1,1,0,0,0,0,1,1
"52",0.152165348680975,0.106259472136568,"AL",2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.744874519583061,0.28780420710067,"AL",2022-12-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"54",0.925419761672061,0.262067469794565,"AL",2022-12-15,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"55",0.898908665991585,0.308835351599192,"AL",2022-12-16,1,1,1,1,1,1,0,1,0,1,0,1,1,0
"56",0.406887056531801,0.10440491823281,"AL",2022-12-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"57",0.383891767142892,0.104546678272352,"AL",2022-12-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"58",0.395448634033292,0.196900959292306,"AL",2022-12-19,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"59",2.20031406877022,0.247918785656035,"AL",2022-12-20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
"60",2.60029087330913,0.451531400258706,"AL",2022-12-21,1,0,1,1,1,0,0,1,0,1,0,1,1,0
"61",NA,NA,"AL",2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",0.139724964520023,0.110792612488775,"AL",2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",NA,NA,"AL",2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1.24212583674317,0.286414766490804,"AL",2022-12-26,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"66",1.64093574030401,0.239773793955,"AL",2022-12-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"67",1.64692864087188,0.355441747130266,"AL",2022-12-28,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"68",2.71804181232636,0.319574831510488,"AL",2022-12-29,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"69",1.49018284435564,0.371380411073181,"AL",2022-12-30,1,1,1,1,1,0,1,0,0,1,1,0,0,1
"70",NA,NA,"AL",2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2.85211514923721,0.260876105918083,"AL",2023-01-02,1,0,1,0,1,1,1,0,1,1,0,0,0,1
"73",1.51278377048631,0.239977690453489,"AL",2023-01-03,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"74",2.59732787844402,0.382391333166677,"AL",2023-01-04,1,1,1,1,0,0,1,1,0,1,1,0,0,1
"75",2.3901339502235,0.320418251016064,"AL",2023-01-05,1,0,1,1,1,0,1,1,0,0,0,0,0,1
"76",1.56456649805237,0.407723770711122,"AL",2023-01-06,1,1,0,1,1,1,1,1,0,0,1,1,0,1
"77",1.81180360372797,0.402509059485314,"AL",2023-01-07,1,1,1,1,1,1,0,1,0,1,0,0,1,0
"78",1.12702088953116,0.510232809596623,"AL",2023-01-08,1,1,1,1,1,1,0,1,0,1,1,0,0,0
"79",1.72284161665285,0.338631995203962,"AL",2023-01-09,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"80",1.89339074046022,0.295562362666655,"AL",2023-01-10,1,1,1,1,1,0,1,1,0,1,0,1,0,1
"81",0.734115671984679,0.407239111399856,"AL",2023-01-11,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"82",1.16316769973502,0.491075939529628,"AL",2023-01-12,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"83",NA,NA,"AL",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.248059619640303,0.261100107462692,"AR",2022-12-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"86",1.83645781930388,0.3207240654884,"AR",2022-12-05,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"87",4.17365131402845,0.367438117200941,"AR",2022-12-06,0,0,0,1,1,0,1,0,0,0,1,0,0,1
"88",1.16244949637769,0.271092752098459,"AR",2022-12-07,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"89",2.91742065994718,0.354239326626908,"AR",2022-12-08,1,1,0,0,1,1,1,1,0,0,0,1,1,1
"90",1.65597502075992,0.27325275986573,"AR",2022-12-09,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"91",0.509032141280635,0.247424486265597,"AR",2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"92",0.788646588003483,0.268604264973875,"AR",2022-12-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"93",4.22829336185879,0.328940218203383,"AR",2022-12-12,1,1,0,0,1,1,1,0,0,0,0,0,1,0
"94",1.33278562075519,0.284940806503976,"AR",2022-12-13,1,1,0,1,1,1,1,1,0,0,0,1,1,0
"95",2.5462131112085,0.292200065154471,"AR",2022-12-14,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"96",1.76182826713662,0.191801028147287,"AR",2022-12-15,1,0,1,0,1,1,1,1,0,1,0,1,1,1
"97",2.9007032617079,0.430073365381117,"AR",2022-12-16,1,0,0,0,1,1,0,1,1,0,0,1,0,0
"98",0.826569661292373,0.267032384375605,"AR",2022-12-17,1,1,1,1,0,1,1,1,0,1,0,1,1,1
"99",0.70321932147473,0.259747794121164,"AR",2022-12-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"100",1.68424681288984,0.234520382992256,"AR",2022-12-19,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"101",2.69692008295316,0.316235042738252,"AR",2022-12-20,1,0,0,0,1,1,0,1,0,0,0,1,0,0
"102",1.73675892295336,0.240658869316498,"AR",2022-12-21,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"103",1.34226686687334,0.280117474369972,"AR",2022-12-22,1,0,1,1,1,1,1,0,0,1,0,1,1,1
