"","es_score","brier_score","location","target_date","X21K_50_CI","X21L_50_CI","X22B_50_CI","X22C_50_CI","X22D_50_CI","X22E_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","other_50_CI","X21K_95_CI","X21L_95_CI","X22B_95_CI","X22C_95_CI","X22D_95_CI","X22E_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","other_95_CI"
"1",3.50369563318825,0.650072563665917,"AK",2023-03-26,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
"2",0.864936807489944,0.220857968081655,"AK",2023-03-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"3",0.0352183967691562,0.00795494926011466,"AK",2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"4",0.0689150753968646,0.00829367243075084,"AK",2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"5",0.12350899328674,0.00868990192733956,"AK",2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.0782681732941006,0.00914875103339231,"AK",2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",0.127588393471129,0.0096761372757114,"AK",2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",0.217264742516456,0.0102788764982278,"AK",2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"9",0.733325956484753,0.213713178160486,"AK",2023-04-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"10",0.167423544523382,0.0117428296312995,"AK",2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"11",0.419285560367895,0.0126232075985658,"AK",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",0.0620065824879479,0.0136175515121832,"AK",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13",0.585041444549353,0.169669055793535,"AK",2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"14",0.0759799601225485,0.0160026653658315,"AK",2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",0.0270181257955797,0.0174251930257854,"AK",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1.03123743027541,0.758815875485008,"AK",2023-04-10,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"17",0.279765110199799,0.0208245712237014,"AK",2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18",0.038059230477462,0.0228455619007398,"AK",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19",0.342047690257266,0.0251137183249298,"AK",2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"20",0.0503379134474291,0.0276561635453182,"AK",2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21",0.0513202403294914,0.0305014756259389,"AK",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22",0.0548974369653387,0.0336790088037912,"AK",2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"23",0.951785196908824,0.412159935715392,"AK",2023-04-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"24",0.197887374773635,0.0411457701844359,"AK",2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"25",NA,NA,"AK",2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.0915638792558283,0.050260872910616,"AK",2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
