"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"83",0.786281063205635,0.404020445794599,"AL",2023-05-19,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"84",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.017694318711222,0.00367239930831463,"AR",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.0319518493683683,0.00351434411406362,"AR",2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",0.00393872618656954,0.00336498583566639,"AR",2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"88",0.018995957160759,0.00322362814374391,"AR",2023-04-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"89",NA,NA,"AR",2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1.20921167542215,0.465378107509792,"AR",2023-04-16,1,1,0,0,1,1,1,1,1,1,0,0,1,1
"93",0.0145071686790827,0.00261732256178212,"AR",2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",NA,NA,"AR",2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.0041922381086503,0.00222831199511629,"AR",2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",0.0259899948789165,0.00214193145116115,"AR",2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"99",0.00384618005106684,0.00205947449176898,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",0.00393326732155735,0.0019807659426028,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",0.0291950083009707,0.00157924825813683,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"107",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1.28053134842402,0.939051665290938,"AR",2023-05-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"109",0.00305557810442189,0.0014187883138011,"AR",2023-05-03,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"110",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.30998714005086,0.943685870727494,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"115",0.0161340690085639,0.00116624864830929,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",2.47313640595567,0.638028720229081,"AR",2023-05-10,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"117",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.53755196432177,0.139018905837024,"AZ",2023-04-09,1,1,1,1,0,1,1,1,1,0,0,0,0,1
"128",1.50741173135821,0.138116089430811,"AZ",2023-04-10,1,1,1,0,1,1,1,0,1,0,0,0,1,0
"129",2.14191551563639,0.212121463352866,"AZ",2023-04-11,1,0,0,0,1,0,0,1,1,0,1,1,0,0
"130",0.0502186098810499,0.00967967678012453,"AZ",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.301126874590225,0.00996631413635126,"AZ",2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"132",0.955381156840267,0.294914473241971,"AZ",2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"133",0.428702815887217,0.0105862537358334,"AZ",2023-04-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"134",1.29200247651856,0.252641370342896,"AZ",2023-04-16,1,1,0,1,0,1,0,1,1,0,0,0,1,0
"135",1.10477613560609,0.106543591351869,"AZ",2023-04-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"136",1.23018335892602,0.174789844385976,"AZ",2023-04-18,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"137",1.79687482990364,0.0459809432925427,"AZ",2023-04-19,1,1,0,1,1,1,0,1,0,0,1,0,1,0
"138",3.43202033101063,0.241283083584206,"AZ",2023-04-20,1,1,0,0,1,1,0,1,1,0,0,1,1,0
"139",1.20334535407148,0.836452928220324,"AZ",2023-04-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"140",0.121651004392585,0.0132728308167123,"AZ",2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",1.68089219404671,0.0766321396158613,"AZ",2023-04-23,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"142",1.44802757153747,0.0483016849498445,"AZ",2023-04-24,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"143",1.39029137112549,0.13236302110388,"AZ",2023-04-25,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"144",1.30837407530284,0.0977366673021685,"AZ",2023-04-26,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"145",0.656388401378234,0.0750805805829891,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"146",0.627344443776726,0.0163060153925896,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"147",0.320469497223399,0.0168890997488269,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148",1.7629194943727,0.206847214233339,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"149",1.40007103837205,0.0917135883453269,"AZ",2023-05-01,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"150",4.41104633629977,0.209855272212821,"AZ",2023-05-02,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"151",1.773716914116,0.141824134597723,"AZ",2023-05-03,1,1,1,0,1,0,1,0,1,0,0,1,0,1
"152",1.00253276548695,0.0761210236580229,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"153",1.57497006588001,0.248842793405803,"AZ",2023-05-05,1,0,0,0,1,1,1,1,0,0,0,1,1,1
"154",0.536702615724555,0.021750974558409,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"155",4.460721490971,0.311888049333369,"AZ",2023-05-07,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"156",7.43921363211739,0.310609999312468,"AZ",2023-05-08,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"157",1.72114713374026,0.100802981883606,"AZ",2023-05-09,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"158",1.7156325578004,0.141742012857944,"AZ",2023-05-10,1,0,1,1,1,1,1,1,0,1,0,0,1,1
"159",0.0882107126740602,0.0262958594118652,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.856368546258356,0.140727728281428,"AZ",2023-05-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"161",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",1.87769791407543,0.402227682748532,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"163",3.06484701914705,0.211700499914579,"AZ",2023-05-15,1,0,0,0,1,1,1,1,0,0,1,0,1,0
"164",1.80896713229351,0.192860287162573,"AZ",2023-05-16,0,1,1,1,1,0,1,0,1,0,0,1,0,1
"165",1.38021096232964,0.179305204091791,"AZ",2023-05-17,1,1,1,1,0,1,1,1,1,0,1,0,1,0
"166",1.59290833262111,0.277485927467239,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,0,0,0,1,1
"167",1.04616578378436,0.673823132383147,"AZ",2023-05-19,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"168",2.09881336655185,0.667066730115309,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"169",0.905741249470296,0.0734858273522939,"CA",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170",6.82519431739053,0.189339855893443,"CA",2023-04-10,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"171",4.53106619658108,0.108811636764586,"CA",2023-04-11,1,1,0,1,0,1,1,1,0,0,0,0,0,1
"172",5.95444260745494,0.210345639294274,"CA",2023-04-12,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"173",2.38527977454703,0.143954670181149,"CA",2023-04-13,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"174",6.79072152502748,0.0815843357550698,"CA",2023-04-14,1,1,0,0,1,1,1,1,0,0,0,1,0,1
"175",3.08042623423283,0.14791157653999,"CA",2023-04-15,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"176",2.68805133049239,0.147933453450902,"CA",2023-04-16,1,1,1,0,0,1,1,1,1,0,0,1,0,0
"177",3.41195233221979,0.147699442795825,"CA",2023-04-17,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"178",2.90884954672872,0.128893687809125,"CA",2023-04-18,1,1,0,1,1,1,0,0,1,0,0,0,0,1
"179",2.77286905166994,0.21135758551858,"CA",2023-04-19,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"180",1.95657489117732,0.205059043822077,"CA",2023-04-20,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"181",5.31195081527585,0.0807632852407213,"CA",2023-04-21,1,1,0,0,0,1,1,1,0,0,0,0,1,1
"182",4.70296532687886,0.317656634985207,"CA",2023-04-22,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"183",1.93664312665149,0.267655554852637,"CA",2023-04-23,1,1,1,1,0,1,1,1,1,0,0,0,1,1
"184",2.80682289401199,0.159203361889226,"CA",2023-04-24,1,1,1,0,1,1,1,1,0,0,1,0,0,0
"185",3.81291051144237,0.239954046290282,"CA",2023-04-25,1,0,1,1,1,1,1,1,0,0,1,0,0,0
"186",6.36678865383475,0.142988783660166,"CA",2023-04-26,1,1,0,1,0,0,1,1,0,0,0,0,1,0
"187",4.88516029008587,0.169775856216066,"CA",2023-04-27,1,1,0,1,1,1,1,0,0,0,0,0,0,1
"188",3.47398032687738,0.179593242879214,"CA",2023-04-28,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"189",3.75503165116667,0.278105486026289,"CA",2023-04-29,1,0,0,1,1,1,1,0,0,0,0,0,0,1
"190",3.05962623528757,0.188456279252495,"CA",2023-04-30,1,0,1,1,1,1,0,1,0,0,0,0,1,0
"191",3.95690553211284,0.248827643450597,"CA",2023-05-01,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"192",4.20095034977715,0.276980857763623,"CA",2023-05-02,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"193",4.39388467372383,0.193499465738321,"CA",2023-05-03,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"194",1.75439350506159,0.23280246426576,"CA",2023-05-04,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"195",4.44254196451832,0.203812344209254,"CA",2023-05-05,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"196",2.8938847147658,0.192644741514088,"CA",2023-05-06,1,1,0,0,1,1,1,0,0,0,0,0,1,1
"197",1.16724889741968,0.269473986730097,"CA",2023-05-07,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"198",5.59896455627022,0.3575672407349,"CA",2023-05-08,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"199",7.08701818223875,0.194675884323606,"CA",2023-05-09,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"200",2.67111530997543,0.28310222060298,"CA",2023-05-10,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"201",5.81229929688411,0.291744092556383,"CA",2023-05-11,1,1,1,1,0,0,1,1,0,0,1,0,0,0
"202",2.43952446203854,0.22752899097397,"CA",2023-05-12,1,1,0,0,1,1,1,1,0,0,1,0,0,0
"203",1.0054623655043,0.381916931153045,"CA",2023-05-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"204",3.58630500779877,0.522700022650085,"CA",2023-05-14,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"205",5.62142826922445,0.374125361941261,"CA",2023-05-15,1,1,1,0,0,1,1,1,1,0,1,0,1,1
"206",3.45551106157986,0.244421966663801,"CA",2023-05-16,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"207",1.84138383140632,0.31284351200823,"CA",2023-05-17,0,1,1,1,1,1,1,0,0,0,1,0,0,1
"208",2.29628986254843,0.33049347741307,"CA",2023-05-18,1,1,1,1,0,1,1,1,0,0,0,0,1,1
"209",2.71460115382255,0.237556359771619,"CA",2023-05-19,1,1,0,1,1,1,1,1,0,0,1,0,0,1
"210",1.59055435822353,0.128566954940215,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,0,1,0,1,1
"211",0.0123057509962536,0.0115782715368796,"CO",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"212",0.0134841161603763,0.0126598359070295,"CO",2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",0.856639524755327,0.181054344403159,"CO",2023-04-11,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"214",0.110128755655072,0.0152549147882077,"CO",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.200842424420187,0.0168081896149094,"CO",2023-04-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"216",0.714621515641694,0.119398968832221,"CO",2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,0
"217",0.0200266216411257,0.0205460522666811,"CO",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"218",NA,NA,"CO",2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.798180291646129,0.181240562274757,"CO",2023-04-17,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"220",0.750822410647433,0.260445433831734,"CO",2023-04-18,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"221",0.175524367997826,0.0314155794134827,"CO",2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"222",NA,NA,"CO",2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1.15370590646424,0.761190718109223,"CO",2023-04-21,1,1,0,1,1,0,1,1,1,0,1,1,0,1
"224",1.10368443736441,0.739259994084691,"CO",2023-04-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"225",NA,NA,"CO",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.781506230520391,0.187999086468981,"CO",2023-04-24,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"227",0.811604597070129,0.278866016403597,"CO",2023-04-25,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"228",0.299658224018023,0.0681494911178292,"CO",2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
