"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X23E_95_CI","X23F_95_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"130",0.792592079864535,0.0695976046485119,"AZ",2024-01-31,1,1,1,0,1,1,1,1,0,0,1,1
"131",0.0465431571613661,0.00500767211285507,"AZ",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.04862413285503,0.00451071037746677,"AZ",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"133",NA,NA,"AZ",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.0602486850833699,0.0036742784428325,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"135",2.56830260478437,0.161795411895647,"AZ",2024-02-05,1,0,0,1,1,1,1,0,1,0,1,1
"136",0.691769257185513,0.0410062903070954,"AZ",2024-02-06,1,1,1,1,1,1,1,0,0,1,1,0
"137",0.46152966068378,0.00273336053132906,"AZ",2024-02-07,1,1,1,1,1,1,0,0,0,0,1,1
"138",0.00299868429415907,0.00248582349084217,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"139",1.18773849276216,0.314784773114481,"AZ",2024-02-09,1,1,0,1,0,1,1,1,0,1,0,1
"140",0.0112911349062697,0.00206895884715488,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
"141",0.878114703188483,0.118221633935748,"AZ",2024-02-11,1,1,1,1,1,0,1,1,0,1,1,0
"142",0.122220919756344,0.00173795383199174,"AZ",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"143",0.763056412741416,0.0641375996168916,"AZ",2024-02-13,1,1,1,0,1,1,1,1,1,1,1,1
"144",0.315774401441139,0.00147479630694334,"AZ",2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"145",0.00215956068143393,0.00136410025154017,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.0148937168703747,0.00126530010758493,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.0909279404506685,0.00117709188260063,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.744597846122675,0.0510021557909454,"AZ",2024-02-18,1,1,1,1,1,0,1,0,0,1,1,0
"149",0.224601121008973,0.00102796642552844,"AZ",2024-02-19,1,1,1,1,1,1,1,1,0,0,1,1
"150",1.09674809231568,0.0665050458552064,"AZ",2024-02-20,1,1,1,1,1,0,1,1,0,0,1,0
"151",0.693484930225692,0.0348371038888365,"AZ",2024-02-21,1,1,1,0,1,1,1,1,0,0,1,1
"152",1.16903460736337,0.238610112034763,"AZ",2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
"153",0.00983728873912451,0.000814140752130452,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"154",0.00439754570476501,0.000774240847851616,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"155",1.88858455005655,0.212840832527693,"AZ",2024-02-25,1,0,0,0,1,1,1,0,0,0,1,1
"156",0.0425279387296774,0.000707064588170509,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"157",0.912058863093305,0.0874871088795623,"AZ",2024-02-27,1,1,1,0,1,1,1,1,0,0,1,1
"158",0.0294152665657406,0.000654122881063986,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"159",0.00840469401393859,0.000632188124378675,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.00115911772313904,0.00061292783049053,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"161",0.0168896883123301,0.000596121438699171,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"162",0.013247577092343,0.000581577625978486,"AZ",2024-03-03,1,1,1,1,1,1,1,1,0,1,1,0
"163",0.0471999502610965,0.000569131432884233,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"164",0.0249822990623526,0.000558641784940472,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"165",0.01248882629628,0.000549989370847382,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"166",0.000974520426399048,0.00054307484415556,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",0.00781305863762498,0.00053415314293473,"AZ",2024-03-09,1,1,1,1,1,1,1,1,0,0,1,1
"169",0.955438810230606,0.046114207099881,"CA",2024-01-28,1,1,1,1,1,1,1,0,0,0,1,1
"170",1.92763431785125,0.087436523667908,"CA",2024-01-29,1,1,1,1,0,0,1,0,0,0,0,0
"171",1.64515278622682,0.0729828008334596,"CA",2024-01-30,1,1,1,1,1,1,1,0,0,1,1,0
"172",2.06068095960718,0.0841760398590375,"CA",2024-01-31,1,0,1,1,1,1,1,1,1,1,1,1
"173",3.21140528537684,0.104548306301961,"CA",2024-02-01,1,1,1,1,0,0,1,0,0,0,0,0
"174",2.78582340605282,0.104278424637166,"CA",2024-02-02,1,1,1,0,1,1,1,0,0,0,1,1
"175",1.30808702474617,0.043223782738096,"CA",2024-02-03,1,1,1,1,1,1,1,0,0,1,1,0
"176",0.957961542387363,0.0366826644835495,"CA",2024-02-04,1,1,1,1,1,1,1,0,0,0,1,0
"177",1.14159608094266,0.0634480011447911,"CA",2024-02-05,1,1,1,1,1,1,1,0,0,0,0,1
"178",3.3180796427899,0.105958149688353,"CA",2024-02-06,1,0,0,1,1,1,1,0,0,0,1,1
"179",1.89577469654362,0.0846826958696922,"CA",2024-02-07,1,1,1,1,1,1,1,0,0,0,1,0
"180",2.28016455745301,0.035157361953797,"CA",2024-02-08,1,1,1,0,1,1,1,0,0,0,1,0
"181",4.10326116155209,0.113900108113309,"CA",2024-02-09,1,1,0,0,1,1,1,0,0,0,1,0
"182",3.0564366488145,0.142128487496738,"CA",2024-02-10,1,0,0,0,1,1,1,0,0,0,0,0
"183",0.0489892906042937,0.00350653095446201,"CA",2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
"184",2.62554874349773,0.105266562191395,"CA",2024-02-12,1,1,0,0,1,1,1,0,0,0,1,0
"185",1.9666753091318,0.0861492176579583,"CA",2024-02-13,1,1,1,1,0,0,1,0,0,0,0,0
"186",1.3893235904091,0.0389346185892008,"CA",2024-02-14,1,1,1,1,1,1,1,0,1,0,0,0
"187",3.20637071106545,0.114079817543749,"CA",2024-02-15,1,0,0,1,0,0,1,1,0,0,0,0
"188",1.21970348518024,0.0362939675393898,"CA",2024-02-16,1,1,1,1,1,1,1,0,0,0,1,0
"189",0.653966790779468,0.0329950225709201,"CA",2024-02-17,1,1,1,1,1,1,1,1,1,0,1,0
"190",0.90769652416106,0.0537560172935632,"CA",2024-02-18,1,1,1,1,1,0,1,0,0,0,1,0
"191",0.943805888019376,0.0389041863927384,"CA",2024-02-19,1,1,1,1,1,1,1,0,0,0,1,1
"192",0.413068584434839,0.00355612517289299,"CA",2024-02-20,1,1,1,1,1,1,1,1,0,1,1,0
"193",2.89567213243723,0.0840754910944213,"CA",2024-02-21,1,1,0,1,0,0,1,0,0,0,0,0
"194",1.93203054029369,0.0643490678371704,"CA",2024-02-22,1,0,1,1,0,1,1,0,0,0,0,0
"195",1.68047460553067,0.062949124703276,"CA",2024-02-23,1,1,1,1,1,0,1,1,0,0,1,0
"196",0.955389337007862,0.0554950195203155,"CA",2024-02-24,1,1,1,1,1,1,1,0,1,0,1,1
"197",0.994192684701794,0.00411511628734006,"CA",2024-02-25,1,1,1,1,1,1,1,1,0,0,1,0
"198",2.5888528598627,0.0766440819715178,"CA",2024-02-26,1,1,1,1,1,0,1,0,0,1,1,0
"199",4.19586823310304,0.110488730674084,"CA",2024-02-27,1,1,0,1,1,0,1,0,0,0,1,0
"200",2.00821593118765,0.0730891974424244,"CA",2024-02-28,1,1,1,1,1,1,1,0,0,0,1,0
"201",0.118215905404193,0.00491289641446195,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"202",0.188030503742599,0.00517417139413561,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"203",0.960181684426575,0.00546464114597175,"CA",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"204",0.544837431342061,0.046196550920409,"CA",2024-03-03,1,1,1,1,1,1,1,1,0,0,0,0
"205",1.58160092499735,0.0859526023985254,"CA",2024-03-04,1,1,1,1,1,0,1,1,0,0,1,0
"206",3.16593369181355,0.110821102199735,"CA",2024-03-05,1,1,0,1,1,0,1,0,0,0,1,0
"207",1.73087980930022,0.0610559263908858,"CA",2024-03-06,1,1,1,1,1,0,1,0,0,0,1,1
"208",3.51604160265811,0.11871858802649,"CA",2024-03-07,1,1,0,1,1,0,1,0,0,0,1,0
"209",1.5524172483706,0.0568807023655507,"CA",2024-03-08,1,1,1,1,0,0,1,1,0,1,0,0
"210",1.83646438914145,0.137149562125868,"CA",2024-03-09,1,1,1,1,1,0,1,1,0,1,1,0
"211",NA,NA,"CO",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0709718314060373,0.00332479082847868,"CO",2024-01-29,1,1,1,1,1,1,1,1,0,1,1,0
"213",0.00470330660470061,0.00299414873119183,"CO",2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.00426185984290239,0.00269697677491725,"CO",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.0715671036540462,0.00243021246733505,"CO",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"216",0.0313922963103828,0.00219104931726932,"CO",2024-02-02,1,1,1,1,1,1,1,1,0,1,1,0
"217",NA,NA,"CO",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00319415689194714,0.00161454929862053,"CO",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"220",0.00257632941606467,0.00146220397980292,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.00345971791341917,0.0013266436738456,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"222",0.00804142085613357,0.00120624119990084,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"223",0.0076859189050405,0.00109951748489877,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"224",1.27632570752485,0.474647188940008,"CO",2024-02-10,1,1,0,0,1,1,1,1,0,0,1,1
"225",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.00600445003438563,0.000848620833984953,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"227",1.28574129425957,0.476539564431486,"CO",2024-02-13,1,1,0,0,1,1,1,1,0,0,1,1
"228",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.00176632445947438,0.000679613067301725,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.00132629190877794,0.000523802609767874,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"235",0.0137592881765468,0.000506711758680913,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"236",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1.29920937733471,0.479346784775631,"CO",2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
"238",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.00802597742229094,0.000473502509677893,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"241",0.0010444674295047,0.000475969754454927,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"242",0.000913935517393175,0.000481201086035231,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"243",0.0044953602839891,0.000489145111690963,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"244",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
