"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23C_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","recombinant_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23C_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","recombinant_95_CI","X23G_95_CI","other_95_CI"
"61",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.777139056759852,0.387471278538978,"AL",2023-07-31,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"66",1.03996740329714,0.443915049606278,"AL",2023-08-01,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"67",0.642889814054221,0.37191569289187,"AL",2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"68",0.48040754112279,0.297986826591702,"AL",2023-08-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"69",0.772636855696359,0.557205925083994,"AL",2023-08-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"70",NA,NA,"AL",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.778139461675654,0.5576455890936,"AL",2023-08-08,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"74",0.484642078368229,0.293703583538715,"AL",2023-08-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"75",0.496736701452967,0.292811777945512,"AL",2023-08-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.444097961464102,0.338372218465939,"AL",2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"80",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.909652590496738,0.503143193428539,"AL",2023-08-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
"82",0.554850153109103,0.312654682854761,"AL",2023-08-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",1.05508199336514,0.397533609542619,"AL",2023-08-18,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"84",1.0072258666033,0.341098944781782,"AL",2023-08-19,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"85",NA,NA,"AR",2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1.90671347768704,0.572139436260094,"AR",2023-07-10,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
"87",NA,NA,"AR",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.204205098483588,0.136559730936866,"AR",2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"90",NA,NA,"AR",2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.223450706584911,0.142985567748162,"AR",2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",NA,NA,"AR",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.751301943289092,0.380218031801493,"AR",2023-07-19,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"96",NA,NA,"AR",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.62172001681075,0.482203584346463,"AR",2023-07-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"98",NA,NA,"AR",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1.05883269497165,0.528276357685161,"AR",2023-07-26,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"103",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1.69488950513571,0.51264318326109,"AR",2023-07-28,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
"105",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.602607825608153,0.471215148243624,"AR",2023-07-31,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"108",1.96165929399963,0.479960292446744,"AR",2023-08-01,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"109",1.64072917778727,0.418243400346477,"AR",2023-08-02,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
"110",NA,NA,"AR",2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.732414401445739,0.51744354332389,"AR",2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"112",NA,NA,"AR",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.814907203880907,0.569394485871879,"AR",2023-08-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"115",2.36310934652045,0.484932242464809,"AR",2023-08-08,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
"116",1.7463590317241,0.481779214182603,"AR",2023-08-09,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1
"117",0.251290688503102,0.170586422985686,"AR",2023-08-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"118",0.463266378007832,0.31747528041761,"AR",2023-08-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.46448215392363,0.317829958560942,"AR",2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"122",0.969900649288923,0.513490964320577,"AR",2023-08-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"123",1.07926596419963,0.372345192309421,"AR",2023-08-16,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
"124",1.54670755079807,0.389234386936101,"AR",2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"125",0.814858836027093,0.346295971259414,"AR",2023-08-18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"126",0.818515951661228,0.57093978062356,"AR",2023-08-19,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"127",4.22388749924452,0.400054763420391,"AZ",2023-07-09,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
"128",1.91873022543932,0.381882485050384,"AZ",2023-07-10,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1
"129",2.53414850099534,0.386951256621392,"AZ",2023-07-11,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
"130",1.86175944327642,0.373876323096695,"AZ",2023-07-12,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
"131",2.52813959764053,0.355851779086302,"AZ",2023-07-13,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0
"132",1.06533514568881,0.389213330728723,"AZ",2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
"133",1.93728000674823,0.425166108600744,"AZ",2023-07-15,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
"134",1.69886104380373,0.351842161551048,"AZ",2023-07-16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
"135",2.97264671881149,0.383571550338919,"AZ",2023-07-17,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
"136",1.91975345560634,0.396065176626204,"AZ",2023-07-18,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
"137",1.93609311745466,0.355909156645105,"AZ",2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"138",1.39894420485925,0.408177355670632,"AZ",2023-07-20,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
"139",1.72277029593694,0.383829842163595,"AZ",2023-07-21,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"140",1.12220544687161,0.337552627973485,"AZ",2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"141",0.785390059811736,0.423648517463124,"AZ",2023-07-23,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
"142",3.15152964570338,0.399813288915345,"AZ",2023-07-24,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
"143",3.58463683558994,0.42503607443311,"AZ",2023-07-25,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
"144",2.09127941421061,0.426532783375832,"AZ",2023-07-26,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
"145",1.54018054100701,0.446314252632712,"AZ",2023-07-27,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
"146",0.790715072172165,0.344663642970902,"AZ",2023-07-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"147",0.59521358779745,0.364948663782078,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"148",7.16305092595736,0.441552030487331,"AZ",2023-07-30,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"149",2.94889505312114,0.432411350717824,"AZ",2023-07-31,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
"150",1.5971256659033,0.380095652723961,"AZ",2023-08-01,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
"151",3.03070259140023,0.398635487656655,"AZ",2023-08-02,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
"152",2.22674311363443,0.388570971172279,"AZ",2023-08-03,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
"153",0.708158589828061,0.402954805243766,"AZ",2023-08-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
"154",1.9970004319235,0.389815654902149,"AZ",2023-08-05,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
"155",0.790084294455975,0.36919953547491,"AZ",2023-08-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"156",2.73381433350134,0.393152919331359,"AZ",2023-08-07,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"157",8.12873831045987,0.438048955513087,"AZ",2023-08-08,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"158",3.66852520132704,0.445061460670712,"AZ",2023-08-09,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
"159",1.06576374362186,0.471521017504409,"AZ",2023-08-10,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
"160",0.911734859609636,0.466872794796398,"AZ",2023-08-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"161",0.429088135035211,0.323272825822409,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"162",1.76305956884757,0.387319301361847,"AZ",2023-08-13,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
"163",6.28466674563177,0.433641981867288,"AZ",2023-08-14,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
"164",4.08036635203423,0.405228296113664,"AZ",2023-08-15,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
"165",4.88721224399059,0.446245263131234,"AZ",2023-08-16,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
"166",1.73892941557527,0.460296514621149,"AZ",2023-08-17,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
"167",1.25740454413626,0.419104110648422,"AZ",2023-08-18,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
"168",0.833958352121114,0.341902697115643,"AZ",2023-08-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"169",0.714431773849707,0.400631149167536,"CA",2023-07-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"170",2.43644983545142,0.388092044899296,"CA",2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"171",1.55651972141999,0.403014746125344,"CA",2023-07-11,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"172",1.4022332030867,0.393650832661273,"CA",2023-07-12,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1
"173",1.70724096712733,0.388404255937629,"CA",2023-07-13,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
"174",1.95460608955131,0.39978315252281,"CA",2023-07-14,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
"175",1.23906075528194,0.411917759339295,"CA",2023-07-15,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
"176",1.8019597937679,0.385139282297141,"CA",2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"177",1.81339066754738,0.419692708604891,"CA",2023-07-17,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
"178",1.90406560925274,0.405136003996905,"CA",2023-07-18,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
"179",2.40865975600753,0.396121347983796,"CA",2023-07-19,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
"180",2.03121460229589,0.409966285275463,"CA",2023-07-20,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
"181",3.36789893984943,0.407326435431553,"CA",2023-07-21,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1
"182",2.12545039765718,0.399473477712505,"CA",2023-07-22,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
