"","es_score","brier_score","location","target_date","X22F_50_CI","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X22F_95_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"35",NA,NA,"AK",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.658171428007388,0.581683146285673,"AL",2024-02-05,1,1,1,1,1,1,0,1,1,0
"45",NA,NA,"AL",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1.04866805079099,0.78619873557518,"AL",2024-02-07,0,1,1,1,1,0,0,1,1,1
"47",0.119656439710774,0.0518613465460186,"AL",2024-02-08,1,1,1,1,1,1,0,1,1,0
"48",NA,NA,"AL",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.107304995446839,0.0442247633920061,"AL",2024-02-15,1,1,1,1,1,1,1,1,1,1
"55",NA,NA,"AL",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.0941804289113917,0.041882255798964,"AL",2024-02-20,1,1,1,1,1,1,1,1,1,1
"60",NA,NA,"AL",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.241378669054425,0.0420021110698686,"AL",2024-02-26,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.0859147183371867,0.0431907742732629,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1
"69",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.0924846595702819,0.0458968244520795,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1
"73",0.229728382813202,0.0467654379140244,"AL",2024-03-05,1,1,1,1,1,1,0,1,1,0
"74",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.526197880559434,0.232705138368372,"AL",2024-03-13,1,1,1,1,1,1,0,1,1,0
"82",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0391094113322635,0.0322042399830277,"AR",2024-02-05,1,1,1,1,1,1,1,1,1,1
"87",0.0346527152832818,0.0304259694489471,"AR",2024-02-06,1,1,1,1,1,1,1,1,1,1
"88",0.0324808226660076,0.0287515208002056,"AR",2024-02-07,1,1,1,1,1,1,1,1,1,1
"89",0.107433260445429,0.0271757593793236,"AR",2024-02-08,1,1,1,1,1,1,1,1,1,1
"90",0.0954896194351523,0.0256939554553338,"AR",2024-02-09,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.0257259023021201,0.0217700243180491,"AR",2024-02-12,1,1,1,1,1,1,1,1,1,1
"94",0.838671183583298,0.377926648574805,"AR",2024-02-13,1,1,1,1,0,1,0,1,1,0
"95",0.0835722361603867,0.0195509688593539,"AR",2024-02-14,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.061428461128265,0.015200775340106,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1
"101",0.0624161946630482,0.0145121970005953,"AR",2024-02-20,1,1,1,1,1,1,1,1,1,1
"102",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.0486785211119138,0.0114224676942319,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1.13894177146652,0.808562636049701,"AR",2024-02-29,1,0,1,1,0,1,0,1,1,0
"111",0.0155080254792148,0.0101781285953659,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.0743884605384644,0.00958056745466624,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0124532251950541,0.00915886365346172,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.072298764379076,0.0046669757550567,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1
"128",2.03645232015716,0.158377936936452,"AZ",2024-02-05,1,0,1,1,0,1,0,1,1,0
"129",1.01129297546385,0.0424395675341597,"AZ",2024-02-06,0,1,1,1,1,0,1,1,1,0
"130",0.706271242952724,0.00352534452492331,"AZ",2024-02-07,1,1,1,1,1,1,0,0,1,1
"131",0.00473079891900105,0.00322277705253237,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1
"132",1.19566177947207,0.313936707097582,"AZ",2024-02-09,1,0,1,0,1,1,0,1,0,1
"133",0.00972894253026715,0.00271040715223226,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1
"134",0.730313732830822,0.115577274053769,"AZ",2024-02-11,1,1,1,1,0,1,0,1,1,0
"135",0.16129729261164,0.00230035288898765,"AZ",2024-02-12,1,1,1,1,1,1,0,1,1,0
"136",0.793834593653967,0.0642276939191842,"AZ",2024-02-13,1,1,0,1,1,1,0,0,0,1
"137",0.391175671565918,0.00197162642328541,"AZ",2024-02-14,1,1,1,1,1,1,0,1,1,0
"138",0.00236399939414494,0.0018324203244234,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1
"139",0.0217762305198713,0.00170760073835232,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1
"140",0.10152872325714,0.00159562516877776,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1
"141",0.548576805644621,0.0503665226980193,"AZ",2024-02-18,1,1,1,1,1,1,1,1,1,1
"142",0.279189760931676,0.00140487291886901,"AZ",2024-02-19,1,1,1,1,1,1,0,0,1,1
"143",0.932970725001392,0.0659828151431231,"AZ",2024-02-20,1,1,1,1,1,1,0,0,1,1
"144",0.68932192821473,0.0349148316978986,"AZ",2024-02-21,1,1,1,1,1,1,0,0,1,1
"145",1.14561180016297,0.237073128003288,"AZ",2024-02-22,1,0,0,1,1,1,0,0,1,1
"146",0.0117011022286709,0.00112646113268841,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1
"147",0.00661653638376196,0.00107343592186541,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1
"148",1.78071771085736,0.210964859191443,"AZ",2024-02-25,1,0,0,1,0,1,0,0,1,0
"149",0.0452946749963935,0.000982771762738676,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1
"150",0.807958452200796,0.0870639638761921,"AZ",2024-02-27,1,1,0,1,1,1,0,0,1,1
"151",0.0278820543594097,0.000909334533253182,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1
"152",0.0105341336268277,0.000878040040890177,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1
"153",0.00157137511932885,0.000849898155607566,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1
"154",0.0231746073557442,0.000824608424759558,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1
"155",0.0175317407695549,0.000801903192744442,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1
"156",0.0635069288377225,0.000781544062481719,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1
"157",0.0339997197976754,0.000763318781087619,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1
"158",0.0147490232925797,0.000747038503063184,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1
"159",0.00162715170222315,0.000732535389669086,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1
"160",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.0128940582106723,0.000708281997935153,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1
"162",1.16262832842766,0.317856931342055,"AZ",2024-03-10,1,0,0,1,1,1,0,0,1,1
"163",0.022330639298281,0.00068956266927762,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"164",1.19446920634605,0.320294473112712,"AZ",2024-03-12,1,0,1,1,0,1,0,1,1,0
"165",0.0785275640397567,0.000675608643111921,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1
"166",0.0272221953005021,0.000670231587567129,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",0.700118087894996,0.0357159216942921,"CA",2024-02-04,1,1,1,1,1,1,0,0,1,1
"170",1.26550770581268,0.0638637327190766,"CA",2024-02-05,1,1,1,1,1,1,0,1,1,0
"171",3.18855779650422,0.104901663921503,"CA",2024-02-06,1,0,1,1,0,1,0,0,0,1
"172",1.88502011555978,0.0837361747800616,"CA",2024-02-07,1,1,1,1,1,1,0,0,1,0
"173",2.06899039997744,0.0341578408268644,"CA",2024-02-08,1,1,1,1,1,1,0,0,0,0
"174",4.57130944166536,0.114891310978924,"CA",2024-02-09,1,0,0,1,1,1,0,0,0,0
"175",3.30630273277926,0.142353495686091,"CA",2024-02-10,1,0,0,1,0,1,0,0,1,0
"176",0.0612261397741637,0.00287502202262219,"CA",2024-02-11,1,1,1,1,1,1,0,1,1,0
"177",2.71689390057775,0.106621967675312,"CA",2024-02-12,1,0,0,1,1,1,0,0,1,0
"178",1.64439028473628,0.0860056457307192,"CA",2024-02-13,1,1,1,0,1,1,0,0,1,1
"179",1.48091884167167,0.0386097062906917,"CA",2024-02-14,1,1,1,1,1,1,0,0,1,0
"180",3.63088837905282,0.113689197753595,"CA",2024-02-15,1,0,1,0,0,1,0,0,1,0
"181",1.53818121906133,0.036345742697749,"CA",2024-02-16,1,1,1,1,1,1,0,0,1,0
"182",0.732837628311988,0.032862491832583,"CA",2024-02-17,1,1,1,1,1,1,0,0,1,0
"183",0.696523358970679,0.0532664472084502,"CA",2024-02-18,1,1,1,1,1,1,0,0,1,1
"184",0.777525498164017,0.0381545627668417,"CA",2024-02-19,1,1,1,1,1,1,0,0,0,0
"185",0.390059660882656,0.00178834291775511,"CA",2024-02-20,1,1,1,1,1,1,0,0,1,0
"186",2.35048207369475,0.0839335034082496,"CA",2024-02-21,1,0,1,0,1,1,0,0,0,0
"187",1.82406195295727,0.0629757319129059,"CA",2024-02-22,1,1,1,0,0,1,1,0,1,0
"188",1.29196167429251,0.0626465135401808,"CA",2024-02-23,1,1,1,1,1,1,0,0,1,0
"189",1.06670097819071,0.0562881155961812,"CA",2024-02-24,1,1,0,1,1,1,0,0,1,0
"190",0.788772929395493,0.00147187554448929,"CA",2024-02-25,1,1,1,1,1,1,0,0,1,1
"191",2.42769204055337,0.0757369437192556,"CA",2024-02-26,1,1,1,1,0,1,0,0,1,0
"192",4.44910309883055,0.111575133594092,"CA",2024-02-27,1,0,1,1,0,0,0,1,1,0
"193",2.39488653415673,0.0743831480504924,"CA",2024-02-28,1,1,0,1,1,1,1,0,1,0
"194",0.107381304544148,0.00130294074234493,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1
"195",0.177841032100858,0.00126937138272544,"CA",2024-03-01,1,1,1,1,1,1,0,0,1,1
"196",0.722410841134655,0.00123870713326841,"CA",2024-03-02,1,1,1,1,1,1,0,1,1,0
"197",0.566980749545859,0.0437374980584541,"CA",2024-03-03,1,1,1,1,1,1,0,0,0,1
"198",1.78294764086692,0.0867388953292674,"CA",2024-03-04,1,0,1,1,0,1,0,1,1,0
"199",3.14466615046503,0.112170589637789,"CA",2024-03-05,1,0,1,1,0,1,0,0,1,0
"200",1.13475269452713,0.0577990059744459,"CA",2024-03-06,1,1,1,1,1,1,0,1,1,0
"201",3.21043404790708,0.119445182541792,"CA",2024-03-07,1,0,1,1,0,1,0,1,1,0
"202",1.19142394535102,0.051377130185022,"CA",2024-03-08,1,1,1,0,1,1,0,0,0,1
"203",1.69771397271516,0.136885075355291,"CA",2024-03-09,1,0,1,1,0,1,1,0,0,0
"204",1.57709158665611,0.112991212366258,"CA",2024-03-10,1,1,1,1,0,1,1,0,1,0
"205",1.90288663650542,0.19145583795546,"CA",2024-03-11,1,0,1,1,0,1,1,0,1,0
"206",1.72613706474326,0.106358585733303,"CA",2024-03-12,1,0,1,1,0,0,0,0,1,1
"207",3.17606474234348,0.109974511862587,"CA",2024-03-13,1,0,1,1,0,0,0,1,1,0
"208",2.35120820387807,0.116171255286421,"CA",2024-03-14,1,0,1,1,0,1,0,0,1,1
"209",0.679870662871687,0.0345410453644404,"CA",2024-03-15,1,1,1,1,1,0,0,0,1,0
"210",1.23650758512278,0.146664237609167,"CA",2024-03-16,1,0,1,1,0,1,0,0,1,0
"211",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.00514611101415646,0.00747366614022256,"CO",2024-02-05,1,1,1,1,1,1,1,1,1,1
"213",0.0061401617245678,0.00702839908817085,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1
"214",0.00445955275829182,0.0066203414327575,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1
"215",0.0165341178794826,0.0062466583785336,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1
"216",0.0126930572274902,0.00590475575919568,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1
"217",1.22946008732718,0.452773600628122,"CO",2024-02-10,1,0,0,1,1,1,0,0,1,1
"218",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.0126919402239133,0.00504703027042844,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1
"220",1.24255205974705,0.454377437345702,"CO",2024-02-13,1,0,0,1,1,1,0,0,1,1
"221",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",0.00337704299078335,0.00440154351059532,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1
"223",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",0.00286720486135691,0.00369329631064113,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1
"228",0.0384813053645092,0.0035976112628438,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1
"229",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1.2318300458553,0.456645377960904,"CO",2024-02-23,1,0,0,1,1,1,0,0,1,1
"231",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0202702761091877,0.00331468020527377,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1
"234",0.00244441157683824,0.00329501029260056,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1
"235",0.00226883696344095,0.00328740628276771,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1
"236",0.00873447607263395,0.00329198666566352,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1
"237",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.0102250098258915,0.00343899711462395,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.00360989325227028,0.00382736484975477,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0.0102028719144493,0.00455138304102542,"CO",2024-03-12,1,1,1,1,1,1,0,0,1,1
"249",0.0043511957144414,0.00480408020263803,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"250",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",0.00452094376779462,0.00542366764784642,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"252",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.00220662571014089,0.0029632488715975,"CT",2024-02-04,1,1,1,1,1,1,1,1,1,1
"254",0.0158158794365383,0.00276090081623755,"CT",2024-02-05,1,1,1,1,1,1,1,1,1,1
"255",0.975209368183652,0.18260969535983,"CT",2024-02-06,1,0,1,1,0,1,0,1,1,0
"256",0.0241115407063996,0.00241361193649249,"CT",2024-02-07,1,1,1,1,1,1,1,1,1,1
"257",1.22420848535481,0.455543538315906,"CT",2024-02-08,1,0,1,1,0,1,0,1,1,0
"258",0.0112241472140999,0.00213052551109369,"CT",2024-02-09,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",0.00146376760903216,0.00189960681358532,"CT",2024-02-11,1,1,1,1,1,1,1,1,1,1
"261",0.0329912769714388,0.00180066704361692,"CT",2024-02-12,1,1,1,1,1,1,1,1,1,1
"262",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.00139038406714365,0.00163090206119778,"CT",2024-02-14,1,1,1,1,1,1,1,1,1,1
"264",0.00133258515882647,0.00155843822803387,"CT",2024-02-15,1,1,1,1,1,1,1,1,1,1
"265",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",0.00130572924310639,0.00143494425587675,"CT",2024-02-17,1,1,1,1,1,1,1,1,1,1
"267",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.00389758951796283,0.00133640020378445,"CT",2024-02-19,1,1,1,1,1,1,1,1,1,1
"269",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",0.00904167456807739,0.00125936416591871,"CT",2024-02-21,1,1,1,1,1,1,0,1,1,0
"271",1.28351595303087,0.467099550114339,"CT",2024-02-22,1,0,1,1,0,1,0,1,1,0
