"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","other_95_CI"
"1",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.0574243820421362,0.0299161164243254,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"3",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.0401702129174034,0.0206215271764625,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"9",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.119113366129211,0.0171738242287615,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"12",0.0335970614229276,0.0161647331075592,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"13",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.0315093993625504,0.0127119515106978,"AK",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"17",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.0284774810519153,0.0112848935624967,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"19",0.0274126489509212,0.0106353666582268,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"20",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",0.0261878551542644,0.00945146643100225,"AK",2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"22",NA,NA,"AK",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",0.0266879069262205,0.00840626379053739,"AK",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
"24",NA,NA,"AK",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
