...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
80,0.00175049940939521,7.7162535446501e-4,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.00727998792654717,6.78304891520985e-4,AL,2023-03-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,0.00118182999299177,5.9657448079994e-4,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,0.00114951521297928,5.24978777669995e-4,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.394758595640382,0.288223788297747,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1
86,2.69356918169778,0.340291422896354,AR,2023-02-06,0,0,1,0,1,1,1,0,0,1,0,0,1,1
87,2.55130905565374,0.430689800266812,AR,2023-02-07,0,0,1,1,0,1,0,0,0,1,0,0,1,0
88,0.99993063776579,0.3279273706679165,AR,2023-02-08,0,1,1,1,1,1,1,0,1,1,0,1,1,1
89,0.682231269352475,0.258284986879671,AR,2023-02-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
90,5.63731047468902,0.4461223436016945,AR,2023-02-10,0,1,1,0,1,1,1,0,0,1,0,1,1,0
91,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.509824031544491,0.3351231254037065,AR,2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,2.94971369280589,0.53468099193591,AR,2023-02-13,0,1,1,0,1,1,1,0,0,1,0,1,1,1
94,3.74374886403286,0.4032977279407035,AR,2023-02-14,0,0,1,1,1,1,1,0,0,1,0,1,1,1
95,0.532271137945588,0.2127899299199695,AR,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
96,0.644724171700052,0.200128362633736,AR,2023-02-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
97,1.44402747964571,0.118857864318201,AR,2023-02-17,1,0,1,0,1,1,1,1,0,1,0,1,1,1
98,0.357767452360351,0.279899616409972,AR,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.332694677860007,0.099277438782713,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1.18328074533893,0.336043960224829,AR,2023-02-20,0,1,1,1,1,1,1,0,0,1,0,1,1,1
101,2.47663835114485,0.2785033933426705,AR,2023-02-21,1,1,1,1,0,1,1,1,0,1,1,0,1,1
102,1.94106243748022,0.327069153647652,AR,2023-02-22,0,0,1,0,1,1,1,0,0,1,0,1,1,1
103,0.4625707146505,0.187944507524038,AR,2023-02-23,1,1,1,1,1,1,1,1,0,1,0,1,1,0
104,0.447963371502994,0.187834083242506,AR,2023-02-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
105,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.380856332370074,0.234800090551117,AR,2023-02-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,5.10365844809208,0.3553693935076875,AR,2023-02-27,0,0,1,0,1,1,1,0,0,1,0,1,1,1
108,2.02741432711169,0.432406527672304,AR,2023-02-28,1,1,1,0,1,1,0,1,0,1,0,1,1,0
109,0.60415831145437,0.0360187738878929,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.12592535761374,0.0322586778272038,AR,2023-03-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
111,0.0371198815534896,0.0288523003176248,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.716469331625399,0.02049084831788185,AR,2023-03-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
115,0.383135130133808,0.01824048581665635,AR,2023-03-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
116,0.987466317298768,0.1889213470030105,AR,2023-03-08,0,1,1,1,1,1,1,0,0,1,1,1,1,1
117,0.134836320638797,0.0144102233010583,AR,2023-03-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
118,0.103935566567551,0.0127902257117808,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,1.26574635372551,0.896488427128555,AR,2023-03-11,1,1,1,0,1,0,1,1,1,1,0,1,0,1
120,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.00979792610127207,0.00889905571298705,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1.04221076719135,0.232928595389953,AR,2023-03-14,1,1,1,1,0,1,1,1,0,1,1,0,1,1
123,0.0303710853328117,0.00696214294661475,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1
124,0.0258672975010091,0.0061522025262823,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.737499889673274,0.176054742647324,AR,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,1.08627249354716,0.4357991971191985,AR,2023-03-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
127,1.27172583000884,0.243944611061461,AZ,2023-02-05,1,1,1,1,1,1,1,0,0,1,0,1,1,1
128,1.62260545657471,0.2421585956456325,AZ,2023-02-06,1,1,1,1,1,1,1,0,0,0,0,1,1,1
129,1.15554199264677,0.2460043854014415,AZ,2023-02-07,1,1,1,1,1,1,0,1,0,0,0,1,1,0
130,3.97639486720452,0.119815795466148,AZ,2023-02-08,0,0,1,0,1,1,1,0,0,1,0,1,1,1
131,0.694699359432005,0.165848387897025,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1.12478420915942,0.309785089403335,AZ,2023-02-10,0,1,1,1,1,1,1,0,1,0,1,1,1,1
133,0.529125232356071,0.1748876528285715,AZ,2023-02-11,1,1,1,1,1,1,1,1,0,0,0,1,1,1
134,4.39089879418188,0.283619195948988,AZ,2023-02-12,0,1,0,0,1,1,1,0,1,0,0,1,0,1
135,4.01263131431594,0.2342782142816865,AZ,2023-02-13,1,0,1,0,1,1,0,1,0,0,0,0,1,0
136,1.36655618649979,0.130771779177201,AZ,2023-02-14,1,1,1,1,1,1,0,1,0,1,0,1,1,0
137,1.4460424279183,0.2299892034140265,AZ,2023-02-15,1,1,0,1,1,1,1,1,0,0,1,1,1,1
138,1.17886060872127,0.1896542452744895,AZ,2023-02-16,1,1,1,1,1,0,1,1,1,0,0,1,0,1
139,1.23832907937724,0.180931192650923,AZ,2023-02-17,1,1,0,1,1,1,1,1,0,0,1,1,1,1
140,1.32974377595383,0.199373552987774,AZ,2023-02-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1
141,3.10264328689853,0.2904711164363305,AZ,2023-02-19,0,1,0,0,0,1,0,0,0,0,0,0,1,0
142,3.72899440407218,0.1699111735307575,AZ,2023-02-20,0,1,1,0,1,1,0,0,0,0,0,1,0,0
143,1.22063086819601,0.1578277065653825,AZ,2023-02-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
144,2.19452371120526,0.2580244428917895,AZ,2023-02-22,1,0,0,0,1,1,1,1,0,1,0,1,1,1
145,0.353563982663205,0.090523589106567,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1
146,1.06253724427234,0.179222117642186,AZ,2023-02-24,0,1,1,1,1,1,1,1,0,1,0,1,1,1
147,1.65482588456444,0.303811649781257,AZ,2023-02-25,1,1,0,0,1,1,0,1,1,0,0,1,1,0
148,1.81604186562082,0.1582940656574435,AZ,2023-02-26,0,1,1,0,1,1,0,0,0,1,0,1,1,0
149,3.24371733534902,0.1030650260329595,AZ,2023-02-27,0,0,0,1,1,1,1,1,0,1,0,1,1,1
150,0.825998997229709,0.078004128821728,AZ,2023-02-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
151,4.00536840334993,0.195987206601323,AZ,2023-03-01,0,1,0,0,0,1,0,0,1,0,0,0,1,0
152,2.55500256953682,0.218380533736989,AZ,2023-03-02,1,1,0,0,0,0,1,1,0,0,0,0,0,1
153,4.01165916310416,0.4084272047192065,AZ,2023-03-03,1,1,0,0,1,1,1,1,1,0,0,1,1,1
154,5.46548657294211,0.4589442902439965,AZ,2023-03-04,1,0,0,0,1,1,0,1,0,0,0,1,1,0
155,0.858331644161916,0.075839805147332,AZ,2023-03-05,1,1,0,1,1,1,1,1,0,0,0,1,1,1
156,3.58848785972168,0.1196383135226515,AZ,2023-03-06,0,1,0,0,1,0,1,0,0,1,0,1,0,1
157,0.774381863415204,0.054897380600105,AZ,2023-03-07,1,1,1,1,1,1,1,1,1,0,0,1,1,1
158,0.996210393151291,0.232186139610338,AZ,2023-03-08,1,0,1,0,1,1,1,1,0,1,0,1,1,1
159,0.0482705637947733,0.00138884448757532,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0223820896997305,0.001194263686932025,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2.08723795513018,0.1886676478035255,AZ,2023-03-11,1,0,1,0,1,1,1,1,0,0,0,1,1,1
162,1.17901497072859,0.0742528037098115,AZ,2023-03-12,1,1,1,1,1,0,1,1,1,1,0,1,0,1
163,5.75822778677846,0.1605602852036105,AZ,2023-03-13,1,0,1,0,0,1,0,1,0,0,0,0,1,0
164,0.973949533672599,0.080946555663794,AZ,2023-03-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1
165,2.28247404763716,0.121075185944908,AZ,2023-03-15,1,1,0,0,1,0,1,1,0,0,1,1,0,1
166,0.0650399855433891,4.8199012644762e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
167,2.30592633770587,0.649144771593145,AZ,2023-03-17,1,1,0,0,1,0,1,1,1,0,0,1,0,1
168,2.66910728226617,0.642942420016655,AZ,2023-03-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
169,6.68103622085698,0.289849240497118,CA,2023-02-05,0,1,1,1,1,1,1,0,0,0,0,0,0,0
170,5.9843423132776,0.247746108217696,CA,2023-02-06,0,1,1,1,0,1,1,0,0,0,0,0,1,0
171,8.87227716545111,0.297035188578965,CA,2023-02-07,0,1,1,0,1,1,0,0,0,1,0,0,0,0
172,6.35402371114329,0.2451066676340305,CA,2023-02-08,0,1,1,1,1,1,1,1,0,0,0,0,0,0
173,5.24197930503405,0.249147798120992,CA,2023-02-09,1,1,1,1,1,1,1,1,0,1,0,0,0,0
174,6.4054920049647,0.25950132273346,CA,2023-02-10,0,1,0,1,1,1,0,0,1,0,0,0,0,0
175,5.71931838926629,0.2861210467909,CA,2023-02-11,0,0,1,0,1,1,0,0,0,0,0,0,0,0
176,8.69681593770607,0.195214270993771,CA,2023-02-12,0,0,1,0,1,1,1,0,0,1,0,1,0,0
177,8.94118883688434,0.163096890809305,CA,2023-02-13,0,0,1,0,1,1,0,0,0,0,0,0,1,0
178,4.48351222746152,0.157886359185625,CA,2023-02-14,1,1,1,0,1,1,1,1,0,1,0,1,1,1
179,9.43490756915429,0.220855087507324,CA,2023-02-15,0,1,0,1,0,1,0,0,0,0,0,0,0,0
180,11.7095632948513,0.224299054149892,CA,2023-02-16,0,1,1,0,1,1,0,0,0,0,0,0,0,0
181,3.76198149562506,0.218451414481966,CA,2023-02-17,1,1,0,0,1,1,0,1,0,0,0,0,0,0
182,2.60684746971259,0.205632428527959,CA,2023-02-18,0,1,1,1,1,1,0,0,1,0,0,0,0,0
183,2.2101576439216,0.165667832019392,CA,2023-02-19,1,1,0,1,1,1,1,0,0,0,0,1,1,0
184,1.85909854929317,0.1432999438562635,CA,2023-02-20,1,1,1,1,1,1,0,1,0,0,0,0,1,0
185,2.85357848077811,0.1832341296278535,CA,2023-02-21,1,1,1,1,1,1,0,1,0,1,0,0,0,0
186,4.66979741888082,0.170464424879359,CA,2023-02-22,0,1,1,1,1,1,0,0,0,0,0,0,0,0
187,12.0349123749449,0.188260853555333,CA,2023-02-23,0,1,1,0,0,1,0,0,0,0,0,0,0,0
188,3.74751464331152,0.1192634558283,CA,2023-02-24,0,1,1,1,1,1,0,0,0,0,1,0,0,0
189,8.62538814287857,0.2443798460473885,CA,2023-02-25,0,0,1,0,1,0,0,0,0,0,0,0,0,0
190,2.1328998036206,0.1474569345815485,CA,2023-02-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1
191,11.8554496849347,0.19593668846456,CA,2023-02-27,1,0,1,0,1,1,0,0,0,0,0,1,1,0
192,10.3914447556526,0.174681197688462,CA,2023-02-28,1,0,1,0,1,0,0,1,0,1,0,1,0,0
193,13.0336866143169,0.1593503090655225,CA,2023-03-01,1,0,0,0,1,0,0,0,0,0,0,1,0,0
194,9.67845371744698,0.141609086957303,CA,2023-03-02,1,0,1,0,1,0,0,1,0,0,0,1,0,0
195,13.7017428413217,0.1581983536404295,CA,2023-03-03,0,0,1,0,1,1,0,0,0,0,0,0,1,0
196,6.74461007449785,0.133480890897986,CA,2023-03-04,0,1,0,0,1,0,0,0,0,0,0,0,0,0
197,1.35240015876413,0.0557288860830025,CA,2023-03-05,1,1,1,1,1,1,1,1,0,1,0,0,0,1
198,6.05425589744809,0.173828888369282,CA,2023-03-06,1,0,1,0,1,1,1,1,0,1,0,1,1,1
199,10.8900990284558,0.184934999075613,CA,2023-03-07,1,0,0,0,1,0,0,1,0,0,0,0,0,0
200,21.9071891321055,0.1872501860941675,CA,2023-03-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0
201,4.88165834789294,0.091462307586508,CA,2023-03-09,0,1,1,0,1,0,0,0,0,0,0,0,1,0
202,10.6109269125298,0.131699938696057,CA,2023-03-10,0,0,1,0,1,0,0,0,0,1,0,0,0,0
203,3.32751958769973,0.088275896547507,CA,2023-03-11,1,0,1,0,1,0,1,1,0,0,0,0,0,1
204,10.737376375605,0.153855807097745,CA,2023-03-12,1,0,1,0,1,0,0,1,1,1,0,0,0,0
205,13.2657143613144,0.1753853953207265,CA,2023-03-13,1,0,0,0,1,0,0,1,0,0,0,1,0,0
206,10.7579115383767,0.13763657739844,CA,2023-03-14,0,0,0,0,1,0,0,0,0,0,0,1,0,0
207,12.0024721586912,0.137799574771766,CA,2023-03-15,0,0,0,0,0,1,1,0,0,0,0,1,0,1
208,6.40639200279654,0.1002162546547955,CA,2023-03-16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
209,12.1306439306064,0.1598713557519315,CA,2023-03-17,1,0,0,0,1,0,0,1,0,0,0,1,0,0
210,6.23731793041815,0.137668486549716,CA,2023-03-18,1,1,0,0,1,0,0,1,1,0,0,1,0,0
211,0.666982027974761,0.0618308895610865,CO,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,0.874244870169905,0.193373786974202,CO,2023-02-06,0,1,1,1,1,1,1,0,1,0,0,1,1,1
213,0.758049565796917,0.1893579133260875,CO,2023-02-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
214,1.78855173943738,0.2669087379516005,CO,2023-02-08,1,1,1,0,0,1,1,0,0,1,0,0,0,1
215,0.0454983756523592,0.03812746733494425,CO,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.315998957289311,0.139749710659641,CO,2023-02-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
217,0.450960616405792,0.194413854520498,CO,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0.30050401096214,0.0260089752441566,CO,2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
219,1.40995968326556,0.1881419124498085,CO,2023-02-13,0,1,0,1,1,1,1,0,1,0,0,1,1,1
220,0.343811294641003,0.100010147707754,CO,2023-02-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
221,0.383173982921649,0.1405401715186175,CO,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.831153859754578,0.1097477007835035,CO,2023-02-16,1,1,1,1,0,1,1,1,0,1,0,0,1,1
223,1.10246154315151,0.1954395630859255,CO,2023-02-17,0,1,1,1,1,1,1,0,0,1,0,1,1,1
224,0.393099509351082,0.109979899887609,CO,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.728326892758273,0.210376913207254,CO,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
226,1.0475938348743,0.144554942904567,CO,2023-02-20,1,0,1,1,1,1,1,1,0,1,0,1,1,1
227,0.381026482778118,0.05937018790783,CO,2023-02-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
228,1.0041667735205,0.1575430969827635,CO,2023-02-22,1,1,0,1,1,1,1,1,1,0,0,1,1,1
229,0.161217283924187,0.0058132318996492,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,0.247240347878809,0.0050496195109004,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,0.057074946955413,0.004384510653362245,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0508928774036531,0.00380571706534431,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.45606645750648,0.062431739087944,CO,2023-02-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
234,2.25094851954976,0.163262367624731,CO,2023-02-28,1,0,0,0,1,1,1,1,0,0,0,1,1,1
235,0.414190685236566,0.002485411042640365,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,0.101769219111423,0.00215585041298668,CO,2023-03-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
237,0.0386897746196144,0.00186996775365083,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1.27306424494937,0.3194949162455295,CO,2023-03-04,1,1,1,0,1,1,0,1,1,1,0,1,1,0
239,0.0362181367446638,0.001407193308045255,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
