...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI
82,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1.09890091658532,0.81016943703586,AL,2024-01-26,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
84,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.78226436880647,0.50369383697082,AR,2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1
87,1.20217816973238,0.411156542087991,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
88,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2.17721641420137,0.4782363542824305,AR,2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1
90,1.33516282388935,0.448435051821633,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
91,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.766341775615812,0.386305153347683,AR,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
96,1.95248476805854,0.4287947559375925,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
97,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.113411696857675,0.073037892068191,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
102,0.567981998664245,0.065843979022838,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
103,1.16208338115973,0.3283802953409885,AR,2024-01-04,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
104,0.0849027212320972,0.0531086159483035,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1.11565540160558,0.80352005819024,AR,2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
110,0.13272608877555,0.02638453002568515,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.981296341815995,0.42321668806845,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
112,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.0173766541328054,0.00937818850773375,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0122497198568131,0.0062243259366968,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.030972759086997,0.00471216344242394,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.08862992236332,0.2726369071481695,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
128,4.56250933266005,0.406900766376484,AZ,2023-12-18,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
129,3.68497021101137,0.372329169601417,AZ,2023-12-19,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
130,0.925398222801979,0.3405245349248265,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
131,1.90989720879294,0.3976419690886885,AZ,2023-12-21,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
132,0.972753584199712,0.381918225886856,AZ,2023-12-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
133,1.26343774543312,0.359952018665722,AZ,2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
134,2.04617591905599,0.327980353629744,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
135,1.99250534170062,0.3407446544174875,AZ,2023-12-25,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1
136,4.04621692515566,0.309625988328945,AZ,2023-12-26,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
137,1.91229972724475,0.3223302451308715,AZ,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
138,1.02954994037997,0.31234963275594,AZ,2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
139,0.758040488101357,0.341485189278849,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
140,0.530970643376276,0.131214344974982,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
141,1.00677747586367,0.1778641041890325,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
142,2.79116304538944,0.3037001528422025,AZ,2024-01-01,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
143,2.72557551639237,0.30156177470233553,AZ,2024-01-02,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
144,0.917340614885492,0.3167914586916115,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
145,0.843541305381019,0.230883325099975,AZ,2024-01-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
146,0.381774526814386,0.2362989434503455,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.03566115807803,0.130975483193618,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
148,1.23498553124939,0.060192061899022,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
149,1.33245706677271,0.1679197847249585,AZ,2024-01-08,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
150,1.33518245681638,0.185871836965655,AZ,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
151,0.216702220584003,0.04311175848961385,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1.86708606929915,0.331669250470415,AZ,2024-01-11,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
153,0.83426585628551,0.220444206445229,AZ,2024-01-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
154,0.862030945190989,0.1585608839878235,AZ,2024-01-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
155,2.02672627388301,0.2496255653623065,AZ,2024-01-14,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1
156,2.63743035106382,0.1757209043718995,AZ,2024-01-15,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
157,0.11181524442673,0.0209403229585653,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,1.44379859469936,0.180461726778079,AZ,2024-01-17,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1
159,0.869798875381924,0.224329211076738,AZ,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
160,0.24485093175962,0.0142723784634703,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0.595425560089827,0.2099980311364925,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
162,2.77281249258506,0.20697274536302,AZ,2024-01-21,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
163,1.30712530777631,0.0582012286804115,AZ,2024-01-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
164,0.896815153250241,0.0746585018804235,AZ,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
165,2.85790391372245,0.353724747676731,AZ,2024-01-24,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
166,0.0846052199518771,0.00641563291694215,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
167,1.15390367988987,0.458300872284166,AZ,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
168,1.36791045892146,0.133237735262927,AZ,2024-01-27,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
169,0.715592165425631,0.261618630291902,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
170,1.94497775679563,0.3156546918682065,CA,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
171,1.68186334525232,0.3177799216124845,CA,2023-12-19,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
172,1.94608020021113,0.3433739194605085,CA,2023-12-20,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
173,6.29138187288933,0.3314724662302975,CA,2023-12-21,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
174,1.91245732079283,0.2601481103053215,CA,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
175,0.584535688245524,0.2756788248851835,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
176,1.67220839924164,0.227689793593451,CA,2023-12-24,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
177,0.856458691962416,0.405810422896354,CA,2023-12-25,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
178,1.81045227643358,0.2828806585068885,CA,2023-12-26,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
179,3.52098233811587,0.383369925907539,CA,2023-12-27,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
180,1.61025300063272,0.2353482382993065,CA,2023-12-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
181,2.22928824485868,0.2243997391091055,CA,2023-12-29,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
182,1.25437116827436,0.339236673133938,CA,2023-12-30,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1
183,0.323122373386351,0.0716409007743765,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,0.347376355337662,0.2341288419402955,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
185,1.54424471014796,0.27667240216964,CA,2024-01-02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1
186,1.60487066436563,0.2469538215865815,CA,2024-01-03,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
