...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
18,0.0304160066802963,0.00715367656175265,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
19,0.0087546466109672,0.00646612598976805,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
20,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.00718079662567608,0.00435399947271376,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.00459312522672757,0.003597615552859085,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
26,0.00469743761819472,0.003277294199469165,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
27,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.0042798203548768,0.002733120603425565,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
29,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.00307042734771165,0.002296192405410505,AK,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
31,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1.31657656915614,0.92936453302373,AK,2023-03-24,0,1,0,1,1,1,0,1,0,1,1,1
35,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.00639819724303907,0.001105783273487805,AK,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0371826160554911,0.03489196696536105,AL,2023-02-20,1,1,1,1,1,1,1,1,0,1,0,1
45,0.033865606433753,0.0317746785720838,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
46,1.04726792284079,0.69931131954471,AL,2023-02-22,0,1,0,1,1,1,0,1,0,1,1,1
47,0.0255609625670809,0.02637649550052385,AL,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
48,1.07326014747399,0.430025549885333,AL,2023-02-24,1,1,1,1,1,0,1,1,0,1,1,0
49,1.17000765934892,0.820056196459155,AL,2023-02-25,1,1,0,1,0,1,0,1,1,1,0,1
50,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0217271710252866,0.0183497047513451,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.0546634754118464,0.0141928554832745,AL,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
55,1.00778017101414,0.406068716521913,AL,2023-03-03,0,1,0,1,1,1,0,1,0,1,1,1
56,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.0444812099234327,0.01120160897184675,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
58,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.0113522316494661,0.0097054858848412,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0339988988241827,0.0090794891535343,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
61,1.06315719112048,0.302399549681469,AL,2023-03-09,1,0,1,1,1,1,1,0,0,1,1,1
62,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.00653938006663005,0.00660258978670125,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0203059540458153,0.0063538082149714,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
68,0.00703640542200054,0.00614093468706515,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
69,0.0062608224225697,0.00596081683962165,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.21751278788914,0.460863142734063,AL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
73,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.00594805495374087,0.0054637883881441,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.00484721697818222,0.0054175529601137,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
77,1.23383154709464,0.4626779019794965,AL,2023-03-25,1,1,0,1,1,0,0,1,1,1,1,0
78,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0183353654596438,0.00547790677039815,AL,2023-03-27,1,1,1,1,1,1,1,1,0,1,0,1
80,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.345847355199725,0.087203964493464,AR,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
86,1.15760943942375,0.3380479462678025,AR,2023-02-20,1,1,0,1,1,0,0,1,0,1,1,0
87,2.41700877619369,0.2772701596063055,AR,2023-02-21,1,1,1,0,1,1,0,1,0,0,1,1
88,1.9491632218363,0.3328215518787535,AR,2023-02-22,0,1,0,1,1,0,0,1,0,1,1,0
89,0.45088020700236,0.1883028050054015,AR,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
90,0.467598204720495,0.1886092616175715,AR,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.401552562160058,0.2391673933553775,AR,2023-02-26,1,1,1,1,1,1,0,1,0,1,1,1
93,5.27645109012703,0.3621444506587195,AR,2023-02-27,0,1,0,1,1,0,0,1,0,1,1,0
94,1.98871244343417,0.428091073043715,AR,2023-02-28,1,1,0,1,1,0,1,1,0,0,1,0
95,0.561117679838575,0.03057893712000115,AR,2023-03-01,1,1,1,1,1,1,0,1,0,1,1,1
96,0.132708150240817,0.02731325580367745,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
97,0.0335352461552884,0.02436772590171995,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.688069548752504,0.01719482690694445,AR,2023-03-06,1,1,1,1,1,1,0,1,0,1,1,1
101,0.329636543515,0.01527963750747645,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
102,0.946182721828205,0.1871095107532785,AR,2023-03-08,1,1,1,1,1,0,0,1,1,1,1,0
103,0.118725529932753,0.01203648553101745,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
104,0.11530661620466,0.0106715266402541,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
105,1.26379226413587,0.901044476717485,AR,2023-03-11,1,1,0,1,0,1,1,1,0,1,0,1
106,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0107114090648397,0.00741066896410555,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
108,1.00593851485749,0.2327116451914495,AR,2023-03-14,1,1,1,0,1,1,1,1,0,0,1,1
109,0.0300054704422868,0.0057974231054362,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0259125718319656,0.0051248569919015,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
111,0.717912852908801,0.1778355193620635,AR,2023-03-17,1,1,1,1,1,1,0,1,0,1,1,1
112,1.06119801104465,0.4412962306712855,AR,2023-03-18,0,1,0,1,1,1,1,1,1,1,1,1
113,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0401102522105186,0.00312155258285612,AR,2023-03-20,1,1,1,1,1,1,0,1,0,1,1,1
115,0.338204718511225,0.002756599853957935,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
116,0.950433840075293,0.002434164026160295,AR,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
117,0.0159875915835498,0.00214940752400792,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
118,0.0106624914776618,0.001898016765193955,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.28797322297329,0.4778804914425345,AR,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
121,0.0026095351528846,0.001307708946014825,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
122,2.21486847168065,0.3121432881330255,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
123,0.205960164716441,0.001021095816825835,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
124,0.00568156060592261,9.02664560523355e-4,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.11301611893172,0.2865049227160295,AZ,2023-02-19,1,0,0,0,1,0,0,0,0,0,1,0
128,3.63677988563837,0.169025338944463,AZ,2023-02-20,1,0,1,1,1,0,0,0,0,1,1,0
129,1.1378014823214,0.1568146390311935,AZ,2023-02-21,0,1,1,1,1,1,0,0,0,0,1,1
130,2.0010576670549,0.2536805314778195,AZ,2023-02-22,0,1,0,1,1,1,0,0,0,1,1,1
131,0.400522171271981,0.0911808431371665,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
132,1.03275979952276,0.1777245773163105,AZ,2023-02-24,1,1,1,1,1,0,0,0,1,1,1,0
133,1.5559593234151,0.298886778280542,AZ,2023-02-25,1,0,0,1,1,0,1,0,0,1,1,0
134,1.93898877938721,0.1570512980540485,AZ,2023-02-26,1,1,0,1,1,0,0,1,0,1,1,0
135,3.00037952384317,0.1027296508143735,AZ,2023-02-27,0,0,1,1,1,0,0,0,0,1,1,0
136,0.772383223418065,0.0781032764249595,AZ,2023-02-28,1,1,1,1,1,1,0,1,0,1,1,1
137,3.73283284128725,0.1936606888652595,AZ,2023-03-01,1,0,0,0,1,0,0,0,0,0,1,0
138,2.3724779001879,0.215693579286898,AZ,2023-03-02,1,1,0,0,0,1,0,0,0,0,0,1
139,3.80055737971814,0.4007609261723135,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,1,1,1
140,5.36900947681946,0.4509864716495465,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
141,0.742507688514391,0.0754917279258925,AZ,2023-03-05,1,1,1,1,1,1,0,0,1,1,1,1
142,3.02707195316103,0.1185324952257185,AZ,2023-03-06,1,1,0,1,0,0,0,0,0,1,1,0
143,0.707005980737097,0.054831459340055,AZ,2023-03-07,1,1,1,1,1,1,1,0,0,1,1,1
144,0.961412254128427,0.2290450599560815,AZ,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
145,0.0502364996863577,0.002131115643679425,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
146,0.032223875085477,0.00185959353709478,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
147,2.02797193460125,0.186452862784208,AZ,2023-03-11,0,1,0,1,1,1,0,1,0,1,1,1
148,1.18225318188987,0.0738018368590115,AZ,2023-03-12,1,1,1,1,0,1,1,1,0,1,0,1
149,5.31883453936169,0.159158864202954,AZ,2023-03-13,0,1,0,0,1,0,0,0,0,0,0,0
150,0.933710244941027,0.0802294076523325,AZ,2023-03-14,1,0,1,1,1,1,1,0,0,1,1,1
151,1.99614509917115,0.119955301947157,AZ,2023-03-15,1,0,0,1,0,1,1,0,0,1,0,1
152,0.0826647163100265,8.2478519051733e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,0,0,1,1
153,2.28493042679669,0.64195458437201,AZ,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
154,2.64491408808394,0.636278779718415,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
155,3.70629714882654,0.183780707782719,AZ,2023-03-19,0,0,0,0,1,1,0,0,0,0,1,1
156,3.95069984639404,0.094774615642204,AZ,2023-03-20,0,1,0,1,0,1,0,1,0,1,0,1
157,2.72984188631308,0.181824294931312,AZ,2023-03-21,0,0,0,1,0,1,0,1,0,1,0,1
158,1.71434702511409,0.1021774353449615,AZ,2023-03-22,0,0,0,1,1,1,0,1,0,1,1,1
159,1.12116769744814,0.121203155155448,AZ,2023-03-23,0,1,0,1,1,1,0,1,0,1,1,1
160,0.0101140716791603,2.8721555048382e-4,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
161,2.8458219573411e-4,2.52661047079825e-4,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
162,1.87137696237421,0.1085157624772845,AZ,2023-03-26,0,0,0,1,1,1,0,0,0,1,1,1
163,4.72870637534114,0.119543361042169,AZ,2023-03-27,0,1,0,1,0,0,0,1,0,1,0,0
164,1.63232463907369,0.0458191817950107,AZ,2023-03-28,1,0,0,1,1,0,1,0,0,1,1,0
165,0.0266382878986585,1.5296220743503e-4,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
166,3.20375146113459,0.245804185566753,AZ,2023-03-30,0,1,0,0,0,1,0,1,0,0,0,1
167,6.3256014115817e-4,1.19905847863185e-4,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
168,1.35007552958252,0.3273891496131825,AZ,2023-04-01,0,1,0,1,1,1,0,1,0,1,1,1
169,2.6971226567728,0.1675674154357945,CA,2023-02-19,0,0,1,1,1,1,0,0,0,1,1,1
170,2.64406368843078,0.144687519797178,CA,2023-02-20,1,1,1,1,1,1,1,0,0,0,1,0
171,2.21947733491244,0.1814884055086395,CA,2023-02-21,1,1,1,1,1,1,0,0,0,1,0,0
172,4.86692497765041,0.1703381743514145,CA,2023-02-22,0,1,1,1,1,0,0,0,0,0,0,0
173,8.60023944435643,0.186377672022006,CA,2023-02-23,1,1,0,1,1,0,1,0,0,0,0,0
174,7.25862595047819,0.1206045576080995,CA,2023-02-24,0,1,0,1,1,0,0,0,0,0,0,0
175,6.71522128437494,0.2393712346878895,CA,2023-02-25,1,1,0,1,0,0,0,0,0,1,0,0
176,1.62787686926938,0.1459874428457605,CA,2023-02-26,1,0,1,1,1,1,0,0,0,1,1,0
177,8.73538346124258,0.19118124536535,CA,2023-02-27,0,1,0,1,1,1,0,1,0,0,0,0
178,8.21529086215415,0.171372095138347,CA,2023-02-28,0,1,0,1,0,1,0,1,0,0,0,1
179,7.22815494996219,0.1570550946277045,CA,2023-03-01,1,0,0,1,1,0,0,0,0,1,0,0
180,5.6278855851569896,0.139878823639789,CA,2023-03-02,1,1,0,1,0,0,0,0,0,0,0,0
181,10.6701990753511,0.155713258347723,CA,2023-03-03,0,1,0,1,1,0,0,0,0,1,1,0
182,5.6940066790322,0.1325156018834685,CA,2023-03-04,1,0,0,1,0,0,0,0,0,1,0,0
183,2.3605430364256,0.056921112456627,CA,2023-03-05,1,1,0,1,1,1,0,1,0,1,1,1
184,5.19470623733904,0.169691783135756,CA,2023-03-06,0,1,0,1,1,1,0,1,0,1,1,1
185,8.63707937157968,0.181368604203942,CA,2023-03-07,0,0,0,1,1,0,0,0,0,0,0,0
186,17.3433232398744,0.183984761093818,CA,2023-03-08,0,0,0,0,0,0,0,1,0,0,0,0
187,3.94076918587712,0.091007722054719,CA,2023-03-09,1,1,1,1,1,0,0,0,0,0,0,0
188,7.59617944882543,0.1297793135259065,CA,2023-03-10,1,1,0,1,0,0,0,1,0,1,0,0
189,1.98052364836779,0.087460759961308,CA,2023-03-11,1,1,1,1,1,1,0,1,0,1,0,1
190,8.60558305475636,0.1513986727848105,CA,2023-03-12,0,1,0,1,0,0,0,1,0,0,0,0
191,10.7018879967769,0.172428200549939,CA,2023-03-13,0,0,0,1,0,0,1,0,0,0,0,0
192,8.07498249896767,0.1354911871699485,CA,2023-03-14,0,0,0,1,0,0,1,0,0,1,0,0
193,9.31045724703409,0.1356521202584135,CA,2023-03-15,0,0,0,1,1,0,0,0,0,1,1,0
194,4.7168717920873,0.0991427271937895,CA,2023-03-16,1,0,0,1,0,0,1,0,0,0,0,0
195,10.4569744384942,0.157477424060045,CA,2023-03-17,1,0,0,1,0,0,0,0,0,1,0,0
196,5.18959512306845,0.135881188621281,CA,2023-03-18,1,0,0,1,0,0,1,1,0,0,0,0
197,7.91050008278146,0.1787098866898085,CA,2023-03-19,0,0,0,0,0,0,0,0,0,0,0,1
198,2.0099563640283,0.061563160806506,CA,2023-03-20,1,0,1,1,0,0,0,0,0,1,0,0
199,4.2579661351432,0.0916208933372255,CA,2023-03-21,1,0,0,0,1,0,0,0,0,0,0,0
200,10.4472493898195,0.1274219046132665,CA,2023-03-22,0,0,0,1,0,0,0,0,0,0,0,0
201,10.4033574481832,0.1424421283587365,CA,2023-03-23,1,0,0,0,0,0,0,0,0,0,0,0
202,8.66450798729886,0.1391119216490935,CA,2023-03-24,1,0,0,0,0,0,0,0,0,0,0,0
203,12.3693822820379,0.2495417627590265,CA,2023-03-25,0,0,0,0,1,0,0,0,0,0,0,0
204,10.5524411998815,0.183879437766334,CA,2023-03-26,1,1,0,0,0,0,0,1,0,0,0,0
205,7.07328561602597,0.100582247867708,CA,2023-03-27,1,0,0,1,0,0,1,0,0,1,0,0
206,1.36628119104863,0.0512261640278815,CA,2023-03-28,1,1,1,1,1,0,1,1,0,0,0,0
207,15.4699625873809,0.2164650798665475,CA,2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0
208,3.05456138844192,0.0715324028681375,CA,2023-03-30,1,0,0,1,0,0,1,0,0,0,0,0
209,6.94112793759584,0.124812186465086,CA,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0
210,11.155295600082,0.2178460100915985,CA,2023-04-01,1,0,0,0,0,1,0,0,0,0,0,1
211,0.743281774301393,0.2112891273284135,CO,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,1
212,1.05677810821287,0.145015314879477,CO,2023-02-20,0,1,1,1,1,1,0,1,1,0,1,1
213,0.380350871243157,0.059323673190891,CO,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,1
214,0.950338364356264,0.1564316545621905,CO,2023-02-22,1,0,1,1,1,1,1,0,0,1,1,1
215,0.154207727044992,0.00554759279643405,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
216,0.220283545269064,0.00481970610350995,CO,2023-02-24,1,1,1,1,1,1,0,1,0,1,1,1
217,0.0652932515526577,0.00418630055585246,CO,2023-02-25,1,1,1,1,1,1,1,1,0,1,0,1
218,0.0468458556721997,0.00363558107017508,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
219,0.482812980763197,0.062503376513378,CO,2023-02-27,1,1,1,1,1,1,0,1,0,1,1,1
220,2.33152963200993,0.163256256797124,CO,2023-02-28,0,0,0,1,1,1,0,0,0,1,1,1
221,0.375374317473979,0.002381204870465385,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
222,0.100013325469941,0.00206854337848632,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
223,0.0355641320857757,0.00179746563476144,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
224,1.26100529561916,0.3190448309174365,CO,2023-03-04,1,1,0,1,1,0,0,1,1,1,1,0
225,0.0430146853773216,0.001358918793136635,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
226,1.91111999575748,0.237675522556969,CO,2023-03-06,0,1,0,1,1,0,0,1,0,1,1,0
227,0.733453583223824,0.0731838982851385,CO,2023-03-07,0,1,1,1,1,1,0,1,0,1,1,1
228,0.836615791287047,0.0865556890772495,CO,2023-03-08,0,1,1,1,1,1,1,1,1,1,1,1
229,0.0164206497926363,7.8261931456556e-4,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
230,0.0107665135497785,6.8323419311977e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
231,5.3085334631314e-4,5.9710166885584e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
232,0.00180748140149302,5.2243542764783e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
233,0.00160905209880796,4.57688392025185e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
234,0.00858219079395336,4.01521470136445e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.0448790174336707,3.52776180244875e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
236,0.0282115111117908,3.10450718068285e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
237,1.25556528331515,0.1940640117279615,CO,2023-03-17,0,1,0,1,1,1,0,1,0,1,1,1
238,1.34657200967134,0.4857153281405295,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
239,1.23395030859897,0.162346697014339,CO,2023-03-19,0,1,0,1,1,1,0,1,0,1,1,1
240,0.0281290988055534,1.89697942895565e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
241,1.26889886160565,0.123150911631874,CO,2023-03-21,1,1,0,1,1,0,1,1,0,1,1,0
242,5.68923471588837,0.54515428310231,CO,2023-03-22,0,0,0,1,0,1,0,0,0,1,0,1
243,1.25501760106314,0.122918992852539,CO,2023-03-23,1,1,0,1,0,1,1,1,0,1,0,1
244,0.00427361225130052,1.20151607049045e-4,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
245,7.03005560365941e-5,1.07893538917595e-4,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
246,1.3265134551865,0.1969622699389505,CO,2023-03-26,1,1,0,1,0,1,1,1,0,1,0,1
247,0.00405236105772047,8.776238589889e-5,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00200821316473941,7.9514981300635e-5,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00181861138939579,7.227171338971e-5,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00183482340223472,6.5902693169875e-5,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,7.19410437631865e-5,5.535273542736e-5,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0319349885294322,0.00120793522037955,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
254,0.0446695142739059,0.001119908825873215,CT,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
255,0.0850936041080035,0.00104164755337537,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
256,0.0253799587021442,9.7215810922845e-4,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
