...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
47,0.828518600178839,0.3526521469761465,AL,2022-11-17,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
48,1.29103055311907,0.2138028788852035,AL,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.975246014442579,0.443596548231711,AL,2022-11-21,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
52,0.856417006369885,0.413231365007856,AL,2022-11-22,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
53,0.229305621474666,0.1503072719491235,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.866735921618692,0.416316807199294,AL,2022-11-25,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.54018323243085,0.175687643276532,AL,2022-11-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
59,0.978176690606308,0.3598338543912585,AL,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
60,0.870536224770837,0.253733583788525,AL,2022-11-30,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
61,1.24956599485611,0.3035049060441625,AL,2022-12-01,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
62,0.877361743669864,0.3090044033517015,AL,2022-12-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1.21598139037389,0.283026063698867,AL,2022-12-04,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
65,1.56508012023723,0.326137367193379,AL,2022-12-05,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
66,1.62584477836844,0.3735081123749725,AL,2022-12-06,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1
67,0.402148912560873,0.2400136530666525,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
68,1.75205243476188,0.343618388405709,AL,2022-12-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
69,0.841708065325588,0.231894994132216,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
70,0.473304405312554,0.1251456599727255,AL,2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,1.97644990055749,0.58522414531757,AL,2022-12-11,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
72,1.81870976559765,0.480585727323315,AL,2022-12-12,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1
73,0.0448945064503298,0.0245915415530444,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.44209461380004,0.3770609398033995,AL,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
75,2.05365660168236,0.3304991778536245,AL,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
76,0.933590950410129,0.299375318442635,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
77,0.11868345482826,0.01647004944049425,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.103603685697586,0.0149088914522128,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.579564467963775,0.2074068397100665,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,1.81911869003995,0.235311068927486,AL,2022-12-20,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1
81,3.03471306437579,0.510031714223445,AL,2022-12-21,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0325453532181925,0.0083880769753475,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3.01430864116817,0.397691831211918,AR,2022-11-14,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
87,0.806964433219029,0.4055355938150975,AR,2022-11-15,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.179743488947901,0.1268052857922495,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
89,1.1889868226514,0.2446102028903805,AR,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,1.03676670669534,0.2691200453729885,AR,2022-11-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
91,0.931011457217514,0.4304530596935585,AR,2022-11-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
92,0.749697029390195,0.299914519714687,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,1.86648034045916,0.251385251722206,AR,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
94,3.85906240416133,0.3538550984300975,AR,2022-11-22,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
95,2.05471547078658,0.3681737566386965,AR,2022-11-23,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0
96,0.872638792728151,0.4031948367789825,AR,2022-11-24,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
97,2.75212229289746,0.282616604602764,AR,2022-11-25,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
98,1.95648493084419,0.67666219672875,AR,2022-11-26,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
99,0.726401908056205,0.383641876646045,AR,2022-11-27,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
100,3.97026895950832,0.282119410936813,AR,2022-11-28,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1
101,2.45484846634329,0.2692992412538725,AR,2022-11-29,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
102,1.35822128816085,0.3069316376066795,AR,2022-11-30,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
103,1.58438837745079,0.319764737632676,AR,2022-12-01,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
104,2.23100289975714,0.255606575081579,AR,2022-12-02,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
105,0.823778279889675,0.400294817417655,AR,2022-12-03,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
106,0.294653001777895,0.268992329982951,AR,2022-12-04,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
107,2.62398832332251,0.3339110747819465,AR,2022-12-05,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
108,3.69816373293776,0.361889322264778,AR,2022-12-06,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
109,1.85346909521639,0.2784001354643145,AR,2022-12-07,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
110,3.65161548110071,0.3686990140239685,AR,2022-12-08,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
111,1.71927457741236,0.271100434698482,AR,2022-12-09,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
112,0.720809482302317,0.2589557266665145,AR,2022-12-10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
113,0.883318584148812,0.2700921701038975,AR,2022-12-11,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
114,6.48279385063314,0.345565128480171,AR,2022-12-12,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1
115,2.12261155765426,0.293777805524363,AR,2022-12-13,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1
116,5.08429640495123,0.306318221482985,AR,2022-12-14,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
117,2.06167515720897,0.1959981728701225,AR,2022-12-15,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1
118,3.5031125324309502,0.4623210265046635,AR,2022-12-16,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
119,1.05399274988477,0.27812858836425153,AR,2022-12-17,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
120,1.11484991638861,0.282344490107546,AR,2022-12-18,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
121,3.5979638906971,0.2492527094185055,AR,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
122,4.85338845256401,0.351161285742139,AR,2022-12-20,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
123,4.4816874672994,0.268101384796249,AR,2022-12-21,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
124,2.13955554756049,0.3331615714661655,AR,2022-12-22,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1
125,2.30968015353164,0.4239365561927805,AR,2022-12-23,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1
126,2.50455771378991,0.1410179483320095,AR,2022-12-24,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
127,4.48687733689358,0.3210939977185015,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
128,3.85470166324187,0.2795071514650435,AZ,2022-11-14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
129,2.51715725693026,0.281660905653037,AZ,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
130,2.52443448325811,0.2983446015025945,AZ,2022-11-16,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
131,5.29390006785172,0.283112018799334,AZ,2022-11-17,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
132,3.05078742008251,0.2821590103432645,AZ,2022-11-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
133,1.97637595218441,0.2437468008132615,AZ,2022-11-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
134,3.6865668745232,0.2969097090574775,AZ,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
135,3.9194244848712,0.272309164071812,AZ,2022-11-21,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
136,17.463107657567,0.3169865392330985,AZ,2022-11-22,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
137,11.5910089590543,0.293208053749567,AZ,2022-11-23,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1
138,3.60424518099317,0.3605899661170115,AZ,2022-11-24,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1
139,5.10106506305811,0.2738323740792695,AZ,2022-11-25,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
140,6.87466081553016,0.311664894801848,AZ,2022-11-26,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
141,5.74207116812148,0.278555383498244,AZ,2022-11-27,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
142,4.89869164547013,0.2698975295269925,AZ,2022-11-28,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
143,11.2379242918728,0.3185060706917685,AZ,2022-11-29,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
144,8.13122167317016,0.3004247882891145,AZ,2022-11-30,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
145,14.7272474025621,0.360814297187597,AZ,2022-12-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
146,11.751317463039,0.345769334865049,AZ,2022-12-02,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
147,2.2593677815899,0.2756957587529905,AZ,2022-12-03,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
148,6.74137302938407,0.3059279534865935,AZ,2022-12-04,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1
149,21.5319124575647,0.32990373150715,AZ,2022-12-05,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
150,6.8443598002642,0.2948065262270785,AZ,2022-12-06,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1
151,8.89882005753802,0.2690906105017645,AZ,2022-12-07,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
152,2.03454833700303,0.237830990900119,AZ,2022-12-08,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
153,5.8266549470907,0.2797490179534705,AZ,2022-12-09,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
154,3.67194344732366,0.3113482886919885,AZ,2022-12-10,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
155,2.27774779822191,0.2111750353083945,AZ,2022-12-11,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
156,10.5662540328951,0.307785612890398,AZ,2022-12-12,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
157,10.8434610285675,0.29343278342085,AZ,2022-12-13,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
158,6.15339394320646,0.245854605585542,AZ,2022-12-14,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
159,7.43073921929881,0.276222128562599,AZ,2022-12-15,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
160,3.84909237537813,0.2449798407045085,AZ,2022-12-16,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1
161,3.9443714999241,0.322255370635153,AZ,2022-12-17,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1
162,2.5417202641983,0.22350276992476,AZ,2022-12-18,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
163,12.3381261439167,0.259493589504488,AZ,2022-12-19,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
164,8.62618166573195,0.336608145701573,AZ,2022-12-20,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
165,5.42170369970125,0.282998341812979,AZ,2022-12-21,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
166,1.89267833488303,0.2078339613360125,AZ,2022-12-22,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
167,2.3986710667974,0.253304939142443,AZ,2022-12-23,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
168,1.03147345682655,0.24412187043949,AZ,2022-12-24,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
169,9.12043327222523,0.30868431759036,CA,2022-11-13,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
170,10.0110089013352,0.31175958066868,CA,2022-11-14,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
171,7.97970634813883,0.309648201507157,CA,2022-11-15,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
172,12.3724510269746,0.3125303438385275,CA,2022-11-16,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
173,13.8918260684586,0.3079044697043795,CA,2022-11-17,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
174,16.1549378739861,0.3058217779940805,CA,2022-11-18,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
175,16.7255000009861,0.312165225237202,CA,2022-11-19,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
176,9.78531587120904,0.287399915012549,CA,2022-11-20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
177,12.9619925013552,0.3119543624458275,CA,2022-11-21,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
178,9.97665774174146,0.2922246046808005,CA,2022-11-22,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
179,10.7513025606703,0.2969832794885035,CA,2022-11-23,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
180,1.18052372292895,0.2674101048575085,CA,2022-11-24,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
181,10.5453943366461,0.2736702946144995,CA,2022-11-25,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
182,13.7704815751103,0.2716782285578475,CA,2022-11-26,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
183,29.7573505623153,0.303119142605378,CA,2022-11-27,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
184,16.7192869701343,0.273960917243201,CA,2022-11-28,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
185,12.1888887942669,0.2693401716871685,CA,2022-11-29,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
186,11.5355087176926,0.2625413243185935,CA,2022-11-30,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
187,17.0117041924524,0.270253605380165,CA,2022-12-01,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0
188,40.530267897548804,0.294597938625781,CA,2022-12-02,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
189,42.267802845325,0.2944820733861875,CA,2022-12-03,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
190,18.2633156400482,0.2782784430672995,CA,2022-12-04,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
191,40.6062463237669,0.263997043853154,CA,2022-12-05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
192,11.6641703926808,0.2467210777064285,CA,2022-12-06,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
193,38.7797467130025,0.26868635681666,CA,2022-12-07,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,29.0043334957373,0.238685557110611,CA,2022-12-08,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,14.4032093055607,0.2206552613366855,CA,2022-12-09,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
196,58.0005488325781,0.285906176661697,CA,2022-12-10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
197,33.4865127539951,0.251025916350589,CA,2022-12-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
198,19.3820113077155,0.231391721442435,CA,2022-12-12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
199,32.2412535806719,0.2512477555676415,CA,2022-12-13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,42.4429936456001,0.2933934655837305,CA,2022-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,26.1848138794902,0.228717069672355,CA,2022-12-15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,18.7773237090909,0.23993732997,CA,2022-12-16,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
203,27.2396847914782,0.266338699181364,CA,2022-12-17,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
204,18.1593529952388,0.201405209632505,CA,2022-12-18,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
205,26.0107820334427,0.2268069998525835,CA,2022-12-19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
206,10.2897623134134,0.175919188075783,CA,2022-12-20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
207,25.5392832843448,0.22731901747888,CA,2022-12-21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
208,53.3846750889983,0.25573513493876,CA,2022-12-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,56.8774315732259,0.223667213271174,CA,2022-12-23,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210,18.287975696765,0.24695426355043,CA,2022-12-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,1.26365390279765,0.3503617831257085,CO,2022-11-13,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
212,1.78678079378806,0.297819093392553,CO,2022-11-14,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
213,2.14054398345764,0.3311125032401245,CO,2022-11-15,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
214,1.7155967698852,0.3196854911201135,CO,2022-11-16,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
215,1.69317485432457,0.257010542967876,CO,2022-11-17,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
216,3.80668853423418,0.344089612794496,CO,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
217,0.708748284011163,0.226938528473846,CO,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
218,1.2833081943114,0.1341173579358805,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
219,2.64907245900092,0.3064876450862575,CO,2022-11-21,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1
220,1.41878437393708,0.292791719203062,CO,2022-11-22,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
221,4.83292448781849,0.162455254639936,CO,2022-11-23,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
222,0.134438902941411,0.095312640604275,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
