...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
62,1.62990686093658,0.393819262624664,AL,2023-01-06,1,0,1,1,1,1,1,0,0,1,1,0,1,1
63,2.29945860305648,0.443851764466891,AL,2023-01-07,0,1,0,1,1,0,0,0,1,0,1,1,0,0
64,1.53148111211199,0.682605823858005,AL,2023-01-08,0,1,0,1,1,0,1,0,1,0,1,1,0,1
65,1.03717844731322,0.298708521905386,AL,2023-01-09,1,1,1,1,1,0,1,1,0,1,1,1,0,1
66,0.867841852410048,0.2439525046377545,AL,2023-01-10,1,1,1,1,1,1,1,0,1,0,0,0,1,1
67,0.397265943439321,0.276802930860758,AL,2023-01-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
68,0.999133385878847,0.409861523585624,AL,2023-01-12,1,1,1,1,1,0,1,0,1,0,1,0,0,1
69,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1.5286319977831,0.326221661222019,AL,2023-01-18,1,1,0,0,0,1,1,1,1,0,0,0,1,1
75,0.229659599129245,0.2647186595520735,AL,2023-01-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1
76,0.278448524528771,0.285291805640196,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.344206216631042,0.3521186247189195,AL,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.371167745650421,0.3757595136880155,AL,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
81,0.309178692278022,0.138926005446212,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.995052785381357,0.427973965217881,AL,2023-01-26,0,1,1,1,1,1,1,0,1,0,1,0,1,1
83,0.440498876876939,0.246659194364609,AL,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1
84,1.02031152735076,0.75462883045046,AL,2023-01-28,1,1,1,1,1,1,0,1,1,0,1,1,1,0
85,0.631207741744407,0.256539848984703,AR,2022-12-18,1,1,1,1,1,1,1,0,0,0,1,1,1,0
86,1.91035343478963,0.236218420743237,AR,2022-12-19,1,0,1,1,1,1,1,1,0,0,1,0,0,1
87,2.43265454004534,0.3181141051247085,AR,2022-12-20,0,0,0,1,1,1,1,0,0,0,1,1,0,1
88,1.45292107815556,0.2386452265222825,AR,2022-12-21,1,1,1,1,1,1,1,0,1,1,1,1,1,0
89,1.3299744503255,0.28895650706581,AR,2022-12-22,0,1,1,1,1,1,1,0,1,1,1,0,1,1
90,1.83500594566676,0.3815636360800535,AR,2022-12-23,0,1,0,1,1,1,1,0,0,0,1,0,0,1
91,1.59945600024824,0.0654541550363935,AR,2022-12-24,1,1,0,1,1,1,1,0,1,0,1,1,1,1
92,0.717240136137902,0.2185573341084525,AR,2022-12-25,1,0,1,1,1,1,1,1,0,1,1,1,0,1
93,3.00915112055651,0.117126115451763,AR,2022-12-26,1,1,0,1,1,1,1,1,0,0,0,0,1,1
94,1.04332350957221,0.3109508839723795,AR,2022-12-27,0,1,1,1,1,1,1,1,1,0,1,0,1,1
95,1.02658941594519,0.2828385836843245,AR,2022-12-28,1,1,1,1,1,1,1,0,0,1,1,0,1,0
96,6.22944860171722,0.414254054509443,AR,2022-12-29,0,1,0,1,1,1,1,0,0,0,1,0,1,1
97,1.42418500644095,0.2074223258964475,AR,2022-12-30,1,1,1,1,0,1,1,0,0,0,1,0,1,1
98,0.849859141205262,0.3062055253495785,AR,2022-12-31,1,0,1,1,1,1,1,0,0,0,1,1,0,1
99,0.0876043216842454,0.057603246360881,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1.1153391019148,0.135111683994666,AR,2023-01-02,1,1,1,1,1,1,1,0,1,0,1,0,1,1
101,2.56526519858488,0.246235883379921,AR,2023-01-03,0,1,1,1,1,1,1,0,0,0,1,0,1,1
102,3.81700454773286,0.2199113122864395,AR,2023-01-04,0,0,1,1,0,1,1,0,0,0,1,0,0,0
103,3.50606969059323,0.3369320887710915,AR,2023-01-05,1,1,1,1,0,1,0,1,0,0,1,0,1,0
104,1.59640814259295,0.3031459830799145,AR,2023-01-06,1,0,1,1,1,1,1,0,0,0,1,1,1,1
105,0.84202228483571,0.194059226784589,AR,2023-01-07,1,1,1,1,1,1,1,0,1,0,1,0,1,1
106,1.14767600797453,0.074393497436239,AR,2023-01-08,1,1,0,1,1,1,1,1,1,0,1,0,1,1
107,2.79035107846449,0.325674755629251,AR,2023-01-09,0,1,1,1,1,1,0,0,0,1,0,0,1,0
108,3.23906398698206,0.2328202303529265,AR,2023-01-10,1,1,1,0,0,1,1,0,0,0,0,0,0,1
109,2.70071924196275,0.2465728173681105,AR,2023-01-11,1,1,1,1,1,1,0,0,0,0,1,0,0,0
110,2.67950048456127,0.29986125172184,AR,2023-01-12,1,0,1,1,0,1,0,0,1,0,1,0,1,0
111,1.70198023890442,0.2817456362086825,AR,2023-01-13,1,1,1,1,1,0,1,1,1,1,1,1,1,1
112,1.38395195891916,0.510534339674635,AR,2023-01-14,0,1,1,0,1,1,1,0,1,0,0,1,1,1
113,1.22683345583055,0.576851062094945,AR,2023-01-15,1,1,0,0,1,1,1,1,1,0,0,0,1,1
114,2.01133779521942,0.414087099901244,AR,2023-01-16,0,1,0,1,1,1,1,0,1,0,1,0,1,1
115,2.35586257216021,0.254484290494929,AR,2023-01-17,0,1,1,1,1,1,1,0,1,0,1,0,1,1
116,1.84051192692478,0.2936339652588635,AR,2023-01-18,0,1,1,1,1,1,1,0,1,0,1,0,1,1
117,1.09715640363436,0.280848393855593,AR,2023-01-19,0,1,1,1,1,1,1,0,1,0,1,0,1,1
118,2.05816435791731,0.358106359963874,AR,2023-01-20,1,1,1,1,0,0,0,1,1,0,1,0,0,0
119,0.418100133921226,0.3146213795340735,AR,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0.395071647626889,0.239633465121377,AR,2023-01-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1
121,6.81892566879168,0.2963809368003895,AR,2023-01-23,0,1,0,1,0,1,1,0,0,0,1,0,0,1
122,0.959515550664373,0.251499828190737,AR,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
123,2.32317260911704,0.3193842779312765,AR,2023-01-25,0,0,1,1,0,1,1,0,0,0,0,0,0,1
124,3.80337542150876,0.2992688066681905,AR,2023-01-26,1,1,0,1,0,0,1,0,1,0,1,0,0,1
125,1.76463641861207,0.2733043408409685,AR,2023-01-27,1,1,0,1,0,1,1,1,1,0,1,0,1,1
126,0.472788182509995,0.3195885372626125,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,1.49718192260075,0.215650082104235,AZ,2022-12-18,1,1,1,1,1,1,0,0,0,0,1,1,0,0
128,3.53346640908854,0.24309999415832,AZ,2022-12-19,0,1,1,1,1,1,1,0,0,0,0,0,1,0
129,4.63540724820921,0.29470803134448,AZ,2022-12-20,0,1,0,1,1,1,1,0,0,0,0,0,1,1
130,4.13036377091155,0.285510296564317,AZ,2022-12-21,0,1,0,1,1,1,1,0,1,0,0,1,1,1
131,1.91287628010123,0.2006250791627,AZ,2022-12-22,1,1,1,1,0,1,1,0,0,0,0,0,1,1
132,1.43155369533032,0.241715423952413,AZ,2022-12-23,1,1,1,1,1,1,0,1,1,0,0,1,1,0
133,0.700291568015676,0.231605011357217,AZ,2022-12-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,0.0595216890244492,0.0456070716703189,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,2.06192317871344,0.239844947029839,AZ,2022-12-26,1,1,1,1,1,1,0,0,0,0,0,1,1,0
136,3.04929256605145,0.20272486725346,AZ,2022-12-27,0,1,1,1,1,1,1,0,0,0,0,0,1,1
137,3.37346363389383,0.2955672538585215,AZ,2022-12-28,0,1,0,1,1,1,1,0,0,0,1,1,0,0
138,2.9816824895781,0.2957953892839955,AZ,2022-12-29,0,1,0,1,1,1,0,0,0,0,0,0,1,0
139,2.47869864599468,0.270216862250718,AZ,2022-12-30,1,0,1,0,1,1,1,0,0,0,0,0,0,1
140,0.870487131921406,0.2357596597308345,AZ,2022-12-31,1,1,1,1,1,1,1,0,0,0,0,0,0,1
141,0.745352136596803,0.04286822307595815,AZ,2023-01-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1
142,4.67215873524833,0.277151672373266,AZ,2023-01-02,0,1,0,1,1,1,0,0,1,0,0,0,0,0
143,2.60002861444609,0.249820666539705,AZ,2023-01-03,0,1,1,1,1,1,0,0,0,0,1,0,1,0
144,1.5217593751507,0.2402128395173915,AZ,2023-01-04,1,1,1,1,1,0,1,0,0,0,0,0,0,1
145,1.6816505353933,0.24016325233644,AZ,2023-01-05,0,1,1,1,1,1,1,0,1,0,0,0,1,1
146,2.84539690566175,0.196058728014581,AZ,2023-01-06,1,1,1,0,0,1,1,1,1,1,0,0,0,1
147,0.844336270021489,0.1610581489236575,AZ,2023-01-07,1,1,1,1,1,1,1,0,1,1,1,0,1,1
148,1.23840585471339,0.2601015348792935,AZ,2023-01-08,0,1,1,1,1,1,1,0,0,0,1,0,1,1
149,5.93542554296478,0.318783119313209,AZ,2023-01-09,0,1,0,0,1,1,1,0,0,0,0,0,1,1
150,1.65878719358035,0.213930606749336,AZ,2023-01-10,1,1,1,1,1,1,0,0,0,0,0,0,1,0
151,2.47064577933399,0.2990776937453955,AZ,2023-01-11,0,0,1,1,1,1,1,0,0,0,1,0,1,1
152,1.91962195106134,0.3442634057380245,AZ,2023-01-12,1,1,0,1,0,1,1,0,1,0,0,0,1,1
153,1.57732067892589,0.372536065488218,AZ,2023-01-13,1,1,0,1,1,1,1,0,0,0,0,0,1,1
154,1.58496541243755,0.3612272971317425,AZ,2023-01-14,1,1,0,1,0,1,1,0,1,0,0,0,1,1
155,3.24131607133172,0.3531834410940035,AZ,2023-01-15,1,1,0,1,0,1,1,0,0,0,0,0,1,1
156,4.26474611392593,0.329504916356874,AZ,2023-01-16,0,0,1,1,0,1,1,0,0,0,0,0,1,1
157,1.41194414915651,0.274692672473663,AZ,2023-01-17,1,1,1,1,1,1,1,1,0,1,0,0,0,1
158,1.62278424384034,0.3419682128535165,AZ,2023-01-18,1,1,0,1,1,1,1,0,1,0,0,1,1,1
159,4.2662942434931,0.369676414035598,AZ,2023-01-19,1,1,0,0,0,1,1,0,1,0,0,0,1,1
160,1.94779943395721,0.2817170861619265,AZ,2023-01-20,1,1,1,1,0,1,1,1,0,0,1,0,1,1
161,0.848538207363108,0.289312674977212,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1
162,0.4534095958896,0.3555915214661625,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,6.26059178631555,0.3465937766717005,AZ,2023-01-23,0,1,0,1,0,1,0,0,1,0,0,0,1,0
164,2.70003643962604,0.3918400051045675,AZ,2023-01-24,0,1,1,0,0,1,0,1,1,0,0,0,1,0
165,1.48946001195262,0.3317929737560835,AZ,2023-01-25,1,1,1,0,1,1,1,1,1,0,0,0,1,0
166,1.71673412595023,0.3281320315289585,AZ,2023-01-26,1,1,1,1,0,0,1,0,1,1,1,1,0,1
167,1.50212157696109,0.329138719327129,AZ,2023-01-27,0,1,1,1,1,1,1,0,1,0,1,1,1,1
168,0.815554531888846,0.337090887947793,AZ,2023-01-28,1,1,1,0,1,1,1,1,1,0,0,0,1,1
169,9.35747403415284,0.1974473934665695,CA,2022-12-18,0,1,1,0,1,1,1,0,0,0,0,0,0,1
170,10.2016125463841,0.220802489405124,CA,2022-12-19,0,0,1,1,1,1,1,0,0,0,0,0,0,0
171,9.28257553850978,0.175973739217466,CA,2022-12-20,1,1,0,1,1,1,1,0,0,0,0,1,0,0
172,10.9411353089368,0.2218725896373655,CA,2022-12-21,0,1,1,1,0,1,1,0,1,0,0,0,0,0
173,30.4980560055714,0.246701071180555,CA,2022-12-22,0,1,0,0,1,1,0,0,0,0,0,0,0,0
174,27.5387447443683,0.217076405268978,CA,2022-12-23,0,0,1,0,1,1,1,0,0,0,0,0,0,0
175,9.41769628766028,0.2411968938944765,CA,2022-12-24,1,0,0,1,1,1,0,0,0,0,0,0,0,0
176,0.323491934496472,0.03536900831600075,CA,2022-12-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1
177,17.0905565830637,0.2318881701134115,CA,2022-12-26,1,1,0,1,1,1,0,1,0,0,0,0,0,0
178,23.7463004271664,0.2274524449599975,CA,2022-12-27,0,1,0,1,1,1,0,0,0,0,0,0,0,0
179,16.6569000505259,0.217504293506677,CA,2022-12-28,0,1,1,1,1,1,0,0,0,0,0,0,0,0
180,16.8009053415787,0.2321024781423815,CA,2022-12-29,0,1,0,0,1,1,0,0,0,1,0,0,0,0
181,27.7986891722454,0.259095123767287,CA,2022-12-30,0,0,0,1,0,1,0,0,0,0,0,0,0,0
182,11.8987496634548,0.277339589183778,CA,2022-12-31,0,0,0,1,1,1,1,0,0,0,0,0,0,0
183,1.0551900935552,0.1950328641744095,CA,2023-01-01,1,1,1,1,1,1,1,1,0,0,0,0,0,1
184,21.4397991506468,0.2298007342956885,CA,2023-01-02,0,1,1,1,0,1,0,0,0,0,0,0,0,1
185,29.002934961084,0.304437148025223,CA,2023-01-03,0,0,0,0,1,1,0,0,0,0,0,0,0,0
186,11.2472394564175,0.26481182714601,CA,2023-01-04,0,1,0,0,1,1,0,0,0,0,1,0,0,0
187,10.789935780123,0.264639329742592,CA,2023-01-05,0,1,0,1,1,1,0,0,0,1,0,0,0,0
188,16.6359812844246,0.287192706907873,CA,2023-01-06,0,1,0,1,0,1,0,0,0,0,0,0,1,0
189,9.36534287462437,0.2647604251745825,CA,2023-01-07,0,1,0,0,0,1,0,0,0,0,0,0,1,0
190,9.72039825565121,0.270212754065795,CA,2023-01-08,0,1,0,0,0,1,0,0,1,0,0,0,0,0
191,11.1897409137828,0.2499640095237125,CA,2023-01-09,0,0,1,0,1,1,0,0,0,0,0,0,0,0
192,20.9897939559205,0.3095048857814415,CA,2023-01-10,0,0,0,1,1,1,0,0,1,0,0,0,0,1
193,25.913940170238,0.3271611722911915,CA,2023-01-11,0,1,0,0,1,1,0,0,0,0,0,0,0,0
194,13.8968659318692,0.285438168001389,CA,2023-01-12,0,1,0,1,1,1,0,0,0,0,0,0,0,0
195,12.9940696950355,0.309187002508572,CA,2023-01-13,0,1,0,1,1,0,0,0,0,0,0,0,0,0
196,8.7336448798789,0.2939527797815155,CA,2023-01-14,0,1,0,1,1,1,1,0,0,0,0,0,1,1
197,14.2831068341066,0.333363918563244,CA,2023-01-15,0,1,0,0,1,0,0,0,0,0,1,0,0,0
198,15.3767769275251,0.319561123102546,CA,2023-01-16,0,0,0,1,1,1,1,0,0,0,0,0,0,0
199,13.6597020819029,0.319891136759363,CA,2023-01-17,0,1,0,1,1,1,0,0,0,0,0,0,1,0
200,6.97197696029841,0.293414079725513,CA,2023-01-18,0,1,1,1,0,1,0,0,0,0,0,0,0,0
201,4.79390150801859,0.3469140771070235,CA,2023-01-19,0,1,0,1,1,1,0,0,0,0,0,0,1,0
202,7.32481877821365,0.31516973508019003,CA,2023-01-20,0,0,1,1,1,1,1,0,0,0,0,0,0,1
203,11.6289769776579,0.275209924940326,CA,2023-01-21,0,1,0,1,0,1,0,0,0,0,0,0,1,1
204,7.37631775989716,0.3086688288799275,CA,2023-01-22,0,0,1,1,0,1,0,0,1,0,0,0,0,0
205,10.2441861811829,0.3152525596806075,CA,2023-01-23,0,1,1,1,0,1,0,0,0,0,0,0,0,0
206,8.96504185606496,0.2708338289121325,CA,2023-01-24,0,1,0,1,0,1,1,0,0,0,0,0,0,1
207,12.0190517436672,0.3211464141310565,CA,2023-01-25,0,1,1,1,0,1,0,0,1,0,0,0,0,0
208,6.89357787970046,0.306338145469079,CA,2023-01-26,0,1,1,1,0,1,0,0,0,0,1,0,0,0
209,9.67704915633314,0.334358386564552,CA,2023-01-27,0,0,1,1,0,1,0,0,0,0,0,0,0,0
210,6.84610121244668,0.312573482277006,CA,2023-01-28,0,1,1,0,0,1,0,0,0,0,0,0,1,0
211,1.38413844808953,0.3515690113222845,CO,2022-12-18,0,1,0,1,1,1,1,0,1,1,1,0,1,1
212,1.7554909000868,0.3077387076463515,CO,2022-12-19,1,1,0,0,1,1,0,0,1,0,0,0,1,0
213,1.73993487679522,0.356196211095596,CO,2022-12-20,1,0,0,1,1,1,0,0,0,0,1,0,0,0
214,1.61040146794644,0.2525041973435365,CO,2022-12-21,0,1,1,1,1,1,1,0,1,0,1,0,0,0
215,0.756123623725355,0.3652602966071665,CO,2022-12-22,0,1,1,1,1,1,1,0,1,1,1,0,1,1
216,1.20849225900491,0.03120454459850755,CO,2022-12-23,1,1,0,1,1,1,1,0,1,0,1,1,1,1
217,0.92720891919694,0.4083590430810915,CO,2022-12-24,1,0,1,1,1,1,1,1,0,0,1,1,1,1
218,NA,NA,CO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.25431711219031,0.400600278383012,CO,2022-12-26,1,0,0,1,1,1,1,1,0,0,1,0,1,0
220,0.740780468849619,0.219337333229892,CO,2022-12-27,1,0,1,1,1,1,1,1,0,0,1,1,1,1
221,0.280336508045698,0.0296047648433629,CO,2022-12-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
222,1.90842908172556,0.391726379049707,CO,2022-12-29,0,0,0,1,1,1,1,0,0,0,0,1,1,0
223,7.55990169004977,0.4664281784294855,CO,2022-12-30,0,1,0,1,1,1,1,0,1,0,0,0,0,1
224,0.870462466004954,0.288409488619774,CO,2022-12-31,1,1,1,1,1,0,1,1,1,0,1,1,0,0
225,NA,NA,CO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.88463386683679,0.17620738912721,CO,2023-01-02,1,1,1,0,1,1,1,0,1,0,0,1,1,1
227,3.33746781024848,0.3131774921294155,CO,2023-01-03,0,1,0,1,0,1,0,0,0,0,0,1,1,1
228,1.73712290372792,0.406053065789578,CO,2023-01-04,0,1,0,0,1,0,1,0,1,0,0,1,1,1
229,1.19939000136796,0.27304617861308,CO,2023-01-05,1,1,1,1,1,1,1,0,1,0,1,0,0,1
230,0.463909912135117,0.0451009364251497,CO,2023-01-06,1,1,1,1,1,1,1,1,1,0,0,1,1,1
231,0.90873078193772,0.4088172413250545,CO,2023-01-07,1,0,1,1,1,1,1,1,0,1,1,0,1,1
232,0.403763710205613,0.1639546875661825,CO,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,1.88356038342301,0.388575082854344,CO,2023-01-09,0,0,0,1,1,1,1,0,0,0,0,0,1,1
234,1.54788799277859,0.4035078708620595,CO,2023-01-10,0,1,0,0,1,1,1,1,1,0,0,1,1,1
235,3.42219906372756,0.50979917154763,CO,2023-01-11,0,0,0,1,0,1,0,0,0,0,0,0,1,0
236,0.86636545230109,0.3539096975075835,CO,2023-01-12,0,1,1,1,1,1,1,0,1,0,1,1,1,1
237,1.03732383769859,0.74329559694983,CO,2023-01-13,1,0,1,1,1,1,1,1,0,0,1,1,1,1
238,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1.01918052878894,0.3153427281907955,CO,2023-01-15,1,0,1,1,1,1,1,1,0,0,1,0,1,1
240,1.74788158859509,0.4305878158958605,CO,2023-01-16,0,1,0,1,1,1,1,0,1,0,1,0,1,1
241,2.05436500450379,0.3490582694766375,CO,2023-01-17,0,1,1,0,1,1,1,0,1,0,0,0,1,1
