...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.487356928405652,0.092772896220618,AK,2022-07-24,1,1,1,1,0,0,1,1
2,1.25431034079294,0.203226778977234,AK,2022-07-25,1,1,1,0,0,0,0,0
3,3.33412061768451,0.0626272195350045,AK,2022-07-26,0,0,1,1,0,0,0,1
4,1.87148283772927,0.0504523363432805,AK,2022-07-27,1,0,1,1,0,0,1,1
5,1.71807332635842,0.106680515528824,AK,2022-07-28,0,1,1,0,0,0,0,0
6,1.02393255064956,0.1169939104194925,AK,2022-07-29,1,1,1,0,1,1,0,0
7,0.861504779382404,0.104644327672543,AK,2022-07-30,1,1,1,1,1,0,0,1
8,2.10427093937164,0.01534980125721275,AK,2022-07-31,0,0,1,1,0,0,1,1
9,1.73532863440913,0.102833738691987,AK,2022-08-01,0,1,0,1,0,1,0,1
10,0.471112211523921,0.072810802851492,AK,2022-08-02,1,1,1,1,1,0,0,1
11,0.594039427796992,0.0132739902646096,AK,2022-08-03,1,1,1,1,0,0,1,1
12,0.798357336316327,0.153777667302079,AK,2022-08-04,1,1,1,1,0,0,1,1
13,1.27998655458341,0.1683303130735305,AK,2022-08-05,0,1,1,1,0,0,1,1
14,0.447938493058428,0.0115111579391466,AK,2022-08-06,1,1,1,1,1,0,0,1
15,0.417976755744268,0.0109830607634524,AK,2022-08-07,1,1,1,1,1,1,1,1
16,0.533150892484057,0.0942634134329435,AK,2022-08-08,1,1,1,1,0,0,1,1
17,0.736122073119386,0.0874777590568555,AK,2022-08-09,1,1,1,1,1,1,1,1
18,1.54088759746565,0.00955283888793855,AK,2022-08-10,0,0,1,1,0,0,1,1
19,0.459403718489386,0.144028887176877,AK,2022-08-11,1,1,1,1,1,1,1,1
20,0.34762386222547,0.00871312280677755,AK,2022-08-12,1,1,1,1,1,1,1,1
21,0.98838071410911,0.1570303323607975,AK,2022-08-13,0,1,1,1,1,1,1,1
22,0.598618750265389,0.172343615614432,AK,2022-08-14,1,1,1,1,1,1,1,1
23,0.46335252841828,0.0075994767892276,AK,2022-08-15,1,1,1,1,0,0,1,1
24,0.391680401029538,0.099462052322033,AK,2022-08-16,1,1,1,1,1,1,1,1
25,0.970143056375203,0.089630786542421,AK,2022-08-17,1,1,0,1,0,0,0,1
26,0.0753932515175758,0.0066366155004492,AK,2022-08-18,1,1,1,1,1,1,1,1
27,0.355690092143735,0.0904298294024995,AK,2022-08-19,1,1,1,1,0,0,1,1
28,1.03031921266314,0.4282454003873065,AK,2022-08-20,0,0,1,1,0,0,1,1
29,0.212381390205973,0.0058018457346219,AK,2022-08-21,1,1,1,1,1,1,1,1
30,1.71679274935824,0.2892578805026515,AK,2022-08-22,0,0,1,1,0,0,1,1
31,0.00801222692722277,0.0053071384072357,AK,2022-08-23,1,1,1,1,1,1,1,1
32,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0260606252395606,0.004856277595522535,AK,2022-08-25,1,1,1,1,1,1,1,1
34,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
35,0.025126234231542,0.00444507289158469,AK,2022-08-27,1,1,1,1,1,1,1,1
36,0.0241442736696646,0.00425315921456556,AK,2022-08-28,1,1,1,1,1,1,1,1
37,0.0399669446504874,0.004069792486918835,AK,2022-08-29,1,1,1,1,1,1,1,1
38,0.0217390675884311,0.00389456789827261,AK,2022-08-30,1,1,1,1,1,1,1,1
39,0.79063410376848,0.1793135475753605,AK,2022-08-31,0,1,1,1,0,0,1,1
40,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
41,0.00482478755623883,0.003414014633134555,AK,2022-09-02,1,1,1,1,1,1,1,1
