...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
70,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1.28861457338091,0.285058861366904,AL,2022-12-04,1,1,0,1,1,1,1,1,0,1,1,0,0,1
72,1.62677754057751,0.3290850172925525,AL,2022-12-05,1,1,0,1,0,1,1,1,0,0,1,0,1,1
73,1.73055162198695,0.3739094024617285,AL,2022-12-06,1,1,1,0,0,0,1,1,1,0,0,0,1,1
74,0.421066560221564,0.241627278386446,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1.8630104677077,0.347174200105481,AL,2022-12-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
76,0.924893366531637,0.2311529264256465,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,1,0,1,0
77,0.404076029594345,0.1250666766976585,AL,2022-12-10,1,1,1,1,1,1,1,1,1,0,1,0,0,1
78,2.0905675572403,0.58941792103284,AL,2022-12-11,1,0,1,0,0,1,1,1,0,0,0,0,1,1
79,1.92583366770975,0.4806117484022705,AL,2022-12-12,1,1,1,0,0,0,1,1,1,0,0,0,0,1
80,0.0293750258309907,0.02327826464249025,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,1.5573176483881,0.381190931466927,AL,2022-12-14,1,1,0,1,0,1,1,1,1,0,1,0,1,1
82,2.2694133681335,0.3338990021976825,AL,2022-12-15,1,1,0,1,0,1,1,1,0,0,1,0,0,1
83,1.00429726608338,0.299116304035778,AL,2022-12-16,1,1,1,1,1,1,0,1,1,0,1,1,1,0
84,0.0818809080189578,0.01560218266252265,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,1.4244687213293,0.6497990268486,AR,2022-11-06,1,0,0,1,1,1,1,1,0,0,1,0,1,1
86,0.44588910631239,0.0600801863438855,AR,2022-11-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1
87,1.20420163044326,0.2841912000210115,AR,2022-11-08,1,1,1,0,1,1,1,1,0,0,1,0,1,1
88,0.48680102709555,0.171108983002109,AR,2022-11-09,1,1,1,1,1,1,1,1,1,0,0,1,1,1
89,1.63595547161406,0.073837541123449,AR,2022-11-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1
90,0.305725266501707,0.079247887226831,AR,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.108999336412851,0.0851154194074305,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,3.40378025733389,0.4080401166084825,AR,2022-11-14,1,0,0,1,0,1,1,1,0,0,1,0,1,1
94,0.862866785519481,0.4100356301037775,AR,2022-11-15,1,0,1,1,1,1,1,1,0,0,1,0,1,1
95,0.130114874254513,0.113680894621486,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,1.41744204750009,0.246780015768563,AR,2022-11-17,1,1,1,1,0,1,1,1,1,0,0,0,1,1
97,0.914068241708144,0.257354223287829,AR,2022-11-18,1,1,1,1,1,1,1,1,0,1,1,0,1,1
98,0.919669382982577,0.4263427864300475,AR,2022-11-19,1,1,1,1,1,1,0,1,1,0,1,0,1,0
99,0.823825454943025,0.312047280555231,AR,2022-11-20,1,1,1,1,0,1,1,1,1,1,1,1,1,1
100,1.4239121088243,0.2435983017478625,AR,2022-11-21,1,1,0,1,1,1,1,1,1,0,1,0,1,1
101,4.48818282542499,0.372552812610978,AR,2022-11-22,1,1,0,0,0,1,1,1,1,0,0,0,1,1
102,2.48347316310453,0.377516590336309,AR,2022-11-23,1,1,0,1,0,1,0,1,1,0,1,0,1,0
103,0.913616626596619,0.406566211758267,AR,2022-11-24,1,1,1,1,1,1,0,1,1,0,1,1,1,0
104,3.07938224345976,0.3041938296344855,AR,2022-11-25,1,1,0,1,0,1,1,1,1,0,1,0,1,1
105,2.34266960026298,0.690207054298935,AR,2022-11-26,1,1,0,0,0,1,0,1,1,0,0,0,1,0
106,0.721927674517397,0.3821035397530715,AR,2022-11-27,1,0,1,1,1,1,1,1,0,0,1,0,1,1
107,3.02493743341804,0.275151034764835,AR,2022-11-28,1,1,0,1,1,1,1,1,0,0,1,0,0,1
108,1.8909002980299,0.2618178476607695,AR,2022-11-29,1,1,0,1,1,1,1,1,0,0,1,0,1,1
109,1.5945099216181,0.3084251897795675,AR,2022-11-30,1,0,1,1,1,1,1,1,0,1,1,0,1,1
110,1.32515507891496,0.316696800165957,AR,2022-12-01,1,1,1,1,1,1,1,1,0,0,0,0,0,1
111,2.6242812202825,0.2638349614818955,AR,2022-12-02,1,1,0,0,0,1,1,1,1,0,0,0,1,1
112,0.826684706865332,0.403210160380214,AR,2022-12-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1
113,0.244974847067281,0.264114071902513,AR,2022-12-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1
114,2.10857921935904,0.331332908471832,AR,2022-12-05,1,1,1,0,1,1,1,1,1,0,0,0,1,1
115,4.40727744746413,0.367641694090939,AR,2022-12-06,1,0,0,0,1,1,0,1,0,0,0,0,1,0
116,1.35259525330538,0.2747621291014975,AR,2022-12-07,1,1,1,1,1,1,1,1,0,0,0,0,1,1
117,3.452235490916,0.3703730134726835,AR,2022-12-08,1,1,1,0,0,1,1,1,1,0,0,0,1,1
118,1.78959634497356,0.270395348367349,AR,2022-12-09,1,1,1,0,1,1,1,1,1,1,0,0,1,1
119,0.530460293848188,0.2511330332685045,AR,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1
120,0.862735938099366,0.266823725481964,AR,2022-12-11,1,1,1,0,1,1,1,1,1,0,0,0,1,1
121,5.76538985949226,0.3454177898077835,AR,2022-12-12,1,1,1,0,0,1,1,0,1,0,0,0,1,1
122,1.62584568703472,0.2885264374702345,AR,2022-12-13,1,1,1,0,1,1,1,1,0,0,0,0,1,1
123,3.95786988186199,0.3047439398692205,AR,2022-12-14,1,1,1,0,1,1,0,1,0,0,0,0,1,0
124,1.47049354450293,0.175381051953631,AR,2022-12-15,1,1,1,0,1,1,1,1,1,0,0,1,1,1
125,3.54985798532014,0.4783188695002945,AR,2022-12-16,1,1,0,0,0,1,0,1,1,0,0,0,1,0
126,0.66694195291572,0.2590544370662565,AR,2022-12-17,1,1,1,1,1,1,1,1,0,0,1,0,0,1
127,3.95621933607224,0.2550011781710645,AZ,2022-11-06,1,1,0,1,0,1,1,1,0,0,0,0,0,1
128,3.7980986417147,0.277218827514943,AZ,2022-11-07,0,0,1,1,1,1,1,0,0,0,0,0,1,1
129,2.59254936528094,0.298184787988701,AZ,2022-11-08,1,0,1,1,1,1,1,0,0,1,0,1,0,1
130,4.56280048023206,0.3130757304689355,AZ,2022-11-09,0,1,0,1,1,1,0,0,0,0,0,0,0,0
131,2.99634368669347,0.31368647211463,AZ,2022-11-10,1,1,1,0,1,1,1,1,0,0,0,0,0,1
132,9.64711078698872,0.3537572700196135,AZ,2022-11-11,1,0,1,0,0,0,1,1,0,1,0,0,0,0
133,5.43684903657784,0.2692632609486985,AZ,2022-11-12,1,1,0,1,0,1,1,1,0,0,0,0,0,1
134,2.78195646730867,0.315368217618001,AZ,2022-11-13,1,1,0,1,1,1,0,1,0,0,0,0,0,0
135,3.12228816380262,0.2791693655534945,AZ,2022-11-14,1,1,1,1,1,1,1,1,0,0,0,0,0,1
136,3.81193555195611,0.2830766969075615,AZ,2022-11-15,1,1,0,1,1,1,1,1,1,0,0,0,0,1
137,2.97481651522262,0.3023730236206265,AZ,2022-11-16,1,1,1,1,1,1,1,1,0,0,1,0,0,1
138,8.17413121808997,0.287486556239217,AZ,2022-11-17,1,1,0,1,0,1,1,1,0,0,0,0,0,1
139,4.94715645567009,0.2865746789988605,AZ,2022-11-18,1,1,0,1,0,1,1,1,0,0,1,0,0,1
140,1.79266291406329,0.236887027076261,AZ,2022-11-19,1,1,1,1,1,1,1,1,0,0,0,0,1,1
141,6.13751705536346,0.3119029102235265,AZ,2022-11-20,1,1,0,1,0,1,1,1,1,0,0,0,0,1
142,6.1090025008711,0.2764022243492415,AZ,2022-11-21,0,1,0,1,1,0,1,1,0,0,0,0,0,1
143,28.2963744384646,0.343929688011731,AZ,2022-11-22,0,0,0,0,0,1,1,0,0,0,0,0,0,1
144,12.7115257431006,0.3006329234155895,AZ,2022-11-23,1,1,0,1,0,0,1,1,1,0,0,0,1,1
145,1.43000997253143,0.3250543290527515,AZ,2022-11-24,0,1,1,1,1,1,1,0,1,1,1,1,0,1
146,7.14481424151163,0.2718797415158085,AZ,2022-11-25,1,1,0,1,0,1,1,1,0,0,0,0,0,1
147,10.4598348004733,0.322497085294517,AZ,2022-11-26,0,0,0,1,0,1,0,0,0,0,1,0,0,0
148,8.19056920737093,0.2840918967068905,AZ,2022-11-27,1,1,0,1,0,1,1,1,1,0,1,0,0,1
149,10.0779973070104,0.270765783479113,AZ,2022-11-28,0,1,0,1,0,1,1,0,0,0,0,0,0,1
150,15.5361815141157,0.32793941089684,AZ,2022-11-29,0,1,0,1,0,1,0,0,0,0,0,0,0,0
151,10.7799068243403,0.3102853041774565,AZ,2022-11-30,1,1,0,1,0,1,1,1,0,0,0,0,0,1
152,18.2738462619689,0.3745697782600715,AZ,2022-12-01,1,1,0,0,0,1,0,1,1,0,0,0,1,0
153,15.2645862571873,0.3566181158246325,AZ,2022-12-02,1,1,0,0,0,1,0,1,1,0,0,0,1,0
154,3.36953129568179,0.2793789134132865,AZ,2022-12-03,0,1,1,0,0,1,1,0,1,1,0,0,0,1
155,9.71795837039612,0.3146818040813725,AZ,2022-12-04,1,1,0,0,0,1,1,1,1,0,0,0,0,1
156,26.4133882221135,0.340227604658102,AZ,2022-12-05,0,1,0,0,0,1,1,0,0,0,0,0,0,1
157,9.44332467814669,0.3010606475069325,AZ,2022-12-06,1,1,0,0,0,1,1,1,0,0,0,0,0,1
158,12.7622014870872,0.2759945689382855,AZ,2022-12-07,0,1,0,1,0,1,0,0,0,0,0,0,0,0
159,2.40149729501304,0.2389986685655275,AZ,2022-12-08,1,1,1,0,0,1,0,1,1,1,0,0,1,0
160,8.01226539359244,0.287418066758172,AZ,2022-12-09,1,0,0,1,0,0,0,1,0,1,0,0,0,0
161,4.92804245134717,0.3173159203807435,AZ,2022-12-10,1,1,0,0,0,0,1,1,1,0,0,0,0,1
162,3.19988209996209,0.2130125116078125,AZ,2022-12-11,1,1,0,1,0,1,0,1,1,0,0,0,0,0
163,13.4352848247608,0.3143933882062425,AZ,2022-12-12,0,1,0,1,0,0,1,0,0,0,1,0,0,1
164,13.3193991668932,0.300630679224111,AZ,2022-12-13,0,1,0,0,0,0,1,0,1,0,0,0,0,1
165,8.18706574709483,0.2503431123625585,AZ,2022-12-14,1,1,0,0,0,1,1,1,1,0,0,0,0,1
166,9.93138851028616,0.282424216190027,AZ,2022-12-15,1,1,0,0,0,1,0,1,1,0,0,0,1,0
167,4.66093999987425,0.24947699561455,AZ,2022-12-16,0,1,0,1,0,1,1,0,1,0,1,0,0,1
168,4.95411905653165,0.3293860087602715,AZ,2022-12-17,1,1,0,0,0,1,1,1,1,0,0,0,1,1
169,9.06758515718884,0.3129556662236485,CA,2022-11-06,1,1,0,1,0,1,1,0,0,0,0,0,0,1
170,8.32015286413386,0.30723661948228,CA,2022-11-07,1,1,1,1,1,1,0,0,0,0,1,0,0,0
171,7.82048892372904,0.310135811918152,CA,2022-11-08,1,1,1,1,1,1,0,0,0,0,0,0,0,0
172,7.7611780231115,0.29480840990259,CA,2022-11-09,1,0,1,1,1,1,0,0,0,0,0,0,0,0
173,12.4556897146125,0.3152275401399575,CA,2022-11-10,1,1,0,1,0,1,0,0,0,0,0,0,0,0
174,10.5035484011667,0.3171904786969885,CA,2022-11-11,1,1,0,1,1,0,0,0,0,0,0,0,0,0
175,8.83179025448519,0.319834188110045,CA,2022-11-12,0,1,1,1,1,0,0,0,0,0,0,0,1,0
176,10.9823735101973,0.3099736548527915,CA,2022-11-13,1,1,1,1,0,1,0,1,0,0,0,0,0,0
177,9.32810997678583,0.3112962591855195,CA,2022-11-14,0,1,1,1,1,1,1,1,0,0,0,0,0,1
178,10.0429026044242,0.310533756946948,CA,2022-11-15,0,1,1,1,1,0,0,0,0,0,0,0,0,0
179,14.7880025589846,0.313676538573889,CA,2022-11-16,1,0,1,1,0,1,0,0,0,0,0,0,0,0
180,17.6828671310423,0.3097362593839485,CA,2022-11-17,1,0,0,1,0,1,0,0,0,0,0,0,0,0
181,19.4328816283999,0.3094703124974335,CA,2022-11-18,1,1,0,1,0,1,1,0,0,0,0,0,0,1
182,19.7904867173716,0.317021178117999,CA,2022-11-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0
183,13.8341749030863,0.2896520889060045,CA,2022-11-20,1,1,0,1,0,0,0,0,0,0,1,0,0,0
184,19.7127645557564,0.313889239191213,CA,2022-11-21,0,1,0,1,0,1,0,0,0,0,0,0,0,0
185,14.3476167047393,0.2936198375147985,CA,2022-11-22,1,1,0,1,0,1,0,1,0,0,0,0,0,0
186,15.1651059930591,0.2988657492595655,CA,2022-11-23,1,1,0,1,0,1,0,0,0,0,0,0,0,0
187,1.23073739789716,0.2682090279523175,CA,2022-11-24,1,1,1,1,1,1,1,1,0,0,0,0,0,1
188,10.7075212869954,0.2737752115007,CA,2022-11-25,0,1,1,1,1,1,0,0,0,0,0,0,0,0
189,20.9681567824918,0.272923538205213,CA,2022-11-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,40.3389419471907,0.306468429959781,CA,2022-11-27,0,1,0,1,0,1,0,0,0,0,0,0,0,0
191,24.679565356665,0.275847331610037,CA,2022-11-28,0,1,0,1,0,1,0,0,0,0,0,0,0,0
192,22.4823701603994,0.2709872361124075,CA,2022-11-29,0,1,0,1,0,1,0,0,1,0,0,0,0,0
193,18.5651946311809,0.2648340083296495,CA,2022-11-30,1,1,0,1,0,1,0,0,0,0,0,0,0,0
194,26.1373529833963,0.27280662556982,CA,2022-12-01,1,1,0,1,0,1,0,0,0,0,0,0,0,0
195,58.4129430351617,0.29833182731087,CA,2022-12-02,0,1,0,0,0,1,0,0,0,0,0,0,0,0
196,56.86651342088,0.2988525927001955,CA,2022-12-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,27.9308577938221,0.281717696884744,CA,2022-12-04,0,1,0,0,0,1,0,0,0,0,0,0,0,0
198,54.4785750688414,0.267266680877703,CA,2022-12-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,22.691778676409,0.2489013837572625,CA,2022-12-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,57.9229573173066,0.2723010886801835,CA,2022-12-07,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201,41.9840139611958,0.241321538337627,CA,2022-12-08,1,0,0,1,0,1,0,0,0,0,0,0,0,0
202,23.6641267923203,0.2224029063638195,CA,2022-12-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,73.0964802311006,0.291079881229466,CA,2022-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,47.2668551787418,0.254856131430968,CA,2022-12-11,1,1,0,0,0,0,0,0,1,0,0,0,0,0
205,27.5012938787712,0.233813890476738,CA,2022-12-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,47.0953936428178,0.2553331100402025,CA,2022-12-13,0,1,0,0,0,0,0,0,1,0,0,0,0,0
207,59.379554867781,0.2997505226770605,CA,2022-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,39.7416255723327,0.232052661371877,CA,2022-12-15,0,1,0,0,0,0,0,0,0,0,0,0,1,0
209,26.4668492855265,0.2440817142418865,CA,2022-12-16,1,1,0,1,0,0,0,0,0,0,0,0,0,0
210,34.8204608366835,0.2719487027739945,CA,2022-12-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,2.80536616785215,0.330147180501599,CO,2022-11-06,1,1,0,1,0,1,1,1,1,0,0,0,1,1
212,2.32537332329655,0.26954521035184,CO,2022-11-07,1,0,1,1,0,1,1,0,0,0,0,0,1,1
213,1.78182497557812,0.3007172750428795,CO,2022-11-08,1,1,1,1,1,1,1,1,0,0,0,0,1,1
214,1.87753145349218,0.25423114139933,CO,2022-11-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1
215,2.28451076077561,0.3055943497021615,CO,2022-11-10,1,1,1,1,0,0,0,1,1,0,0,0,0,0
216,1.56353602356689,0.3433882715254405,CO,2022-11-11,1,0,1,1,1,1,1,1,0,0,0,0,1,1
217,2.39143924217851,0.295864062830017,CO,2022-11-12,1,0,0,1,0,1,1,1,0,0,0,0,1,1
218,1.37173624255675,0.356793501683153,CO,2022-11-13,1,1,1,0,0,1,1,1,1,0,0,0,0,1
219,1.80093836737838,0.2975087395632125,CO,2022-11-14,1,0,1,1,1,1,1,1,0,0,0,0,1,1
220,2.18169126790806,0.331830238926313,CO,2022-11-15,0,0,1,1,1,1,1,0,0,0,0,0,0,1
221,1.9794037652123,0.322069643466369,CO,2022-11-16,1,0,1,1,1,1,0,1,0,0,1,0,0,0
222,2.20465086920959,0.2589683401583365,CO,2022-11-17,1,1,0,1,1,1,1,1,1,0,0,1,0,1
223,4.44578987432059,0.3541596980524795,CO,2022-11-18,1,1,0,1,0,1,1,1,1,0,1,0,1,1
224,0.62628756349243,0.225505401121487,CO,2022-11-19,1,1,1,1,1,1,1,1,0,0,1,0,1,1
225,1.15809389509304,0.1231023972827135,CO,2022-11-20,1,1,1,1,0,1,1,1,1,0,0,0,1,1
226,3.40049392929647,0.310623844559797,CO,2022-11-21,1,1,0,1,0,1,1,1,0,0,0,0,1,1
227,1.92086605689231,0.2948314850320765,CO,2022-11-22,1,1,1,1,0,0,1,1,0,0,1,0,0,1
228,3.98124673750661,0.1576859277456215,CO,2022-11-23,1,1,0,1,0,1,1,1,1,0,0,0,1,1
229,0.112764892166223,0.086255841737529,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,2.3004158370075,0.1528321298103295,CO,2022-11-25,1,1,0,1,0,1,1,1,0,0,1,0,0,1
231,2.71651164679329,0.4235934365738275,CO,2022-11-26,1,1,1,1,0,0,1,1,1,1,1,0,0,1
232,0.772836326412185,0.23412800947379,CO,2022-11-27,1,1,1,0,1,1,1,1,1,0,0,0,1,1
233,5.40886804095071,0.3159547775529035,CO,2022-11-28,1,1,0,1,0,1,1,1,1,0,0,0,1,1
234,2.40171351780498,0.3596271895599775,CO,2022-11-29,1,1,1,0,0,1,1,1,1,1,0,0,1,1
235,6.23149254930365,0.4009344432518875,CO,2022-11-30,1,1,0,1,0,0,1,1,1,0,0,0,0,1
236,2.63472547896399,0.2019233455703775,CO,2022-12-01,1,1,0,0,1,1,1,1,1,0,0,1,1,1
237,5.64226671902698,0.398077003262956,CO,2022-12-02,1,1,0,1,0,1,1,1,1,0,0,0,1,1
238,2.02351349134158,0.3505682809371155,CO,2022-12-03,1,1,0,1,0,1,1,1,1,0,1,0,1,1
239,3.18379667709248,0.3524561008471405,CO,2022-12-04,1,1,0,0,0,0,1,1,0,0,1,0,0,1
