...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
46,0.0236833819299373,0.0117126252555699,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,1.94526565124763,0.86178843663069,AL,2023-04-06,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0
48,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.0980882530415009,0.0133098479557972,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
50,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.01473593477781,0.432681704697903,AL,2023-04-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
52,1.175035938087,0.84523779178284,AL,2023-04-11,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
53,0.0354866911505047,0.01641316856868505,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.0365185579335113,0.01847863590855785,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0425158840919017,0.0196629935805515,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0445867877205141,0.0223740187284011,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0522124818003963,0.0239179233845855,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0519964041106669,0.0255997991252437,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0963358742097042,0.0453071841831027,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.607974142021007,0.362088996572741,AL,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
75,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0182135564596187,0.002793945755085015,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.00457892652123722,0.002752911697158755,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.195845790767437,0.002731189152820265,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,0.0955777054639571,0.00272818189390641,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.00460521675153677,0.002743509051366735,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,1.22521334994532,0.4684504698630775,AR,2023-04-07,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
91,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.0188385115003363,0.00289873402786912,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.0479098900609978,0.00298760740373049,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.00532188361426592,0.00309587743473545,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,0.0149811229952213,0.003224322318730335,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.1428634489907,0.458987057961006,AR,2023-04-16,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
100,0.0275584551618883,0.004209636513329285,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.00902314919813352,0.0055117783416513,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.0881048279738108,0.00592777307662925,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.0116564855561073,0.006385806979869,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.0129646613833904,0.00688924928231465,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
108,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.128163188106287,0.0110867672372966,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1.21749458903919,0.878577714868185,AR,2023-05-02,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
116,0.0262553131453904,0.01415769689394025,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.993706111514012,0.735797273203315,AR,2023-05-08,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
122,0.12860493022973,0.02305678810169935,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
123,2.11499170881088,0.57342301469018,AR,2023-05-10,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1
124,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.714603362450577,0.15006956621946901,AZ,2023-04-02,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
128,0.826581454249288,0.052323607159095,AZ,2023-04-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
129,1.94675572026802,0.173610545516453,AZ,2023-04-04,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1
130,1.06022649998543,0.0834100753753745,AZ,2023-04-05,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
131,0.0967220372038758,0.0055921588827153,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.266407808577882,0.00582477309922115,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
133,0.504212116857193,0.0915264285117225,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,1.64075700815247,0.139746972020558,AZ,2023-04-09,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
135,1.5071251696983201,0.138276532508603,AZ,2023-04-10,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
136,2.58439798383493,0.2147925935476955,AZ,2023-04-11,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
137,0.041892137119302,0.00740015870569805,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,0.257261607742548,0.0078091724861672,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.04297930758491,0.3033643137931975,AZ,2023-04-14,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
140,0.36254602865408,0.0087374848799861,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.3935697719833,0.257442397216845,AZ,2023-04-16,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0
142,1.10186143333161,0.1062477747419625,AZ,2023-04-17,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
143,1.10775045134406,0.174725377195879,AZ,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
144,1.99953062841407,0.0460216000658731,AZ,2023-04-19,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0
145,3.30261741625525,0.2424692877816085,AZ,2023-04-20,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0
146,1.18960045689735,0.837533964993885,AZ,2023-04-21,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
147,0.14555093092101,0.01344029869973335,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
148,1.71884242953272,0.0767373268119955,AZ,2023-04-23,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
149,1.66599286753136,0.0489542638099,AZ,2023-04-24,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
150,1.53564255703493,0.1329087679553265,AZ,2023-04-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
151,1.62253649364239,0.098189996888433,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
152,0.866517997595438,0.0765637876305025,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
153,0.777214049120814,0.02001536833844325,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,0.417736545805909,0.0214207625720134,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
155,1.56848488112907,0.2050264469727485,AZ,2023-04-30,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
156,1.82869484443302,0.095075450981384,AZ,2023-05-01,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
157,3.75316421877642,0.208864960473591,AZ,2023-05-02,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
158,2.10306162932676,0.143957719872511,AZ,2023-05-03,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
159,1.35835655041054,0.0807878620503975,AZ,2023-05-04,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1.4189588327024,0.247414758777661,AZ,2023-05-05,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
161,1.06011839859706,0.03461500391163385,AZ,2023-05-06,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
162,2.94211357363174,0.3025721178025665,AZ,2023-05-07,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1
163,6.06764254959166,0.3043813394123335,AZ,2023-05-08,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
164,4.45564992708332,0.111417390853393,AZ,2023-05-09,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0
165,3.3862546407508,0.1512402495963255,AZ,2023-05-10,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1
166,0.238096462108825,0.04872984403679015,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1.2232994170596,0.1559988655356785,AZ,2023-05-12,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
168,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,3.43624631769827,0.167630242936547,CA,2023-04-02,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0
170,5.09714858748968,0.157186805586498,CA,2023-04-03,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
171,2.4381337685299602,0.081694152193885,CA,2023-04-04,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
172,4.95413226883643,0.1637046779291305,CA,2023-04-05,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
173,7.53269145645534,0.2039395875017205,CA,2023-04-06,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
174,2.97033152531785,0.145128279720309,CA,2023-04-07,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
175,3.14177135801254,0.1315816559446975,CA,2023-04-08,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
176,0.687488553482401,0.0695893827019505,CA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
177,7.83839558198338,0.1917818146828835,CA,2023-04-10,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
178,3.92723222265433,0.106815259047429,CA,2023-04-11,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
179,7.21652883290552,0.2134623343059765,CA,2023-04-12,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
180,2.49142603688255,0.143624942804207,CA,2023-04-13,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
181,4.96022276619099,0.0778802315790755,CA,2023-04-14,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
182,3.22545462772427,0.1477346871145765,CA,2023-04-15,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0
183,3.11438556640733,0.148474963448481,CA,2023-04-16,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
184,3.16525129336191,0.147341870137908,CA,2023-04-17,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0
185,2.93230016478531,0.128166771825124,CA,2023-04-18,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0
186,3.54206443393496,0.2141377412808135,CA,2023-04-19,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
187,2.87188745444722,0.206975902351884,CA,2023-04-20,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
188,5.73152186905912,0.079080702744604,CA,2023-04-21,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
189,4.96886454598014,0.322424436556115,CA,2023-04-22,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
190,1.6626754557576,0.26213763581371,CA,2023-04-23,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
191,2.03513938730461,0.156148682622032,CA,2023-04-24,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
192,7.03737958110845,0.245055181134284,CA,2023-04-25,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
193,7.56938080720462,0.1458459454491875,CA,2023-04-26,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
194,4.57406917726858,0.1706400090846715,CA,2023-04-27,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
195,3.53781301552901,0.1798840489654695,CA,2023-04-28,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
196,4.98954958130073,0.280410419871577,CA,2023-04-29,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
197,4.411872703581,0.196058262156049,CA,2023-04-30,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0
198,6.53231530995451,0.252110161924283,CA,2023-05-01,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1
199,6.82827815500262,0.279519849649772,CA,2023-05-02,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0
200,5.87279549296026,0.197815256528855,CA,2023-05-03,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1
201,3.19516251976786,0.239269522160677,CA,2023-05-04,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1
