...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.206834923934935,0.0532372190231575,AK,2022-07-10,1,1,1,1,1,1,1,1,1,1
2,2.06910655229439,0.242593003260303,AK,2022-07-11,1,0,1,1,1,1,0,0,0,1
3,0.989649605701048,0.2216925106499285,AK,2022-07-12,1,1,1,0,1,1,0,1,0,1
4,1.37040194119076,0.114847287191503,AK,2022-07-13,1,1,1,1,1,1,1,0,0,1
5,0.566409432079374,0.171907871755067,AK,2022-07-14,1,1,1,1,1,1,0,1,0,1
6,0.661157252582352,0.160949402511644,AK,2022-07-15,1,1,1,1,1,1,1,0,0,1
7,1.07638909447121,0.142302243170675,AK,2022-07-16,1,1,1,1,1,1,1,1,1,1
8,1.03779312600341,0.2372342463979875,AK,2022-07-17,1,1,1,1,1,1,0,0,0,1
9,1.98543784244057,0.060584707801247,AK,2022-07-18,1,1,0,1,1,1,1,0,0,1
10,2.75712543726336,0.02836151719162875,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
11,0.663174776226138,0.1454558724420765,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
12,0.702064662391887,0.140587548852572,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
13,0.771714372292879,0.101450689884323,AK,2022-07-22,1,1,1,1,1,1,0,0,1,1
14,0.584592879486212,0.0219030914737441,AK,2022-07-23,1,1,1,1,1,1,1,1,1,1
15,0.401324396059688,0.0925456526018895,AK,2022-07-24,1,1,1,1,1,1,0,0,1,1
16,1.33761672543272,0.2029843447114895,AK,2022-07-25,0,1,1,1,1,0,1,0,0,1
17,2.12393677666258,0.0614585313214995,AK,2022-07-26,1,0,0,1,1,1,0,0,0,1
18,1.28620280578749,0.0494036458100822,AK,2022-07-27,1,1,0,1,1,1,0,0,0,1
19,1.47193002906411,0.1054207108614915,AK,2022-07-28,0,0,1,1,1,0,0,1,0,1
20,0.966304806118751,0.116632795933675,AK,2022-07-29,1,1,1,1,0,1,1,0,1,0
21,0.732310348975465,0.103916672123205,AK,2022-07-30,1,1,1,1,1,1,1,0,0,1
