...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.06027340718199,0.2180540401911325,AK,2022-07-03,0,1,1,1,1,0,0,1,1,1
2,2.05747454677833,0.0918142831503585,AK,2022-07-04,1,1,0,1,1,1,0,0,0,1
3,3.8177810964241,0.1839639740876845,AK,2022-07-05,1,0,0,1,1,1,0,0,0,1
4,2.35147898174451,0.2313715312466475,AK,2022-07-06,1,0,1,0,1,1,0,0,1,1
5,1.36649854088247,0.183890148817853,AK,2022-07-07,0,0,1,1,1,0,0,0,0,1
6,1.20222677261258,0.263794900776197,AK,2022-07-08,1,0,1,1,1,1,0,0,0,1
7,0.817921518083184,0.148119167061382,AK,2022-07-09,1,1,1,1,1,1,0,0,1,1
8,0.233079381551642,0.0576229885086655,AK,2022-07-10,1,1,1,1,1,1,1,1,1,1
9,2.22242844306854,0.2413832649421005,AK,2022-07-11,1,0,1,1,1,1,0,0,0,1
10,0.869105480058689,0.2218787816262425,AK,2022-07-12,1,1,1,1,1,1,1,0,0,1
11,1.53424672372584,0.1161606004673875,AK,2022-07-13,1,1,0,0,1,1,0,0,0,1
12,0.546028666811888,0.1724310712221405,AK,2022-07-14,1,1,1,1,1,1,0,0,1,1
13,0.689355657106282,0.161311665313223,AK,2022-07-15,1,1,1,1,1,1,0,0,0,1
14,1.17118710493211,0.1425089585865335,AK,2022-07-16,1,1,1,1,1,1,0,0,1,1
15,1.02065143901234,0.236477999385974,AK,2022-07-17,1,1,1,1,1,1,0,0,0,1
16,2.23383767762592,0.0616444846999425,AK,2022-07-18,1,1,0,1,1,1,1,1,1,1
17,2.82050296196811,0.0295455790398812,AK,2022-07-19,1,0,0,1,1,1,0,0,1,1
18,0.690967099537306,0.145567554738956,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
19,0.739371569912477,0.1405459118191345,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
20,0.833152719995558,0.101603233709603,AK,2022-07-22,1,1,1,1,1,1,1,0,0,1
21,0.619046759869267,0.02228727157623965,AK,2022-07-23,1,1,1,1,1,1,1,1,1,1
22,0.46843230011267,0.09261681849839,AK,2022-07-24,1,1,1,1,1,1,0,0,1,1
23,1.2559799655099,0.20298671451306,AK,2022-07-25,0,1,1,1,1,0,1,0,0,1
24,2.07084643115261,0.0614306390967515,AK,2022-07-26,1,0,0,1,1,1,0,0,0,1
25,1.33958920590494,0.0493059233841155,AK,2022-07-27,1,1,0,1,1,1,0,1,0,1
26,1.47014038117304,0.1052863036372985,AK,2022-07-28,0,0,1,1,1,0,0,1,1,1
27,0.987328487753589,0.116560679087517,AK,2022-07-29,1,1,1,1,0,1,0,0,1,0
28,0.7076354661169,0.1037951085655195,AK,2022-07-30,1,1,1,1,1,1,1,1,1,1
29,1.49885511366261,0.01299378717240525,AK,2022-07-31,1,0,0,1,1,1,1,0,0,1
30,1.43962466220873,0.1017403214191165,AK,2022-08-01,1,1,1,0,1,1,0,0,0,1
31,0.4217825410028,0.0720550305840845,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
32,0.467344546261952,0.0106873271317538,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
33,1.01566689332997,0.1557235387492115,AK,2022-08-04,1,0,1,1,1,1,0,0,1,1
34,1.648888327306,0.170895624186871,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
35,0.298824696238609,0.0088173677750193,AK,2022-08-06,1,1,1,1,1,1,1,0,0,1
36,0.307912740026465,0.0082749129008816,AK,2022-08-07,1,1,1,1,1,1,1,1,1,1
37,0.733101094307262,0.09457320555785,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
38,0.895093618366456,0.087616234215468,AK,2022-08-09,1,1,1,1,1,1,0,0,1,1
39,0.966169017547703,0.00685115093845805,AK,2022-08-10,1,1,1,1,1,1,0,0,1,1
40,0.619394778480595,0.146463280973199,AK,2022-08-11,1,1,1,1,1,1,1,1,1,1
41,0.237390276873846,0.0060485911056031,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
42,1.28509056844031,0.160170685628564,AK,2022-08-13,1,0,0,1,1,1,0,0,1,1
43,0.662703164255288,0.2348222549730025,AL,2022-07-03,1,1,1,1,1,1,0,0,0,1
44,1.26879097429824,0.4013141832034925,AL,2022-07-04,1,0,1,1,1,1,0,0,1,1
45,2.38603295302458,0.35642011346507,AL,2022-07-05,1,0,0,1,1,0,1,0,1,1
46,2.31717654702699,0.18480005383216,AL,2022-07-06,1,0,0,1,1,1,0,0,1,1
47,0.693369411266974,0.2946247366418675,AL,2022-07-07,1,1,1,1,1,1,1,0,0,1
48,1.72414305904154,0.185205272464492,AL,2022-07-08,1,1,0,1,1,1,0,0,0,1
49,0.593743895008564,0.333343206014288,AL,2022-07-09,1,1,1,1,1,1,0,1,0,1
50,0.434513828573774,0.2447682112390595,AL,2022-07-10,1,1,1,1,1,0,1,0,1,1
51,1.97367274717968,0.2128900513850335,AL,2022-07-11,1,1,1,0,1,0,0,0,0,1
52,1.01580012951366,0.3062508602026355,AL,2022-07-12,1,1,1,0,1,1,0,1,0,1
