...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.0148410269287816,0.00291229649757414,AK,2022-08-28,1,1,1,1,1,1
2,0.028965921729663,0.00279581167580534,AK,2022-08-29,1,1,1,1,1,1
3,0.0140322784639456,0.00268416755651093,AK,2022-08-30,1,1,1,1,1,1
4,0.87691689431715,0.182274473280672,AK,2022-08-31,0,0,1,1,1,1
5,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
6,0.00323929859453467,0.00237609029282234,AK,2022-09-02,1,1,1,1,1,1
7,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
8,0.0025069481017968,0.002191109896694445,AK,2022-09-04,1,1,1,1,1,1
9,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
10,0.0200207182855572,0.00202080820278855,AK,2022-09-06,1,1,1,0,0,1
11,0.00230303264801346,0.00194076753836512,AK,2022-09-07,1,1,1,1,1,1
12,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
18,0.00122243206349655,0.001463244870096775,AK,2022-09-14,1,1,1,1,1,1
19,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
20,0.00562411148503243,0.001349911113031965,AK,2022-09-16,1,1,1,1,1,1
21,0.0015122468492808,0.00129658323918167,AK,2022-09-17,1,1,1,1,1,1
22,0.00484710589107724,0.0012453616842944,AK,2022-09-18,1,1,1,1,1,1
23,0.0179802092492775,0.00119616160791658,AK,2022-09-19,1,1,1,1,1,1
24,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
25,0.00136784150219604,0.001103504765792615,AK,2022-09-21,1,1,1,1,1,1
26,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
27,0.00117300529939553,0.001018004331054225,AK,2022-09-23,1,1,1,1,1,1
28,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA
30,0.0168662875921508,9.0196402245583e-4,AK,2022-09-26,1,1,1,1,1,1
31,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA
32,9.6354612833268e-4,8.3201214721908e-4,AK,2022-09-28,1,1,1,1,1,1
33,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA
36,7.1914173997381e-4,7.07874230953215e-4,AK,2022-10-02,1,1,1,1,1,1
37,1.3000832610603,0.4746063233810785,AK,2022-10-03,0,0,1,0,0,1
38,1.38581650759531,0.97502470218886494,AK,2022-10-04,1,0,0,1,0,0
39,1.35959698814875,0.950546806038775,AK,2022-10-05,0,0,1,0,0,1
40,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA
41,6.844793654769e-4,5.78262110954585e-4,AK,2022-10-07,1,1,1,1,1,1
42,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA
43,0.468899334352254,0.1224780986562075,AL,2022-08-28,1,1,1,0,0,1
44,3.95787660110912,0.0577515898865675,AL,2022-08-29,0,0,1,0,0,1
45,1.11711314329387,0.170105888038091,AL,2022-08-30,1,1,0,0,0,0
46,1.50848259982828,0.210543688043217,AL,2022-08-31,0,0,1,1,1,1
47,0.733296556012713,0.075382759492327,AL,2022-09-01,1,1,1,1,1,1
48,0.489234378928637,0.0852455930906665,AL,2022-09-02,1,1,1,0,0,1
49,1.07050950092606,0.1994414974190725,AL,2022-09-03,1,1,1,0,0,1
50,1.1970203674736,0.0194831366583473,AL,2022-09-04,0,0,1,0,0,1
51,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
52,0.537359838556322,0.1639315397750815,AL,2022-09-06,1,1,1,0,0,1
53,0.399100810572148,0.0913100048150925,AL,2022-09-07,1,1,1,0,0,1
54,1.48590087989271,0.189975860010348,AL,2022-09-08,0,0,1,0,0,1
55,0.297449009997043,0.139958482384536,AL,2022-09-09,1,1,1,0,0,1
56,0.741614315329884,0.384779407930317,AL,2022-09-10,1,1,1,1,1,1
57,0.34210236777934,0.1646524516932185,AL,2022-09-11,1,1,1,1,1,1
58,0.656641017868706,0.1812126067794805,AL,2022-09-12,1,1,1,0,0,1
59,0.442642733012508,0.0841460366751165,AL,2022-09-13,1,1,1,0,0,1
60,0.863714500861531,0.2022390426141095,AL,2022-09-14,1,1,1,1,1,1
61,0.662205434817474,0.0162686708888748,AL,2022-09-15,1,1,1,1,1,1
62,0.458325187272202,0.202750496876161,AL,2022-09-16,1,1,1,1,1,1
63,0.459445892931928,0.203006398150357,AL,2022-09-17,1,1,1,1,1,1
64,0.0306222349264617,0.0154884517568683,AL,2022-09-18,1,1,1,1,1,1
65,0.595038612365379,0.2662790324081515,AL,2022-09-19,1,1,1,0,0,1
66,0.282185438626914,0.0149888629669965,AL,2022-09-20,1,1,1,1,1,1
67,0.290802284635114,0.122908228232789,AL,2022-09-21,1,1,1,0,0,1
68,0.376480585466606,0.1663304044069225,AL,2022-09-22,1,1,1,0,0,1
69,2.07759757359639,0.2996798297776375,AL,2022-09-23,0,0,1,0,0,1
70,0.165340325639544,0.01403637590928295,AL,2022-09-24,1,1,1,0,0,1
