...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
22,0.675649594786037,0.0548343542453325,AK,2023-02-12,1,1,1,1,1,1,1,0,1,0,0,1
23,2.10393289125742,0.2992860685737075,AK,2023-02-13,1,0,1,0,1,0,1,0,1,0,1,0
24,0.765703896319976,0.2399773613713575,AK,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
25,0.98612850479067,0.2839978746495705,AK,2023-02-15,1,0,1,1,1,1,1,0,1,0,1,1
26,0.941409624945606,0.0340389740175409,AK,2023-02-16,1,1,1,1,1,1,1,0,1,0,1,1
27,0.374511213336208,0.124177881953669,AK,2023-02-17,1,1,1,1,1,1,1,0,1,0,1,1
28,0.421398688222076,0.1964276201237015,AK,2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
29,0.729276943669614,0.3730912480648675,AK,2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
30,0.633129996120258,0.1163065956579875,AK,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
31,0.361074787278163,0.110046031828986,AK,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.213285381919209,0.01383707754979665,AK,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
34,1.10670967294518,0.4418092872489475,AK,2023-02-24,1,1,1,0,0,1,1,1,1,0,0,1
35,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0129551861559243,0.00804524203809615,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.323390675900611,0.192376245341899,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1
45,0.334201871893952,0.205775397535163,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1
46,0.377403366792296,0.295449352234127,AL,2023-01-25,1,1,1,1,1,1,1,1,1,0,0,1
47,0.985822689070561,0.472970424063013,AL,2023-01-26,0,1,1,1,1,1,0,0,1,1,1,1
48,0.507997307772586,0.2566734844278915,AL,2023-01-27,1,1,1,1,1,1,1,0,1,0,1,1
49,0.983598670541555,0.68555913696775,AL,2023-01-28,1,1,1,1,1,0,1,1,0,1,1,0
50,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.12937463450007,0.211911940531319,AL,2023-01-30,1,1,1,0,1,1,0,0,1,0,1,1
52,0.24195089689568,0.196705732387428,AL,2023-01-31,1,1,1,1,1,1,1,0,1,0,1,1
53,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.844816050067745,0.3481299954008465,AL,2023-02-02,0,1,1,1,1,1,0,0,1,0,1,1
55,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.166816657764088,0.1422926621417445,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
57,0.631948118458347,0.4173702426283775,AL,2023-02-05,1,1,1,1,1,1,1,0,1,0,1,1
58,0.338789029473239,0.27844552223311553,AL,2023-02-06,1,1,1,1,1,1,0,0,1,1,1,1
59,0.714915955238337,0.4580696301638565,AL,2023-02-07,1,1,1,1,1,1,1,0,1,0,1,1
60,0.822762866783293,0.0989492525480345,AL,2023-02-08,1,1,1,1,1,1,1,0,1,0,1,1
61,1.07004951736493,0.71734704515027,AL,2023-02-09,1,1,1,1,0,1,1,1,1,0,0,1
62,0.0959564124402398,0.081397989632574,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0715348109938279,0.059803859080604,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
66,0.188305782425265,0.0537594654496715,AL,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
67,0.319555176367538,0.0482410245282929,AL,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
68,0.0460951879161247,0.04321651701576475,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0330073909418291,0.02741661579115825,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
73,0.0276405070459468,0.02438589694542735,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
74,1.07865490794923,0.733724647937775,AL,2023-02-22,1,0,1,0,1,1,1,0,1,0,1,1
75,0.0209497636969503,0.01922509167378165,AL,2023-02-23,1,1,1,1,1,1,1,1,0,0,1,1
76,1.14225618112714,0.4426164275231305,AL,2023-02-24,1,1,1,0,1,0,1,1,1,0,1,0
77,1.26427369071389,0.87487285457273,AL,2023-02-25,1,1,1,0,1,0,1,1,1,0,1,0
78,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0132090516318905,0.0118072119732857,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.0302597687115383,0.00812390023284005,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
83,1.07028780055466,0.4251210864065705,AL,2023-03-03,1,0,1,0,1,1,1,0,1,0,1,1
84,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.823731082634155,0.1987846832847835,AR,2023-01-22,1,1,1,1,1,1,1,0,1,0,1,1
86,2.19930252558062,0.245117602821243,AR,2023-01-23,1,1,1,0,1,1,1,0,1,0,0,0
87,3.90750233907556,0.329180650142695,AR,2023-01-24,1,0,1,0,1,1,1,0,1,0,1,1
88,2.66383150970436,0.3295313532432685,AR,2023-01-25,0,0,1,0,1,1,0,0,1,0,1,1
89,1.35708941111605,0.228422669881085,AR,2023-01-26,1,1,1,1,1,1,1,0,1,0,0,0
90,2.50871574833131,0.354079924838999,AR,2023-01-27,1,0,1,0,0,1,0,0,0,0,1,1
91,0.415416026072419,0.240262757465793,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1
92,1.05120139712144,0.3311421385092515,AR,2023-01-29,1,1,1,0,1,1,1,0,1,0,1,1
93,14.5735491900559,0.528266402085465,AR,2023-01-30,0,0,1,0,1,1,0,0,1,0,0,0
94,0.36526908964576,0.164345800732103,AR,2023-01-31,1,1,1,1,1,1,0,0,1,0,1,1
95,2.64071561413839,0.4762023805950395,AR,2023-02-01,0,0,1,0,1,0,0,0,1,0,0,0
96,0.323542409661622,0.230579899948724,AR,2023-02-02,1,1,1,1,1,1,1,0,1,0,1,1
97,0.536671948463251,0.2289754495110045,AR,2023-02-03,1,1,1,1,1,1,1,0,1,0,1,1
98,1.12717142580281,0.376149632965862,AR,2023-02-04,1,0,1,0,1,1,1,0,1,0,1,1
99,0.694815596452044,0.509182471284475,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1
100,5.40315390532545,0.464738985736221,AR,2023-02-06,0,0,1,0,1,1,0,0,1,0,1,1
101,3.94543395461958,0.50453942286545,AR,2023-02-07,0,0,1,1,0,0,0,0,1,0,0,0
102,0.963935462345345,0.3287043743693485,AR,2023-02-08,0,1,1,1,1,1,0,1,0,1,1,1
103,0.455403692583286,0.245792577306138,AR,2023-02-09,1,1,1,1,1,1,0,1,1,0,1,1
104,6.08398697046615,0.46994211438734,AR,2023-02-10,0,0,1,1,1,1,0,0,1,0,0,1
105,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.215864285251668,0.140032716508431,AR,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
107,2.93989302653331,0.54087808673044,AR,2023-02-13,0,0,1,1,1,1,0,0,1,0,1,1
108,4.97192197321815,0.486678113744532,AR,2023-02-14,0,0,1,1,1,1,0,0,1,0,1,1
109,1.81170670331035,0.2958633818820885,AR,2023-02-15,1,0,1,0,1,1,1,0,1,0,1,1
110,2.32484839661877,0.29289915507982,AR,2023-02-16,1,0,1,0,1,1,1,0,1,0,0,1
111,2.75477631296696,0.3136742150613955,AR,2023-02-17,1,0,1,0,1,1,1,0,1,0,0,1
112,0.199069423489995,0.252825795994983,AR,2023-02-18,1,1,1,1,1,1,1,1,1,0,0,1
113,0.907008666756514,0.282796811792143,AR,2023-02-19,1,1,1,0,1,1,1,0,1,0,1,1
114,0.999393159988248,0.332497046994541,AR,2023-02-20,0,1,1,1,1,1,0,0,1,0,1,1
115,4.35146866218432,0.3336760416257865,AR,2023-02-21,1,0,1,0,0,1,1,0,1,0,0,1
116,1.00674986797419,0.297044698098371,AR,2023-02-22,0,1,1,1,1,1,0,0,1,0,1,1
117,1.23243615640851,0.2382568298900975,AR,2023-02-23,1,1,1,0,1,1,1,0,1,0,1,1
118,1.2038298507391,0.23204149350994,AR,2023-02-24,1,1,1,1,1,1,1,0,1,0,1,1
119,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.28275992291638,0.232306071340421,AR,2023-02-26,1,1,1,1,1,1,1,0,1,0,1,1
121,2.02614729284027,0.3014150767173795,AR,2023-02-27,0,1,1,1,1,1,0,0,1,1,1,1
122,2.01157756477155,0.4513194422421745,AR,2023-02-28,1,0,1,1,1,0,1,0,1,1,1,0
123,1.6325700126807,0.152399839590444,AR,2023-03-01,1,0,1,0,1,1,1,0,1,0,1,1
124,0.460567244087822,0.141964497879602,AR,2023-03-02,1,1,1,1,1,1,1,0,1,0,1,1
125,0.152661157837082,0.132028856433013,AR,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
126,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.386375972019445,0.271943640875738,AZ,2023-01-22,1,1,1,1,1,1,1,0,1,0,1,1
128,4.12771334200552,0.322141849603589,AZ,2023-01-23,0,0,1,0,1,1,0,0,0,0,1,0
129,2.61495836845721,0.395725056090322,AZ,2023-01-24,0,1,0,0,1,0,0,0,1,0,1,0
130,1.21195231377879,0.3242061754383935,AZ,2023-01-25,1,1,0,1,1,1,1,0,1,0,1,1
131,2.20367848723495,0.3538713456859715,AZ,2023-01-26,1,1,1,0,0,1,1,0,0,0,0,1
132,1.12603857663332,0.313311284242097,AZ,2023-01-27,0,1,1,1,1,1,0,0,0,0,1,1
133,0.808739503020129,0.34680619280767,AZ,2023-01-28,1,1,0,1,1,1,1,0,0,1,1,1
134,2.88786933035792,0.36481219869262,AZ,2023-01-29,0,0,1,0,1,1,0,0,0,0,1,1
135,1.96490478705411,0.262311699538014,AZ,2023-01-30,0,1,1,1,1,1,0,0,0,0,1,1
136,5.2843285745804,0.250122320122533,AZ,2023-01-31,1,0,1,0,1,0,0,0,0,1,1,0
137,9.47482392312177,0.371229899605116,AZ,2023-02-01,0,1,1,0,1,1,0,0,0,0,1,1
138,1.82193260449996,0.1751218856397935,AZ,2023-02-02,1,0,1,0,1,1,1,0,1,0,1,1
139,1.96138861953488,0.3045043445385085,AZ,2023-02-03,0,1,1,1,0,1,0,0,1,0,0,1
140,0.691631792351791,0.261854997250871,AZ,2023-02-04,1,1,1,1,1,1,1,1,0,0,1,1
141,1.73663020878499,0.246422587730675,AZ,2023-02-05,0,1,1,1,1,1,1,0,1,0,1,1
142,1.65725246345355,0.241388311924988,AZ,2023-02-06,0,1,0,1,1,1,0,0,0,0,1,1
143,1.28425267025129,0.2477110601607955,AZ,2023-02-07,1,1,1,1,1,0,1,0,1,0,1,0
144,2.68763795517403,0.087481214088370493,AZ,2023-02-08,0,0,1,0,1,1,0,1,0,1,1,1
145,0.564332708608344,0.1611336734552485,AZ,2023-02-09,1,1,1,1,1,1,1,0,1,0,1,1
146,1.69451684506527,0.333978149476045,AZ,2023-02-10,0,1,1,0,1,1,0,0,1,0,1,0
147,0.659335887771164,0.17781321537785,AZ,2023-02-11,1,1,1,1,1,1,1,0,1,0,1,1
148,7.04332904922729,0.29980068540844,AZ,2023-02-12,0,1,0,0,1,1,0,0,0,0,1,1
149,10.1266214170088,0.2494495534405575,AZ,2023-02-13,1,0,0,0,1,0,1,0,0,0,1,0
150,0.933458052836162,0.123261095249432,AZ,2023-02-14,1,1,1,1,1,0,1,0,1,1,1,0
151,1.88005609427879,0.238932674975542,AZ,2023-02-15,1,1,0,0,1,1,1,0,0,0,1,1
152,1.54746224865103,0.1925754502403645,AZ,2023-02-16,1,1,0,0,1,0,1,0,0,0,1,0
153,1.97545414260812,0.1867049837406845,AZ,2023-02-17,1,1,0,0,1,1,1,0,0,1,1,1
154,2.06536940011746,0.2134888499743805,AZ,2023-02-18,1,0,1,0,1,1,1,0,1,0,1,1
155,4.12812764869068,0.303862521902749,AZ,2023-02-19,0,1,0,0,0,0,1,1,0,0,0,0
156,8.12571874277041,0.1769157489472175,AZ,2023-02-20,0,0,1,0,1,0,0,0,1,0,1,0
157,1.89112033857381,0.166364346261473,AZ,2023-02-21,1,0,1,0,1,1,1,0,1,0,1,1
158,3.20978174768601,0.275991412297806,AZ,2023-02-22,1,0,0,0,1,1,1,0,0,0,1,1
159,0.511810422829149,0.0917990300229755,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
160,1.49927631834302,0.1860722702186025,AZ,2023-02-24,0,1,1,0,1,1,0,0,1,1,1,1
161,1.91458644123112,0.315799039561029,AZ,2023-02-25,1,1,0,0,1,0,1,1,0,0,1,0
162,2.76558944760756,0.163661074429003,AZ,2023-02-26,0,0,1,0,1,0,0,0,1,0,1,0
163,4.20009439276904,0.1045420116450915,AZ,2023-02-27,0,1,0,0,1,1,0,0,0,1,0,1
164,1.56748756022487,0.079202316070595,AZ,2023-02-28,1,1,0,0,1,1,1,0,1,0,1,1
165,5.47625175278941,0.202720175213997,AZ,2023-03-01,0,1,0,0,0,0,0,0,0,0,0,0
166,3.47847344187956,0.225778617522694,AZ,2023-03-02,1,1,0,0,0,0,1,0,0,0,0,0
167,4.55534283733307,0.425838313622219,AZ,2023-03-03,1,0,0,0,1,1,1,0,0,0,1,1
168,6.27114813431811,0.4787768779802615,AZ,2023-03-04,1,0,0,0,1,0,1,0,0,0,1,0
169,4.41574918996875,0.306304517164194,CA,2023-01-22,0,1,1,1,1,0,0,0,0,0,0,0
170,7.5211772951612,0.3134251286236105,CA,2023-01-23,0,1,1,1,1,0,0,0,0,0,0,0
171,4.83978545762004,0.2681179470881215,CA,2023-01-24,1,0,1,1,1,1,0,1,0,0,0,0
172,6.0295024793067,0.317233282753313,CA,2023-01-25,0,1,1,1,1,0,0,0,1,0,0,0
173,5.07962868749839,0.3053237380892005,CA,2023-01-26,1,1,1,1,1,0,0,0,0,0,0,0
174,7.50535762288239,0.3316474047001235,CA,2023-01-27,0,0,1,1,0,0,0,0,1,0,0,0
175,5.969975997467,0.313018659722725,CA,2023-01-28,0,0,1,1,0,0,0,0,0,0,0,0
176,6.80132841405659,0.3137422751086985,CA,2023-01-29,0,0,1,1,1,0,0,0,0,0,0,0
177,3.73688974717325,0.3001406946527125,CA,2023-01-30,1,1,1,0,1,1,0,0,0,0,1,0
178,2.38373881215083,0.290150590759378,CA,2023-01-31,1,1,1,1,1,0,1,0,0,0,1,0
179,3.10221853870018,0.282027791951258,CA,2023-02-01,0,1,0,1,1,0,0,0,0,0,0,0
180,11.0660011695161,0.306855413057049,CA,2023-02-02,0,0,1,1,1,0,0,0,0,0,0,0
181,8.39313801989448,0.2803818727705975,CA,2023-02-03,0,0,1,1,1,0,0,0,1,0,0,0
182,5.48096682713662,0.2954545191235355,CA,2023-02-04,0,1,1,1,1,0,0,0,0,0,0,0
183,7.43571206643862,0.2914545493234235,CA,2023-02-05,0,1,1,1,1,1,0,0,0,0,0,0
184,4.22404005473604,0.2467721456514715,CA,2023-02-06,0,1,1,1,1,1,0,0,0,0,1,0
185,10.6134544298117,0.299762638779596,CA,2023-02-07,0,1,1,0,1,0,0,0,1,0,0,0
186,5.81049119378976,0.244474313310109,CA,2023-02-08,0,1,1,1,1,1,0,0,0,0,0,1
187,6.67896000805688,0.250236980464055,CA,2023-02-09,1,1,1,1,1,0,1,0,0,0,0,0
188,7.07337040957446,0.2604741516034505,CA,2023-02-10,0,1,0,1,1,0,0,0,0,0,0,0
189,7.3427070275803,0.2908245377763485,CA,2023-02-11,0,0,1,0,1,0,0,0,0,0,1,0
190,6.30803628679596,0.1932481866142255,CA,2023-02-12,0,0,1,1,1,0,0,0,0,0,0,0
191,8.15135067397699,0.159643078513194,CA,2023-02-13,0,0,1,0,1,0,0,0,0,0,1,0
192,3.26812254676984,0.1552671935740725,CA,2023-02-14,1,1,1,0,1,1,0,0,0,1,0,1
193,13.9570967798896,0.222815484873954,CA,2023-02-15,0,1,0,0,0,0,0,0,0,0,0,0
194,13.1193856243004,0.226892492473453,CA,2023-02-16,0,1,1,0,1,0,0,0,0,0,0,0
195,5.00416778683921,0.2211058660792815,CA,2023-02-17,1,1,0,0,1,0,0,0,0,1,1,0
196,3.28147511787544,0.2078727550767575,CA,2023-02-18,0,1,1,0,1,0,0,0,0,0,1,0
197,2.32940337559271,0.1654478903321895,CA,2023-02-19,1,1,0,1,1,1,1,0,0,0,1,1
198,1.73399088075019,0.14314317741329,CA,2023-02-20,1,1,1,1,1,0,1,0,1,1,1,0
199,4.54691958507906,0.1857417212192355,CA,2023-02-21,1,0,1,0,1,0,1,0,0,0,0,0
200,5.92290499550322,0.171625277132127,CA,2023-02-22,0,1,0,0,1,0,0,1,0,0,1,0
201,15.1854509423973,0.190792209767338,CA,2023-02-23,0,0,1,0,0,0,0,0,0,0,0,0
202,4.34966291891826,0.119081423295466,CA,2023-02-24,0,1,1,1,1,0,0,0,0,0,1,0
203,9.50932749764195,0.2494967844974625,CA,2023-02-25,0,0,1,0,1,0,0,0,0,0,1,0
204,2.44969840252624,0.149481445519382,CA,2023-02-26,1,0,0,0,1,1,1,0,0,0,1,1
205,12.7883687716259,0.200477499121308,CA,2023-02-27,1,0,1,0,1,0,1,0,0,0,0,0
206,12.8671903005899,0.178142997159076,CA,2023-02-28,1,0,1,0,1,0,1,0,1,0,0,0
207,16.1974701895102,0.1619529864634645,CA,2023-03-01,1,0,0,0,1,0,1,0,0,0,0,0
208,12.7201093336128,0.1437209193911905,CA,2023-03-02,1,0,1,0,1,0,1,1,0,0,0,0
209,16.7867274112287,0.160774967380858,CA,2023-03-03,0,0,0,0,1,0,0,0,0,0,1,0
210,9.50472581085189,0.1349854881496625,CA,2023-03-04,0,1,0,0,1,0,0,0,0,0,0,0
211,NA,NA,CO,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.21646961590865,0.2245303624539225,CO,2023-01-23,1,1,1,0,1,1,1,0,1,0,1,1
213,1.21112384788755,0.3927529219878935,CO,2023-01-24,1,1,1,0,1,0,1,0,1,0,1,0
214,2.02729476151888,0.287659002381085,CO,2023-01-25,0,0,0,1,1,1,0,0,0,1,1,0
215,1.06044700121857,0.358663876941719,CO,2023-01-26,1,1,1,1,1,0,0,0,1,0,1,0
216,0.969317107293507,0.244290504653458,CO,2023-01-27,0,1,1,1,1,1,0,0,1,0,1,1
217,0.753644716042296,0.1864684124181585,CO,2023-01-28,1,1,1,1,1,1,1,0,0,0,1,1
218,0.353955605125776,0.286254390858068,CO,2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
219,1.74557584295058,0.1251814672165575,CO,2023-01-30,1,0,1,0,1,1,1,0,1,0,1,1
220,3.15291126329608,0.077313518802326,CO,2023-01-31,1,0,1,0,1,1,1,0,1,0,1,1
221,0.816832691484631,0.1583109399401245,CO,2023-02-01,1,1,1,1,1,1,1,0,1,0,1,1
222,2.47524859409854,0.3599693652811555,CO,2023-02-02,1,1,1,0,1,0,1,0,1,0,1,0
223,0.968544032103971,0.1806224728902685,CO,2023-02-03,1,1,0,1,1,1,1,0,0,0,1,1
224,1.1223293821017,0.3342387093414965,CO,2023-02-04,1,0,1,0,1,1,1,0,1,0,1,1
225,0.501815716149652,0.0390318192222345,CO,2023-02-05,1,1,1,1,1,1,1,0,1,0,1,1
226,0.950451135542478,0.192548106225253,CO,2023-02-06,0,1,1,1,1,1,0,0,1,0,1,1
227,1.05735455636931,0.194367777195869,CO,2023-02-07,1,1,1,1,1,1,1,0,1,0,1,1
228,2.16716787506809,0.2754425185226495,CO,2023-02-08,1,1,1,0,0,1,1,1,1,0,0,1
229,0.0262118543676552,0.0215166196159912,CO,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
230,0.365473614634985,0.140153934032887,CO,2023-02-10,1,1,1,1,1,1,1,0,1,1,0,1
231,0.560327543548176,0.2034190574785775,CO,2023-02-11,1,1,1,1,1,1,1,0,1,0,1,1
232,0.182535746840756,0.0134628893653523,CO,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
233,1.51270137593106,0.1872985247048925,CO,2023-02-13,0,1,0,1,1,1,0,0,0,0,1,1
234,0.344383798808826,0.0990770900393465,CO,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.539255327153693,0.144826123898501,CO,2023-02-15,1,1,1,1,1,1,1,1,0,0,1,1
236,0.946436554574876,0.1090886155287405,CO,2023-02-16,1,1,1,1,0,1,1,0,1,0,0,1
237,1.37567241662689,0.201634162402867,CO,2023-02-17,0,1,1,0,1,1,0,0,1,1,1,1
238,0.547274935909741,0.1124213666471265,CO,2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
239,0.871260085729447,0.221846574572364,CO,2023-02-19,1,0,1,0,1,1,1,0,1,0,1,1
240,1.41940341664387,0.150409386862348,CO,2023-02-20,1,0,1,0,1,1,1,0,1,0,1,1
241,0.385533724640247,0.058705135565028,CO,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
242,1.09577740441102,0.1594831225080375,CO,2023-02-22,1,1,0,1,1,1,1,1,0,0,1,1
243,0.0756692770473467,0.002170292989597855,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
244,0.1412704604234,0.00182873862409482,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
245,0.0252809065138365,0.00154007787671307,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
246,0.0253030961631484,0.001296334672613695,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
247,0.618193534350394,0.0633978392687075,CO,2023-02-27,1,1,1,1,1,1,1,0,1,0,1,1
248,2.61682394298787,0.1682655553363555,CO,2023-02-28,1,0,0,0,1,1,1,0,0,0,1,1
249,0.169911153072442,7.7120710496899e-4,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
250,0.0380499856349132,6.48188232188335e-4,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
251,0.0124019160232248,5.44650624290485e-4,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
252,1.32834592966054,0.3258830153892245,CO,2023-03-04,1,1,1,0,1,0,1,1,1,0,1,0
253,2.27084944118798,0.201872049776368,CT,2023-01-22,0,0,1,0,1,1,0,0,1,0,1,1
254,0.766532615807205,0.055192673967522,CT,2023-01-23,1,1,1,1,1,1,1,0,1,0,0,1
255,0.980756457446033,0.186882598485799,CT,2023-01-24,1,1,1,1,0,1,1,1,1,0,0,1
256,0.329308179015297,0.099211668013324,CT,2023-01-25,1,1,1,1,1,1,1,0,1,0,1,1
257,1.19314150888722,0.060627226990484,CT,2023-01-26,1,1,1,1,0,1,1,1,1,0,0,1
258,0.347623751071905,0.0764983040649995,CT,2023-01-27,1,1,1,1,1,1,0,1,1,0,1,1
259,0.219717230194545,0.0060758361878075,CT,2023-01-28,1,1,1,1,1,1,1,0,1,0,1,1
260,1.66793481842283,0.2496185483375735,CT,2023-01-29,1,0,1,0,1,1,1,0,0,0,1,1
