...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,recombinant_50_CI,X24G_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,recombinant_95_CI,X24G_95_CI,X24D_95_CI,other_95_CI
41,0.293135683894083,0.184649025015397,AK,2024-08-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.46473137969756,0.318602395944905,AL,2024-07-09,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.595926967770014,0.399074306386182,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
53,0.528495751928925,0.341294541935968,AL,2024-07-17,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.518708078835776,0.326334413064052,AL,2024-07-24,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.576406860790781,0.3832588903120875,AL,2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.802930059588418,0.564690995583515,AL,2024-08-02,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
70,0.616855433370442,0.43439303767766,AL,2024-08-03,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1.00498354458993,0.525999241003215,AL,2024-08-08,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.25245442602512,0.458432520911733,AL,2024-08-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.903596029468847,0.645780185839885,AL,2024-08-15,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.464948023088922,0.2768686630411945,AR,2024-07-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
87,0.554726924517364,0.4364412837350295,AR,2024-07-09,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
88,0.550722083841915,0.43673157157163,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.466648176511472,0.366513466263613,AR,2024-07-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.62677945091072,0.4737002265012885,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.125955103476,0.4233906024003415,AR,2024-07-22,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
101,0.483416690564517,0.3659067129000025,AR,2024-07-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
102,1.23046430671993,0.440915763825786,AR,2024-07-24,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.626159120244398,0.4682676841174205,AR,2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.90940945219598,0.480175043183528,AR,2024-07-29,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
108,0.643239524936875,0.4845786168274935,AR,2024-07-30,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.761000946775513,0.4742196773069875,AR,2024-08-05,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
115,0.676570093391965,0.3739304962589145,AR,2024-08-06,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
116,0.545725030838063,0.4164315804671855,AR,2024-08-07,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.72759210270947,0.354140569837415,AR,2024-08-09,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.44303559763433,0.53531967557484506,AR,2024-08-12,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
122,4.3025151290754,0.4341964018145965,AR,2024-08-13,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.598207642676763,0.3528740066882275,AR,2024-08-15,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.904222415453158,0.377778993585905,AZ,2024-07-07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
128,8.14098183303177,0.4009362113713015,AZ,2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
129,3.92745153826126,0.370298197978515,AZ,2024-07-09,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
130,2.76632376901525,0.3926024167996775,AZ,2024-07-10,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
131,0.77726575397253,0.3967138045764545,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
132,0.73679194054905806,0.398644228980413,AZ,2024-07-12,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.03475945341987,0.506712248282065,AZ,2024-07-14,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
135,2.03210976349384,0.3961079185729145,AZ,2024-07-15,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
136,2.32203704577359,0.4064761310581815,AZ,2024-07-16,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
137,3.519549892656,0.402477977786242,AZ,2024-07-17,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
138,5.08586978320624,0.472989651092121,AZ,2024-07-18,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
139,1.07155240261413,0.4610926226500145,AZ,2024-07-19,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
140,1.26798209675854,0.413139886352915,AZ,2024-07-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
141,4.09188251706113,0.500779664467615,AZ,2024-07-21,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
142,4.38722460761564,0.411020657099613,AZ,2024-07-22,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
143,2.01980320437219,0.4132672373646225,AZ,2024-07-23,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
144,5.70891817017233,0.467025444883517,AZ,2024-07-24,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
145,1.29643770776348,0.404680685385188,AZ,2024-07-25,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
146,1.41650837062868,0.4390889549338085,AZ,2024-07-26,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
147,2.46792274339153,0.52990695061022,AZ,2024-07-27,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
148,2.35472312979398,0.4260015506173735,AZ,2024-07-28,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
149,5.07288088241024,0.437982611955711,AZ,2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
150,2.21947209989407,0.447761099518015,AZ,2024-07-30,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
151,1.31003638616615,0.344900229068378,AZ,2024-07-31,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
152,0.567654437030199,0.272516408289977,AZ,2024-08-01,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
153,0.772802488143068,0.527726279949735,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,2.1491183092661,0.394899588791571,AZ,2024-08-03,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
155,2.32278871508092,0.50705977268703,AZ,2024-08-04,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
156,5.23099834376072,0.4950726845238965,AZ,2024-08-05,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1
157,6.52581402960989,0.439272426740561,AZ,2024-08-06,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
158,7.74109463703586,0.449764518508488,AZ,2024-08-07,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
159,1.31245699005322,0.3959022844247145,AZ,2024-08-08,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
160,2.10325112131984,0.3914624976831345,AZ,2024-08-09,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
161,1.33869063376347,0.4712076778539375,AZ,2024-08-10,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
162,1.48661793412189,0.437689980221908,AZ,2024-08-11,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
163,1.4138618066277,0.383400643357299,AZ,2024-08-12,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
164,6.32771948619152,0.425797449313193,AZ,2024-08-13,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
165,3.22983551435088,0.505711081497035,AZ,2024-08-14,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
166,3.66787902616248,0.498278331962914,AZ,2024-08-15,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
167,2.53868848424721,0.53809750244115,AZ,2024-08-16,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
168,1.74217979850278,0.415775250850676,AZ,2024-08-17,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
169,6.59261049150107,0.3880505515674205,CA,2024-07-07,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
170,8.21663878861516,0.40493005017047,CA,2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
171,13.9945516640722,0.408586045902235,CA,2024-07-09,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
172,8.34223399378864,0.4094374204906615,CA,2024-07-10,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
173,9.67868893635537,0.411144264582939,CA,2024-07-11,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
174,9.84106951130553,0.401084570421734,CA,2024-07-12,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
175,4.47387066828112,0.408196241797559,CA,2024-07-13,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
176,10.7157145264953,0.402306690494865,CA,2024-07-14,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
177,10.0283704747705,0.408511521908102,CA,2024-07-15,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
178,16.0981076849872,0.421919050943697,CA,2024-07-16,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
179,5.9929896915677,0.4078611420185315,CA,2024-07-17,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
180,7.62253270026833,0.3960504633615065,CA,2024-07-18,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
181,4.11601716427463,0.410805503504002,CA,2024-07-19,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
182,4.60527744546827,0.401755231627952,CA,2024-07-20,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
183,12.457877116863,0.429735962469664,CA,2024-07-21,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
184,16.0913049853826,0.4152756601411635,CA,2024-07-22,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
185,12.6002008997034,0.418739690595741,CA,2024-07-23,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
186,14.3297669922,0.434768534557907,CA,2024-07-24,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
187,10.0222416440884,0.4248487688143665,CA,2024-07-25,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
188,12.2453060297714,0.4406149114990205,CA,2024-07-26,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
189,7.80524321463947,0.423143309242961,CA,2024-07-27,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
190,3.57268027989635,0.3812188977819025,CA,2024-07-28,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
191,11.0869612697401,0.444988698243572,CA,2024-07-29,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1
192,12.6567581500434,0.43099694696945,CA,2024-07-30,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
193,7.64122252973611,0.413962554056947,CA,2024-07-31,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
194,11.5160184583017,0.419899314138959,CA,2024-08-01,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
195,8.56658104838285,0.4291570700850045,CA,2024-08-02,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
196,3.98325545073734,0.4001336093378,CA,2024-08-03,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
197,16.4260843996894,0.433793333144423,CA,2024-08-04,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
198,33.408660977238704,0.453999411009583,CA,2024-08-05,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
199,16.4557096326308,0.439387150907154,CA,2024-08-06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
200,18.6681796180289,0.448070636191438,CA,2024-08-07,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
201,10.9030516774304,0.4391967373959845,CA,2024-08-08,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
202,15.4410507384888,0.4303223208720305,CA,2024-08-09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
203,18.2940445277491,0.479032645271552,CA,2024-08-10,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
204,18.7760892538459,0.4829021000924675,CA,2024-08-11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
205,23.4534728709955,0.4663829354509995,CA,2024-08-12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
206,16.0106717474526,0.4891982120571215,CA,2024-08-13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
207,10.8509444125383,0.434235809032393,CA,2024-08-14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,19.2158115856772,0.489645754428536,CA,2024-08-15,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
209,7.76003756733408,0.500957230570125,CA,2024-08-16,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
210,10.691892055314,0.4898209452236745,CA,2024-08-17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.431549064620937,0.3345494436859235,CO,2024-07-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.417568969583111,0.331910010775174,CO,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.710805860312341,0.3903919361154895,CO,2024-07-11,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
216,0.584055380309911,0.437824907212223,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
