...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.11251351743882,0.239265997424542,AK,2022-07-17,1,1,1,1,1,1,0,0,1,1
2,2.02591159289047,0.0580122146281135,AK,2022-07-18,1,1,0,1,1,1,1,0,0,1
3,2.55288559791811,0.02462044354070535,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
4,0.65946170184315,0.145091926127561,AK,2022-07-20,1,1,1,1,1,1,1,0,0,1
5,0.74244569831878,0.141636681799987,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
6,0.719044595653977,0.1010583418654215,AK,2022-07-22,1,1,1,1,1,1,0,0,0,1
7,0.53597836820036,0.018629092225978,AK,2022-07-23,1,1,1,1,1,1,1,1,1,1
8,0.40362078871769,0.0920081027576065,AK,2022-07-24,1,1,1,1,1,1,1,1,1,1
9,1.38387237857613,0.203066527427202,AK,2022-07-25,0,1,0,1,1,0,0,1,1,1
10,1.6608315786369101,0.0593492331516875,AK,2022-07-26,1,0,1,1,1,1,0,0,1,1
11,1.015436088276,0.04766001874581985,AK,2022-07-27,1,1,1,1,1,1,0,0,1,1
12,1.3476770667181,0.1034814908334665,AK,2022-07-28,0,0,1,1,1,0,0,0,0,1
13,0.964840308170038,0.116146225380558,AK,2022-07-29,1,1,1,1,0,1,1,0,1,0
14,0.72893237112953,0.1030101317455,AK,2022-07-30,1,1,1,1,1,1,0,0,0,1
15,1.28119064579318,0.01104323705653185,AK,2022-07-31,1,1,0,1,1,1,1,1,1,1
16,1.37363585069335,0.10081704088105,AK,2022-08-01,1,1,1,0,1,0,0,1,0,1
17,0.37848489473066,0.071740575732498,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
18,0.337366199847605,0.0091689387680774,AK,2022-08-03,1,1,1,1,1,1,0,0,1,1
19,1.16405782852204,0.157148562466349,AK,2022-08-04,1,0,0,1,1,1,0,0,1,1
20,2.03312473955775,0.172540305694174,AK,2022-08-05,1,0,0,1,1,1,0,0,0,1
21,0.267683566977053,0.0076469450777668,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
22,0.221905886517474,0.00720438433842875,AK,2022-08-07,1,1,1,1,1,1,1,1,1,1
23,0.785090847429924,0.0948741004418405,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
24,1.1324854486809,0.0878267278567495,AK,2022-08-09,1,1,1,1,1,1,0,0,1,1
25,0.83549212670659,0.00603883151344305,AK,2022-08-10,1,1,1,1,1,1,0,0,1,1
26,0.687903838894354,0.147386569954853,AK,2022-08-11,1,1,1,1,1,1,1,1,1,1
27,0.190041160075499,0.00537812660007735,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
28,1.46810486590262,0.161139413877346,AK,2022-08-13,1,0,0,1,1,1,0,0,1,1
29,0.827294328736967,0.1772462281725175,AK,2022-08-14,1,0,0,1,1,1,0,0,1,1
