...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.789712610089477,0.3828364218318265,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
2,0.877370535639953,0.242781536436937,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
3,1.28377916758826,0.236452417436727,AK,2023-01-03,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
4,1.51839005820839,0.231274569912923,AK,2023-01-04,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
5,0.70598184350305,0.119655639899006,AK,2023-01-05,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
6,0.831953653206385,0.307278839895165,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
7,0.413040783147793,0.279455235688324,AK,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
8,0.172332189633771,0.1470051867504485,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.80024656998732,0.304437106443546,AK,2023-01-09,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10,1.0678599127308,0.2021847180210435,AK,2023-01-10,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
11,1.49089144701236,0.3419809338434085,AK,2023-01-11,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1
12,1.39599941738306,0.197892666714265,AK,2023-01-12,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
13,0.72252555508698,0.2422898473056215,AK,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
14,0.27519265135051,0.229588017596797,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
15,0.281143789300969,0.246920837004516,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.717503349361089,0.2594322094158025,AK,2023-01-16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
17,2.3787842357111,0.3020564385795045,AK,2023-01-17,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
18,2.29817167136726,0.339570704143146,AK,2023-01-18,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
19,0.465928392574161,0.234538116219877,AK,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,2.40915482435204,0.3077717861263155,AK,2023-01-20,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
21,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.248992574667666,0.2670029018529405,AK,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.05706808683445,0.412914943888453,AK,2023-01-23,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
24,3.35405073446793,0.4328334902298875,AK,2023-01-24,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
25,2.49897190191537,0.443583351343772,AK,2023-01-25,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
26,4.9817552961026,0.438800924507277,AK,2023-01-26,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
27,0.967914795445668,0.337290916012667,AK,2023-01-27,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
28,0.62473106138269,0.527456256919275,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.964935238835874,0.3892612720126595,AK,2023-01-29,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
30,2.19421518101576,0.572147025186155,AK,2023-01-30,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
31,0.999106717704388,0.2850537093633645,AK,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
32,0.320922060351471,0.04722037894842375,AK,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,1.09335818636334,0.239738613993005,AK,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
34,1.04153711616457,0.3886439986922525,AK,2023-02-03,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
35,2.30828198921019,0.399824028642045,AK,2023-02-04,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
36,0.375002082312842,0.0282077109643462,AK,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,1.42154626970899,0.073801799076279,AK,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.948670085723036,0.2776534154199385,AK,2023-02-07,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
39,1.40631347198659,0.306793147252453,AK,2023-02-08,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
40,0.676978880060288,0.38937799854085,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
41,0.780798151917089,0.01418708396624875,AK,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0.382027650077291,0.142250688041934,AK,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
43,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.29178429109569,0.228725800957982,AL,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,1.92708254353009,0.2428709901151835,AL,2023-01-03,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
46,1.93548405012908,0.35136916288388,AL,2023-01-04,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1
47,1.27344661210352,0.241884405652278,AL,2023-01-05,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
48,1.57737935736989,0.3866673686585625,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
49,2.16972998840446,0.4401488087183835,AL,2023-01-07,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
50,1.45639793208655,0.67135565899549,AL,2023-01-08,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
51,0.936616012931113,0.2950088076930425,AL,2023-01-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
52,0.881263549266743,0.238942342224694,AL,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
53,0.412320138444025,0.2893317249124095,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
54,0.922604568567537,0.4119404548844445,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
55,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1.59815267217219,0.2909535005069765,AL,2023-01-18,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
61,0.285423256108058,0.2160767494357255,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.29298963807897,0.2327134564939695,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
