...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
28,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1.70174862019923,0.3115243907443375,AK,2022-10-10,1,0,0,0,1,1,1,0,0,0,1,1
31,0.00787774935463462,0.00347914100305118,AK,2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.0731602035840915,0.0097277120474541,AK,2022-10-18,1,1,1,1,1,1,1,1,1,1,1,1
39,0.0277376352354806,0.01134463688459095,AK,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.356789018429742,0.161605370361578,AL,2022-09-11,1,1,1,1,1,1,1,0,0,1,1,1
44,0.645582300286471,0.1768031970185975,AL,2022-09-12,1,1,1,1,1,1,1,0,0,1,1,1
45,0.471418434329891,0.0872997377631455,AL,2022-09-13,1,1,1,1,1,1,1,1,1,1,1,1
46,0.721760121070922,0.196008677744474,AL,2022-09-14,1,1,1,1,1,1,1,0,0,1,1,1
47,0.720624103796781,0.02479453290891175,AL,2022-09-15,1,1,1,1,1,1,1,0,0,1,1,1
48,0.419297040072043,0.1962929924222095,AL,2022-09-16,1,1,1,1,1,1,1,0,0,1,1,1
49,0.437516028801187,0.196430843030799,AL,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
50,0.0321182465958765,0.02416664862005645,AL,2022-09-18,1,1,1,1,1,1,1,1,1,1,1,1
51,0.566950864527189,0.254268685323542,AL,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,1
52,0.335062209065778,0.0238064872422133,AL,2022-09-20,1,1,1,1,1,1,1,0,0,1,1,1
53,0.310944634624088,0.1226754370510315,AL,2022-09-21,1,1,1,1,1,1,1,1,1,1,1,1
54,0.369169165737704,0.1623530885350285,AL,2022-09-22,1,1,1,1,1,1,1,0,0,1,1,1
55,1.96333562872464,0.284083948421927,AL,2022-09-23,1,0,0,1,1,1,1,0,0,1,1,1
56,0.198039465359756,0.02326188880639085,AL,2022-09-24,1,1,1,1,1,1,1,1,1,1,1,1
57,0.458089385676862,0.1973942705131485,AL,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
58,0.441601473263914,0.197493755945246,AL,2022-09-26,1,1,1,1,1,1,1,0,0,1,1,1
59,0.568781259378024,0.255766173240542,AL,2022-09-27,1,1,1,1,1,1,1,1,1,1,1,1
60,0.426999058397879,0.0230346425849141,AL,2022-09-28,1,1,1,1,1,1,1,0,0,1,1,1
61,0.582403642374926,0.256002212876549,AL,2022-09-29,1,1,1,1,1,1,1,0,0,1,1,1
62,0.101877105638827,0.0230874020784803,AL,2022-09-30,1,1,1,1,1,1,1,1,1,1,1,1
63,1.29986735998799,0.302773989080504,AL,2022-10-01,1,0,0,1,1,1,1,0,0,1,1,1
64,0.20496093370079,0.02328936822517265,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
65,0.0308054887080258,0.02345859237054995,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.11029142668368799,0.02396517212673565,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.126273793979034,0.0252726668445325,AL,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
71,0.245665567551883,0.025898136168995,AL,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
72,0.14769667020088,0.02664154318516475,AL,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
73,0.255853951859413,0.0275198442109158,AL,2022-10-11,1,1,1,1,1,1,1,0,0,1,1,1
74,1.60995332884992,0.3896855465798265,AL,2022-10-12,1,1,0,1,0,1,1,0,0,1,0,1
75,0.51707786557419,0.165753408042042,AL,2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
76,0.499050143036277,0.03117123271102245,AL,2022-10-14,1,1,1,1,1,1,1,1,0,1,0,1
77,0.0617959989987195,0.0328105368773836,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
78,0.923345998557372,0.1873091930639995,AL,2022-10-16,1,1,1,0,1,1,1,1,0,0,1,1
79,0.938616638275659,0.414588064286485,AL,2022-10-17,1,1,1,0,1,1,1,1,1,1,1,1
80,0.0844338953077017,0.0394369503241169,AL,2022-10-18,1,1,1,1,1,1,1,1,0,1,0,1
81,0.264850131808308,0.04234453990105645,AL,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
82,0.0962650786861634,0.04567557349154695,AL,2022-10-20,1,1,1,1,1,1,1,1,0,1,0,1
83,0.102426439481103,0.0494800190856605,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
84,0.123030314853007,0.053811259903799,AL,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
85,0.481079750249443,0.0634693556501055,AR,2022-09-11,1,1,1,1,1,1,1,0,0,0,1,1
86,2.87747371392514,0.157125215064104,AR,2022-09-12,1,0,0,1,1,1,1,0,0,1,0,1
87,0.988459957398664,0.104263387279056,AR,2022-09-13,1,1,1,1,1,0,1,0,0,1,1,0
88,1.91785660940033,0.04920212335757135,AR,2022-09-14,1,0,1,1,1,0,1,0,0,1,0,0
89,0.998416810459289,0.1431555739083655,AR,2022-09-15,1,1,1,1,1,1,1,0,0,1,1,1
90,1.07696727551525,0.1346891849996565,AR,2022-09-16,1,1,1,1,1,0,1,0,0,1,1,0
91,1.08946364324738,0.3079872917714065,AR,2022-09-17,0,1,1,1,1,1,0,0,0,1,1,1
92,1.04065401399929,0.1873736212094825,AR,2022-09-18,1,0,1,1,1,1,1,0,1,0,1,1
93,1.45686663542937,0.117794096821513,AR,2022-09-19,1,1,1,0,1,0,1,0,0,0,0,0
94,0.611053913974444,0.0797147386596385,AR,2022-09-20,1,1,1,1,1,1,1,0,0,1,0,1
95,1.78901436601407,0.1193359712148845,AR,2022-09-21,0,1,1,1,1,1,0,0,1,1,1,1
96,0.538757140299444,0.0636479111725765,AR,2022-09-22,1,1,1,1,1,1,1,0,0,1,1,1
97,0.578861378314823,0.209213490426247,AR,2022-09-23,1,1,1,1,1,1,1,1,1,1,1,1
98,0.0210882434890316,0.01089032939966365,AR,2022-09-24,1,1,1,1,1,1,1,0,0,1,1,1
99,0.0636432888899151,0.01101980093484475,AR,2022-09-25,1,1,1,1,1,1,1,0,0,1,0,1
100,1.4888661346012,0.06321674748444,AR,2022-09-26,0,0,1,1,1,1,0,0,0,0,0,1
101,0.510183615510407,0.06776286509168,AR,2022-09-27,1,1,1,1,1,1,1,0,0,1,1,1
102,0.581088013383356,0.094548872924262,AR,2022-09-28,1,1,1,1,1,1,1,0,0,1,1,1
103,1.32008223868331,0.01179907141764805,AR,2022-09-29,1,1,0,1,1,1,1,0,0,1,0,1
104,1.16692911313135,0.2364027575850635,AR,2022-09-30,1,0,0,1,1,1,1,0,0,1,1,1
105,0.0763490122306876,0.0124098683141858,AR,2022-10-01,1,1,1,1,1,1,1,0,0,1,1,1
106,0.320153149038207,0.0127927735744158,AR,2022-10-02,1,1,1,1,1,1,1,0,0,1,1,1
107,1.28967063050457,0.180052150968788,AR,2022-10-03,1,0,1,1,1,1,1,0,0,1,0,1
108,0.739759548809084,0.192063009511014,AR,2022-10-04,1,1,1,1,1,1,1,1,1,1,1,1
109,2.89488869046926,0.0143656407252973,AR,2022-10-05,1,0,0,1,1,1,1,0,0,0,0,1
110,0.399067231831874,0.0150734605822994,AR,2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
111,1.75385602391744,0.1925243762923845,AR,2022-10-07,1,1,1,1,1,0,1,0,0,1,1,0
112,0.456607888754321,0.1437155257596645,AR,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
113,0.202212518946652,0.01799303904172515,AR,2022-10-09,1,1,1,1,1,1,1,1,0,1,0,1
114,0.791402309069471,0.01931124828021125,AR,2022-10-10,1,1,1,1,1,1,1,0,0,1,0,1
115,1.39565348125762,0.103691534232227,AR,2022-10-11,1,1,1,1,0,1,1,1,0,1,0,1
116,0.524375196373595,0.1705121924596355,AR,2022-10-12,1,1,1,1,1,1,1,0,0,1,1,1
117,0.566959862573222,0.146827906845313,AR,2022-10-13,1,1,1,1,1,1,1,1,0,1,0,1
118,0.594535500183329,0.208442349410857,AR,2022-10-14,1,1,1,1,1,1,1,1,0,1,0,1
119,0.663820361686445,0.26898509917947,AR,2022-10-15,1,0,1,1,1,1,1,0,1,1,0,1
120,0.638186529159988,0.2103562655535415,AR,2022-10-16,1,1,1,1,1,1,1,0,1,1,0,1
121,1.02794756709545,0.2409987716223995,AR,2022-10-17,1,0,1,1,1,1,1,0,1,1,0,1
122,2.02830171075494,0.110426888620601,AR,2022-10-18,1,1,0,0,0,1,1,1,0,0,0,1
123,0.782154015123366,0.3851489948370275,AR,2022-10-19,1,0,1,1,1,1,1,1,1,1,1,1
124,0.752540751932459,0.2189594043535955,AR,2022-10-20,1,1,1,1,1,1,1,0,1,1,0,1
125,1.47757956003416,0.538946575962985,AR,2022-10-21,0,1,1,0,1,1,0,1,0,0,0,1
126,0.618479789976346,0.067507385943143,AR,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
127,0.361236542152982,0.0587295840861265,AZ,2022-09-11,1,1,1,1,1,1,1,1,1,1,1,1
128,1.79154166861117,0.1046139488636515,AZ,2022-09-12,1,1,1,0,1,1,1,0,0,0,1,1
129,0.867333743571037,0.1094609810341325,AZ,2022-09-13,1,1,1,1,0,1,1,0,0,1,0,1
130,3.21542743485012,0.208943363759779,AZ,2022-09-14,1,0,0,1,1,1,1,0,0,1,1,1
131,1.05051979900537,0.120430786287499,AZ,2022-09-15,1,0,1,1,1,1,1,0,0,1,1,1
132,0.556823356701378,0.004348550178191945,AZ,2022-09-16,1,1,1,1,1,1,1,0,0,1,1,1
133,0.853443922332005,0.1232593687221885,AZ,2022-09-17,1,1,1,1,0,1,1,0,0,1,0,1
134,0.78608385954496,0.0870439860378435,AZ,2022-09-18,1,1,1,1,0,1,1,0,1,1,0,1
135,2.56715592821431,0.13067279664719,AZ,2022-09-19,1,0,0,1,1,1,1,0,0,0,1,1
136,0.752351005438272,0.064728152383969,AZ,2022-09-20,1,1,1,1,1,1,1,1,0,1,0,1
137,3.48952086674852,0.2048376776409185,AZ,2022-09-21,1,0,0,0,1,1,1,0,0,1,1,1
138,1.03623333773275,0.106324308642615,AZ,2022-09-22,1,1,1,1,1,1,1,0,1,1,0,1
139,1.10526728050845,0.004610077526604225,AZ,2022-09-23,1,1,0,1,1,1,1,0,0,1,1,1
140,0.201331117024319,0.004754420277111835,AZ,2022-09-24,1,1,1,1,1,1,1,1,0,1,0,1
141,0.953697060917343,0.0967556522456275,AZ,2022-09-25,1,0,1,1,1,1,1,0,0,0,1,1
142,1.42642757125994,0.0825339962861545,AZ,2022-09-26,1,1,1,1,1,0,1,0,0,0,0,0
143,2.17248465607451,0.1046999994634555,AZ,2022-09-27,1,1,1,0,1,1,1,0,1,0,1,1
144,1.3360520763001,0.1155362326371815,AZ,2022-09-28,1,1,1,0,1,1,1,0,0,0,1,1
145,1.44390927432236,0.154336143278319,AZ,2022-09-29,0,1,1,0,1,1,0,1,0,0,0,1
146,0.68511790717522,0.00665963273619855,AZ,2022-09-30,1,1,1,1,1,1,1,1,1,1,1,1
147,0.730464523214938,0.0687038143379185,AZ,2022-10-01,1,1,1,1,1,1,1,0,0,1,1,1
148,2.96935433693523,0.289872578315538,AZ,2022-10-02,1,0,0,1,0,1,1,0,0,1,0,1
149,2.86002857942665,0.1750090102912485,AZ,2022-10-03,1,0,0,0,1,1,1,0,0,0,0,1
150,2.05872963650477,0.186741044302429,AZ,2022-10-04,1,0,1,1,1,1,1,0,1,0,0,1
151,1.77722205278917,0.0841971645249585,AZ,2022-10-05,1,0,1,1,0,1,1,1,0,1,0,1
152,1.49586194100603,0.116954545883341,AZ,2022-10-06,1,0,1,1,0,1,1,0,0,1,0,1
153,1.2546427044833,0.1357451189985495,AZ,2022-10-07,1,0,1,1,1,1,1,0,0,0,0,1
154,2.14532985251385,0.332864898235691,AZ,2022-10-08,1,0,0,1,1,1,1,0,0,1,0,1
155,0.382964017019919,0.123720264911808,AZ,2022-10-09,1,1,1,1,1,1,1,1,0,1,0,1
156,2.09576609055078,0.154300713784932,AZ,2022-10-10,1,1,1,1,1,0,1,0,0,0,0,0
157,2.16421857537325,0.0728561554910625,AZ,2022-10-11,1,1,0,1,0,1,1,1,0,1,0,1
158,0.988981764777228,0.1846826509291685,AZ,2022-10-12,1,1,1,1,1,1,1,1,0,0,0,1
159,1.17366726717267,0.2154084188342915,AZ,2022-10-13,1,1,1,1,1,1,1,0,0,1,0,1
160,1.00605228166379,0.1702427721185115,AZ,2022-10-14,1,1,1,1,1,1,1,0,1,1,0,1
161,1.13675079419989,0.0999091604564615,AZ,2022-10-15,1,1,0,1,1,1,1,1,0,1,0,1
162,0.763416059537763,0.150305714311268,AZ,2022-10-16,1,1,1,1,1,1,1,1,0,1,0,1
163,7.17367058180463,0.123781372108964,AZ,2022-10-17,1,1,0,1,0,1,1,0,0,1,0,1
164,1.38585559384514,0.2139947820786545,AZ,2022-10-18,1,1,1,1,1,1,1,1,0,1,0,1
165,1.82873045853217,0.2670535163709175,AZ,2022-10-19,1,1,1,1,1,0,1,1,0,0,0,0
166,1.35876107659699,0.243386028629733,AZ,2022-10-20,1,1,1,1,1,1,1,1,0,0,1,1
167,2.4011170054317,0.149973830891505,AZ,2022-10-21,1,1,0,1,0,1,1,1,0,0,0,1
168,0.26099422959891,0.2861711635466085,AZ,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
169,9.67725462930043,0.106292125804471,CA,2022-09-11,1,0,0,1,0,0,1,0,0,0,0,0
170,6.04501021709579,0.0777814300404255,CA,2022-09-12,0,1,1,1,1,0,0,0,0,0,1,0
171,9.56446615617701,0.092149039131998,CA,2022-09-13,1,0,0,1,1,1,1,0,0,0,0,1
172,3.51622867783095,0.089997900638934,CA,2022-09-14,0,1,1,1,0,0,0,0,0,0,0,0
173,5.49840954264833,0.0936943024329425,CA,2022-09-15,0,0,0,1,1,1,0,0,0,0,1,1
174,3.66154290401307,0.0809693333406435,CA,2022-09-16,0,1,1,1,1,1,0,0,0,0,1,1
175,10.6703546275288,0.109380268085243,CA,2022-09-17,0,0,0,1,1,1,0,0,0,0,1,1
176,5.47718999755886,0.0931690382974055,CA,2022-09-18,0,1,0,0,1,1,0,0,0,0,0,1
177,6.44522358422892,0.0870985077951805,CA,2022-09-19,0,1,0,1,1,0,0,0,0,0,0,0
178,3.36566130976362,0.0706755035482505,CA,2022-09-20,1,0,1,1,0,1,1,0,0,0,1,1
179,6.88321600624269,0.1163944812884555,CA,2022-09-21,0,0,0,1,1,1,0,0,0,0,0,1
180,1.80506179216139,0.0773110370035495,CA,2022-09-22,1,1,1,1,1,0,1,0,0,0,0,0
181,3.59841188153557,0.0707590115357895,CA,2022-09-23,0,1,1,1,1,1,0,0,0,0,0,0
182,6.65698122840454,0.1202752024182405,CA,2022-09-24,0,1,0,1,0,1,0,0,0,0,0,1
183,7.13309898018233,0.1182004798300785,CA,2022-09-25,0,0,0,1,1,1,0,0,0,0,1,0
184,6.18933286596893,0.0913913194185895,CA,2022-09-26,0,1,1,1,1,0,0,0,0,0,0,1
185,7.97840121795962,0.1292883179885975,CA,2022-09-27,0,0,0,1,0,0,0,0,0,0,0,0
186,3.41992254733589,0.096448382960478,CA,2022-09-28,1,0,1,1,1,1,1,1,0,0,1,1
187,4.97447588724868,0.122847328390451,CA,2022-09-29,1,0,0,1,1,1,1,0,1,0,0,1
188,10.2052061545759,0.154501902953582,CA,2022-09-30,0,0,0,1,1,1,0,0,0,0,0,1
189,5.98855300136654,0.121721255743503,CA,2022-10-01,0,0,1,1,1,0,0,0,0,1,0,0
190,6.7165499493676,0.1450260780462955,CA,2022-10-02,0,0,0,1,1,1,0,0,0,1,0,1
191,12.9356186543136,0.1348941936877275,CA,2022-10-03,0,0,0,1,0,0,0,0,0,0,0,0
192,3.9816139951748,0.1355301991078195,CA,2022-10-04,0,1,1,1,1,0,0,0,0,0,0,0
193,7.09804457548503,0.1377450351736675,CA,2022-10-05,0,0,1,1,0,1,0,0,0,0,0,1
194,8.47408076727918,0.1751051193167535,CA,2022-10-06,0,0,0,1,0,1,0,0,0,0,0,1
195,5.04057719076208,0.1631947573369525,CA,2022-10-07,0,0,1,1,1,0,0,0,0,0,0,0
196,2.89590098529908,0.1452035150861845,CA,2022-10-08,0,1,1,1,1,1,0,1,1,0,0,1
197,4.9600315109096504,0.156574620368576,CA,2022-10-09,0,0,1,1,0,1,0,0,0,0,0,1
198,10.041662155516,0.137040399437427,CA,2022-10-10,0,0,1,0,0,0,0,0,0,0,0,0
199,5.47679246281889,0.185998767480061,CA,2022-10-11,0,0,1,1,1,0,0,0,0,0,0,0
200,11.0683788569018,0.2106031894644185,CA,2022-10-12,0,0,0,1,1,1,0,0,1,0,0,1
201,13.9133793172673,0.2100422888906335,CA,2022-10-13,0,0,1,1,0,1,0,0,0,1,0,1
202,6.39559509442215,0.2017069482602935,CA,2022-10-14,0,1,1,1,1,0,0,0,0,0,0,0
203,7.08264909635236,0.186074753379973,CA,2022-10-15,0,0,1,1,0,0,0,0,0,0,0,0
204,4.67398964989226,0.1937199149983635,CA,2022-10-16,0,0,1,0,1,0,0,0,0,0,0,0
205,12.873862290215,0.214136028998275,CA,2022-10-17,0,0,1,1,0,0,0,0,0,0,0,0
206,8.56434688097026,0.253609868205756,CA,2022-10-18,0,0,1,0,1,1,0,0,0,0,0,1
207,13.1433012752873,0.2612483738412725,CA,2022-10-19,0,0,1,1,1,0,0,0,0,0,0,0
208,10.3427604520987,0.2312650330089275,CA,2022-10-20,0,0,1,1,0,1,0,0,0,0,0,1
209,9.07324819037807,0.2042772069160685,CA,2022-10-21,0,1,0,1,0,0,0,0,0,0,0,0
210,5.35403332956939,0.2436260168748935,CA,2022-10-22,0,1,1,1,1,0,0,1,1,0,0,0
211,1.61449105993012,0.3015316927082385,CO,2022-09-11,1,1,0,0,1,1,1,0,0,0,1,1
212,1.76293076778932,0.1484661515603835,CO,2022-09-12,1,0,0,1,1,1,1,0,0,1,1,1
213,0.472783282530797,0.1006577228992105,CO,2022-09-13,1,1,1,1,1,1,1,1,1,1,1,1
214,0.957782199401568,0.0817991179038935,CO,2022-09-14,1,1,1,1,1,0,1,0,1,1,1,0
215,0.311484760051852,0.004562727640479,CO,2022-09-15,1,1,1,1,1,1,1,1,1,1,1,1
216,0.750206682694165,0.004489524519354505,CO,2022-09-16,1,1,1,1,1,1,1,1,1,1,1,1
217,0.389694861585211,0.0833783807183935,CO,2022-09-17,1,1,1,1,1,1,1,0,0,1,1,1
218,0.837925954855489,0.221756230549815,CO,2022-09-18,1,0,1,1,1,1,1,0,0,1,1,1
219,0.515745489933279,0.0405942671984536,CO,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,1
220,2.84418511968084,0.2278657303824595,CO,2022-09-20,1,0,0,1,0,1,1,0,0,1,0,1
221,1.65005747841625,0.170527732637572,CO,2022-09-21,1,0,0,1,0,1,1,0,0,1,0,1
222,1.4802578244017,0.178787443482294,CO,2022-09-22,1,0,0,1,1,1,1,0,0,1,1,1
223,0.792986654378718,0.0744842097245775,CO,2022-09-23,1,1,1,1,0,1,1,1,0,1,0,1
224,0.953934778861273,0.2954301648065465,CO,2022-09-24,1,0,0,1,1,1,1,1,1,1,1,1
225,0.687374041901627,0.149909683738528,CO,2022-09-25,1,1,1,1,1,1,1,0,0,1,1,1
226,0.885306676075891,0.115611698716025,CO,2022-09-26,1,1,1,1,0,1,1,0,0,1,0,1
227,0.457689423536461,0.004415842042175415,CO,2022-09-27,1,1,1,1,1,1,1,1,1,1,1,1
228,0.652370886247581,0.00450798292180341,CO,2022-09-28,1,1,1,1,1,1,1,0,0,1,1,1
229,0.555399322514254,0.04825927595264005,CO,2022-09-29,1,1,1,1,1,1,1,0,0,1,1,1
230,0.656692852045421,0.129332528484255,CO,2022-09-30,1,1,1,1,1,1,1,0,0,1,0,1
231,0.106643443052771,0.004954141937469905,CO,2022-10-01,1,1,1,1,1,1,1,0,0,1,1,1
232,0.109827899859165,0.0051735150039297,CO,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
233,0.559746957344362,0.0722222194198445,CO,2022-10-03,1,1,1,1,1,1,1,0,0,1,1,1
234,0.177227641104298,0.00575169495977945,CO,2022-10-04,1,1,1,1,1,1,1,1,1,1,1,1
235,0.616481841960356,0.1021622345111005,CO,2022-10-05,1,1,1,1,1,1,1,0,0,1,1,1
236,0.627819561303138,0.114305820845818,CO,2022-10-06,1,1,1,1,1,1,1,0,1,1,0,1
237,1.80584067442945,0.2957834639240135,CO,2022-10-07,1,1,0,0,1,1,1,0,0,0,0,1
238,0.830693313711508,0.221694979384188,CO,2022-10-08,1,0,1,1,1,1,1,0,0,1,1,1
239,1.69463193192928,0.5703973610405,CO,2022-10-09,1,0,0,1,0,1,1,0,0,1,0,1
240,3.21157816272614,0.2600049246541185,CO,2022-10-10,1,0,0,1,0,1,1,0,0,1,0,1
241,3.7238677995025,0.2780320064747885,CO,2022-10-11,1,0,0,0,1,1,1,0,0,1,0,1
242,0.847357197977472,0.134466830149745,CO,2022-10-12,1,1,1,0,1,1,1,0,1,0,1,1
243,1.47079063976105,0.280122741562432,CO,2022-10-13,1,0,0,1,1,1,1,0,0,1,0,1
244,1.4260630323578,0.260417078005701,CO,2022-10-14,0,1,1,1,1,1,0,0,0,1,1,1
245,1.23543374992921,0.318717078702443,CO,2022-10-15,1,1,0,1,0,1,1,1,0,1,0,1
246,0.991724255073725,0.159162593368428,CO,2022-10-16,0,1,1,1,1,1,0,1,0,1,1,1
247,1.20405699648645,0.02049438532440395,CO,2022-10-17,1,1,0,1,1,1,1,0,0,1,1,1
248,1.13678842033962,0.2048013996972615,CO,2022-10-18,1,1,1,1,1,1,1,0,0,1,0,1
249,1.04799086269148,0.2123138954141865,CO,2022-10-19,1,1,1,1,1,1,1,1,0,1,0,1
250,1.73013730886436,0.310400782919211,CO,2022-10-20,1,1,1,0,1,1,1,1,0,0,0,1
251,1.08349698485596,0.3880895278215155,CO,2022-10-21,1,1,1,0,1,1,1,1,0,0,1,1
252,0.37606827197707,0.24235853257855,CO,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
253,2.71141892900735,0.1744145007515325,CT,2022-09-11,1,0,0,1,1,1,1,0,0,1,1,1
254,3.8529125435027,0.1923623505264815,CT,2022-09-12,1,0,0,1,1,1,1,0,0,0,0,1
255,4.51871835287119,0.2502973080512045,CT,2022-09-13,1,0,0,0,1,1,1,0,0,1,1,1
256,1.13752514984309,0.16383178288297,CT,2022-09-14,1,1,1,1,0,1,1,0,0,1,0,1
257,1.90786163476534,0.133453374881085,CT,2022-09-15,1,1,1,0,0,1,1,1,0,0,1,1
258,7.48002372726755,0.2080023093969935,CT,2022-09-16,1,0,0,1,1,1,1,0,0,1,1,1
259,1.28158039026227,0.143760779612104,CT,2022-09-17,1,1,1,1,1,1,1,0,0,1,1,1
