...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
1,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.147741759368096,0.1092730964538155,AK,2022-12-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
7,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.147410819247236,0.090091305139387,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.125950623421121,0.08466702226736,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.124833818969492,0.075226259562191,AK,2022-12-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
13,1.37804028705947,0.648363838875805,AK,2022-12-16,0,1,1,0,1,1,1,0,1,1,0,1,1,1
14,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.844197334550273,0.599879622982475,AK,2022-12-19,1,0,1,1,1,1,1,1,1,1,1,1,1,1
17,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.867595752499041,0.62034504469868,AK,2022-12-21,1,0,1,1,1,1,1,1,1,1,1,1,1,1
19,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.129412052536795,0.057970504969693,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,1.02693704718363,0.755396373015165,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
27,0.911585742158237,0.67872198151791,AK,2022-12-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
28,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.417918182514644,0.3091058927437435,AK,2023-01-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1
32,0.482961839457236,0.085016718825851,AK,2023-01-04,1,1,1,1,1,1,1,0,1,1,0,1,1,1
33,0.195313867137768,0.091527177790689,AK,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.235200318163588,0.098765465721229,AK,2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,NA,NA,AK,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.460128680093064,0.426956686435394,AK,2023-01-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1
38,0.498576426886029,0.225994044756465,AK,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,0.30137472243387,0.1463476568858405,AK,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.335995094706356,0.1581935382554605,AK,2023-01-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1
41,NA,NA,AK,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.78635784210322,0.252826215180698,AL,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.983790642503107,0.2727830854827335,AL,2022-12-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
45,1.0845378267144,0.341432353068466,AL,2022-12-06,1,1,1,1,0,1,1,1,0,1,0,1,1,1
46,0.310393636232814,0.2279536936991875,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,1.22685187299371,0.2830611203160215,AL,2022-12-08,1,0,1,1,1,1,1,1,0,0,0,1,1,1
48,0.995065498530763,0.2594137598875485,AL,2022-12-09,1,1,1,1,1,0,1,1,0,1,1,1,0,1
49,0.856103160972294,0.156872112101462,AL,2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1.59548372152145,0.497389593026022,AL,2022-12-11,0,1,0,0,1,1,1,0,0,0,0,1,1,1
51,1.36816316442539,0.418468881669508,AL,2022-12-12,1,1,0,0,0,1,1,1,1,0,0,0,1,1
52,0.0967860466723177,0.085797943601624,AL,2022-12-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
53,0.998811643581548,0.307485546980876,AL,2022-12-14,1,0,1,1,1,1,1,1,0,1,1,1,0,1
54,1.39896607242658,0.2781350251197565,AL,2022-12-15,1,0,1,1,1,1,1,1,0,1,0,1,1,1
55,0.863660414992119,0.295007155593528,AL,2022-12-16,1,1,1,1,1,1,0,1,0,1,1,1,1,0
56,0.246666436500718,0.0687732989322235,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.206373496788268,0.065624052932609,AL,2022-12-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
58,0.421586200284676,0.195730147432756,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,1.49718855660523,0.2307493945136165,AL,2022-12-20,0,1,0,1,1,1,1,1,0,0,0,1,1,1
60,2.69402521662207,0.437834115727186,AL,2022-12-21,1,1,1,0,1,0,0,0,1,1,0,0,0,0
61,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0607305163503644,0.0563110891289715,AL,2022-12-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
64,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.34279341517637,0.2804301603227765,AL,2022-12-26,1,1,1,1,1,1,1,1,0,0,0,0,1,1
66,1.0955975499113,0.220104375258977,AL,2022-12-27,1,1,1,1,1,1,1,1,0,0,1,1,1,1
67,2.25059106100659,0.3701015182071965,AL,2022-12-28,1,0,1,0,0,1,1,1,1,1,0,0,1,1
68,2.50442570704387,0.301697397898874,AL,2022-12-29,1,1,1,1,0,1,0,1,0,0,0,0,0,0
69,2.05466702178632,0.388949679277434,AL,2022-12-30,1,0,1,0,1,0,1,1,1,1,0,1,0,1
70,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.53901706963932,0.2346429039114965,AL,2023-01-02,1,1,1,1,1,1,1,0,1,0,0,1,1,1
73,2.50791842485281,0.260837641701439,AL,2023-01-03,1,0,1,1,1,0,0,1,0,1,0,1,0,0
74,2.09252009370251,0.346388437441608,AL,2023-01-04,1,1,1,0,0,1,1,0,1,1,0,0,0,1
75,0.971582323215892,0.227692961086924,AL,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,1,0,1
76,1.74773938396684,0.412746279803671,AL,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,1,1,1
77,2.73378477530558,0.452447114668452,AL,2023-01-07,1,0,1,0,1,1,0,1,0,1,0,1,0,0
78,1.59527937695797,0.702984181078305,AL,2023-01-08,1,0,1,0,1,1,0,1,0,1,0,1,0,0
79,1.33708318433415,0.3074619646355965,AL,2023-01-09,1,0,1,1,1,1,0,1,0,1,0,0,0,0
80,1.11395183234777,0.256133050036349,AL,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1
81,0.310838989430104,0.258435835153315,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.987487356462388,0.409478441970134,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,0,1,0,0
83,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.244475483559424,0.260848332980192,AR,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,1.8699004531168,0.32051663218649,AR,2022-12-05,1,1,0,1,1,1,1,0,0,0,0,1,1,1
87,4.02461621164984,0.3666040998675705,AR,2022-12-06,0,0,0,1,1,1,1,0,0,0,0,1,1,1
88,1.17135896698714,0.271419311375277,AR,2022-12-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1
89,2.97261494826578,0.355895072028111,AR,2022-12-08,1,1,0,0,1,1,1,1,0,0,1,1,1,1
90,1.72277221798447,0.272539275947971,AR,2022-12-09,1,1,0,1,1,1,1,1,1,0,1,1,1,0
91,0.522336653161372,0.247925294325131,AR,2022-12-10,1,1,1,1,1,1,1,1,0,0,0,0,0,1
92,0.804733191530874,0.2675540827935235,AR,2022-12-11,1,1,0,1,1,1,1,1,1,1,1,1,1,1
93,4.55532890192752,0.3319911492769765,AR,2022-12-12,1,1,0,0,1,1,1,0,0,0,0,1,0,0
94,1.29072127215928,0.2848058550920115,AR,2022-12-13,1,1,0,1,1,1,1,0,0,0,0,1,1,0
95,2.79752692596156,0.29452956835645,AR,2022-12-14,1,1,0,1,1,1,1,0,1,0,1,0,1,1
96,1.66223151558907,0.1860448604262965,AR,2022-12-15,1,1,1,0,1,1,1,1,1,0,0,1,1,1
97,3.19804985928043,0.4433698325312425,AR,2022-12-16,1,0,0,0,1,1,0,1,0,0,0,1,1,0
98,0.817969242306893,0.26417168282034,AR,2022-12-17,1,1,1,1,0,1,1,1,1,0,0,0,0,1
99,0.721433649185029,0.260427675256625,AR,2022-12-18,1,1,0,1,1,1,1,1,0,0,0,1,0,1
100,1.59955567360875,0.233320179595266,AR,2022-12-19,1,1,1,1,1,1,1,1,0,0,0,1,0,1
101,3.037390447537,0.323990113137097,AR,2022-12-20,1,0,0,0,1,1,0,1,0,0,0,1,0,0
102,1.74015382129149,0.2397886354169715,AR,2022-12-21,1,1,1,1,1,1,0,1,0,1,0,1,0,0
103,1.48620303158788,0.2908074363317525,AR,2022-12-22,1,0,1,1,1,1,1,1,0,0,0,1,1,1
104,1.92830644544147,0.385753403671322,AR,2022-12-23,1,0,1,0,1,1,1,1,0,1,0,1,0,1
105,1.6553746049307,0.0643528201065755,AR,2022-12-24,1,1,1,0,1,1,1,1,1,1,0,1,0,1
106,0.820126471256913,0.227674428317744,AR,2022-12-25,1,1,0,1,1,1,1,0,1,1,0,1,0,1
107,3.66649746339207,0.12016034274533,AR,2022-12-26,1,1,1,0,1,0,1,1,1,0,0,1,0,1
