...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.015747899763761,0.00257138121115687,AK,2022-08-28,1,1,1,1,1,1
2,0.0260069048838037,0.002463364870481175,AK,2022-08-29,1,1,1,1,1,1
3,0.0121385771798528,0.002360039414230805,AK,2022-08-30,1,1,1,1,1,1
4,0.901431285127027,0.183243449301766,AK,2022-08-31,0,0,1,1,1,1
5,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
6,0.00266000843588239,0.002076026538899455,AK,2022-09-02,1,1,1,1,1,1
7,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
8,0.00239498481393069,0.001906353124692145,AK,2022-09-04,1,1,1,1,1,1
9,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
10,0.018981815988593,0.001750776470740285,AK,2022-09-06,1,1,1,1,1,1
11,0.00151692789618622,0.00167788208187214,AK,2022-09-07,1,1,1,1,1,1
12,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
18,0.00140329583627335,0.00124643507377567,AK,2022-09-14,1,1,1,1,1,1
19,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
20,0.00430329407653694,0.00114503036488611,AK,2022-09-16,1,1,1,1,1,1
21,0.00152612028434071,0.001097467548114325,AK,2022-09-17,1,1,1,1,1,1
22,0.00477305387975112,0.00105188000150984,AK,2022-09-18,1,1,1,1,1,1
23,0.0169830004036647,0.001008184398318315,AK,2022-09-19,1,1,1,1,1,1
24,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
25,0.00117300529939553,9.26154200991225e-4,AK,2022-09-21,1,1,1,1,1,1
26,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
27,0.00114064809303396,8.50781639288095e-4,AK,2022-09-23,1,1,1,1,1,1
28,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA
30,0.0172692141897939,7.49028130417415e-4,AK,2022-09-26,1,1,1,0,0,1
31,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA
32,8.0106713180707e-4,6.88018461952215e-4,AK,2022-09-28,1,1,1,1,1,1
33,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA
36,9.1239402365685e-4,5.80434747431175e-4,AK,2022-10-02,1,1,1,1,1,1
37,1.30334036459995,0.476971064852706,AK,2022-10-03,0,0,1,0,0,1
38,1.38799009727191,0.97738058997722,AK,2022-10-04,1,0,0,1,0,0
39,1.36292695197109,0.955305573883645,AK,2022-10-05,0,0,1,0,0,1
40,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA
41,7.4162773565658e-4,4.6918017594138e-4,AK,2022-10-07,1,1,1,1,1,1
42,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA
43,0.46095809310272,0.124066252892216,AL,2022-08-28,1,1,1,1,1,1
44,4.03268307093976,0.065787937851791,AL,2022-08-29,0,0,1,0,0,1
45,1.11172854884346,0.169227467732244,AL,2022-08-30,1,1,0,0,0,0
46,1.4057460673294,0.2029779239030445,AL,2022-08-31,0,0,1,0,0,1
47,0.770522121441929,0.08158001586156,AL,2022-09-01,1,1,1,0,0,1
48,0.528329166667892,0.0903972608839455,AL,2022-09-02,1,1,1,1,1,1
49,0.991526810836524,0.1926647748004555,AL,2022-09-03,1,1,1,0,0,1
50,1.29315082514179,0.0314619584417413,AL,2022-09-04,0,0,1,0,0,1
51,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
52,0.513377657641734,0.1605862696339275,AL,2022-09-06,1,1,1,0,0,1
53,0.412693042450512,0.0956344936776605,AL,2022-09-07,1,1,1,0,0,1
54,1.45087463492534,0.1836531035676385,AL,2022-09-08,0,0,1,0,0,1
55,0.292546237201432,0.138937083866537,AL,2022-09-09,1,1,1,1,1,1
56,0.726823603858167,0.3570703468209915,AL,2022-09-10,1,1,1,1,1,1
57,0.342793544240871,0.1607825822554115,AL,2022-09-11,1,1,1,0,0,1
58,0.618010388718109,0.175433638728806,AL,2022-09-12,1,1,1,1,1,1
59,0.458121345230312,0.0889889818471285,AL,2022-09-13,1,1,1,0,0,1
60,0.826888531798526,0.1939288065078455,AL,2022-09-14,1,1,1,0,0,1
61,0.705205308793698,0.0285926882585042,AL,2022-09-15,1,1,1,0,0,1
62,0.445743852785092,0.194164418287712,AL,2022-09-16,1,1,1,0,0,1
63,0.442073879637093,0.1942828988176075,AL,2022-09-17,1,1,1,1,1,1
64,0.0300222972494579,0.02786391296157255,AL,2022-09-18,1,1,1,0,0,1
65,0.551397246056558,0.250153115499208,AL,2022-09-19,1,1,1,1,1,1
66,0.298703713416114,0.0273892204128844,AL,2022-09-20,1,1,1,1,1,1
67,0.293809937336811,0.1229300679002715,AL,2022-09-21,1,1,1,0,0,1
68,0.362798305025611,0.161290223937632,AL,2022-09-22,1,1,1,1,1,1
69,1.94971010871769,0.279158248857472,AL,2022-09-23,0,0,1,0,0,1
70,0.178089825848001,0.02646505183946375,AL,2022-09-24,1,1,1,0,0,1
71,0.474567571518782,0.195246808923689,AL,2022-09-25,1,1,1,1,1,1
72,0.468855310044351,0.1953692757364655,AL,2022-09-26,1,1,1,1,1,1
73,0.603706415395745,0.2520586127233225,AL,2022-09-27,1,1,1,0,0,1
