"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","other_95_CI"
"1",0.155779185895892,0.00806501299403974,"AK",2022-08-21,1,1,1,1,1,1
"2",1.93939992490108,0.59158106259106,"AK",2022-08-22,0,0,1,0,0,1
"3",0.00462367224589516,0.00739201371783696,"AK",2022-08-23,1,1,1,1,1,1
"4",NA,NA,"AK",2022-08-24,NA,NA,NA,NA,NA,NA
"5",0.0196206112340164,0.00677769546949627,"AK",2022-08-25,1,1,1,1,1,1
"6",NA,NA,"AK",2022-08-26,NA,NA,NA,NA,NA,NA
"7",0.0160313987908426,0.00621630740530805,"AK",2022-08-27,1,1,1,1,1,1
"8",0.0147443668942415,0.00595386028504425,"AK",2022-08-28,1,1,1,1,1,1
"9",0.0337852317097556,0.00570280089045435,"AK",2022-08-29,1,1,1,1,1,1
"10",0.0136107645816619,0.00546258952659821,"AK",2022-08-30,1,1,1,1,1,1
"11",0.857483360054605,0.3643174234278,"AK",2022-08-31,0,0,1,0,0,1
"12",NA,NA,"AK",2022-09-01,NA,NA,NA,NA,NA,NA
"13",0.00372283235196547,0.00480209969878355,"AK",2022-09-02,1,1,1,1,1,1
"14",NA,NA,"AK",2022-09-03,NA,NA,NA,NA,NA,NA
"15",0.00323853491932058,0.00440741650243988,"AK",2022-09-04,1,1,1,1,1,1
"16",NA,NA,"AK",2022-09-05,NA,NA,NA,NA,NA,NA
"17",0.0300729945276491,0.00404550527210753,"AK",2022-09-06,1,1,1,1,1,1
"18",0.00238958251813742,0.00387593909995176,"AK",2022-09-07,1,1,1,1,1,1
"19",NA,NA,"AK",2022-09-08,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2022-09-09,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2022-09-10,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2022-09-11,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2022-09-12,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2022-09-13,NA,NA,NA,NA,NA,NA
"25",0.00242390548127826,0.00287267321459015,"AK",2022-09-14,1,1,1,1,1,1
"26",NA,NA,"AK",2022-09-15,NA,NA,NA,NA,NA,NA
"27",0.00885298000787148,0.00263704589862993,"AK",2022-09-16,1,1,1,1,1,1
"28",0.00208001116893218,0.00252656329636043,"AK",2022-09-17,1,1,1,1,1,1
"29",0.00496752061323461,0.00242069380230677,"AK",2022-09-18,1,1,1,1,1,1
"30",0.0178792520076195,0.00231924314014554,"AK",2022-09-19,1,1,1,1,1,1
"31",NA,NA,"AK",2022-09-20,NA,NA,NA,NA,NA,NA
"32",0.00129418925977405,0.00212886364035043,"AK",2022-09-21,1,1,1,1,1,1
"33",NA,NA,"AK",2022-09-22,NA,NA,NA,NA,NA,NA
"34",0.00123911978355974,0.00195403445761975,"AK",2022-09-23,1,1,1,1,1,1
"35",NA,NA,"AK",2022-09-24,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2022-09-25,NA,NA,NA,NA,NA,NA
"37",0.0232567278574198,0.00171819354371299,"AK",2022-09-26,1,1,1,1,1,1
"38",NA,NA,"AK",2022-09-27,NA,NA,NA,NA,NA,NA
"39",0.00115677012767226,0.0015769041970105,"AK",2022-09-28,1,1,1,1,1,1
"40",NA,NA,"AK",2022-09-29,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2022-09-30,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2022-10-01,NA,NA,NA,NA,NA,NA
"43",1.38175959488127,0.0461432158006471,"AL",2022-08-21,0,0,1,0,0,1
"44",0.727792849863689,0.245036727530814,"AL",2022-08-22,1,1,1,0,0,1
"45",3.80647235307212,0.512180629741689,"AL",2022-08-23,0,0,1,0,0,1
"46",0.997110690001893,0.137715502719542,"AL",2022-08-24,1,1,1,0,0,1
"47",0.845344863716897,0.144044341071019,"AL",2022-08-25,1,1,1,0,0,1
"48",1.01967494323262,0.325922939252791,"AL",2022-08-26,1,1,0,0,0,0
"49",0.588337555410536,0.23567670141951,"AL",2022-08-27,1,1,1,0,0,1
"50",0.459725095203794,0.244905459168306,"AL",2022-08-28,1,1,1,0,0,1
"51",3.34804305340189,0.113813131571502,"AL",2022-08-29,0,0,1,0,0,1
"52",1.15728730993221,0.340794368613051,"AL",2022-08-30,1,1,0,0,0,0
"53",1.67114137556127,0.423287936021862,"AL",2022-08-31,0,0,1,0,0,1
"54",0.576978257807733,0.149651525369889,"AL",2022-09-01,1,1,1,1,1,1
"55",0.507725567259657,0.169653212663752,"AL",2022-09-02,1,1,1,0,0,1
"56",1.10908056284053,0.40076359299652,"AL",2022-09-03,1,1,1,0,0,1
