...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,other_95_CI
97,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00905491243656938,0.0071006549965154,AR,2024-02-05,1,1,1,1,1,1,1,1
101,0.00617053903091042,0.00632271672407715,AR,2024-02-06,1,1,1,1,1,1,1,1
102,0.00510464627232675,0.00562638292650435,AR,2024-02-07,1,1,1,1,1,1,1,1
103,0.0195604917900088,0.0050036936264003,AR,2024-02-08,1,1,1,1,1,1,1,1
104,0.0193189974734423,0.004447367163259635,AR,2024-02-09,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00357347725445352,0.00311304624401622,AR,2024-02-12,1,1,1,1,1,0,0,1
108,1.21326650623277,0.460990221965171,AR,2024-02-13,1,1,0,0,1,1,0,0
109,0.0129475774981188,0.00244854944742397,AR,2024-02-14,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
114,0.00524748684755963,0.00133471897571025,AR,2024-02-19,1,1,1,1,1,1,1,1
115,0.00584914200794256,0.00118108469598293,AR,2024-02-20,1,1,1,1,1,1,1,1
116,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
121,0.00226083779231712,5.64273604872645e-4,AR,2024-02-26,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
124,1.37102852892213,0.970005334979885,AR,2024-02-29,1,1,0,0,1,1,0,0
125,3.6423070377558e-4,3.4362024008642e-4,AR,2024-03-01,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
127,3.17157599500172,0.198102764916297,AZ,2024-01-21,1,1,0,0,1,1,0,0
128,1.38288911797391,0.061270645311399,AZ,2024-01-22,1,0,1,1,1,0,0,1
129,1.08981842162286,0.076899835647459,AZ,2024-01-23,1,1,1,1,1,0,0,0
130,2.76527101566647,0.333741063492057,AZ,2024-01-24,1,0,0,0,1,0,0,0
131,0.0973927454475553,0.0120491171360492,AZ,2024-01-25,1,1,1,1,1,1,1,1
132,1.04621746823694,0.429967590527619,AZ,2024-01-26,1,1,0,0,1,1,0,0
133,1.18454268092684,0.129239450653754,AZ,2024-01-27,1,1,1,0,1,0,0,0
134,0.0105543182212266,0.0083873527095755,AZ,2024-01-28,1,1,1,1,1,1,1,1
135,1.38371075067495,0.112313735519535,AZ,2024-01-29,1,0,1,1,1,0,0,0
136,0.84970630958481,0.095890414616884,AZ,2024-01-30,1,1,1,1,1,1,1,1
137,0.681617389592917,0.0688040035024875,AZ,2024-01-31,1,1,1,1,1,1,0,0
138,0.0416959715235586,0.00511436986567395,AZ,2024-02-01,1,1,1,1,1,1,1,1
139,0.040035914058722,0.00451141079351834,AZ,2024-02-02,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
141,0.054926057186821003,0.00350389449567017,AZ,2024-02-04,1,1,1,1,1,1,1,1
142,2.43616635404877,0.161151970455069,AZ,2024-02-05,1,0,0,1,1,0,0,1
143,0.740754771629584,0.041054412114343,AZ,2024-02-06,1,1,1,1,1,1,0,0
144,0.409405662085232,0.00238858252256225,AZ,2024-02-07,1,1,1,1,1,1,1,1
145,0.00207115819274052,0.00210017696378439,AZ,2024-02-08,1,1,1,1,1,1,1,1
146,1.16894445216164,0.3133433748343055,AZ,2024-02-09,1,1,0,0,1,1,0,0
147,0.00782261893276306,0.001621599805238435,AZ,2024-02-10,1,1,1,1,1,1,1,1
148,1.01650617857485,0.1192563280078305,AZ,2024-02-11,1,1,0,0,1,1,0,0
149,0.0677811463355821,0.001250213327434855,AZ,2024-02-12,1,1,1,1,1,1,1,1
150,0.866762173870776,0.0644198994324065,AZ,2024-02-13,1,1,1,0,1,1,0,0
151,0.175560280210469,9.62634086821555e-4,AZ,2024-02-14,1,1,1,1,1,1,1,1
152,7.5893771012056e-4,8.44330063397565e-4,AZ,2024-02-15,1,1,1,1,1,1,1,1
153,0.00868562857042231,7.4037169620607e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1
154,0.0397370776950834,6.4905565794263e-4,AZ,2024-02-17,1,1,1,1,1,1,1,1
155,0.931373372089403,0.05131584240519,AZ,2024-02-18,1,1,1,0,1,1,0,0
156,0.10478600244781,4.98493781442655e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1
157,1.92194208449394,0.067245951253741,AZ,2024-02-20,1,1,0,0,1,1,0,0
158,0.899237390322338,0.0350535435411153,AZ,2024-02-21,1,1,1,0,1,1,0,0
159,1.2575420192989,0.243512236212877,AZ,2024-02-22,1,1,0,0,1,1,0,0
160,0.00280907054232675,2.93395962714865e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1
161,0.00108692438402274,2.56883610619845e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1
162,2.14047770245271,0.216804084582657,AZ,2024-02-25,1,0,0,0,1,0,0,0
163,0.00816246655464418,1.96850510979355e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1
164,1.15854952098237,0.089317552527179,AZ,2024-02-27,1,1,0,0,1,1,0,0
165,0.00556362283895145,1.5078095067884e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1
166,0.00139696649577194,1.3194409167084e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1
167,8.82610682617184e-5,1.1545085900076e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1
168,0.00129390166362128,1.010116380162e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1
169,1.23572851984456,0.251934923673814,CA,2024-01-21,1,1,0,0,1,0,0,0
170,0.721667835584531,0.0702763163254105,CA,2024-01-22,1,1,1,1,1,1,0,0
171,0.718821049165047,0.00530547459378625,CA,2024-01-23,1,1,1,1,1,0,0,1
172,0.647134412301761,0.085956422002709,CA,2024-01-24,1,1,1,1,1,1,0,0
173,3.04110763697001,0.1526052876405325,CA,2024-01-25,1,0,0,0,0,0,0,0
174,2.79866900463946,0.111190798808664,CA,2024-01-26,1,1,0,0,1,0,0,0
175,0.754061626978162,0.003066669718089595,CA,2024-01-27,1,1,1,1,1,1,0,0
176,0.68772606643959,0.0445027329271875,CA,2024-01-28,1,1,1,1,1,1,0,0
177,3.40828565471202,0.0875311936435405,CA,2024-01-29,1,1,0,0,1,0,0,0
178,1.91446862752403,0.072848549391319,CA,2024-01-30,1,1,1,1,1,0,0,0
179,3.07033284112663,0.084809887899109,CA,2024-01-31,1,0,0,1,1,0,0,0
180,7.9908184293782,0.106301982549057,CA,2024-02-01,1,1,0,0,1,0,0,0
181,6.54104929557887,0.10699385673012,CA,2024-02-02,1,1,0,0,1,0,0,0
182,0.831973982115926,0.0418579514119158,CA,2024-02-03,1,1,1,1,1,1,1,1
183,0.721787449052647,0.03498651102888355,CA,2024-02-04,1,1,1,0,1,1,0,0
184,1.59359951223115,0.064306354278415,CA,2024-02-05,1,1,0,0,1,0,0,0
185,7.16848224908445,0.109086272883803,CA,2024-02-06,1,0,0,0,1,0,0,0
186,4.48022611665569,0.086556383380383,CA,2024-02-07,1,0,0,0,1,0,0,0
187,1.34439552031124,0.03370177047645405,CA,2024-02-08,1,1,1,0,1,0,1,0
188,8.51678757471284,0.1194339129265475,CA,2024-02-09,1,1,0,0,1,1,0,0
189,5.37261990507626,0.1490827296247535,CA,2024-02-10,1,0,0,0,1,0,0,0
190,0.00726745130427098,3.6521945168768e-4,CA,2024-02-11,1,1,1,1,1,1,1,1
191,5.79238052335188,0.1108914147408015,CA,2024-02-12,1,1,0,0,1,1,0,0
192,5.30217749576008,0.088907240556051,CA,2024-02-13,1,1,0,0,1,1,0,0
193,2.69274029735809,0.03879244396238315,CA,2024-02-14,1,1,0,0,1,1,0,0
194,7.76338621498707,0.118550592353125,CA,2024-02-15,1,0,0,0,1,0,0,0
195,1.73353838581773,0.03647087146328135,CA,2024-02-16,1,1,0,0,1,0,0,0
196,0.914803338099877,0.0328651368728916,CA,2024-02-17,1,1,1,0,1,1,0,0
197,2.09340283326108,0.0547260805793855,CA,2024-02-18,1,1,0,0,1,1,0,0
198,1.47355870378852,0.03861744851557075,CA,2024-02-19,1,1,0,0,1,0,0,0
199,0.0371010073694735,9.904913069788e-5,CA,2024-02-20,1,1,1,1,1,1,1,1
200,7.17378899884233,0.0870970490005615,CA,2024-02-21,1,1,0,0,1,0,0,0
201,3.79681260672725,0.0646905190926755,CA,2024-02-22,1,0,0,0,1,0,0,0
202,4.5888210327578,0.064853419189548,CA,2024-02-23,1,1,0,0,1,1,0,0
203,2.40084604402106,0.058225495829713,CA,2024-02-24,1,1,0,0,1,0,0,0
204,0.0457617744466049,4.77887150717671e-5,CA,2024-02-25,1,1,1,1,1,1,1,1
205,5.3535103613014,0.078604606624355,CA,2024-02-26,1,0,0,0,1,0,0,0
206,9.52988990678206,0.116600539766486,CA,2024-02-27,1,0,0,0,1,0,0,0
207,5.92184712893287,0.077510935369576,CA,2024-02-28,1,1,0,0,1,1,0,0
208,0.00160254898396744,2.66459883508503e-5,CA,2024-02-29,1,1,1,1,1,1,1,1
209,0.00193233494907243,2.302311723122515e-5,CA,2024-03-01,1,1,1,1,1,1,1,1
210,0.0154161874085294,1.98922022421446e-5,CA,2024-03-02,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
212,0.16191055255688,0.0083812647550748,CO,2024-01-22,1,1,1,1,1,1,0,0
213,0.0318212531591157,0.0073458726923894,CO,2024-01-23,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
216,0.020399236858688,0.00492092381546506,CO,2024-01-26,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0487910224952604,0.003275172908709195,CO,2024-01-29,1,1,1,1,1,1,1,1
220,0.00389026109089989,0.002856061210637195,CO,2024-01-30,1,1,1,1,1,1,1,1
221,0.00305265068553329,0.002489241201799205,CO,2024-01-31,1,1,1,1,1,1,1,1
222,0.044011862978035,0.00216845088856585,CO,2024-02-01,1,1,1,1,1,1,1,1
223,0.0186535861139911,0.001888127476649395,CO,2024-02-02,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00187237633424586,0.00124341772996078,CO,2024-02-05,1,1,1,1,1,1,1,1
227,0.00109000510591953,0.00108102767138832,CO,2024-02-06,1,1,1,1,1,1,1,1
228,9.2468354016273e-4,9.3955517935419e-4,CO,2024-02-07,1,1,1,1,1,1,1,1
229,0.00348544155568375,8.1636513902564e-4,CO,2024-02-08,1,1,1,1,1,1,1,1
230,0.0027992048210724,7.0914255554204e-4,CO,2024-02-09,1,1,1,1,1,1,0,0
231,1.31021128904287,0.481884067464336,CO,2024-02-10,1,1,0,0,1,1,0,0
232,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00198856593464088,4.64189548293915e-4,CO,2024-02-12,1,1,1,1,1,1,1,1
234,1.33776518780064,0.485328074123917,CO,2024-02-13,1,1,0,0,1,1,0,0
235,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
236,5.1026239673151e-4,3.0335389605857e-4,CO,2024-02-15,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
241,2.2947029288171e-4,1.48920207267885e-4,CO,2024-02-20,1,1,1,1,1,1,1,1
242,0.00233804458917894,1.2913373157364e-4,CO,2024-02-21,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
244,1.37054341012654,0.4928193781515655,CO,2024-02-23,1,1,0,0,1,1,0,0
245,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
247,6.2011173187793e-4,6.325943929125e-5,CO,2024-02-26,1,1,1,1,1,1,1,1
248,1.1351892244855e-4,5.483992102251e-5,CO,2024-02-27,1,1,1,1,1,1,1,1
249,6.96783020807251e-5,4.754006461470075e-5,CO,2024-02-28,1,1,1,1,1,1,1,1
250,1.7812940934971e-4,4.121133003687705e-5,CO,2024-02-29,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0297781751958083,0.0053703067408365,CT,2024-01-21,1,1,1,1,1,1,1,1
254,0.28752903716668,0.00470176386268037,CT,2024-01-22,1,1,1,1,1,0,0,1
255,0.364083299689988,0.004113661118102605,CT,2024-01-23,1,1,1,1,1,1,1,1
256,0.15145616520921,0.003596845181488995,CT,2024-01-24,1,1,1,1,1,1,1,1
257,0.991514675267306,0.187860586236065,CT,2024-01-25,1,1,1,0,1,0,0,0
258,0.0344945826468544,0.002745099021918495,CT,2024-01-26,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00299243347345254,0.002090770507969135,CT,2024-01-28,1,1,1,1,1,1,1,1
261,0.969375477989433,0.119616187497365,CT,2024-01-29,1,1,1,0,1,1,0,0
262,0.0090629813809224,0.00158960353058037,CT,2024-01-30,1,1,1,1,1,1,1,1
263,0.00774405113045798,0.00138524698293079,CT,2024-01-31,1,1,1,1,1,1,1,1
264,0.900894565819294,0.1565515687738805,CT,2024-02-01,1,0,0,1,1,0,0,1
265,0.0884935754098191,0.001050897001316605,CT,2024-02-02,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
267,0.00144395447669306,7.9629724986013e-4,CT,2024-02-04,1,1,1,1,1,1,1,1
268,0.0100896204640955,6.92889123014035e-4,CT,2024-02-05,1,1,1,1,1,1,1,1
269,1.04789955280421,0.190980059905001,CT,2024-02-06,1,0,0,1,1,0,0,1
270,0.00966715679703145,5.24261288814625e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
271,1.32740955001731,0.4863673309118845,CT,2024-02-08,1,1,0,0,1,1,0,0
272,0.00342779553475621,3.96364395976195e-4,CT,2024-02-09,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
274,4.0083055082386e-4,2.9947556876141e-4,CT,2024-02-11,1,1,1,1,1,1,1,1
275,0.0184561455331815,2.6025890149325e-4,CT,2024-02-12,1,1,1,1,1,1,1,1
276,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
277,2.0216182874942e-4,1.9649147019945e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
278,1.8198100118752e-4,1.7070558952753e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
280,2.0585292623354e-4,1.28809704011535e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
282,4.5179028644581e-4,9.7170244098925e-5,CT,2024-02-19,1,1,1,1,1,1,1,1
283,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
284,0.00181922152091926,7.328757178149e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
285,1.3578028308294,0.4922021676651825,CT,2024-02-22,1,0,0,1,1,0,0,1
286,2.5193436854586e-4,5.526680123578e-5,CT,2024-02-23,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
288,8.472799825465e-4,4.167317280038205e-5,CT,2024-02-25,1,1,1,1,1,1,1,1
289,5.93545431128509e-5,3.618619074563845e-5,CT,2024-02-26,1,1,1,1,1,1,1,1
290,2.3328393757563e-4,3.142139109728155e-5,CT,2024-02-27,1,1,1,1,1,1,1,1
291,3.36724248543932e-5,2.728387728518895e-5,CT,2024-02-28,1,1,1,1,1,1,1,1
292,3.5572526077692e-4,2.369117862915845e-5,CT,2024-02-29,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
295,1.19711236337773,0.834554275353845,DC,2024-01-21,1,0,0,1,1,0,0,1
296,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
297,0.0288446813112296,0.00623692993627465,DC,2024-01-23,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
305,0.00244189427785002,0.00215426651040381,DC,2024-01-31,1,1,1,1,1,1,1,1
306,0.0019310379128071,0.00188139306395826,DC,2024-02-01,1,1,1,1,1,1,1,1
307,0.00208776106000443,0.001642344240932655,DC,2024-02-02,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
