...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23B_95_CI,other_95_CI
50,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.15874555006422,0.452948078719665,AL,2023-03-20,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
52,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.010690209997764,0.00707866751644565,AL,2023-03-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
54,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.011938564590127,0.0070528957698567,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,1.1506581053849,0.4543980258102975,AL,2023-03-25,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
57,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0435267159552459,0.0072455929356948,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0173735711485565,0.00879343427060195,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0202605608529338,0.0095597613247442,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1.96087007492867,0.88644290456412,AL,2023-04-06,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
69,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.0877435425601574,0.0110528720514888,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
71,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.04672004445845,0.444227606770893,AL,2023-04-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
73,1.17821271429273,0.87030730938538,AL,2023-04-11,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
74,0.0381801740174612,0.01386658599777105,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0437924805350496,0.01573653951110065,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,0.0550156227881758,0.0168161367719075,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0653841557883605,0.01931781503035695,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.0681429753196159,0.0207650614848662,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0772167675203774,0.02236245041440965,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.1207434874891,0.79182040686054,AR,2023-03-12,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
86,0.0642552459778403,0.01165489484129665,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.938488237109072,0.226850036771097,AR,2023-03-14,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
88,0.0482475400293463,0.00959098195814305,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.0419213947275893,0.00872247940930065,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.628314119629993,0.173594036670292,AR,2023-03-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
91,0.989860404780321,0.4254303451679345,AR,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
92,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0743708372733521,0.0061148944227132,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.633438164162901,0.0056405778862534,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
95,1.71342535391504,0.00522445132603345,AR,2023-03-22,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
96,0.0335228121803983,0.00486134852099758,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.027507415860726,0.00454675522466768,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.15793895989258,0.459308454368587,AR,2023-03-26,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
100,0.00847507073066942,0.003858007099470125,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1.85885534097891,0.300551340489622,AR,2023-03-28,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
102,0.748396071097097,0.00358535146317679,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.0371577101921218,0.003500072827976445,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0104851490308656,0.00344793567510615,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.0106619822953777,0.00342898731487761,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.0409166017346139,0.003443881009830625,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.0134769602423296,0.00349391683681941,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
108,0.466901987727648,0.00358109491485823,AR,2023-04-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
109,0.25956461778431,0.003708182052486605,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
110,0.0183466914999951,0.00387879287806497,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1.09078900492616,0.460465102892004,AR,2023-04-07,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.092264215928092,0.00470277569966921,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.197931906892399,0.00510431448249645,AR,2023-04-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
115,0.0330125952446097,0.00558413422705165,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
116,0.12627173732284,0.00615355344908175,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
117,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.957533293985448,0.4430109563588705,AR,2023-04-16,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
121,0.233615080657967,0.01088363313968845,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.125280795330116,0.0182678090864139,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0.59442427408163,0.02086687339918605,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
127,0.814708533978633,0.0732497555431935,AZ,2023-03-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
128,3.49711992721767,0.1535208610080205,AZ,2023-03-13,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
129,0.686367438355537,0.079272031736942,AZ,2023-03-14,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
130,1.12993557208407,0.1159415882131705,AZ,2023-03-15,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
131,0.37785449158279,0.004401693407808645,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1.99459232742333,0.60528740955535,AZ,2023-03-17,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
133,2.40303651579545,0.598079554235175,AZ,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
134,2.27297292433565,0.175966597565431,AZ,2023-03-19,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
135,2.50855793092936,0.091751119795522,AZ,2023-03-20,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
136,1.66868474485887,0.1734796667190955,AZ,2023-03-21,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
137,1.01225777260467,0.0989057790912315,AZ,2023-03-22,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
138,0.786806893867313,0.1165662483779095,AZ,2023-03-23,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
139,0.0966327527493465,0.00288185419887933,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.00305595994191905,0.002794420238146065,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.08818034424923,0.1047592525464475,AZ,2023-03-26,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
142,2.26996943231162,0.1145029429691135,AZ,2023-03-27,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1
143,1.17093145190712,0.04581700224910975,AZ,2023-03-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
144,0.313064354443045,0.0026089075653434,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
145,2.27800605976148,0.2331098575528895,AZ,2023-03-30,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
146,0.012444086113736,0.00260551105065929,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.16031314842505,0.3102705776955025,AZ,2023-04-01,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
148,0.910739874825615,0.1542159220026065,AZ,2023-04-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
149,0.688402284836961,0.051348159926505,AZ,2023-04-03,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
150,2.59697914470793,0.1770481166989065,AZ,2023-04-04,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1
151,1.04034227827103,0.083030273904189,AZ,2023-04-05,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
152,0.0559316063985927,0.002947772844418435,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
153,0.168947801757106,0.003062281586041345,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
154,0.661239525788854,0.09319806156783,AZ,2023-04-08,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
155,2.07614983893498,0.142456122435227,AZ,2023-04-09,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
156,2.33360885153242,0.1417352104017715,AZ,2023-04-10,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
157,3.1432901281913,0.219664833697514,AZ,2023-04-11,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
158,0.0223859434419575,0.00396683786936516,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,0.163819725590933,0.004231562896263875,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1.10546065621648,0.3082736929315445,AZ,2023-04-14,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
161,0.253865801738948,0.00487295577714683,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
162,1.44859464477192,0.2608216257128495,AZ,2023-04-16,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0
163,1.62030162131019,0.1074536256009465,AZ,2023-04-17,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1
164,1.55985188618091,0.179587079027736,AZ,2023-04-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
165,1.56277596751026,0.0426921904112405,AZ,2023-04-19,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
166,4.07868989708013,0.250128421833462,AZ,2023-04-20,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
167,1.11682904333963,0.85040263047709,AZ,2023-04-21,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
168,0.118564848663976,0.00893457107877505,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,4.65937631295654,0.147412842937369,CA,2023-03-12,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
170,6.025646746267,0.167089555463374,CA,2023-03-13,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
171,4.07191183229796,0.132312163718286,CA,2023-03-14,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1
172,5.06977571413115,0.1314302305211795,CA,2023-03-15,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0
173,2.11155356595942,0.0978365166151285,CA,2023-03-16,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
174,6.08085496810182,0.152136473457016,CA,2023-03-17,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
175,2.38468937383991,0.1320296032345255,CA,2023-03-18,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
176,5.03190831073439,0.1721291910091035,CA,2023-03-19,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
177,2.36907162532321,0.062125443329827,CA,2023-03-20,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
178,1.91977203509218,0.090028854083135,CA,2023-03-21,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
179,4.05108342194841,0.1230556556217965,CA,2023-03-22,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
180,4.75312233736067,0.1368300410653825,CA,2023-03-23,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
181,4.19850688814235,0.134004346352958,CA,2023-03-24,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
182,8.06005780838944,0.2354624184423325,CA,2023-03-25,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
183,4.9565222999182,0.1737002900497585,CA,2023-03-26,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
184,2.41357606421615,0.0972689004110105,CA,2023-03-27,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
185,1.65879224177307,0.0524516616884055,CA,2023-03-28,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
186,7.2937868859485,0.2015114162381125,CA,2023-03-29,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
187,2.10416307441882,0.071273761609708,CA,2023-03-30,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
188,2.32307209318811,0.119243553365585,CA,2023-03-31,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
189,6.7457175222739,0.202039020295589,CA,2023-04-01,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
190,4.42154330389438,0.16931157259354,CA,2023-04-02,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
191,5.519612675024,0.1579611369049725,CA,2023-04-03,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
192,3.84341113646423,0.0832334644941575,CA,2023-04-04,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
193,6.33617187553499,0.1651796606358785,CA,2023-04-05,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
194,8.80760160251385,0.2062716375916625,CA,2023-04-06,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
195,6.04646405094539,0.1485803034208885,CA,2023-04-07,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
196,1.83739788065734,0.12956790428656,CA,2023-04-08,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
197,1.53312930977111,0.0791134067695965,CA,2023-04-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
198,12.3225311890467,0.1965625649061385,CA,2023-04-10,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
199,13.3205140019059,0.1181931775902165,CA,2023-04-11,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
200,9.55977201836979,0.215506181512771,CA,2023-04-12,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
201,10.3150761981479,0.1530795509759555,CA,2023-04-13,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
202,13.5280640064589,0.0979182664499585,CA,2023-04-14,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1
203,7.03390350785519,0.159439855641563,CA,2023-04-15,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
204,10.5080566020333,0.1773656584954855,CA,2023-04-16,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
205,17.8637985255538,0.173951823106336,CA,2023-04-17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
206,11.6450224108622,0.166760424924457,CA,2023-04-18,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
207,11.0825732442434,0.2438440844498995,CA,2023-04-19,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
208,11.9734440237798,0.2405231609313755,CA,2023-04-20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
209,16.6119177008406,0.158378570709061,CA,2023-04-21,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
210,8.12042252885685,0.338206817933763,CA,2023-04-22,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
211,0.00673141791820675,9.72579211069385e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.00554002292202166,9.28887770566815e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.035842052512905,8.93844456522255e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.154321698161994,8.66752904945455e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.129429009549076,8.4706390661432e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,1.11921411951214,0.1917323712450235,CO,2023-03-17,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
217,1.28216127535064,0.478510710119013,CO,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
218,1.0852191984826,0.160171694381418,CO,2023-03-19,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
