...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
109,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.00336931016235473,6.02746919826785e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1.36133104025192,0.969533117028585,AR,2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
118,9.6563916511267e-4,3.8205530004541e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.00428677098257589,2.71436113021255e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,3.7265941683766e-4,1.72180079716685e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.00870449859950902,0.0072287594055683,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
128,1.50572988078064,0.1127093452503465,AZ,2024-01-29,1,0,1,1,1,1,1,0,0,1,1,1
129,0.91958807516745,0.0961264157674985,AZ,2024-01-30,1,0,1,1,1,1,1,1,0,0,1,0
130,0.889980715932547,0.070077182799493,AZ,2024-01-31,1,1,1,0,1,1,1,0,0,0,0,0
131,0.048552870524271,0.00429560711896305,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
132,0.0394006278237896,0.00376494564000301,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
133,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.0508349274946344,0.00288707881302106,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
135,2.5217438108429,0.1623800025863375,AZ,2024-02-05,1,0,0,1,1,1,1,0,0,1,1,1
136,0.762292410230196,0.0410070197973349,AZ,2024-02-06,1,1,1,1,1,0,1,0,0,1,0,0
137,0.439560935075697,0.001931298469156865,AZ,2024-02-07,1,1,1,1,1,1,1,0,0,1,1,1
138,0.00218251336832935,0.001687591865006655,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
139,1.2299133535402,0.317066248598996,AZ,2024-02-09,1,1,0,1,0,1,1,1,0,1,0,1
140,0.00687692252836179,0.00128712391895331,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
141,0.955014056207488,0.1200299441679485,AZ,2024-02-11,1,1,1,1,1,0,1,0,0,1,1,0
142,0.0839033825853118,9.80422990309275e-4,AZ,2024-02-12,1,1,1,1,1,1,1,0,0,1,1,1
143,0.956085330231887,0.065057467665109,AZ,2024-02-13,1,1,1,0,1,1,1,1,1,0,1,0
144,0.181729199382125,7.45998718190445e-4,AZ,2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
145,0.00104344919540762,6.50504542575025e-4,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
146,0.00998555222329259,5.6712008641123e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
147,0.0333165653250123,4.94334388218445e-4,AZ,2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
148,0.89458991150844,0.051489162871895,AZ,2024-02-18,1,1,1,1,1,0,1,1,0,1,1,0
149,0.0848103479379287,3.75411633163675e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
150,1.64937980094043,0.0676033606242195,AZ,2024-02-20,1,1,0,0,1,0,1,0,0,0,1,0
151,0.964928206282798,0.03523130272288265,AZ,2024-02-21,1,1,1,0,1,1,1,1,0,0,1,1
152,1.31441253459467,0.2452260456612255,AZ,2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
153,0.00318616944020829,2.1620250766914e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
154,0.00140692930896309,1.88302446010035e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
155,2.13819564683393,0.2179007783184175,AZ,2024-02-25,1,0,0,0,1,1,1,0,0,0,1,1
156,0.00497241365882414,1.42814569338885e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
157,1.24130661824087,0.0897340330987515,AZ,2024-02-27,1,1,0,0,1,1,1,1,0,0,1,1
158,0.00357801138926445,1.0829827503335e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
159,0.00135054382662719,9.430425530014e-5,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
160,6.9607591396811e-5,8.211761156534e-5,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
161,0.00137254545177014,7.150561254988e-5,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
162,8.2027001597862e-4,6.2265297888975e-5,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
163,0.0046950889965314,5.421971533875e-5,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
164,0.00216662072124042,4.72146239123218e-5,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
165,7.3384592142357e-4,4.11156072235701e-5,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
166,8.44144073835727e-5,3.580554758376395e-5,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,3.739756559802e-4,2.715734659636825e-5,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
169,0.885416860136447,0.0453055822603565,CA,2024-01-28,1,1,1,0,1,1,1,0,1,0,1,1
170,2.32755704349144,0.087673266054529,CA,2024-01-29,1,1,1,1,0,0,1,0,0,0,1,0
171,1.66156997211514,0.072734071907369,CA,2024-01-30,1,1,1,1,1,1,0,0,0,0,1,0
172,2.54773893553458,0.084465077720514,CA,2024-01-31,1,0,0,1,1,1,1,1,0,1,1,0
173,5.87046321031391,0.105896735388918,CA,2024-02-01,1,1,0,0,1,0,1,0,0,0,0,0
174,5.32431168056476,0.106631942098851,CA,2024-02-02,1,1,0,0,1,0,1,0,0,0,1,0
175,0.868677915391184,0.04185830074196235,CA,2024-02-03,1,1,1,1,1,1,0,0,1,1,1,1
176,0.81793688806605,0.03518973252469655,CA,2024-02-04,1,1,1,1,1,0,1,1,1,0,1,0
177,1.72066355737179,0.064202742186302,CA,2024-02-05,1,1,1,0,1,1,1,0,0,0,0,1
178,6.10222298286691,0.1084888859021565,CA,2024-02-06,1,0,0,0,1,0,1,0,0,0,1,1
179,3.59196624380551,0.0861712852133355,CA,2024-02-07,1,1,0,0,1,0,1,0,0,0,1,0
180,1.38874950907458,0.0337437132104369,CA,2024-02-08,1,1,1,1,1,0,1,0,0,1,1,0
181,6.87178243236556,0.1189301119019325,CA,2024-02-09,1,1,0,0,1,0,1,0,0,0,1,0
182,4.98187581507986,0.1482448857778295,CA,2024-02-10,1,0,0,0,1,0,1,0,0,0,0,0
183,0.0102999486929483,5.7987931667277e-4,CA,2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
184,4.53793952563476,0.1104055933703055,CA,2024-02-12,1,1,0,0,1,0,1,1,0,0,1,0
185,3.71279080097315,0.0886004477136455,CA,2024-02-13,1,1,0,0,0,0,1,1,0,0,0,0
186,1.73564703357942,0.03872326278206425,CA,2024-02-14,1,1,1,0,1,0,1,0,0,0,1,1
187,6.14353580787011,0.1180024450367925,CA,2024-02-15,1,0,0,0,0,0,1,0,0,0,0,0
188,1.604000800089,0.036384294059651,CA,2024-02-16,1,1,1,0,1,1,1,1,0,0,1,1
189,0.857772602816865,0.0327904847504389,CA,2024-02-17,1,1,1,0,1,1,1,1,0,0,1,1
190,1.46992518242074,0.0545533971556015,CA,2024-02-18,1,1,0,0,1,0,1,1,1,0,1,0
191,1.20189490287109,0.03849266815911875,CA,2024-02-19,1,1,1,0,1,1,1,1,1,0,0,1
192,0.054386839396485497,1.7521373860504e-4,CA,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
193,5.2790617677657,0.0868068898457325,CA,2024-02-21,1,1,0,0,0,0,1,1,0,0,0,0
194,3.4091709249633,0.0644863849196055,CA,2024-02-22,1,0,0,1,0,0,1,0,0,1,0,0
195,3.6345856404557,0.064641104503569,CA,2024-02-23,1,1,0,0,1,0,1,0,0,0,1,0
196,2.16213500366177,0.058009357143738,CA,2024-02-24,1,1,0,0,1,1,1,1,0,0,1,1
197,0.0883688621566879,9.0506032733965e-5,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
198,4.92515938759146,0.0783692161345515,CA,2024-02-26,1,0,0,0,1,0,1,0,0,0,1,0
199,8.28959709339188,0.1162293066829905,CA,2024-02-27,1,0,0,0,1,0,1,0,0,0,1,0
200,5.63393677907029,0.077251766229148,CA,2024-02-28,1,1,0,0,1,0,1,1,0,0,1,0
201,0.00332834538338193,5.355410870722e-5,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
202,0.00601392886125718,4.69990731148774e-5,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
203,0.0404739832426002,4.12573908700263e-5,CA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
204,1.19487244817804,0.047200784802055,CA,2024-03-03,1,1,0,0,1,1,1,1,0,0,1,1
205,4.09624711535235,0.0901244119945375,CA,2024-03-04,1,0,0,0,1,0,1,0,0,0,1,0
206,6.51210732406084,0.1167235570059795,CA,2024-03-05,1,0,0,0,1,0,1,1,0,0,1,0
207,3.2313518148307,0.060803727642493,CA,2024-03-06,1,1,0,0,1,0,1,1,0,0,1,0
208,6.03653972486605,0.124185392680997,CA,2024-03-07,1,1,0,0,1,0,1,1,0,0,1,0
209,2.03983684696326,0.053746474291498,CA,2024-03-08,1,1,0,1,0,0,1,1,0,1,0,0
210,2.74909956293861,0.1420611400344795,CA,2024-03-09,1,1,0,1,1,0,1,1,0,1,1,0
211,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.0460377666223472,0.00235163614695087,CO,2024-01-29,1,1,1,1,1,1,1,1,0,1,1,0
213,0.00371711892384187,0.00204585354067324,CO,2024-01-30,1,1,1,1,1,1,1,0,0,1,1,1
214,0.00318465337806798,0.001779041687884705,CO,2024-01-31,1,1,1,1,1,1,1,1,0,1,1,0
215,0.03476251153399,0.001546396860084005,CO,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
216,0.0185633106942281,0.001343674785093265,CO,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0016131509880437701,8.7979577897934e-4,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
220,0.0012658059943458,7.6355837086263e-4,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
221,0.00113108801013342,6.62527317454535e-4,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
222,0.00404899965885851,5.7474712000139e-4,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
223,0.00286181991413917,4.9850659457954e-4,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
224,1.33055359944679,0.487409459680721,CO,2024-02-10,1,1,0,0,1,1,1,1,0,0,1,1
225,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00215515084231284,3.2498761550524e-4,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
227,1.3387610872414,0.4897506101245995,CO,2024-02-13,1,1,0,0,1,1,1,1,0,0,1,1
228,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,3.9661619461072e-4,2.1166196094913e-4,CO,2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2.6143151964818e-4,1.03464424999605e-4,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
235,0.00194071376555363,8.9659029201555e-5,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1.36649764041383,0.4948867651800005,CO,2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
238,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,8.6493922683418e-4,4.38218183445889e-5,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
241,7.28602825845418e-5,3.79793811901235e-5,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
242,8.70165603152166e-5,3.291731649626275e-5,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
243,3.0973318423104e-4,2.85313510300085e-5,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.8816606526252e-4,1.61127136198611e-5,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,3.40542625104478e-5,9.1097062597991e-6,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00374915086208596,0.00201656604548378,CT,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
