...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
47,0.0294965633434897,0.02309928265023285,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
48,1.05793623478879,0.4324967529478255,AL,2023-02-24,1,1,1,1,1,0,1,1,0,1,1,0
49,1.18985604770372,0.830386932492915,AL,2023-02-25,1,1,0,1,0,1,1,1,0,1,0,1
50,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.020166954058687,0.01571205919481725,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.0504652436625067,0.01187831183584205,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
55,0.994210572867307,0.413087447677471,AL,2023-03-03,0,1,0,1,1,1,0,1,0,1,1,1
56,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.0341449050494542,0.00909841273461695,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
58,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.00973878368413841,0.0076901107796695,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0303891946971238,0.0070938560228112,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
61,1.11818032727527,0.3052501715910055,AL,2023-03-09,1,0,0,1,1,1,0,0,1,1,1,1
62,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.00399105208900204,0.004625223425619415,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0204873976528176,0.004352582790087,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
68,0.00406825400685255,0.004109283822902175,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
69,0.00476947765725481,0.00389233114418424,AL,2023-03-17,1,1,1,1,1,1,1,1,0,1,0,1
70,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.2595361913116,0.4681019844745365,AL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
73,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.00257408081693916,0.0031182745558191,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.00241099370952225,0.00291849851241445,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
77,1.28127238792715,0.4712176333288975,AL,2023-03-25,1,1,0,1,1,0,1,1,0,1,1,0
78,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.00726197911327178,0.002701992093561935,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.347066696515758,0.106836272299855,AR,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
86,1.09354601628023,0.3307161920294525,AR,2023-02-20,1,1,1,1,1,0,0,1,0,0,1,0
87,2.38749385681674,0.2782246276198305,AR,2023-02-21,1,1,1,0,1,1,0,1,0,0,1,0
88,1.94034586931557,0.3210785881703,AR,2023-02-22,0,1,0,1,1,0,0,1,1,1,1,0
89,0.457707159565665,0.188768809113711,AR,2023-02-23,1,1,1,1,1,1,1,0,0,1,0,1
90,0.468661665720902,0.1882795476398505,AR,2023-02-24,1,1,1,1,1,1,1,1,0,0,1,1
91,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.383671609166702,0.231728517327005,AR,2023-02-26,1,1,1,1,1,1,0,1,0,1,1,1
93,4.99921973000834,0.3466272217385875,AR,2023-02-27,0,1,0,1,1,0,0,1,0,0,1,0
94,1.9684736825402,0.4248604402727885,AR,2023-02-28,1,1,0,1,1,0,0,1,0,1,1,0
95,0.632777868170357,0.04317513998252315,AR,2023-03-01,1,1,1,1,1,1,1,1,0,0,1,1
96,0.148447362010266,0.03915678741871615,AR,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
97,0.0410108356062312,0.03547604252339755,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.796855469377794,0.02623858801878755,AR,2023-03-06,1,1,1,1,1,1,1,1,0,0,1,1
101,0.404809457084477,0.02369081557046275,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
102,0.935513155398737,0.188633311847081,AR,2023-03-08,1,1,1,1,1,0,1,1,0,1,1,0
103,0.138940477673994,0.01927486391646815,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
104,0.113908553989979,0.01737087316160265,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
105,1.24305798411699,0.872937703387985,AR,2023-03-11,1,1,0,1,0,1,1,1,0,1,0,1
106,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0134150318376597,0.01268131088760945,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
108,0.996653731566783,0.2301416995372395,AR,2023-03-14,1,1,1,0,1,1,0,1,1,0,1,1
109,0.0365843866780772,0.0102659451882456,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0350641561036507,0.00923439846514045,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
111,0.68921802393719,0.1722000049669275,AR,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
112,1.05302869857778,0.421920847469532,AR,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
113,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0434426663763042,0.0060458185911812,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
115,0.396104986072494,0.0054403909346708,AR,2023-03-21,1,1,1,1,1,1,0,1,0,1,1,1
116,1.11386639059595,0.00489708502412046,AR,2023-03-22,1,1,0,1,1,1,0,1,0,1,1,1
117,0.0166237751903956,0.00440973910886915,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
118,0.013639086125941,0.0039727578687706,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.25879335979616,0.46841711815365,AR,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
121,0.00269768308288801,0.002915636881831815,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
122,2.18606006876715,0.302510351720593,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
123,0.254713165644759,0.00238177276718032,AR,2023-03-29,1,1,1,1,1,1,1,1,0,1,0,1
124,0.0072002659615704,0.002155925601610315,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.07600265520206,0.286455116241159,AZ,2023-02-19,1,0,0,0,1,0,1,0,0,0,1,0
128,3.89688057700087,0.168635326230883,AZ,2023-02-20,1,0,1,1,1,0,0,1,0,1,1,0
129,1.07040024188207,0.1563989608534865,AZ,2023-02-21,0,1,1,1,1,1,0,0,0,1,1,1
130,2.00244792228016,0.253218706889401,AZ,2023-02-22,0,1,0,1,1,1,0,1,0,1,1,1
131,0.393684118320737,0.0911236251655735,AZ,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
132,0.992288114670613,0.1773282293259095,AZ,2023-02-24,1,1,1,1,1,0,0,1,0,1,1,0
133,1.56036694122825,0.2990673590510685,AZ,2023-02-25,1,0,0,1,1,0,1,0,0,1,1,0
134,1.93670535522564,0.156744104053148,AZ,2023-02-26,1,1,0,1,1,0,0,0,1,1,1,0
135,2.77688674632648,0.103005247010216,AZ,2023-02-27,0,0,1,1,1,0,1,0,0,1,1,0
136,0.781500084673668,0.078170770486955,AZ,2023-02-28,1,1,1,1,1,1,1,0,0,1,1,1
137,3.68542554070748,0.193572770446129,AZ,2023-03-01,1,0,0,0,1,0,0,0,0,0,1,0
138,2.34735298797966,0.215585962212947,AZ,2023-03-02,1,0,0,0,0,1,0,0,1,0,0,1
139,3.78856884201438,0.401162987072265,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,1,1,1
140,5.29753668385669,0.4505082581120345,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
141,0.738250861472125,0.0755584564107685,AZ,2023-03-05,1,1,1,1,1,1,0,0,0,1,1,1
142,2.91006767418709,0.1184630978635275,AZ,2023-03-06,1,1,0,1,0,0,0,0,0,1,0,0
143,0.689835081486813,0.0548901569488155,AZ,2023-03-07,1,1,1,1,1,1,0,0,0,1,1,1
144,0.971227505175686,0.2285016243890065,AZ,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
145,0.0608537152710765,0.002200070735563865,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
146,0.0257173226986469,0.001920626648732665,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
147,1.99545244001986,0.186075424863958,AZ,2023-03-11,0,1,0,1,1,1,0,1,0,1,1,1
148,1.09480469008627,0.0737202506803975,AZ,2023-03-12,1,1,1,1,0,1,0,0,0,1,0,1
149,5.29109588678948,0.158962584213526,AZ,2023-03-13,0,1,0,0,1,0,0,1,0,0,1,0
150,0.877059392258077,0.0803612788813955,AZ,2023-03-14,1,0,1,1,1,1,1,0,0,1,1,1
151,2.01190609286102,0.1199057200511265,AZ,2023-03-15,1,0,0,1,0,1,0,0,0,1,0,1
152,0.092639492632173,8.5552561485902e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
153,2.26857868283211,0.6418758937723,AZ,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
154,2.63417238637067,0.635249253985115,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
155,3.53028970569084,0.1836557552183425,AZ,2023-03-19,0,0,0,0,1,1,0,0,0,0,1,1
156,3.92560424982223,0.0946563686399995,AZ,2023-03-20,0,1,0,1,0,1,0,0,0,1,0,1
157,2.68029432488179,0.1817218721380055,AZ,2023-03-21,0,0,0,1,0,1,0,0,0,1,0,1
158,1.70265232843714,0.1021582816431085,AZ,2023-03-22,0,0,0,1,1,1,0,0,0,1,0,1
159,1.11048569750307,0.121056171434918,AZ,2023-03-23,0,1,0,1,1,1,0,1,0,1,1,1
160,0.00960784137040005,3.02117272798625e-4,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
161,4.0787333466721e-4,2.6652164848354e-4,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
162,1.84262125436967,0.108488314379506,AZ,2023-03-26,0,0,0,1,1,1,0,0,0,1,1,1
163,4.47652106562408,0.119421773919018,AZ,2023-03-27,0,1,0,1,0,0,0,1,0,1,0,0
164,1.67843864720308,0.0458237239643484,AZ,2023-03-28,1,0,0,1,1,0,0,1,1,1,1,0
165,0.0195979275700407,1.6373802244916e-4,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
166,3.11650471060306,0.245556270098435,AZ,2023-03-30,0,1,0,0,0,1,0,1,0,0,0,1
167,5.7686730969758e-4,1.29604031485535e-4,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
168,1.34547947037588,0.3270644609292785,AZ,2023-04-01,0,1,0,1,1,1,0,1,0,1,1,1
169,2.60177798333622,0.1677194252115555,CA,2023-02-19,1,0,1,1,1,1,0,0,0,0,1,1
170,2.93534482791878,0.1450780928049155,CA,2023-02-20,1,1,1,1,1,1,0,1,0,0,1,0
171,2.2527118664555,0.181348247001537,CA,2023-02-21,1,1,1,1,1,1,0,0,0,1,0,0
172,5.19879151945262,0.1704042713632225,CA,2023-02-22,0,1,1,1,1,0,1,0,0,0,0,0
173,8.61607782948606,0.186238492983186,CA,2023-02-23,1,1,0,0,1,0,0,0,0,0,0,0
174,5.724853477158,0.120887613930799,CA,2023-02-24,0,1,1,1,1,0,0,0,0,1,0,0
175,5.9796087863253,0.238726476547633,CA,2023-02-25,1,1,0,1,0,0,0,0,0,0,0,0
176,1.56108167940326,0.145853343804451,CA,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,1
177,8.26554811604711,0.1906582102363865,CA,2023-02-27,0,1,0,1,1,1,0,1,0,1,0,0
178,7.62550624374219,0.1709948420666475,CA,2023-02-28,0,1,0,1,1,1,0,1,0,1,0,1
179,8.73431817461697,0.1567835435281305,CA,2023-03-01,0,0,0,1,1,0,0,1,0,0,0,0
180,5.66892158181755,0.1397001658507795,CA,2023-03-02,1,1,0,1,1,0,0,0,0,0,0,0
181,10.0524277451181,0.155446115223038,CA,2023-03-03,0,1,0,1,1,0,0,0,0,0,0,0
182,5.74170735414121,0.132373541542858,CA,2023-03-04,1,0,0,1,0,0,0,0,0,1,0,0
183,2.159882851057,0.05719189286959,CA,2023-03-05,1,1,0,1,1,1,0,0,0,0,0,0
184,4.77496988000906,0.169210914600054,CA,2023-03-06,0,1,0,1,1,1,0,1,0,0,1,1
185,8.09391459442169,0.1808747732406485,CA,2023-03-07,0,0,0,1,1,0,0,0,0,0,0,0
186,17.443159520988,0.183494439977278,CA,2023-03-08,0,0,0,0,0,0,0,0,0,0,0,0
187,3.7812258945926,0.090977402147601,CA,2023-03-09,1,1,1,1,1,0,0,0,0,0,0,0
188,7.54852702265837,0.129487574554172,CA,2023-03-10,0,1,0,1,0,0,0,0,0,1,0,0
189,2.25456233701318,0.0873836794515935,CA,2023-03-11,1,1,1,1,1,1,0,1,0,0,0,1
190,8.02181577507513,0.150971777739807,CA,2023-03-12,1,1,0,1,0,0,0,1,0,1,0,0
191,10.5549738467421,0.1718989040978315,CA,2023-03-13,0,0,0,1,0,0,0,0,0,1,0,0
192,8.15420115982212,0.1351598976995835,CA,2023-03-14,0,0,0,1,0,0,0,0,0,1,0,0
193,9.12885305961717,0.1353394905943685,CA,2023-03-15,0,0,0,1,1,0,0,0,0,0,0,0
194,5.15502698675614,0.0989710014376485,CA,2023-03-16,1,0,0,1,0,0,0,0,0,1,0,0
195,9.89391192984113,0.156974057474691,CA,2023-03-17,1,0,0,1,0,0,0,1,0,1,0,0
196,4.50523554498336,0.135541675958986,CA,2023-03-18,1,0,0,1,0,0,0,0,0,1,0,0
197,7.73834260503969,0.178205239281088,CA,2023-03-19,0,0,0,0,0,0,0,0,0,0,1,0
198,1.8526296307751,0.061486877619218,CA,2023-03-20,1,0,1,1,1,0,1,0,0,1,0,0
199,4.18449051446496,0.0914791013930995,CA,2023-03-21,1,0,0,0,1,0,0,0,0,0,1,0
200,10.3530150743941,0.1270763220282725,CA,2023-03-22,0,0,0,1,0,0,0,0,0,1,0,0
201,10.0529137041257,0.1420154458384545,CA,2023-03-23,1,0,0,0,0,0,0,0,0,0,0,0
202,8.43905120164653,0.1387276552747145,CA,2023-03-24,1,0,0,0,0,0,0,0,0,0,0,0
203,12.2983766346973,0.2488822675553935,CA,2023-03-25,0,0,0,0,1,0,0,0,0,0,1,0
204,10.0631430711581,0.1834310744248405,CA,2023-03-26,1,1,0,0,0,0,0,1,0,1,0,0
205,6.81332413262319,0.100362083996184,CA,2023-03-27,1,0,0,1,1,0,1,0,0,1,0,0
206,1.36716049946637,0.051152438317203,CA,2023-03-28,1,1,1,1,1,0,1,1,0,1,0,0
207,15.0171580294702,0.2158433093357805,CA,2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0
208,2.72216232525268,0.0713635354455815,CA,2023-03-30,1,0,0,1,0,0,0,0,0,1,0,0
209,6.24146823151792,0.1245021960857175,CA,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0
210,10.9666249348121,0.217029544719349,CA,2023-04-01,1,0,0,0,0,1,1,0,0,0,0,1
211,0.698938254793618,0.2108381029093185,CO,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
212,1.1257298449985,0.1448097035066775,CO,2023-02-20,0,1,1,1,1,1,0,1,1,0,1,1
213,0.420443154118635,0.0594862007515105,CO,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,0
214,0.954752489194442,0.156050093064315,CO,2023-02-22,1,0,1,1,1,1,0,0,1,1,1,1
215,0.156823627883742,0.0059245326409635,CO,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
216,0.247478903163841,0.00517678419477575,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
217,0.0559525406230478,0.004522592721394225,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
218,0.0507488197895234,0.00395070192215172,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
219,0.463249961266176,0.0624991319309405,CO,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
220,2.03535772128635,0.1627498746227905,CO,2023-02-28,0,0,0,1,1,1,0,0,0,1,1,1
221,0.437511901245864,0.002634298287848225,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
222,0.121565806694186,0.002302302832158735,CO,2023-03-02,1,1,1,1,1,1,1,0,0,1,1,1
223,0.0356903593298298,0.002012822360099395,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
224,1.26629071639679,0.317969829077132,CO,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
225,0.0414765406234496,0.0015405564112407,CO,2023-03-05,1,1,1,1,1,1,1,1,0,1,0,1
226,1.93269791082661,0.236878221728607,CO,2023-03-06,0,1,0,1,1,0,0,1,0,1,1,0
227,0.795799520226983,0.0730258561964775,CO,2023-03-07,0,1,1,1,1,1,0,1,0,1,1,1
228,0.871749090642493,0.086336804750561,CO,2023-03-08,0,1,1,1,1,1,0,1,1,1,0,1
229,0.0187479820164508,9.09572079384735e-4,CO,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
230,0.0108465947181381,7.9903984485156e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
231,8.0973626163698e-4,7.0268087570789e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
232,0.00220873969533343,6.18655117337865e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
233,0.00189838165718528,5.4535985110837e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
234,0.00760397075603214,4.81399892042665e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.0585992298437923,4.25561321281455e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
236,0.0282428922271756,3.7678838093724e-4,CO,2023-03-16,1,1,1,1,1,1,0,1,0,1,1,1
237,1.20073308077487,0.1935263966955485,CO,2023-03-17,0,1,0,1,1,1,0,1,0,1,1,1
238,1.3255810553912,0.4843267179872565,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
239,1.22357017430312,0.161932627007995,CO,2023-03-19,0,1,0,1,1,1,0,1,0,1,1,1
240,0.0271840897816548,2.35705220439015e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
241,1.26424973673133,0.122931595191954,CO,2023-03-21,1,1,0,1,1,0,1,1,0,1,1,0
242,5.74694473895086,0.54385328333979,CO,2023-03-22,0,0,0,1,0,1,0,0,0,1,0,1
243,1.21021737276567,0.1226553936983935,CO,2023-03-23,1,1,0,1,0,1,1,1,0,1,0,1
244,0.00630163836356655,1.5250356549205e-4,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
245,1.1622007034158e-4,1.3760706998654e-4,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
246,1.30719077184446,0.1965499405928495,CO,2023-03-26,1,1,0,1,0,1,1,1,0,1,0,1
247,0.0049750554556187,1.12932202646795e-4,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00286877951340883,1.02732732414525e-4,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00370231504670999,9.372293731624e-5,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00253842711970882,8.575459659402e-5,CO,2023-03-30,1,1,1,1,1,1,0,1,0,1,1,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1.0370428032838e-4,7.2442866556235e-5,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0261724390135882,8.7824062799357e-4,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
254,0.0365100758193684,7.89715264163285e-4,CT,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
255,0.0622356422158413,7.10812469212575e-4,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
256,0.0185016775784489,6.4047478783924e-4,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
