...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
1,0.829165593677681,0.1133655064867755,AK,2022-12-11,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
2,0.931931248214793,0.2420466725181695,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
3,1.06372756686346,0.32147712216957,AK,2022-12-13,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
4,0.973001146662388,0.361142817479473,AK,2022-12-14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.773199350473668,0.294325345372068,AK,2022-12-15,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
6,3.35801557244241,0.4386340031893485,AK,2022-12-16,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
7,0.130212709542092,0.0788018208420735,AK,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
8,1.54212652830702,0.547520810933125,AK,2022-12-18,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
9,1.00370160801327,0.3049043618396275,AK,2022-12-19,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
10,0.40521513800044,0.235201334988894,AK,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
11,0.997226852558325,0.3233747678114865,AK,2022-12-21,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
12,0.744456826602524,0.3008720528744225,AK,2022-12-22,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
13,0.109906144280816,0.0586082045057125,AK,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1.12229568871449,0.3351263591750095,AK,2022-12-24,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
15,0.312194161494766,0.05483976842666,AK,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
16,1.47958078574174,0.340518983140696,AK,2022-12-26,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
17,6.59188955771106,0.64436390709269,AK,2022-12-27,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
18,1.55120311527655,0.394702255186725,AK,2022-12-28,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
19,0.819226740501873,0.2845827547943645,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
20,2.78877834529385,0.58619722411134,AK,2022-12-30,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
21,0.899287766744342,0.375957679532827,AK,2022-12-31,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
22,0.799805149631884,0.395548241584201,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.863939196328125,0.2254766566303,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,1.11105261659213,0.246996158798955,AK,2023-01-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
25,1.59899655143393,0.2034792899593,AK,2023-01-04,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
26,0.71258067998445,0.062458187249133,AK,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
27,0.869664945893854,0.2874984629939755,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
28,0.381381667010979,0.3197906692760875,AK,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
29,0.18712657469678,0.074794916999687,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
30,0.832393226606043,0.3000788165497,AK,2023-01-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
31,1.11579717064611,0.1582155900859685,AK,2023-01-10,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
32,1.64165877893633,0.2969385761083015,AK,2023-01-11,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
33,1.47618473845261,0.1002925217694505,AK,2023-01-12,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
34,0.73338897382807,0.226532398235596,AK,2023-01-13,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
35,0.285288481561831,0.11739343945317,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
36,0.30754437051743,0.127102231316033,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
37,0.783205267162851,0.2042557539120735,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38,2.69962257209518,0.2458101435299795,AK,2023-01-17,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
39,2.51647027186765,0.25312756543031,AK,2023-01-18,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
40,0.408858105246497,0.2883223921919775,AK,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
41,2.7826419331939,0.2183720963980195,AK,2023-01-20,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
42,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.55169824399311,0.507799350823015,AL,2022-12-11,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
44,1.31065002934842,0.423825657410933,AL,2022-12-12,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
45,0.09432712526383,0.070372290324364,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,1.02247102881341,0.3245767125101525,AL,2022-12-14,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
47,1.39066825989823,0.290686187172179,AL,2022-12-15,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
48,0.811591247052123,0.2850078379156275,AL,2022-12-16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
49,0.248671879466563,0.058859950293413,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.249807780619288,0.056822129450038,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
51,0.440169999959559,0.199147225709804,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
52,1.50485397847974,0.227461932159465,AL,2022-12-20,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
53,2.49608425722494,0.432188590529298,AL,2022-12-21,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
54,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.065100238262532,0.051701386644312,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
57,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.29154627850094,0.281780325760705,AL,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
59,1.14204847522609,0.218690761551837,AL,2022-12-27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
60,2.22817906707913,0.3748295261140085,AL,2022-12-28,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
61,2.43174055845098,0.3024473028032585,AL,2022-12-29,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
62,1.98838108978753,0.397238321000586,AL,2022-12-30,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
63,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.62999024576439,0.2320465669166495,AL,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
66,2.49366840015287,0.2544864317817515,AL,2023-01-03,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
67,2.04049332896809,0.351162930474364,AL,2023-01-04,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
68,0.934104066858149,0.2304738841354225,AL,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
69,1.68885312137308,0.401413970170494,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
70,2.36353918719603,0.44998591466973,AL,2023-01-07,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
71,1.5532702771296,0.693924447161265,AL,2023-01-08,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
72,1.14106916237508,0.2995668929937075,AL,2023-01-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
73,1.06055280327054,0.2462132925663815,AL,2023-01-10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
74,0.304212742430946,0.268166258054166,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
75,0.904172614498283,0.405018676914551,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
76,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2.00831849475505,0.349938183053311,AL,2023-01-18,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
82,0.361078760245549,0.2827693740407505,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,0.398855317775816,0.3038021834786615,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
84,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.832582816677818,0.30631674015328,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
86,4.06333379557973,0.3290709934287225,AR,2022-12-12,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
87,1.34985059150917,0.30377470258642,AR,2022-12-13,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
88,2.14041792842623,0.291814391894171,AR,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
89,1.7707686856358,0.190952200657228,AR,2022-12-15,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
90,2.88123923592949,0.429339350319465,AR,2022-12-16,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
91,0.842925953466355,0.2667258779947995,AR,2022-12-17,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
92,0.635124562444811,0.257687373585705,AR,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1.93006684311015,0.2365016210710425,AR,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
94,2.52202974122507,0.318259209982877,AR,2022-12-20,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0
95,1.51229124187655,0.2401854884110865,AR,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
96,1.40740634957377,0.290149507556923,AR,2022-12-22,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
97,1.89960461844581,0.379930166581743,AR,2022-12-23,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
98,1.64916031597328,0.075245045435147,AR,2022-12-24,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
99,0.719182468559206,0.222871372694645,AR,2022-12-25,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
100,3.46634508557428,0.1270355233726105,AR,2022-12-26,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
101,1.08144318587583,0.306534867934065,AR,2022-12-27,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
