...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23F_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23F_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
21,NA,NA,AK,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.0632247247995489,0.0122200790381733,AK,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1.22024184031514,0.875213324755265,AK,2024-01-25,1,1,1,0,1,0,1,1,1,0,1,0
27,0.0478941073086955,0.0085300795178113,AK,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0130558498727741,0.00755449511305085,AK,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0124014791166672,0.0066856553930347,AK,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
30,0.0105598053667199,0.0059127754607327,AK,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
31,0.00833871226211826,0.0052260010643914,AK,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.00763382579803808,0.00407568963177157,AK,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
34,1.18034561525261,0.463001098733286,AK,2024-02-02,1,1,1,0,1,0,1,1,1,0,1,0
35,NA,NA,AK,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.260923816324281,0.189676348214085,AL,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
46,1.05720975649167,0.514653020542525,AL,2024-01-03,0,1,1,1,1,1,1,1,0,0,1,1
47,0.23539212793231,0.1661092483123375,AL,2024-01-04,1,1,1,1,1,1,1,1,0,0,1,1
48,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.818367629478445,0.2982180588378515,AL,2024-01-07,1,1,1,1,1,0,1,1,1,0,1,0
51,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.094461885680286,0.0695459147432255,AL,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.552176832302336,0.331701289627213,AL,2024-01-18,1,1,1,1,1,1,1,1,0,1,1,0
62,NA,NA,AL,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0515331077532239,0.03582252516067555,AL,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,1
66,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1.03059522175347,0.72679306377981,AL,2024-01-26,1,1,0,0,1,1,1,1,0,0,1,1
70,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.0158778564637154,0.01244031452332555,AL,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
76,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.18279124488152,0.836556759977825,AL,2024-02-05,1,1,0,0,1,1,1,1,1,1,1,1
80,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.29030748150743,0.90046011524105,AL,2024-02-07,1,1,1,0,1,0,1,1,1,0,1,0
82,0.00681254955981771,0.0056320033854361,AL,2024-02-08,1,1,1,1,1,1,1,0,1,0,1,1
83,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.148631469392162,0.1024340215926985,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
88,0.702731312967601,0.093664299280549,AR,2024-01-03,1,1,1,0,1,1,1,1,1,0,1,0
89,1.2645708996205,0.306180262600399,AR,2024-01-04,1,1,1,1,1,0,1,1,1,1,0,0
90,0.10782866456029,0.077770263561989,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1.00967756063177,0.71661596324594,AR,2024-01-10,1,1,1,1,1,0,1,1,0,1,1,0
96,0.189896561899639,0.042294995081939,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
97,0.833505071280479,0.38988308122446,AR,2024-01-12,1,1,1,1,1,0,1,1,0,1,1,0
98,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.0292868071840465,0.01701334897278145,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.015190576954154201,0.011825931854995,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0459693604091437,0.0092315237666899,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.00529085576902505,0.00332406446423366,AR,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.00322367152862074,0.001727425846572615,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
123,0.00237293722221435,0.00151419707584669,AR,2024-02-07,1,1,1,1,1,1,1,0,1,0,1,1
124,0.00837796265783039,0.00132704320360009,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
125,0.00651973551299778,0.001162849184409275,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.00220796039966,0.1811803908784275,AZ,2023-12-31,1,1,1,0,1,1,0,1,0,0,1,1
128,2.45120927509273,0.3020848997295565,AZ,2024-01-01,0,1,1,1,1,1,0,1,0,0,1,0
129,3.46074267446177,0.2954264155013835,AZ,2024-01-02,1,0,1,1,1,0,1,0,0,0,0,0
130,0.926862989351539,0.3151097619952695,AZ,2024-01-03,1,1,1,1,1,1,0,0,1,0,1,0
131,0.791817415570933,0.233102218042982,AZ,2024-01-04,1,1,1,1,1,0,1,1,1,0,1,0
132,0.369326993924376,0.233743668543174,AZ,2024-01-05,1,1,1,1,1,1,1,1,0,1,0,1
133,0.873281465901326,0.134158511998749,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,0,1,0
134,1.2461270264997,0.066872464542511,AZ,2024-01-07,1,1,1,0,1,1,1,1,1,1,1,1
135,1.13541279015289,0.1676374971478985,AZ,2024-01-08,1,1,1,1,1,1,0,0,0,0,0,1
136,1.32503767996562,0.18704273163253,AZ,2024-01-09,1,1,1,1,0,1,0,1,1,0,0,0
137,0.224568315952251,0.0490396257476375,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1
138,1.76423373662275,0.3221128422378365,AZ,2024-01-11,1,1,0,0,1,1,1,1,0,0,1,0
139,0.791662066037532,0.216740937505931,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,0
140,0.846453779657616,0.1615652892737935,AZ,2024-01-13,1,0,1,1,1,1,1,0,1,0,1,1
141,1.88625431720966,0.2435837475374205,AZ,2024-01-14,1,1,0,0,1,1,1,0,0,0,1,0
142,2.48850697848178,0.175219036767464,AZ,2024-01-15,0,0,0,1,1,1,0,1,0,0,1,0
143,0.111502239608452,0.0250646544633921,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
144,1.15733928616138,0.1782312373509245,AZ,2024-01-17,1,1,1,1,1,1,0,0,0,1,1,1
145,0.890762463085195,0.224699022398807,AZ,2024-01-18,1,0,1,1,1,1,1,0,0,1,1,1
146,0.247761778479044,0.01754274710656305,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
147,0.609063751697918,0.2057920787499165,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1
148,3.1576086287852,0.205977224447331,AZ,2024-01-21,1,1,1,0,0,0,1,1,0,0,0,0
149,1.10926654605185,0.0592255855312,AZ,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,0
150,0.877544124520454,0.0748182986903255,AZ,2024-01-23,1,1,1,1,1,1,1,1,0,0,1,1
151,2.80036888871018,0.3463958449269155,AZ,2024-01-24,0,1,0,0,1,0,0,1,0,0,1,0
152,0.0807217868690451,0.00831892167324915,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
153,1.16094554666478,0.4484726065766005,AZ,2024-01-26,1,1,1,0,1,0,1,1,1,0,1,0
154,1.31194804666898,0.13195088733025,AZ,2024-01-27,1,1,1,1,0,0,1,1,0,1,0,1
155,0.00653512328462978,0.005656452546815,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
156,1.62626161516443,0.1130226548630835,AZ,2024-01-29,1,1,0,1,1,1,1,1,0,0,1,1
157,0.923585946396456,0.09625148927583,AZ,2024-01-30,1,1,0,1,1,1,1,1,0,0,0,0
158,0.786044575175914,0.069218612192163,AZ,2024-01-31,1,1,1,1,1,0,1,1,0,1,1,0
159,0.0350521507586272,0.003349346376276515,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0276592241425341,0.00293393467261384,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.0355344821812086,0.00224814765491855,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
163,2.61282231944671,0.1633581961771,AZ,2024-02-05,1,1,0,0,1,1,1,1,0,0,1,1
164,0.854649766109967,0.04104509305314935,AZ,2024-02-06,1,1,1,1,1,0,1,0,0,0,1,0
165,0.305449145589977,0.00150354086266011,AZ,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
166,0.00137291852969346,0.0013140115748836,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
167,1.24451529008578,0.3192358941211505,AZ,2024-02-09,1,1,1,0,1,0,1,1,1,0,1,0
168,0.00364164003219569,0.00100283130051227,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
169,0.355720682318758,0.0847637988971575,CA,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
170,0.349193604509894,0.2330829972509425,CA,2024-01-01,1,1,1,1,1,1,1,1,0,1,1,0
171,1.20312955498233,0.27019915456758,CA,2024-01-02,1,1,1,1,1,1,1,1,0,0,1,1
172,1.41058433703617,0.2431756483248345,CA,2024-01-03,1,1,0,1,1,1,1,1,0,0,1,1
173,2.41339333838535,0.269546911057449,CA,2024-01-04,1,1,1,1,1,0,0,1,0,0,0,0
174,0.986488571925788,0.223098968532333,CA,2024-01-05,1,1,1,1,1,1,0,1,0,0,1,1
175,4.03701458364182,0.4516847807892885,CA,2024-01-06,1,1,0,0,1,1,1,0,0,0,1,0
176,1.95138492374848,0.56685329984513,CA,2024-01-07,0,1,1,0,0,1,0,1,0,0,0,1
177,2.40680103577867,0.2162895983556125,CA,2024-01-08,0,1,1,1,1,1,0,1,0,0,0,0
178,4.46286050081641,0.1263900131896095,CA,2024-01-09,1,1,0,0,1,1,0,0,0,0,0,1
179,3.94764891943731,0.134507361403134,CA,2024-01-10,0,1,0,0,1,1,0,1,0,0,1,0
180,2.61656557999651,0.1317977124379995,CA,2024-01-11,0,1,1,1,1,1,0,1,0,0,1,1
181,2.25697872938165,0.157783913465484,CA,2024-01-12,1,1,1,1,1,0,0,1,0,0,0,0
182,1.40128755638425,0.113949390406201,CA,2024-01-13,1,1,1,1,1,1,1,1,0,0,0,0
183,1.43531712250632,0.197109901845917,CA,2024-01-14,0,0,1,1,1,1,0,0,0,0,1,0
184,2.67977749379755,0.2357742342289505,CA,2024-01-15,0,1,1,0,1,0,0,1,1,0,1,0
185,1.96881104158682,0.1736955679300995,CA,2024-01-16,0,1,1,1,1,1,0,1,0,0,1,0
186,1.65350819718911,0.01225285601865315,CA,2024-01-17,1,1,1,0,1,1,1,0,0,0,1,1
187,1.20916585819961,0.152434284533674,CA,2024-01-18,1,1,1,1,1,1,1,1,0,0,1,0
188,0.919414571095354,0.00948933662714835,CA,2024-01-19,1,1,1,0,1,1,1,1,0,0,1,1
189,0.856446097737578,0.075669720298297,CA,2024-01-20,1,1,1,1,1,0,1,1,1,0,1,0
190,1.35267296206041,0.253889843666523,CA,2024-01-21,1,1,1,0,0,1,1,1,1,0,0,1
191,0.84524035883074,0.070736467587854,CA,2024-01-22,1,1,1,1,1,1,0,1,1,1,1,0
192,0.797414941891224,0.0056296779833765,CA,2024-01-23,1,1,1,1,1,1,0,1,0,0,1,1
193,0.861004717987806,0.0877837306841705,CA,2024-01-24,0,1,1,1,1,1,0,1,1,0,1,1
194,2.84432821117251,0.1531323742165865,CA,2024-01-25,1,1,1,0,0,0,1,1,1,0,0,0
195,2.72162627972975,0.1268636001776015,CA,2024-01-26,0,1,1,0,1,0,0,1,0,0,1,0
196,0.868691612666527,0.003301976539010375,CA,2024-01-27,1,1,1,0,1,1,1,1,0,0,1,1
197,0.864086131894425,0.04704573885561855,CA,2024-01-28,1,1,1,1,1,0,1,0,0,0,1,0
198,3.22247234905782,0.088163167670202,CA,2024-01-29,1,1,1,1,1,0,1,1,1,0,0,0
199,1.27701281586326,0.0620258899626865,CA,2024-01-30,0,1,1,1,1,1,0,1,0,0,0,0
200,2.73469733400602,0.085837843647622,CA,2024-01-31,1,1,0,0,1,1,1,1,0,0,1,0
201,7.31964865740544,0.110336431852995,CA,2024-02-01,0,1,1,0,1,0,0,1,0,0,0,0
202,7.02391097750016,0.116371110601593,CA,2024-02-02,0,1,1,0,1,0,0,1,0,0,0,0
203,0.849999548130223,0.0436051979758371,CA,2024-02-03,1,1,1,1,1,1,1,1,0,0,1,1
204,0.821810424710626,0.03651590284194295,CA,2024-02-04,1,1,1,1,0,1,1,1,0,1,0,1
205,1.71467748573606,0.06589336444502,CA,2024-02-05,1,1,1,1,1,0,1,1,1,0,1,0
206,5.94842428522873,0.100639817096567,CA,2024-02-06,1,1,0,0,0,0,1,1,0,0,0,0
207,3.90180829694058,0.086658567768731,CA,2024-02-07,1,0,1,0,1,0,1,1,0,0,1,0
208,1.25567863286132,0.03380866314748935,CA,2024-02-08,0,1,1,1,1,1,1,1,1,1,0,0
209,8.10077940683502,0.119750702060354,CA,2024-02-09,1,1,1,0,0,0,1,1,1,0,0,0
210,4.84130586503416,0.1491866283292455,CA,2024-02-10,0,1,0,0,1,0,0,1,0,0,1,0
211,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.741707891744673,0.52822983577727,CO,2024-01-01,1,1,0,1,1,1,1,1,0,1,0,1
213,1.77644417191571,0.3602416378373895,CO,2024-01-02,1,1,0,0,1,1,1,1,0,0,1,0
214,0.532327355843413,0.1726841757114115,CO,2024-01-03,1,1,1,1,1,1,1,0,1,0,1,1
215,0.565774206596928,0.3238369221415575,CO,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,0
216,1.08503768426138,0.322693626944992,CO,2024-01-05,1,0,1,1,1,1,1,1,0,0,1,0
217,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.86213413072374,0.64556888881143,CO,2024-01-08,1,1,0,0,1,1,1,1,0,0,1,0
220,0.0567781430027509,0.04106333696629685,CO,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1
221,0.969525237469575,0.677073155565945,CO,2024-01-10,1,1,0,0,1,1,1,1,0,0,1,1
222,0.291023864386847,0.03307610348014715,CO,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
223,0.911441463783226,0.405413189772126,CO,2024-01-12,1,1,1,1,1,0,1,1,1,0,1,0
224,0.034008229867507,0.02648032065477515,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0300427326178098,0.02108404728174295,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
227,0.0262387102716252,0.0187785311048824,CO,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
228,0.0765530524517375,0.0167060838142887,CO,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1
229,0.129451190171235,0.0148465400322152,CO,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
230,0.064008672478352,0.01318089399338705,CO,2024-01-19,1,1,1,1,1,1,0,1,1,0,1,1
231,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.218339401196215,0.00917530699148845,CO,2024-01-22,1,1,1,1,1,1,1,0,0,0,1,1
234,0.0393699602673678,0.00811923023719885,CO,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.0272536640135537,0.0056051315782306,CO,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1
238,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.066940255164224,0.00385267880868318,CO,2024-01-29,1,1,1,1,1,1,1,1,0,0,1,1
241,0.00483231116519615,0.003397625522895965,CO,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
242,0.00376013929943701,0.002995486324506885,CO,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0451454219633388,0.002640331087248325,CO,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
244,0.0227868743719513,0.002326847572226165,CO,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00204011620467869,0.001591434374866925,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00195152986753676,0.00140200567461181,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00193628464543834,0.001235135139888685,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00586112755410501,0.001088172731941085,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
251,0.00427951137111134,9.5876952794643e-4,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
252,1.30936007818825,0.4807385460780115,CO,2024-02-10,1,1,1,0,1,0,1,1,1,0,1,0
253,0.490897475119436,0.315677770113489,CT,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
254,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2.67990427834099,0.1030504173331325,CT,2024-01-02,0,1,0,0,1,1,0,1,0,0,1,1
256,1.45000758095062,0.178714749248878,CT,2024-01-03,0,1,0,1,1,1,0,1,0,1,1,0
257,1.29645822657139,0.3187399246203325,CT,2024-01-04,0,1,1,0,1,1,1,1,0,0,1,1
