...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
32,0.245902696854375,0.02159486158521765,AK,2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.207692830126907,0.02094179853208215,AL,2022-10-02,1,1,1,1,1,1,1,1,0,1,0,1
44,0.0282643166486617,0.0209485487845029,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.102701081949703,0.02102732431610895,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.103843074553752,0.02134224578535365,AL,2022-10-08,1,1,1,1,1,1,1,0,0,1,1,1
50,0.19421065228231,0.0215106327724102,AL,2022-10-09,1,1,1,1,1,1,1,1,0,1,0,1
51,0.0985296918261863,0.0217162786521325,AL,2022-10-10,1,1,1,1,1,1,1,1,0,1,0,1
52,0.211431046238486,0.0219631211559596,AL,2022-10-11,1,1,1,1,1,1,1,0,0,1,1,1
53,2.20608258486811,0.405922038672596,AL,2022-10-12,1,1,0,1,0,1,1,1,0,1,0,1
54,0.430575234951629,0.164468553584632,AL,2022-10-13,1,1,1,1,1,1,1,1,0,0,0,1
55,0.332648505138456,0.022997533225917,AL,2022-10-14,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0323973557757015,0.0234586798406736,AL,2022-10-15,1,1,1,1,1,1,1,1,0,0,1,1
57,0.867288617467249,0.1853643572699595,AL,2022-10-16,1,1,1,0,1,1,1,0,0,0,0,1
58,1.0145817062313,0.4263502058233205,AL,2022-10-17,1,1,1,0,1,1,1,1,0,0,1,1
59,0.0347545245108636,0.0252870325940256,AL,2022-10-18,1,1,1,1,1,1,1,1,1,1,1,1
60,0.121272174149748,0.02607281089009575,AL,2022-10-19,1,1,1,1,1,1,1,0,0,1,1,1
61,0.0378425022472405,0.02696299820929,AL,2022-10-20,1,1,1,1,1,1,1,1,0,0,1,1
62,0.0410380450676529,0.0279688121843417,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
63,0.0433973775505547,0.0291025309144861,AL,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
64,0.140550590322394,0.0303775421149056,AL,2022-10-23,1,1,1,1,1,1,1,0,0,1,1,1
65,0.0463432551092832,0.03180838328366865,AL,2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1
66,0.150762253754781,0.03341077046354795,AL,2022-10-25,1,1,1,1,1,1,1,1,0,1,0,1
67,0.989223563230081,0.373216205397943,AL,2022-10-26,1,1,0,1,1,1,1,0,0,1,0,1
68,2.19658922608316,0.79083723434963,AL,2022-10-27,1,1,0,0,1,1,1,1,0,0,0,1
69,NA,NA,AL,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.682089308516693,0.359265886763322,AL,2022-10-29,1,1,1,1,0,1,1,1,0,1,0,1
71,0.733251598685205,0.3715455776871665,AL,2022-10-30,1,0,1,1,1,1,1,0,0,1,0,1
72,0.448635778358673,0.168096817445679,AL,2022-10-31,1,1,1,1,1,1,1,1,0,1,0,1
73,0.682047844479257,0.2961816761185015,AL,2022-11-01,1,1,1,1,1,1,1,1,0,0,1,1
74,0.413768291740285,0.2434260862963325,AL,2022-11-02,1,1,1,1,1,1,1,0,1,1,0,1
75,2.06461096436089,0.4501166023904255,AL,2022-11-03,1,0,0,1,1,1,1,1,1,1,1,1
76,0.811051633486406,0.59000077025679,AL,2022-11-04,1,1,1,1,0,1,1,0,1,1,0,1
77,1.05862172425168,0.745900536377815,AL,2022-11-05,1,1,1,0,1,1,1,1,0,0,1,1
78,0.763930179005719,0.557300179395885,AL,2022-11-06,1,1,1,1,0,1,1,1,1,1,1,1
79,0.675409345730587,0.263550995838706,AL,2022-11-07,1,1,1,1,1,1,1,1,0,1,0,1
80,0.378285533000884,0.0852344163425515,AL,2022-11-08,1,1,1,1,1,1,1,1,0,1,0,1
81,0.724238768347782,0.3394190647273495,AL,2022-11-09,1,1,1,1,1,1,1,1,0,0,1,1
82,0.858175966069985,0.2657476446938175,AL,2022-11-10,1,1,1,1,1,1,1,0,0,1,1,1
83,0.616053446958069,0.469741801898989,AL,2022-11-11,1,1,1,1,1,1,1,1,0,1,0,1
84,0.317232044763406,0.227521929592568,AL,2022-11-12,1,1,1,1,1,1,1,0,0,1,1,1
85,0.313993146604746,0.0171449879027554,AR,2022-10-02,1,1,1,1,1,1,1,1,0,1,0,1
86,1.25145840605754,0.1756464442799085,AR,2022-10-03,1,0,1,1,1,1,1,0,0,1,1,1
87,0.924889553534999,0.1927789543747665,AR,2022-10-04,1,1,1,1,0,1,1,0,0,1,1,1
88,2.52415775402533,0.0179028705895643,AR,2022-10-05,1,0,0,1,1,1,1,0,0,1,0,1
89,0.318177778518555,0.018198443870615,AR,2022-10-06,1,1,1,1,1,1,1,0,0,1,1,1
90,1.81422933898594,0.192188706476076,AR,2022-10-07,1,1,1,1,1,0,1,0,0,1,1,0
91,0.398383565230124,0.140463635349784,AR,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
92,0.159603136751201,0.019250352505676,AR,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
93,0.600636482190232,0.0196670532217744,AR,2022-10-10,1,1,1,1,1,1,1,0,0,1,1,1
94,0.675115505548761,0.100424227362578,AR,2022-10-11,1,1,1,1,1,1,1,0,0,0,0,1
95,0.437716017667074,0.164649106064473,AR,2022-10-12,1,1,1,1,1,1,1,0,0,1,1,1
96,0.393581322795255,0.1407373553472655,AR,2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
97,0.509798286070396,0.200393711148221,AR,2022-10-14,1,1,1,1,1,1,1,0,0,1,1,1
98,0.658610102318729,0.2595621047578695,AR,2022-10-15,1,1,1,1,1,1,1,0,0,1,1,1
99,0.509339065160142,0.2001940257369485,AR,2022-10-16,1,1,1,1,1,1,1,0,0,1,0,1
100,1.18817441153495,0.2422742279086405,AR,2022-10-17,1,1,0,1,1,1,1,0,0,1,0,1
101,1.1813175037482,0.097985233337415,AR,2022-10-18,1,1,1,0,1,1,1,0,0,0,0,1
102,0.794868237886456,0.3742827219239285,AR,2022-10-19,1,0,1,1,1,1,1,0,0,1,1,1
103,0.51385026772858,0.20015444103191599,AR,2022-10-20,1,1,1,1,1,1,1,0,1,1,0,1
104,1.56440227271396,0.426188636940264,AR,2022-10-21,0,1,0,0,1,1,0,1,0,0,1,1
105,0.855674564533289,0.0296701324574092,AR,2022-10-22,1,1,0,1,1,1,1,0,0,1,1,1
106,0.259526126661365,0.03121510300072375,AR,2022-10-23,1,1,1,1,1,1,1,1,0,1,0,1
107,1.58445550623906,0.2293923882583655,AR,2022-10-24,1,1,1,1,1,1,1,1,0,1,0,1
108,1.99240971817796,0.2484357520246435,AR,2022-10-25,0,1,1,1,1,1,0,0,0,1,1,1
109,0.538074012499542,0.2021427476645935,AR,2022-10-26,1,1,1,1,1,1,1,0,1,1,0,1
110,0.568520701422472,0.148402463222603,AR,2022-10-27,1,1,1,1,1,1,1,1,0,1,0,1
111,0.35420350338318,0.04206794213278235,AR,2022-10-28,1,1,1,1,1,1,1,0,0,1,1,1
112,0.583436617957196,0.04504538826576485,AR,2022-10-29,1,1,1,1,1,1,1,1,0,1,0,1
113,1.27745911468573,0.391521406092997,AR,2022-10-30,0,1,1,1,1,1,0,0,0,1,0,1
114,1.57392068303325,0.2700146673047935,AR,2022-10-31,1,0,1,1,1,1,1,0,0,1,0,1
115,1.17952399235575,0.3485460388479075,AR,2022-11-01,1,1,0,1,1,1,1,0,1,1,0,1
116,3.55795667082071,0.1925286309964955,AR,2022-11-02,1,0,1,1,0,1,1,0,1,1,0,1
117,1.90600252069625,0.1518736142996765,AR,2022-11-03,1,1,0,0,1,1,1,0,0,0,0,1
118,0.970054107519274,0.3221035502055465,AR,2022-11-04,1,1,1,1,0,1,1,0,1,0,0,1
119,1.40159946664016,0.30813606361041,AR,2022-11-05,1,0,1,1,1,1,1,0,0,1,0,1
120,1.25633824637926,0.592167093185475,AR,2022-11-06,1,0,0,1,1,1,1,0,0,1,0,1
121,0.665139726205799,0.0919241311112595,AR,2022-11-07,1,1,1,1,1,1,1,1,0,1,0,1
122,1.5590445933989,0.2905138909821315,AR,2022-11-08,1,1,1,0,1,1,1,1,0,0,0,1
123,0.608202906178408,0.1819600684043345,AR,2022-11-09,1,1,1,1,1,1,1,1,0,1,0,1
124,2.31241673719496,0.118963030048954,AR,2022-11-10,1,1,0,1,0,1,1,0,0,1,0,1
125,0.535386133272338,0.129619239256298,AR,2022-11-11,1,1,1,1,1,1,1,1,0,1,0,1
126,0.221154363205757,0.141155145299913,AR,2022-11-12,1,1,1,1,1,1,1,1,0,1,0,1
127,3.02547510213136,0.2828701859049815,AZ,2022-10-02,1,0,0,1,0,1,1,0,0,1,0,1
128,2.73789226340633,0.1724990726037925,AZ,2022-10-03,1,1,0,0,1,1,1,1,0,1,0,1
129,1.68628386147419,0.1823048407688375,AZ,2022-10-04,1,0,1,1,1,1,1,0,0,1,1,1
130,1.49834033905725,0.0840139814928125,AZ,2022-10-05,1,1,1,1,0,1,1,0,0,0,0,1
131,1.18625056081881,0.1150660914087065,AZ,2022-10-06,1,0,1,1,1,1,1,1,1,1,1,1
132,0.96831829699592,0.1342036965796605,AZ,2022-10-07,1,1,1,1,1,1,1,0,1,0,0,1
133,2.34334665863675,0.3258404223743335,AZ,2022-10-08,1,0,0,1,0,1,1,0,0,1,0,1
134,0.440032888617675,0.1253412291263345,AZ,2022-10-09,1,1,1,1,1,1,1,1,1,0,0,1
135,2.59525319334269,0.15495031090905,AZ,2022-10-10,1,1,1,1,1,0,1,0,0,0,0,0
136,1.53513553354221,0.072234665780838,AZ,2022-10-11,1,1,0,1,0,1,1,0,0,1,1,1
137,1.16582062616802,0.185516613204471,AZ,2022-10-12,1,1,1,1,1,1,1,0,1,0,1,1
138,1.91441068627584,0.216261108416642,AZ,2022-10-13,1,1,0,1,0,1,1,1,0,0,0,1
139,0.683745352051952,0.16934598443591,AZ,2022-10-14,1,1,1,1,1,1,1,0,0,1,0,1
140,0.750602403170225,0.0994993823990195,AZ,2022-10-15,1,1,1,1,1,1,1,1,1,0,0,1
141,0.587474448141553,0.151172709005893,AZ,2022-10-16,1,1,1,1,1,1,1,1,0,1,0,1
142,3.59895142745921,0.121136025705379,AZ,2022-10-17,1,1,0,1,0,1,1,0,0,0,0,1
143,1.66378178893959,0.215690846396289,AZ,2022-10-18,1,1,1,1,1,1,1,0,0,0,0,1
144,3.26767241279715,0.2719600036122415,AZ,2022-10-19,1,1,0,1,0,0,1,0,0,1,0,0
145,1.89451965873434,0.247379429621991,AZ,2022-10-20,1,1,1,1,0,1,1,1,0,1,0,1
146,1.22945547873922,0.1436463904380895,AZ,2022-10-21,1,1,0,1,1,1,1,1,0,1,0,1
147,0.438944856045098,0.301491509928072,AZ,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
148,1.04704935885144,0.13922954241143,AZ,2022-10-23,1,1,0,1,1,1,1,1,0,0,0,1
149,1.27860010083394,0.247741805290688,AZ,2022-10-24,1,1,1,1,1,1,1,1,0,1,0,1
150,3.12195877660149,0.2797551518613475,AZ,2022-10-25,0,1,1,0,0,1,0,1,0,0,0,1
151,1.8160507037222,0.239522934412659,AZ,2022-10-26,1,1,1,0,1,1,1,0,0,0,0,1
152,2.31717502067555,0.3209288916016285,AZ,2022-10-27,1,0,0,1,1,1,1,0,1,1,0,1
153,2.67113432047724,0.2232249000742555,AZ,2022-10-28,1,1,0,1,0,1,1,1,0,0,0,1
154,2.72326180494527,0.349836029422523,AZ,2022-10-29,1,0,0,1,1,1,1,0,0,1,0,1
155,3.28361269567661,0.3537871286475925,AZ,2022-10-30,0,0,1,1,0,1,0,0,1,0,0,1
156,4.42300093793799,0.2991221612558485,AZ,2022-10-31,1,0,1,0,0,1,1,0,0,0,0,1
157,4.60963598446157,0.277802301515706,AZ,2022-11-01,1,1,0,0,0,1,1,0,0,0,0,1
158,8.33441039763341,0.2998838197750975,AZ,2022-11-02,1,1,0,0,0,0,1,0,0,1,0,0
159,5.73337188156728,0.363208265879448,AZ,2022-11-03,1,0,0,0,1,0,1,0,0,0,0,0
160,4.01521238513761,0.268376636842504,AZ,2022-11-04,1,1,0,1,0,0,1,0,0,0,0,0
161,8.2184392871078,0.363290913452254,AZ,2022-11-05,1,1,0,0,0,0,1,0,0,0,0,0
162,9.46957809767189,0.3402186012378015,AZ,2022-11-06,1,1,0,1,0,0,1,1,0,1,0,0
163,17.6364250878463,0.307643116959285,AZ,2022-11-07,0,1,0,0,0,1,0,0,0,0,0,1
164,9.84485161129501,0.3216868280838735,AZ,2022-11-08,1,0,0,1,0,0,1,0,0,0,0,0
165,9.05633132207433,0.323806184958475,AZ,2022-11-09,0,1,1,0,0,0,0,0,0,0,0,0
166,8.28456359447724,0.332469401542749,AZ,2022-11-10,1,0,1,0,0,0,1,0,0,0,0,0
167,22.1131743022641,0.4541860093373395,AZ,2022-11-11,1,0,0,0,0,0,1,0,0,0,0,0
168,13.7999146574694,0.355560705295416,AZ,2022-11-12,1,1,0,1,0,0,1,1,0,0,0,0
169,4.82227437554069,0.1439183375612255,CA,2022-10-02,0,1,0,1,1,1,0,0,0,0,0,1
170,8.59418438154144,0.133280251344433,CA,2022-10-03,0,0,1,1,0,0,0,0,0,0,0,0
171,4.33220697003233,0.1357870618384975,CA,2022-10-04,0,0,1,0,1,0,0,0,0,1,1,0
172,4.74972846861433,0.1362440694466595,CA,2022-10-05,0,0,1,1,1,1,0,0,0,1,0,1
173,7.20067873863585,0.1720751908148785,CA,2022-10-06,0,0,0,1,1,1,0,0,0,0,0,1
174,4.49595764890993,0.16243669467473,CA,2022-10-07,0,1,0,1,1,0,0,0,0,0,0,0
175,2.39434106123712,0.1444771614523965,CA,2022-10-08,0,1,1,1,1,1,0,0,0,0,0,1
176,3.4312418230275,0.1549340299660275,CA,2022-10-09,0,0,1,1,0,1,0,0,0,0,0,1
177,5.49154564475821,0.1357948536789785,CA,2022-10-10,0,1,1,0,1,0,0,0,0,0,0,0
178,5.47880311726241,0.185827866227362,CA,2022-10-11,0,0,0,1,1,0,0,0,0,0,1,0
179,11.4501619080559,0.2102087483613675,CA,2022-10-12,0,0,0,1,1,1,0,0,0,0,0,1
180,10.5364160696097,0.208255207077771,CA,2022-10-13,0,0,0,1,1,1,0,0,0,0,0,1
181,9.10433500745216,0.20272534696821,CA,2022-10-14,0,1,0,1,0,0,0,0,0,0,0,0
182,3.58353829238465,0.18380394626035,CA,2022-10-15,0,1,1,1,1,0,0,1,0,0,0,0
183,3.51205125026801,0.1919940517700575,CA,2022-10-16,0,1,1,0,1,0,0,0,0,0,0,0
184,7.04142813799518,0.2110176969375635,CA,2022-10-17,0,0,0,1,1,0,0,0,0,0,0,0
185,9.97092750134907,0.255418679000564,CA,2022-10-18,0,0,0,1,1,1,0,1,0,0,0,1
186,14.7205624661529,0.262247293618192,CA,2022-10-19,0,0,0,1,1,0,0,0,0,0,0,0
187,4.5875695838021,0.2254901269810485,CA,2022-10-20,0,0,1,1,1,1,0,1,1,0,0,1
188,2.90273945062901,0.1937445530684775,CA,2022-10-21,0,1,1,1,1,0,0,0,0,0,0,0
189,3.85541238201322,0.242863332179728,CA,2022-10-22,0,1,1,1,1,0,0,0,0,0,0,0
190,6.05835896685614,0.2555927333033865,CA,2022-10-23,0,1,1,1,0,0,0,0,0,1,0,0
191,10.5362646692791,0.284665043138201,CA,2022-10-24,0,1,0,0,1,0,0,0,0,0,0,0
192,6.92728310529593,0.275606525189679,CA,2022-10-25,1,1,0,1,0,0,1,0,0,0,1,0
193,7.45046155482356,0.2785818722847225,CA,2022-10-26,0,0,1,1,1,0,0,0,0,0,0,0
194,6.61094474543274,0.276889262949393,CA,2022-10-27,0,1,1,1,1,0,0,0,0,0,0,0
195,8.89825120105376,0.2310689522974035,CA,2022-10-28,0,1,0,0,0,1,0,0,0,0,0,1
196,11.7825355404781,0.2699361962441525,CA,2022-10-29,0,1,1,1,0,0,0,0,0,0,0,0
197,16.7431561375471,0.3012227597165155,CA,2022-10-30,0,0,1,1,0,0,0,0,0,0,0,0
198,11.7867854031425,0.2921877750430975,CA,2022-10-31,0,0,1,1,1,0,0,0,1,0,0,0
199,12.1054572639666,0.299130253952291,CA,2022-11-01,0,0,1,1,0,0,0,0,0,0,0,0
200,9.23311330982406,0.299204604628065,CA,2022-11-02,0,0,1,1,0,0,0,0,0,0,0,0
201,12.7556876153767,0.3076206111936535,CA,2022-11-03,0,1,1,1,0,0,0,0,0,0,0,0
202,21.3222560459341,0.293859504912619,CA,2022-11-04,0,1,0,1,0,0,0,0,0,0,0,0
203,14.6318943327527,0.320601864799065,CA,2022-11-05,0,1,1,0,0,0,0,0,0,0,0,0
204,15.5761061542171,0.3199861308925415,CA,2022-11-06,0,0,1,1,0,0,0,0,0,0,0,0
205,33.5134345665882,0.321600517877471,CA,2022-11-07,0,0,0,1,0,0,0,0,0,0,0,0
206,30.0539806282917,0.3279839531093975,CA,2022-11-08,0,0,0,1,0,0,0,0,0,0,0,0
207,26.9108476395274,0.3148098091980065,CA,2022-11-09,0,1,0,1,0,0,0,0,0,0,0,0
208,18.8011623919747,0.3235934021271865,CA,2022-11-10,0,0,1,0,0,0,0,0,0,0,0,0
209,22.7790679153256,0.330306601339635,CA,2022-11-11,0,0,1,1,0,0,0,0,0,0,0,0
210,30.435053117697,0.3391198407368385,CA,2022-11-12,0,0,0,1,0,0,0,0,0,0,0,0
211,0.190408512865333,0.0105728752194577,CO,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
212,0.665881632339643,0.073739628435174,CO,2022-10-03,1,1,1,1,1,1,1,0,1,1,0,1
213,0.308164463249206,0.0118419340963759,CO,2022-10-04,1,1,1,1,1,1,1,1,0,0,1,1
214,0.587370381111996,0.1023587007194205,CO,2022-10-05,1,1,1,1,1,1,1,0,0,1,0,1
215,0.591805967870131,0.1140438157041645,CO,2022-10-06,1,1,1,1,1,1,1,1,0,0,0,1
216,1.40122258308629,0.2845967495604445,CO,2022-10-07,1,1,0,0,1,1,1,0,0,0,0,1
217,0.69451925041415,0.214724539246977,CO,2022-10-08,1,0,1,1,1,1,1,0,1,1,0,1
218,1.5082465333116,0.5338832677959,CO,2022-10-09,1,0,0,1,1,1,1,0,0,1,0,1
219,2.215702515896,0.2484750629351275,CO,2022-10-10,1,0,0,1,1,1,1,0,0,0,1,1
220,2.76418125356442,0.268041120228935,CO,2022-10-11,1,0,0,0,1,1,1,1,0,0,0,1
221,0.965379318690166,0.138928832031053,CO,2022-10-12,1,1,1,0,1,1,1,1,0,0,0,1
222,1.13278387044839,0.265460513013427,CO,2022-10-13,1,1,0,1,1,1,1,0,0,1,0,1
223,1.21548578518541,0.2526626050529415,CO,2022-10-14,0,1,1,1,1,1,0,1,0,1,0,1
224,1.0349428463883,0.2952397085642175,CO,2022-10-15,1,1,1,1,0,1,1,1,1,1,1,1
225,1.06545761260125,0.166155631508229,CO,2022-10-16,0,1,1,1,1,1,0,1,0,1,1,1
226,1.70465665382659,0.0385581284624884,CO,2022-10-17,1,1,0,1,0,1,1,1,0,1,0,1
227,0.749885995360439,0.199718254384951,CO,2022-10-18,1,1,1,1,1,1,1,0,1,0,0,1
228,0.734877046801932,0.203527151133231,CO,2022-10-19,1,1,1,1,1,1,1,1,0,1,0,1
229,1.67604467368726,0.304327027481222,CO,2022-10-20,1,1,1,0,1,1,1,0,0,0,0,1
230,1.00042243033215,0.3684078386113185,CO,2022-10-21,1,1,1,0,1,1,1,1,0,0,0,1
231,0.275690606624978,0.2297179777454725,CO,2022-10-22,1,1,1,1,1,1,1,0,0,1,1,1
232,0.133271342371933,0.075495628934232,CO,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
233,2.01618517539906,0.256989660079028,CO,2022-10-24,1,1,1,1,0,0,1,0,0,0,0,0
234,3.27508187454331,0.285284034612109,CO,2022-10-25,1,0,1,0,0,1,1,0,0,0,1,1
235,1.3282937535896,0.203853706106677,CO,2022-10-26,1,1,1,1,1,1,1,1,1,0,0,1
236,2.86297666063436,0.3295852763911505,CO,2022-10-27,0,0,1,1,0,1,0,0,0,1,0,1
237,1.85397537570256,0.275964573102884,CO,2022-10-28,1,1,1,0,0,1,1,0,0,0,0,1
238,0.58266035514949,0.266184897749347,CO,2022-10-29,1,1,1,1,1,1,1,1,0,1,0,1
239,1.21410957514638,0.2099783376954725,CO,2022-10-30,1,1,0,1,1,1,1,1,0,0,0,1
240,1.12933926218378,0.302455042823539,CO,2022-10-31,1,1,1,1,1,1,1,0,0,1,0,1
241,2.10343354103659,0.3034983390176375,CO,2022-11-01,1,0,1,0,1,1,1,0,0,0,0,1
242,2.508112025952,0.347394341388648,CO,2022-11-02,1,0,1,0,1,1,1,1,1,0,0,1
243,3.68568137349633,0.2686102094475395,CO,2022-11-03,1,1,0,0,0,1,1,0,0,0,0,1
244,3.52338245138224,0.308181571779485,CO,2022-11-04,1,0,1,0,0,1,1,0,0,0,1,1
245,3.8318569711101,0.446233363670943,CO,2022-11-05,1,0,1,0,0,0,1,0,0,1,1,0
246,1.94770424315308,0.3159250306369175,CO,2022-11-06,1,0,1,0,1,1,1,0,0,0,0,1
247,3.1900213024738,0.2685701687348935,CO,2022-11-07,1,1,0,1,0,1,1,0,0,0,0,1
248,4.88214449698919,0.3091845573345415,CO,2022-11-08,1,0,1,1,0,1,1,0,0,0,0,1
249,3.31545618528318,0.2609064920560115,CO,2022-11-09,1,1,0,1,0,1,1,0,0,0,0,1
250,6.83349154157992,0.3426347297115505,CO,2022-11-10,1,1,0,1,0,0,1,1,0,1,0,0
251,3.82932096383635,0.382002709724803,CO,2022-11-11,1,0,1,0,0,1,1,0,0,0,1,1
252,1.66084497318799,0.275017324621849,CO,2022-11-12,1,0,1,1,1,1,1,0,0,0,0,1
253,0.906615858990445,0.1618262543346745,CT,2022-10-02,1,1,1,1,1,1,1,0,0,1,0,1
254,2.16923815253096,0.188291701650155,CT,2022-10-03,1,1,1,1,1,0,1,0,0,0,0,0
255,2.05154131869482,0.0960516537464745,CT,2022-10-04,1,0,0,0,1,1,1,0,0,0,0,1
256,0.656765400788331,0.160446267134118,CT,2022-10-05,1,1,1,1,1,1,1,0,0,1,1,1
257,1.43364297780277,0.2190054900885595,CT,2022-10-06,1,1,1,1,1,1,1,0,0,1,0,1
258,1.24184112786515,0.1400269079171045,CT,2022-10-07,1,1,1,1,1,1,1,1,0,0,0,1
259,0.806075303989395,0.1220330099623505,CT,2022-10-08,1,1,1,1,1,1,1,1,0,1,0,1
