...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
95,0.536311883844033,0.3413401785683365,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
96,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.518569811029815,0.321538009289627,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.260970838922445,0.2274479438156245,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.310374353252915,0.253699035776643,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
104,0.320205810373584,0.262690275365128,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.41999148600517,0.290230657102979,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
108,0.406774489429325,0.2263422162067245,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
109,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.88928762039721,0.629970418297095,AR,2023-07-10,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
122,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.555100828232413,0.447602238568348,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
125,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.829981516360992,0.2033968596015755,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
128,0.704615400318894,0.2360681595593195,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,1.28099850951741,0.3791521358193235,AZ,2023-06-06,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
130,1.02822125098803,0.284985506431297,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
131,1.41629003736908,0.3625854771899455,AZ,2023-06-08,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
132,1.16013529307084,0.3876336296903065,AZ,2023-06-09,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
133,0.986599848749811,0.430251807925661,AZ,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
134,1.11028398680938,0.2336469326268255,AZ,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
135,1.34525318203668,0.3474607708102075,AZ,2023-06-12,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
136,2.31156166380193,0.4460490580908485,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
137,2.31572009869519,0.2968794478231565,AZ,2023-06-14,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
138,1.35095606481232,0.632844981533335,AZ,2023-06-15,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
139,1.0611133609834,0.2581329810255395,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.560501100018107,0.328035584179198,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
141,6.78909708872924,0.4398586342481395,AZ,2023-06-18,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
142,4.24264044698153,0.406028983950633,AZ,2023-06-19,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
143,3.5228648477101,0.4536074812718735,AZ,2023-06-20,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
144,1.86293592684587,0.368701651928119,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
145,1.76716657673279,0.41084982374636,AZ,2023-06-22,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1
146,0.301820906837079,0.225106913010638,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
147,1.28933120694885,0.41328053742267,AZ,2023-06-24,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
148,1.42969549359498,0.362149695680517,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
149,2.13518100382875,0.368309640972725,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
150,4.03281835414105,0.3606354141409605,AZ,2023-06-27,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
151,1.90905478012584,0.3541940327159955,AZ,2023-06-28,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
152,2.26927693845263,0.3752576839893435,AZ,2023-06-29,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
153,1.1937612667207,0.377528252679148,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
154,1.23712218718681,0.3124993618343745,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
155,2.88749775482827,0.3657137609433155,AZ,2023-07-02,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
156,4.22249291079027,0.3450362741018955,AZ,2023-07-03,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1
157,3.50564763171798,0.3738247331356995,AZ,2023-07-04,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
158,1.2025264237582,0.3818317331970585,AZ,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
159,1.10345629193204,0.4189503853692315,AZ,2023-07-06,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
160,0.454206929658309,0.3357204391853825,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2.19805531887482,0.388327632309642,AZ,2023-07-08,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
162,4.4986020475349,0.391067581843191,AZ,2023-07-09,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
163,3.0605610819596,0.392401452357746,AZ,2023-07-10,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
164,2.64773423169507,0.3922308441357225,AZ,2023-07-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
165,3.80215716067337,0.4045763986043835,AZ,2023-07-12,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
166,3.69281805701299,0.401967390478964,AZ,2023-07-13,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
167,1.70773488526788,0.4304986300123255,AZ,2023-07-14,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
168,1.39502730928248,0.411128284070555,AZ,2023-07-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
169,2.21214823231089,0.4294897821350415,CA,2023-06-04,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
170,1.44046630014627,0.296990837968982,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
171,1.92935935263659,0.401639905543846,CA,2023-06-06,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
172,2.2458589765107,0.403243737996967,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0
173,0.947617982847143,0.355714864048711,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
174,3.37936152222578,0.4686968373882535,CA,2023-06-09,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1
175,1.23723169170597,0.58342938927778,CA,2023-06-10,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
176,0.785849888664434,0.344351884685152,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
177,1.72288229984509,0.3719434883563905,CA,2023-06-12,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
178,1.75271422547564,0.3286550565198295,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
179,2.51290860369757,0.388744525909564,CA,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
180,1.35763735674145,0.356023112638304,CA,2023-06-15,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
181,1.76971740629311,0.3967643103314555,CA,2023-06-16,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
182,1.33500722658703,0.484331043447708,CA,2023-06-17,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
183,0.558228998044486,0.402592227558528,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
184,2.36694213639041,0.3714275492491395,CA,2023-06-19,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
185,2.68988585704894,0.3892498229702405,CA,2023-06-20,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
