...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
29,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.235443944719729,0.142814678707692,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
31,0.217366406305865,0.1374685666861745,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
32,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.209662760766646,0.1292419316864075,AK,2022-12-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
34,1.19474174291305,0.57868321735247,AK,2022-12-16,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
35,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.689571282409507,0.510102316670555,AK,2022-12-19,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.714561086592137,0.53158994314353,AK,2022-12-21,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
40,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.245238594810588,0.2588013929196065,AL,2022-11-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
44,0.887961654387844,0.2643231390776365,AL,2022-11-14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
45,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.431653557812637,0.2579192371162565,AL,2022-11-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
47,0.797158108040155,0.3495058098097815,AL,2022-11-17,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
48,1.23346993277828,0.204879296103459,AL,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.95375015810493,0.437008383390267,AL,2022-11-21,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
52,0.839976088274201,0.403976385770394,AL,2022-11-22,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
53,0.20216295998506,0.142467959537141,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.905322476127693,0.4176436975550135,AL,2022-11-25,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.488265722331651,0.1744708078536815,AL,2022-11-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
59,1.07453525238649,0.3692275808547375,AL,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
60,0.857150918702563,0.2527140515792265,AL,2022-11-30,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
61,1.35551606920634,0.3093568061766725,AL,2022-12-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
62,0.948409803648719,0.3148230335346875,AL,2022-12-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1.25944454633321,0.287425785808754,AL,2022-12-04,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
65,1.65727797391713,0.3314215020698575,AL,2022-12-05,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
66,1.70172694832446,0.3721653519128935,AL,2022-12-06,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
67,0.451381559400406,0.2428239125395925,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
68,1.84723119731055,0.347619091834287,AL,2022-12-08,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
69,0.78093451165916,0.223952809574729,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
70,0.477083495781621,0.126854243558602,AL,2022-12-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
71,1.99644485304489,0.57771270061073,AL,2022-12-11,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1
72,1.78972608062763,0.4718016325378385,AL,2022-12-12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
73,0.0429645716274164,0.02799220944403305,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.45690447332741,0.375862131017547,AL,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
75,2.14084522483754,0.329118328020606,AL,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1
76,0.913850148904778,0.29324941639653,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
77,0.131057826194411,0.0231338127512935,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.14293232317025,0.02253703818552065,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.604976865520588,0.207532950530786,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
80,1.83508942885536,0.2315870919183045,AL,2022-12-20,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1
81,2.69581430852715,0.4673043984730105,AL,2022-12-21,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0513137208011194,0.02426280638298645,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.84915697789544,0.381629338776208,AR,2022-11-14,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
87,0.759146108692202,0.393286305666105,AR,2022-11-15,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.194298433506251,0.149306716686996,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,1.23688961816554,0.246167244692752,AR,2022-11-17,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
90,1.0702473462472,0.281844010800334,AR,2022-11-18,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
91,0.929232039617401,0.436350929794669,AR,2022-11-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
92,0.705255476712921,0.2878177083573155,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,1.94588446874331,0.263365561238024,AR,2022-11-21,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
94,3.76214162842241,0.3324882680172015,AR,2022-11-22,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
95,1.93810971348602,0.3558898574368095,AR,2022-11-23,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
96,0.870311826543129,0.4006422688706375,AR,2022-11-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
97,2.68070979977081,0.2572618238135415,AR,2022-11-25,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
98,1.92870606457213,0.66896797089359,AR,2022-11-26,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
99,0.702567657174581,0.38142746855723,AR,2022-11-27,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
100,4.04449059832203,0.292635418983733,AR,2022-11-28,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
101,2.59888038315298,0.281561187982053,AR,2022-11-29,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
102,1.31546779240133,0.3040319854812325,AR,2022-11-30,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
103,1.71119287685796,0.3240550454832225,AR,2022-12-01,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
104,2.20347198971472,0.245053261597056,AR,2022-12-02,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
105,0.807720180790316,0.401834852533327,AR,2022-12-03,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
106,0.301106751511465,0.2751790677602725,AR,2022-12-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
107,2.56889308311928,0.339934099582349,AR,2022-12-05,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
108,3.50286205060672,0.3590492203105305,AR,2022-12-06,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
109,1.94954756539202,0.2812153067136725,AR,2022-12-07,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
110,3.6508687068437,0.371560442756417,AR,2022-12-08,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1
111,1.81774378446753,0.2673277703523285,AR,2022-12-09,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
112,0.719091291938788,0.2617091612175345,AR,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
113,0.915747170851687,0.2665870633480775,AR,2022-12-11,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
114,6.64761783981301,0.346949600700089,AR,2022-12-12,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
115,2.18357382679565,0.291809143535839,AR,2022-12-13,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1
116,5.12384501178196,0.306726743684003,AR,2022-12-14,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1
117,2.15350552401855,0.1891451163013685,AR,2022-12-15,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1
118,3.41903176988094,0.4656870571011605,AR,2022-12-16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
119,1.05860685885924,0.270469661005671,AR,2022-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
120,1.14084038411123,0.276822789527253,AR,2022-12-18,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
121,3.8432188142417,0.2465728247805505,AR,2022-12-19,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1
122,5.055390627872,0.347398175839379,AR,2022-12-20,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
123,5.00516194654227,0.2615421870145605,AR,2022-12-21,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
124,2.20465483092966,0.329556727729294,AR,2022-12-22,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1
125,2.31005274781448,0.4234636131064665,AR,2022-12-23,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
126,2.86554694728307,0.1261677755419105,AR,2022-12-24,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
127,4.53503396450712,0.3195132220748255,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
128,3.83064842513944,0.27909593836057,AZ,2022-11-14,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
129,2.65973209585071,0.2819288606275405,AZ,2022-11-15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
130,2.56108717786105,0.298269054611373,AZ,2022-11-16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
131,4.8558306376938,0.2839838785893375,AZ,2022-11-17,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
132,3.22906312215364,0.2828163760030545,AZ,2022-11-18,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
133,2.00597274741654,0.242876275775896,AZ,2022-11-19,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
134,3.33644198055976,0.298722042704393,AZ,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
135,4.0589440518224,0.272333471276719,AZ,2022-11-21,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
136,19.0289143049261,0.319515373061931,AZ,2022-11-22,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
137,11.8572329666467,0.2960424866609265,AZ,2022-11-23,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
138,3.45699533123823,0.363958511725919,AZ,2022-11-24,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1
139,5.2361852755286,0.2749737842764135,AZ,2022-11-25,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
140,7.01232283900665,0.313565175616413,AZ,2022-11-26,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
141,6.01149974201615,0.2799649293280295,AZ,2022-11-27,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
142,5.18885351812813,0.270463263127109,AZ,2022-11-28,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
143,10.807788615978,0.320598717181942,AZ,2022-11-29,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
144,8.29355660559141,0.302728978515948,AZ,2022-11-30,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
145,14.7995362382385,0.3637082255595785,AZ,2022-12-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
146,11.2073726025026,0.347784602894989,AZ,2022-12-02,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
147,2.12348506026084,0.276140095805924,AZ,2022-12-03,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
148,7.06098007893441,0.3074271092523075,AZ,2022-12-04,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
149,21.3069663140729,0.3314806976979745,AZ,2022-12-05,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
150,6.70463028769428,0.2954297495145405,AZ,2022-12-06,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
151,8.91164516246457,0.270021316040396,AZ,2022-12-07,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
152,1.91922672783496,0.2375686597529575,AZ,2022-12-08,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
153,5.66934067899266,0.2802132207615715,AZ,2022-12-09,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
154,3.65177003056301,0.3108129744322935,AZ,2022-12-10,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
155,2.24190276266994,0.211411724960769,AZ,2022-12-11,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
156,9.42977876191724,0.3069491261469425,AZ,2022-12-12,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
157,9.8667214710544,0.292748266376646,AZ,2022-12-13,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
158,5.08052152641695,0.2455372618543705,AZ,2022-12-14,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
159,6.89291984452685,0.27406959261519,AZ,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
160,3.75598219412558,0.2443564368916345,AZ,2022-12-16,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
161,3.7614706152116,0.31890035272209,AZ,2022-12-17,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
162,2.51831438037304,0.223484229326202,AZ,2022-12-18,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
163,10.5118938658672,0.2571862504904185,AZ,2022-12-19,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
164,8.00456716711311,0.329841757004376,AZ,2022-12-20,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
165,4.77188943753374,0.2776633828015695,AZ,2022-12-21,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
166,1.29505290498217,0.2028212819852005,AZ,2022-12-22,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
167,2.29432238056797,0.2504917042286,AZ,2022-12-23,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0
168,0.967275734783172,0.2425176966676565,AZ,2022-12-24,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
169,9.26003730320079,0.308908887579877,CA,2022-11-13,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
170,9.62339555476227,0.31162430001659,CA,2022-11-14,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
171,8.38601984212832,0.309775778373269,CA,2022-11-15,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
172,10.4498347249916,0.3126492786006435,CA,2022-11-16,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
173,14.5440230395817,0.30819643876201003,CA,2022-11-17,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
174,13.5614632497747,0.306312088156678,CA,2022-11-18,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
175,15.5984271699478,0.3127880835454715,CA,2022-11-19,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
176,9.80888544175022,0.2879055410083285,CA,2022-11-20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
177,13.048404562699501,0.3119880957087445,CA,2022-11-21,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
178,8.98876847512794,0.2923331334194975,CA,2022-11-22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
179,11.2613118679604,0.2970327765651935,CA,2022-11-23,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
180,1.16300628986622,0.2676259296432625,CA,2022-11-24,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
181,10.8836028782661,0.273684332321256,CA,2022-11-25,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
182,15.1261900022856,0.2719734125902225,CA,2022-11-26,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
183,30.2703786231946,0.3031190099229855,CA,2022-11-27,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
184,16.3002476205489,0.2740701679501025,CA,2022-11-28,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
185,12.2165274700798,0.269419015445159,CA,2022-11-29,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
186,12.2209576503189,0.262728548893906,CA,2022-11-30,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
187,17.5700091068319,0.270293557003502,CA,2022-12-01,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
188,42.0522736687453,0.294273079834264,CA,2022-12-02,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,44.7421817983004,0.294266267030483,CA,2022-12-03,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,18.7091671356904,0.278001094593003,CA,2022-12-04,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
191,40.4053130647487,0.2639863172171925,CA,2022-12-05,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
192,13.3040135341903,0.2466844841610485,CA,2022-12-06,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
193,41.989394402721,0.268384382998972,CA,2022-12-07,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,27.466854706894,0.238715970959499,CA,2022-12-08,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,15.5513838235819,0.220876443344754,CA,2022-12-09,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
196,57.1825874748032,0.2851691432558495,CA,2022-12-10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
197,33.526081809322,0.250755973014349,CA,2022-12-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,16.608812247078,0.231200373950948,CA,2022-12-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,30.6972409970785,0.2506157888314115,CA,2022-12-13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
200,42.4375734998739,0.2917711888006835,CA,2022-12-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,25.3418056672031,0.228362404146915,CA,2022-12-15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,18.2474889341506,0.239288357467469,CA,2022-12-16,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
203,26.5485110067184,0.2653502946167235,CA,2022-12-17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,18.5225637663338,0.2018900665211285,CA,2022-12-18,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
205,24.7990174741816,0.2264833855297545,CA,2022-12-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,11.5674015447421,0.176871112633691,CA,2022-12-20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
207,24.3217921138456,0.226695529216054,CA,2022-12-21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
208,50.7090897452926,0.2545352264422145,CA,2022-12-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,52.8840956036787,0.223543408548096,CA,2022-12-23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,16.6096867282876,0.2456726907675435,CA,2022-12-24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
211,1.27451033124505,0.356817598956921,CO,2022-11-13,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
212,1.74600403136775,0.2965619844701725,CO,2022-11-14,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
213,2.10382477835619,0.3303399299367875,CO,2022-11-15,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
214,1.85235577315632,0.3208681018647945,CO,2022-11-16,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
215,1.84470272807123,0.25966124510306,CO,2022-11-17,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
216,4.20911215903712,0.353083487272287,CO,2022-11-18,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
217,0.661533714802593,0.226363452408222,CO,2022-11-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
218,1.21332383781654,0.1246607275243165,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
219,3.13686507640329,0.310256323017385,CO,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
220,1.68277678912461,0.294002225098164,CO,2022-11-22,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
221,4.52131558182506,0.158889892088393,CO,2022-11-23,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1
222,0.130073579226335,0.08805110315645,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
