...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
40,NA,NA,AK,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.00417839636,0.4177845543876395,AK,2023-04-07,1,1,1,0,1,1,1,1,1,0,0,1
42,NA,NA,AK,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0212442170970639,0.0241504605195204,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.049295965661324,0.01852247387593125,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
48,0.974953799505232,0.3925250775621885,AL,2023-03-03,0,1,0,1,1,1,0,0,1,1,1,1
49,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.0496755185992955,0.01441424939050035,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.00896062681635193,0.0123420507487979,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0291387295381532,0.01147318071063,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
54,1.08745896125948,0.2973904876552875,AL,2023-03-09,1,0,0,1,1,1,1,0,0,1,1,1
55,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.00707671050766476,0.00810061352343855,AL,2023-03-14,1,1,1,1,1,1,1,1,0,0,1,1
60,0.024806818614572,0.00779309923890435,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
61,0.00652390856986708,0.00754907131582255,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
62,0.0058111449365716,0.00736732272595965,AL,2023-03-17,1,1,1,1,1,1,1,1,0,0,1,1
63,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.20898701291645,0.4538377441197655,AL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
66,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.00690779684003895,0.0074387855777323,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.00740094725024713,0.0080181537038609,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
70,1.16838540104279,0.451108526387355,AL,2023-03-25,1,1,0,1,1,0,1,1,1,0,1,0
71,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0399468837696867,0.0097651556895305,AL,2023-03-27,1,1,1,1,1,1,1,1,0,0,1,1
73,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0313663940923957,0.0220486949429991,AL,2023-04-03,1,1,1,1,1,1,1,1,0,1,0,1
80,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.0389465363537487,0.02958295885489585,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
82,2.31030489453836,0.823028764738935,AL,2023-04-06,1,1,0,1,1,0,1,1,0,1,1,0
83,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.179837159202992,0.04685426379040625,AL,2023-04-08,1,1,1,1,1,1,1,1,0,0,0,1
85,0.36748323848971,0.228811093449018,AR,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
86,7.57126004189881,0.354061614928833,AR,2023-02-27,0,1,0,1,1,0,0,1,0,1,1,0
87,2.43074272420388,0.415685092223925,AR,2023-02-28,1,1,0,1,1,0,0,1,0,1,1,0
88,0.73401704783916,0.050759540752448,AR,2023-03-01,1,1,1,1,1,1,0,1,0,1,1,1
89,0.363018126435196,0.1280360975022255,AR,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
90,0.164365834521957,0.04240618227636245,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0385716424822221,0.03875850361773075,AR,2023-03-04,1,1,1,1,1,1,1,1,0,1,0,1
92,0.113510767567026,0.03543767573373615,AR,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
93,1.12524949307261,0.03242522492966485,AR,2023-03-06,1,1,0,1,1,1,0,1,0,1,1,1
94,0.678613323023794,0.0297036638129888,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
95,0.88051868745927,0.191899102978287,AR,2023-03-08,1,1,1,1,1,0,1,1,0,1,1,0
96,0.274546519892371,0.0250695587524389,AR,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
97,0.256787670240087,0.02312905475232875,AR,2023-03-10,1,1,1,1,1,1,0,1,0,1,1,0
98,1.08280681145264,0.433366306521549,AR,2023-03-11,1,1,1,0,1,1,0,1,1,0,1,1
99,1.13528554857189,0.74305135756989,AR,2023-03-12,0,1,0,1,1,1,0,1,0,1,1,1
100,0.0557157592189808,0.01868780342324795,AR,2023-03-13,1,1,1,1,1,1,0,1,0,1,1,1
101,0.951062486193531,0.2279787043262215,AR,2023-03-14,1,1,1,1,1,0,1,1,0,1,1,0
102,0.0605985407000696,0.0168250847531819,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
103,0.0599450381430803,0.01622606243501485,AR,2023-03-16,1,1,1,1,1,1,0,1,0,1,1,1
104,0.616183776047586,0.16860795754742,AR,2023-03-17,1,1,1,1,1,1,0,1,1,1,0,1
105,0.973374415509042,0.400013188317242,AR,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
106,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0917238328306824,0.0163721868132099,AR,2023-03-20,1,1,1,1,1,1,1,1,0,1,0,1
108,0.753482442092509,0.01719092053830645,AR,2023-03-21,1,1,1,1,1,1,0,1,0,1,0,1
109,1.95154406331921,0.0184177364939444,AR,2023-03-22,1,1,0,1,1,1,1,1,0,1,0,1
110,0.0497695091288964,0.02012385580799325,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
111,0.0568650040400721,0.02239746999697025,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1.10470051180119,0.4301807092347005,AR,2023-03-26,1,1,1,1,1,0,1,1,0,1,1,0
114,0.0235585634465863,0.0338055338258257,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
115,1.75888098863999,0.2849549076739955,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,0,1
116,1.28699699125525,0.04681168596259985,AR,2023-03-29,1,1,0,1,1,1,0,1,0,1,0,1
117,0.112976273698889,0.055530088931063,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.17186640639207099,0.09341072150814,AR,2023-04-02,1,1,1,1,1,1,1,1,0,1,0,1
121,0.0703783519970819,0.11076284877932,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
122,0.984399298667002,0.1308439845273315,AR,2023-04-04,1,1,1,1,1,1,1,1,0,1,0,1
123,0.214261471944933,0.1538126003419355,AR,2023-04-05,1,1,1,1,1,1,1,1,0,1,0,1
124,NA,NA,AR,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.114880909215626,0.2086855544013575,AR,2023-04-07,1,1,1,1,1,1,1,1,0,1,0,1
126,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.58550360801076,0.155357358376824,AZ,2023-02-26,1,1,1,1,1,0,1,1,0,1,1,0
128,3.04404229619352,0.103593270524607,AZ,2023-02-27,0,0,1,1,1,1,0,0,0,1,0,1
129,1.17638989923332,0.079047431389604,AZ,2023-02-28,1,1,1,1,1,1,0,0,0,1,1,1
130,3.51975752550187,0.1906315212844035,AZ,2023-03-01,1,0,0,1,1,0,0,0,0,0,1,0
131,1.90284789631367,0.2117891409852965,AZ,2023-03-02,1,1,0,0,1,0,1,1,0,0,1,0
132,3.5028765207151,0.3911209342693495,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,1,1,1
133,4.9586638414558,0.4386628564206585,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
134,0.674614016398384,0.075643843076535,AZ,2023-03-05,1,1,1,1,1,1,1,0,0,1,1,1
135,2.20779901065832,0.117114564096001,AZ,2023-03-06,1,1,0,1,1,0,0,1,0,0,1,0
136,0.816815878752365,0.055353195221367,AZ,2023-03-07,1,1,1,1,1,1,1,0,0,0,1,0
137,0.864262964087569,0.2231954875967535,AZ,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
138,0.103936327786044,0.00399949044261569,AZ,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
139,0.0711517999626446,0.003622224066596735,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
140,1.58768114629116,0.1820396842626875,AZ,2023-03-11,0,1,0,1,1,1,0,0,0,1,1,1
141,0.874770757766189,0.0730681952338355,AZ,2023-03-12,1,1,1,0,1,1,0,0,0,0,1,1
142,4.83292895743119,0.1561284063318205,AZ,2023-03-13,0,1,0,1,1,0,0,0,0,1,1,0
143,0.69523271214287,0.079563633058133,AZ,2023-03-14,1,0,1,1,1,1,1,0,0,1,1,1
144,1.58188817459625,0.1176341780397485,AZ,2023-03-15,1,1,0,0,1,1,0,0,0,0,1,1
145,0.208189620877028,0.002365560083575445,AZ,2023-03-16,1,1,1,1,1,1,0,0,0,1,1,1
146,2.14750273011474,0.621379427547085,AZ,2023-03-17,1,0,0,0,1,1,1,0,0,0,1,1
147,2.52226554507586,0.6143121177479,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
148,2.98445270704189,0.178773498625969,AZ,2023-03-19,0,0,0,1,1,0,0,0,0,1,0,0
149,3.10447052610916,0.09271991996699,AZ,2023-03-20,0,1,0,1,1,1,0,1,1,0,0,1
150,2.17675814465345,0.1758370287645815,AZ,2023-03-21,0,0,0,0,1,1,0,1,0,0,1,1
151,1.21864092857919,0.0998690945219295,AZ,2023-03-22,1,0,1,1,1,1,0,0,0,1,1,1
152,0.905162271009377,0.1176947240898555,AZ,2023-03-23,0,1,1,1,1,1,0,1,1,1,0,1
153,0.0547397291764992,0.003637013649534235,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
154,0.00225950315315647,0.004260614149076645,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
155,1.34623286890717,0.105879904144041,AZ,2023-03-26,0,0,0,1,1,1,1,0,0,1,1,1
156,2.91032153541803,0.1159481113718255,AZ,2023-03-27,0,1,0,0,1,0,1,1,0,0,0,0
157,1.24097291007762,0.0492569982563313,AZ,2023-03-28,1,0,1,1,1,0,1,0,0,1,0,0
158,0.322177921204806,0.0091510996158741,AZ,2023-03-29,1,1,1,1,1,1,1,1,0,1,0,1
159,2.33468987402232,0.230221636643699,AZ,2023-03-30,0,1,0,0,1,0,0,1,0,0,1,0
160,0.0176841473419042,0.01379096222772005,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
161,1.16247684459448,0.301037095961658,AZ,2023-04-01,0,1,0,1,1,1,0,1,0,1,1,1
162,0.976963835957574,0.159732126830682,AZ,2023-04-02,1,1,1,0,1,1,1,1,0,0,0,1
163,0.550487934412915,0.0609188721739495,AZ,2023-04-03,1,1,1,1,1,1,1,1,0,1,0,1
164,2.73486007216136,0.1842330887457095,AZ,2023-04-04,0,1,0,0,1,0,0,1,0,0,0,0
165,1.01864997983011,0.097210520889165,AZ,2023-04-05,0,1,1,1,1,1,0,1,0,1,0,1
166,0.137615590574262,0.04167228601031855,AZ,2023-04-06,1,1,1,1,1,1,1,1,0,1,0,1
167,0.31554092264203,0.04872158978007615,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
168,0.952291105974371,0.1308850218708495,AZ,2023-04-08,1,1,1,0,1,1,1,1,0,0,0,1
169,1.48598143495817,0.1457727295916685,CA,2023-02-26,1,1,1,1,1,1,0,0,0,0,1,1
170,7.55041656819521,0.189329689156055,CA,2023-02-27,0,1,0,1,1,1,0,1,0,1,1,0
171,6.07510629116174,0.170015418638859,CA,2023-02-28,0,1,0,1,0,1,0,0,0,0,0,1
172,5.9839156216347,0.15615009200954,CA,2023-03-01,1,1,1,1,0,0,0,0,0,0,0,1
173,4.77164951213801,0.13923078521649,CA,2023-03-02,1,1,1,1,1,0,0,1,0,0,1,0
174,9.31875137476705,0.1547043078847405,CA,2023-03-03,0,1,0,0,1,0,0,0,0,0,1,0
175,5.34696764469697,0.1320036878516965,CA,2023-03-04,1,0,1,1,1,0,1,0,0,0,1,0
176,3.14057665678838,0.0584122546522105,CA,2023-03-05,1,1,0,1,1,1,0,1,0,1,1,0
177,4.37355906723889,0.1675725905896885,CA,2023-03-06,0,1,0,1,1,1,0,1,0,0,1,0
178,7.71612687967658,0.178978158520264,CA,2023-03-07,0,0,0,1,1,0,0,0,0,0,1,0
179,15.0935853633934,0.1814213704161725,CA,2023-03-08,0,0,0,1,1,0,0,0,0,0,0,0
180,3.45563337224972,0.0909832554161,CA,2023-03-09,1,1,1,1,1,0,0,1,0,0,0,0
181,6.16344598223195,0.128100231912592,CA,2023-03-10,0,1,0,0,1,0,0,1,0,0,0,0
182,1.85725417639239,0.0872957706689365,CA,2023-03-11,1,1,1,1,1,0,0,0,0,0,0,1
183,6.20948964996682,0.148539073023157,CA,2023-03-12,1,1,0,0,1,0,0,1,0,0,1,0
184,7.5262062998419,0.1686134082829495,CA,2023-03-13,0,0,0,0,1,0,0,0,0,0,0,0
185,5.8970330027177,0.133087934286332,CA,2023-03-14,0,1,0,1,1,0,0,0,0,0,1,0
186,6.64839410307025,0.133454208043284,CA,2023-03-15,0,0,0,1,1,0,0,0,0,0,0,0
187,3.13956898838318,0.0979935728797275,CA,2023-03-16,1,1,1,1,1,0,0,0,0,0,0,0
188,6.36181669933493,0.1531944800539025,CA,2023-03-17,1,0,0,0,1,0,0,0,0,0,0,0
189,2.89987415302357,0.132362995957203,CA,2023-03-18,1,0,0,1,1,0,0,0,0,0,0,0
190,5.77458355021003,0.1731631237872025,CA,2023-03-19,0,0,0,1,1,0,0,0,0,0,0,0
191,2.26844283718688,0.0626929416829975,CA,2023-03-20,1,0,1,1,1,0,0,0,0,0,1,0
192,1.83863973726954,0.089840274001465,CA,2023-03-21,1,0,1,1,1,0,0,0,0,0,0,0
193,5.32333997007854,0.123507714969323,CA,2023-03-22,0,0,0,1,1,0,0,0,0,0,0,0
194,5.8638148264088,0.137520895381512,CA,2023-03-23,1,0,0,0,1,0,1,0,0,0,0,0
195,5.70773278884521,0.1353920900072325,CA,2023-03-24,1,0,0,0,0,0,1,0,0,0,0,0
196,7.89807088203156,0.230418556896653,CA,2023-03-25,0,0,0,1,1,0,0,0,0,0,0,0
197,5.07765823590148,0.171154339171952,CA,2023-03-26,1,1,0,1,1,0,0,1,0,0,1,0
198,3.3394295435214,0.1005017728799195,CA,2023-03-27,1,0,1,1,1,0,1,0,0,0,0,0
199,3.27528259737764,0.0613555273106335,CA,2023-03-28,1,1,0,1,0,1,0,1,0,1,0,1
200,6.24258258703639,0.1981856923151025,CA,2023-03-29,0,0,0,0,1,0,0,0,0,0,0,0
201,4.50140523868526,0.086079994933231,CA,2023-03-30,1,0,0,1,0,1,0,0,0,0,0,1
202,4.60652910330986,0.132172043456318,CA,2023-03-31,0,0,1,1,0,0,0,0,0,0,0,0
203,7.37468186239672,0.214478273273667,CA,2023-04-01,1,0,1,0,0,0,1,0,0,0,0,0
204,7.11532361216352,0.189000444135769,CA,2023-04-02,1,0,1,0,0,0,1,0,0,0,0,0
205,10.1740784420212,0.1855725809074485,CA,2023-04-03,1,0,1,0,0,0,0,0,0,0,0,0
206,9.70347297816206,0.136525925395432,CA,2023-04-04,1,0,0,1,0,0,0,0,0,0,0,0
207,12.2832127070931,0.2103588303952515,CA,2023-04-05,1,0,1,0,0,0,0,0,0,0,0,0
208,14.4825949924553,0.25722321885499,CA,2023-04-06,1,0,1,0,0,0,1,0,0,0,0,0
209,13.8232342902746,0.2302211081734065,CA,2023-04-07,1,0,1,0,0,0,1,0,0,0,0,0
210,8.70881866774383,0.212728932551486,CA,2023-04-08,1,1,0,1,0,0,1,1,0,0,0,0
211,0.0572685206169848,0.00377703979796202,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
212,0.449289683514799,0.062525957215369,CO,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
213,1.97046845580229,0.162997845621558,CO,2023-02-28,0,0,0,1,1,1,0,0,1,1,1,1
214,0.493223126916445,0.0025445320820761,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
215,0.111818675799474,0.00223853490673174,CO,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
216,0.0636937853954591,0.001974109041284045,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
217,1.22201261610808,0.317374226966564,CO,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
218,0.0579815921788335,0.00154957076656526,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
219,1.87855444690555,0.2366062828822285,CO,2023-03-06,0,1,0,1,1,0,1,1,0,1,1,0
220,0.684160146709016,0.0730335620734395,CO,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
221,0.781595032246139,0.0863056627829245,CO,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
222,0.0251709575047361,0.00101025965509377,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
223,0.0156412907343445,9.23676272039635e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
224,9.6962724750263e-4,8.52589213350615e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
225,0.00430199654816096,7.95800269357165e-4,CO,2023-03-12,1,1,1,1,1,1,0,1,0,1,1,1
226,0.00420887202170991,7.52506630700865e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
227,0.0206918963204634,7.2232040604541e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
228,0.119459614219026,7.0530801536034e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
229,0.0744366402326235,7.0205396834677e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,0,0,1,1
230,1.14942794007745,0.191797120444272,CO,2023-03-17,0,1,0,1,1,1,1,1,1,1,1,1
231,1.3154227672636,0.478594079760334,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
232,1.143685846938,0.1600557754794865,CO,2023-03-19,0,1,0,1,1,1,0,1,0,1,1,1
233,0.0798160845874442,8.6284486969408e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
234,1.08775489986204,0.118867097920255,CO,2023-03-21,1,1,0,1,0,1,1,1,1,1,1,1
235,5.47146433911382,0.53065469521004,CO,2023-03-22,0,0,0,0,1,1,1,0,0,0,0,1
236,1.07053651942564,0.119938104554407,CO,2023-03-23,1,1,0,0,1,1,1,1,0,0,1,1
237,0.0234351958855942,0.001530021741369115,CO,2023-03-24,1,1,1,1,1,1,1,1,0,1,0,1
238,0.00105718120918354,0.001848696438087245,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
239,1.15563718549396,0.1898013145612565,CO,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
240,0.0391203462887874,0.002800640753322835,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
241,0.037019672163429,0.003492625282862035,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
242,0.0510999588102554,0.004379133572544695,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0407815310204726,0.0055076639670264,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,0.00523311343501985,0.0087210293236516,CO,2023-04-01,1,1,1,1,1,1,1,1,0,1,0,1
246,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.0171171932659,0.158588838660229,CO,2023-04-03,1,1,1,0,1,1,1,1,0,0,1,1
248,0.0236498118851552,0.01697312230499295,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00897213852107137,0.0209415792559827,CO,2023-04-05,1,1,1,1,1,1,1,1,0,1,0,1
250,0.166722702304162,0.0256408380849144,CO,2023-04-06,1,1,1,1,1,1,1,1,0,1,0,1
251,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.0177886428398205,0.03747004920896115,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0280217700529307,5.22502445469865e-4,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
254,1.13883319464217,0.1381752558935635,CT,2023-02-27,1,1,0,0,1,1,0,1,0,1,1,1
255,0.938156667747498,0.080817638466447,CT,2023-02-28,1,1,1,0,1,1,1,1,0,0,1,1
256,1.20125151982529,0.139309310919987,CT,2023-03-01,1,0,0,1,1,1,1,0,0,1,1,1
257,0.00756226537134225,4.20908276931535e-4,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
