...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
1,0.841617633609398,0.1408855598858335,AK,2023-02-05,1,1,1,0,1,1,1,1,1,1,0,0,1,1
2,3.53480228188899,0.150260288413341,AK,2023-02-06,1,0,1,0,1,1,1,0,0,1,0,1,1,1
3,0.87218643945843,0.274124157046462,AK,2023-02-07,1,1,1,1,0,1,1,0,0,1,0,0,1,1
4,0.814941082174206,0.272717673987515,AK,2023-02-08,1,1,0,1,1,1,1,1,0,0,1,0,1,0
5,0.406298095335531,0.284768320350562,AK,2023-02-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1
6,1.7344560590325,0.0926795695313185,AK,2023-02-10,1,0,1,0,1,1,1,1,0,0,0,1,1,1
7,0.552145449180723,0.1548779518540485,AK,2023-02-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
8,0.795179101252126,0.07735740343492,AK,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1.79075734564121,0.2868042181644035,AK,2023-02-13,1,0,1,0,1,1,0,1,0,1,0,1,1,0
10,0.649401033678074,0.2295022344078245,AK,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
11,0.875474762467121,0.266168264255154,AK,2023-02-15,1,0,1,1,1,1,1,1,0,1,0,0,1,1
12,1.18892056359909,0.0527902371505495,AK,2023-02-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1
13,0.447257069268837,0.128504361423123,AK,2023-02-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
14,0.370704183668555,0.189807513394053,AK,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
15,0.661523487706595,0.342546419039417,AK,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
16,0.73013224840031,0.118740491219337,AK,2023-02-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
17,0.393306769649236,0.1123959959162265,AK,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.314934883206772,0.0255242337769021,AK,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,1.05106666566216,0.4380015324106385,AK,2023-02-24,1,1,1,1,0,1,1,1,0,1,1,0,1,1
21,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.0174224746588355,0.0163959825733936,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.0100103975444938,0.0082049057245699,AK,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.0267285379379066,0.0057466840395643,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.00635102096542599,0.00509745849917965,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.00374449809863982,0.003140580231179675,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.00232308619631902,0.002459304892207315,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.00263805983940485,0.002175258099824585,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.00225878190594259,0.001700487458420985,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.696402641050872,0.467465188226893,AL,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
44,0.391356618288486,0.290989849511573,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.745818812602812,0.509219467712775,AL,2023-02-07,1,0,1,1,1,1,1,1,0,1,0,1,1,1
46,0.823473916768579,0.0763798197174565,AL,2023-02-08,1,1,1,0,1,1,1,1,0,1,0,1,1,1
47,1.06563380522324,0.752261708790025,AL,2023-02-09,1,1,1,1,0,1,1,1,0,1,1,0,1,1
48,0.0817995689990833,0.0617876928814945,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0571238192336083,0.0442936683305206,AL,2023-02-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
52,0.181668696476748,0.0394995768957131,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.299980501254068,0.0351663875270629,AL,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
54,0.0416168968249396,0.03125984729160105,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0275240324150369,0.0192499908109448,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0239378696680005,0.0170012126763269,AL,2023-02-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1
60,1.11716747879274,0.774198926068985,AL,2023-02-22,1,0,1,0,1,1,1,1,0,1,0,1,1,1
61,0.0180923734791493,0.01322069864452945,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,1.15082323868371,0.450012237013576,AL,2023-02-24,1,1,1,0,1,1,0,1,0,1,1,1,1,0
63,1.25866412776616,0.891631287721385,AL,2023-02-25,1,1,1,0,1,0,1,1,1,1,0,1,0,1
64,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
