...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
47,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0187239612514069,0.018945877122425,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0204292341052976,0.0214535156931839,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,1.97334146564087,0.83570127349998,AL,2023-04-06,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0
55,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0908878810040533,0.026314928604751,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
57,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.04963917888517,0.4218995161591415,AL,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
59,1.18478791640868,0.81114591328437,AL,2023-04-11,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
60,0.0331493496913091,0.03548526508714395,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.0421392365987445,0.0415681715920702,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
63,0.0413271951716838,0.0450649535923654,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0560399800984273,0.0531018752953715,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.0583317697431577,0.05769909946173,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0658379627787866,0.0627220227695845,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
68,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.120382454514052,0.121894370988343,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.635951897077334,0.36393509681044,AL,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
82,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.19285325140045,0.461654866160644,AR,2023-03-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
86,0.00523247703386186,0.00364795663304585,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,2.04754713362225,0.300400018518165,AR,2023-03-28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
88,0.494172683264791,0.003223866672211475,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.0151829526035612,0.003055178308164515,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.00488738064106164,0.00291251563847723,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0043353423789176,0.00279411831023723,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,0.0139234596036604,0.002698524509444625,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.00436413576678399,0.002624557243224105,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.160981071095658,0.00257131344466601,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,0.0697651312472334,0.00253815590015416,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,0.00504780902654073,0.002524707999536135,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1.24367648640076,0.468596768841367,AR,2023-04-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
98,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.0136894123626821,0.002602734023530385,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.0285089834135009,0.002669545321968665,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,0.00496731199136331,0.002758106681567505,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
102,0.0139195010586889,0.002869653602075395,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1.17001464526844,0.457339496637185,AR,2023-04-16,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
107,0.0218597958834018,0.00383771286950736,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.00859062612452106,0.0052784099635035,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,0.0637218900360749,0.00576535491680255,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.0104095451776917,0.00631407904347585,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.0112766277960724,0.00693117751895765,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.134811295013864,0.0125271283271194,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1.21969371941468,0.87354337191632,AR,2023-05-02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
123,0.0301342463875187,0.01700534035297585,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.01038382200023,0.1047156354122915,AZ,2023-03-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
128,1.8930298125253,0.114235078445638,AZ,2023-03-27,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
129,1.46790992397822,0.04558722577010145,AZ,2023-03-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
130,0.391557567949488,0.002757449841940285,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
131,2.02235589446703,0.23188635116213,AZ,2023-03-30,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0
132,0.0168271718051609,0.00276062722310816,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,1.12350919477132,0.310484874329302,AZ,2023-04-01,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
134,0.798351748396417,0.1533507136693845,AZ,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
135,0.767559371672994,0.0513842411276435,AZ,2023-04-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
136,2.19002338394207,0.1766679198827955,AZ,2023-04-04,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
137,1.09163549645254,0.0831250548836745,AZ,2023-04-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
138,0.068344088570202,0.003130670016519095,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.194141038041663,0.00324864313361518,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.571683837321557,0.0926540709272925,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
141,1.76089757394624,0.141931038127759,AZ,2023-04-09,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
142,1.88162425198216,0.140983504859398,AZ,2023-04-10,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
143,3.61505083977491,0.2192681782232245,AZ,2023-04-11,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0
144,0.0265136968726216,0.004138791715958635,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0.156725994279294,0.004388563890250715,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1.09160758904273,0.309221787878282,AZ,2023-04-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
147,0.295104703320516,0.004977934849012945,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.49740892090813,0.261628211318916,AZ,2023-04-16,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
149,1.24292026884779,0.106974508921926,AZ,2023-04-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
150,1.41982838352318,0.17878763511588,AZ,2023-04-18,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
151,1.59709346579173,0.04256143842148465,AZ,2023-04-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
152,3.85307963396568,0.24935236282892,AZ,2023-04-20,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
153,1.17618914441932,0.858472580637405,AZ,2023-04-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
154,0.114505596025308,0.0083584690442813,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1.24454708073516,0.0733462019333985,AZ,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
156,1.54652531135424,0.04590910594148305,AZ,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
157,1.8649885629392,0.1345846038437845,AZ,2023-04-25,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
158,1.69364815327107,0.097467333961619,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
159,0.903370439621378,0.075087272082426,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
160,0.75798682629076,0.0139734060458368,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
161,0.439826237473475,0.0152861772023303,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.92728297147805,0.2137559377986695,AZ,2023-04-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
163,1.89612828120724,0.090777019113875,AZ,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
164,5.04392186239378,0.216507782546781,AZ,2023-05-02,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0
165,3.19070168557942,0.147197733241331,AZ,2023-05-03,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0
166,1.40915223159124,0.075039340165048,AZ,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
167,1.72980805195933,0.256654731174285,AZ,2023-05-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
168,1.15766866001802,0.0291152302276022,AZ,2023-05-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
169,5.17345182317955,0.173106221442887,CA,2023-03-26,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
170,3.0989450834718,0.097492675236667,CA,2023-03-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
171,2.29129211057651,0.0530281665693895,CA,2023-03-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
172,7.93118346995276,0.2010289479701435,CA,2023-03-29,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
173,2.04016650347349,0.071145566434309,CA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
174,2.46894351384314,0.119091411933341,CA,2023-03-31,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
175,5.99703520960967,0.1988807866319665,CA,2023-04-01,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
176,4.70182784913956,0.1677138246226375,CA,2023-04-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
177,6.03721285978024,0.1570957128127315,CA,2023-04-03,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0
178,2.65341858782707,0.081587836390209,CA,2023-04-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
179,5.42360939886393,0.1636734121889315,CA,2023-04-05,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0
180,8.9512627587024,0.204222069265629,CA,2023-04-06,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
181,3.60582299679671,0.145326212925414,CA,2023-04-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
182,2.40186326679872,0.130870648094227,CA,2023-04-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
183,0.711916328010457,0.070343027981897,CA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
184,8.77246366129545,0.192078899972379,CA,2023-04-10,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
185,4.71230616568957,0.10781268206579,CA,2023-04-11,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
186,7.11184375364342,0.2129633556241415,CA,2023-04-12,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
187,4.11049453531867,0.1441100977359955,CA,2023-04-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
188,5.75147425282045,0.0797785489540265,CA,2023-04-14,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1
