...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.793753956651136,0.3881501208108425,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
2,0.893762522825825,0.2395570601640215,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
3,1.23541092597623,0.2441790900093415,AK,2023-01-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
4,1.55157580005285,0.218175168242396,AK,2023-01-04,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
5,0.74754854082693,0.099545508516384,AK,2023-01-05,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
6,0.847696963567193,0.297669657613862,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
7,0.396338025985627,0.298831615248576,AK,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
8,0.179529405290558,0.114808937714268,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.813918455514185,0.3005369749830195,AK,2023-01-09,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
10,1.12776566337196,0.1803151172462945,AK,2023-01-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
11,1.53144266559662,0.3103823913076505,AK,2023-01-11,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1
12,1.46514258644189,0.14540457400281,AK,2023-01-12,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
13,0.707804256425532,0.2321178488784655,AK,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
14,0.26292463154053,0.1654134425010845,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
15,0.279931822418691,0.1766308101950045,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.727894726764655,0.2246441537686125,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,2.31823682917827,0.264680724753085,AK,2023-01-17,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
18,2.30374283943916,0.280922981630686,AK,2023-01-18,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
19,0.470383075309868,0.263062136752843,AK,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
20,2.49331991419722,0.24872622061985,AK,2023-01-20,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
21,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.259862401190753,0.2535544644471945,AK,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.08734977710651,0.2944935845011015,AK,2023-01-23,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
24,3.30759984218942,0.3469317259585325,AK,2023-01-24,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
25,2.55960775509231,0.3906089240249095,AK,2023-01-25,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
26,5.04297106477161,0.329855159373835,AK,2023-01-26,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
27,0.913934329637439,0.319576527218383,AK,2023-01-27,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
28,0.619149584713794,0.3890325031972025,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
29,0.927822041730495,0.316818738502356,AK,2023-01-29,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
30,2.21121535639464,0.4295557546304255,AK,2023-01-30,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
31,0.967015010377879,0.255801256851247,AK,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
32,0.315168003893844,0.1000458923015475,AK,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,1.13409199248827,0.22431522970071,AK,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,1.04064046808767,0.360052794267794,AK,2023-02-03,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
35,2.35028505605771,0.336168736826156,AK,2023-02-04,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
36,0.411804872291487,0.0665771429657885,AK,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
37,1.51144974602934,0.096447545458581,AK,2023-02-06,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
38,0.943658980862208,0.2659234243660085,AK,2023-02-07,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
39,1.32841745038571,0.2837351065208345,AK,2023-02-08,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
40,0.657125731206784,0.337260029164583,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
41,0.823936417090252,0.0379097233314832,AK,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
42,0.377534864894505,0.1394964782727175,AK,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.38969903710004,0.227557232398339,AL,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
45,1.99500757141991,0.239465590805283,AL,2023-01-03,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
46,1.86706214942747,0.354412121736944,AL,2023-01-04,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
47,1.2716686141331,0.244513330545162,AL,2023-01-05,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
48,1.59195042199704,0.3884180020205395,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
49,2.09989046302492,0.4428801176247435,AL,2023-01-07,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
50,1.43187511939468,0.67988701085525,AL,2023-01-08,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
51,0.89012725613927,0.2954409739851115,AL,2023-01-09,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
52,0.946990500644403,0.2358263699733635,AL,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
53,0.400515403304124,0.2979472993333315,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
54,0.901745078690324,0.423390941957052,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
55,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1.62547552765196,0.26780686163892,AL,2023-01-18,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
61,0.277137435415449,0.1831252582209805,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.299058806292567,0.1972138578002195,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.367399997872126,0.2448401559969405,AL,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
66,0.410971465182095,0.2624107190105855,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
67,0.31067686769479,0.228000416987417,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
68,0.952802456605067,0.4518336044906655,AL,2023-01-26,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
69,0.458285081933956,0.244552072301914,AL,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,1.01137615836584,0.713322933375345,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
71,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.874022361367697,0.1498795524813835,AL,2023-01-30,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
73,0.175751927747185,0.136585618746257,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
74,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.924534723377035,0.352519913125223,AL,2023-02-02,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
76,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.105928824225297,0.0915822505379095,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.786873092917767,0.513501404471895,AL,2023-02-05,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
79,0.462312738158163,0.3045377763598645,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.806796703294117,0.556774760929075,AL,2023-02-07,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
81,0.648648410353853,0.058899413319827,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,1.0969093502998,0.782386139763165,AL,2023-02-09,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
83,0.0555894540902269,0.0465775159859173,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0573551845589833,0.0377229664958652,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.705427085695557,0.1191074501096305,AR,2023-01-02,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
87,2.17669017872712,0.2428724174585045,AR,2023-01-03,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
88,2.55137611532576,0.2140120350876795,AR,2023-01-04,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1
89,3.92280038905521,0.3445764017039225,AR,2023-01-05,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
90,1.4366667358839,0.2989894597980085,AR,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
91,0.572992315439599,0.172041236177649,AR,2023-01-07,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
92,0.66656344452524,0.0321111179062476,AR,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
93,4.69124927945684,0.3541400767945715,AR,2023-01-09,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
94,1.62586313128441,0.223888344277636,AR,2023-01-10,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
95,1.97233652609435,0.241710743084622,AR,2023-01-11,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
96,2.38312468935895,0.2992294347906285,AR,2023-01-12,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
97,1.6019430422958,0.276631213881453,AR,2023-01-13,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
98,1.43813488535493,0.527095773119795,AR,2023-01-14,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1
99,1.58474871775185,0.737954255355385,AR,2023-01-15,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1
100,3.21513576433992,0.516735147970735,AR,2023-01-16,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
101,1.55324653449733,0.247161157987952,AR,2023-01-17,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
102,1.48753527325108,0.2834592622615965,AR,2023-01-18,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
103,0.969243648271715,0.2831237371442945,AR,2023-01-19,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
104,1.32745863301421,0.291267439177825,AR,2023-01-20,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
105,0.830864242239325,0.61643514023477,AR,2023-01-21,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
106,0.360924466723047,0.2371248945514385,AR,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
107,1.90276027197258,0.2185066051372445,AR,2023-01-23,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
108,2.8018509724147602,0.3178146988122015,AR,2023-01-24,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
109,1.39121438467384,0.3041075020351295,AR,2023-01-25,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
110,1.05910856627685,0.222055977300978,AR,2023-01-26,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
111,0.524258234057583,0.2064564007732835,AR,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
112,0.147611453742279,0.0862885092005075,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
113,0.312653859853901,0.290970027295533,AR,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
114,12.8190372795058,0.50624283481117,AR,2023-01-30,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1
115,0.299692553410853,0.280951894245401,AR,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
116,1.85131368641133,0.4300307401704275,AR,2023-02-01,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0
117,0.285400170313649,0.2242517695124205,AR,2023-02-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
118,0.527020980445016,0.2250590344527575,AR,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
119,0.250992982442814,0.150972415239396,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
120,0.437360930686711,0.358363478061285,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,3.47689565720743,0.379577268954201,AR,2023-02-06,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
122,2.01223598705829,0.436443646732212,AR,2023-02-07,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
123,1.24809699340427,0.32710554085976,AR,2023-02-08,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
124,0.505510070010913,0.245244917504223,AR,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
125,5.73477418998063,0.453152188972736,AR,2023-02-10,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
126,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.803418835727548,0.050684570143146,AZ,2023-01-01,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
128,3.53650762130134,0.274661901968317,AZ,2023-01-02,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
129,2.37312673054211,0.248386401267658,AZ,2023-01-03,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
130,1.54371247281306,0.2397413727195705,AZ,2023-01-04,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
131,1.46976441209509,0.2391315228576085,AZ,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
132,2.67559391553609,0.1965358545311465,AZ,2023-01-06,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
133,0.816679859445834,0.1610376155571245,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,1.19195968693866,0.2581824924564605,AZ,2023-01-08,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
135,5.75549741081583,0.317348839641573,AZ,2023-01-09,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
136,1.89675843265771,0.214440914840815,AZ,2023-01-10,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
137,2.12030350056349,0.2970552394842175,AZ,2023-01-11,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
138,1.96146716768621,0.343857662719146,AZ,2023-01-12,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
139,1.63615683814643,0.372643359890864,AZ,2023-01-13,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
140,1.59743430016257,0.364680895243934,AZ,2023-01-14,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
141,3.51424378472157,0.3554304637868065,AZ,2023-01-15,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
142,3.66441297415634,0.327236196096481,AZ,2023-01-16,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
143,1.67530207818931,0.2758177927131875,AZ,2023-01-17,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
144,1.6260372821088,0.344043584140776,AZ,2023-01-18,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
145,4.89985125642837,0.377034265574799,AZ,2023-01-19,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
146,2.37327515338172,0.290199898707632,AZ,2023-01-20,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1
147,1.04986108152139,0.3007425512064795,AZ,2023-01-21,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
148,0.539150125625469,0.3878509345098445,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
149,7.57859145026675,0.356979976709686,AZ,2023-01-23,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
150,2.40595772031365,0.389554109618059,AZ,2023-01-24,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
151,1.55486421102633,0.337904561464344,AZ,2023-01-25,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1
152,1.33594941267952,0.319941482590634,AZ,2023-01-26,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
153,1.67059588538023,0.339451620071678,AZ,2023-01-27,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
154,0.711620545129217,0.335742592163763,AZ,2023-01-28,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
155,1.85875690474945,0.3274804519648935,AZ,2023-01-29,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
156,5.88355151914168,0.286225554254175,AZ,2023-01-30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
157,8.32651741374824,0.306788412355729,AZ,2023-01-31,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
158,7.02618913306207,0.356064033258176,AZ,2023-02-01,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1
159,3.30116879165814,0.23305370651346,AZ,2023-02-02,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
