...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
1,0.0024133695904997,0.001507404285693465,AK,2022-09-04,1,1,1,1,1,1,1,1,1,1
2,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.0198914155434677,0.001393321980208715,AK,2022-09-06,1,1,1,1,1,1,1,1,1,1
4,0.00221955162155068,0.001340811337806915,AK,2022-09-07,1,1,1,1,1,1,1,1,1,1
5,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.00225834349996712,0.00104820872527978,AK,2022-09-14,1,1,1,1,1,1,1,1,1,1
12,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.00645053738738637,9.8647821566615e-4,AK,2022-09-16,1,1,1,1,1,1,1,1,1,1
14,0.00160927604240652,9.59021614740725e-4,AK,2022-09-17,1,1,1,1,1,1,1,1,1,1
15,0.00545528175127631,9.33813788577635e-4,AK,2022-09-18,1,1,1,1,1,1,1,1,1,1
16,0.0198932261458966,9.10852528615465e-4,AK,2022-09-19,1,1,1,1,1,1,1,1,1,1
17,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.00158612536659509,8.717311001642e-4,AK,2022-09-21,1,1,1,1,1,1,1,1,1,1
19,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.00150415754844164,8.4194226255063e-4,AK,2022-09-23,1,1,1,1,1,1,1,1,1,1
21,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.0327231587787584,8.16153053038815e-4,AK,2022-09-26,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.00148532022392277,8.13167303449435e-4,AK,2022-09-28,1,1,1,1,1,1,1,1,1,1
26,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.0019678640343576,8.49974258443625e-4,AK,2022-10-02,1,1,1,1,1,1,1,1,1,1
30,1.23705596563707,0.473966827037754,AK,2022-10-03,0,0,1,1,1,0,0,1,1,1
31,1.3174876762441,0.95428422358705,AK,2022-10-04,1,0,1,0,1,1,0,1,0,1
32,1.32533544428769,0.94659611124255,AK,2022-10-05,0,0,1,1,1,0,0,1,1,1
33,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.00326464129647262,0.001013780453642455,AK,2022-10-07,1,1,1,1,1,1,1,1,1,1
35,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1.84875326169699,0.316402347642517,AK,2022-10-10,0,0,0,1,1,1,0,0,1,1
38,0.0037693741150468,0.001306136541060585,AK,2022-10-11,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.27858680888022,0.02254426842762575,AL,2022-09-04,0,0,1,1,1,0,0,1,1,1
44,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.515802860204483,0.162724904240912,AL,2022-09-06,1,1,1,1,1,1,1,1,1,1
46,0.410870679144182,0.0922812132715835,AL,2022-09-07,1,1,1,1,1,1,0,0,1,1
47,1.18442715517351,0.187876114657391,AL,2022-09-08,1,1,1,1,1,0,0,1,1,1
48,0.294993081460289,0.139389568613083,AL,2022-09-09,1,1,1,1,1,1,1,1,1,1
49,0.73653913089322,0.3762008659156265,AL,2022-09-10,1,1,1,1,1,0,0,1,1,1
50,0.333387319938955,0.1632015232687315,AL,2022-09-11,1,1,1,1,1,1,1,1,1,1
51,0.648952909741492,0.1791407168831075,AL,2022-09-12,1,1,1,1,1,0,0,1,1,1
52,0.46545529074371,0.085442101984711,AL,2022-09-13,1,1,1,1,1,0,0,1,1,1
53,0.770608635797371,0.1992510104963315,AL,2022-09-14,1,1,1,1,1,0,0,1,1,1
54,0.74490083721259,0.0202179455405577,AL,2022-09-15,1,1,1,1,1,1,0,0,1,1
55,0.450450982240032,0.1995211859709645,AL,2022-09-16,1,1,1,1,1,1,1,1,1,1
56,0.430287380941079,0.199644264500877,AL,2022-09-17,1,1,1,1,1,1,1,1,1,1
57,0.0272383471409358,0.01999564739518525,AL,2022-09-18,1,1,1,1,1,1,1,1,1,1
58,0.58654700109513,0.259826771227495,AL,2022-09-19,1,1,1,1,1,0,0,1,1,1
59,0.310666110619455,0.02001219770017345,AL,2022-09-20,1,1,1,1,1,1,0,0,1,1
60,0.301541728690553,0.1229265866349575,AL,2022-09-21,1,1,1,1,1,1,1,1,1,1
61,0.364971583105501,0.164158535063664,AL,2022-09-22,1,1,1,1,1,1,1,1,1,1
62,1.90855320532658,0.2901576079223595,AL,2022-09-23,0,0,1,1,1,0,0,1,1,1
63,0.192032884440023,0.0206241022121521,AL,2022-09-24,1,1,1,1,1,0,0,1,1,1
64,0.442047674953707,0.200406963481755,AL,2022-09-25,1,1,1,1,1,1,1,1,1,1
65,0.44167029341972,0.2005054893859495,AL,2022-09-26,1,1,1,1,1,0,0,1,1,1
66,0.585684122740671,0.260213132811692,AL,2022-09-27,1,1,1,1,1,1,1,1,1,1
67,0.437388613433154,0.02244834324124595,AL,2022-09-28,1,1,1,1,1,0,0,1,1,1
68,0.554352599940399,0.260179012169025,AL,2022-09-29,1,1,1,1,1,1,1,1,1,1
69,0.102759043911595,0.0240609043905171,AL,2022-09-30,1,1,1,1,1,0,0,1,1,1
70,1.32158073731591,0.307220517538563,AL,2022-10-01,0,0,1,1,1,0,0,0,1,1
71,0.200117914700135,0.02632250936008025,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1
72,0.0285516707007543,0.02774814437437655,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.110647638204131,0.031301638391292,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.115126844472892,0.0387319792446449,AL,2022-10-08,1,1,1,1,1,1,1,1,1,1
78,0.236783313990428,0.04185495869393645,AL,2022-10-09,1,1,1,1,1,1,1,1,1,1
79,0.126346947166584,0.04533175341145715,AL,2022-10-10,1,1,1,1,1,1,1,1,1,1
80,0.242365624849466,0.0491769480877135,AL,2022-10-11,1,1,1,1,1,0,0,1,1,1
81,1.80150404059238,0.349923996023675,AL,2022-10-12,1,0,1,0,1,0,0,1,0,1
82,0.467258194780464,0.1850042057107715,AL,2022-10-13,1,1,1,1,1,1,1,1,1,1
83,0.40970479708053,0.0630260004098675,AL,2022-10-14,1,1,1,1,1,0,0,1,1,1
84,0.0500611801360625,0.068435423605829,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1
85,0.677404967167428,0.1425693933430635,AR,2022-09-04,1,1,1,1,1,0,0,1,1,1
86,0.998314739568986,0.1402644089968925,AR,2022-09-05,1,1,1,1,0,1,0,1,1,0
87,2.21118479517218,0.1181796468480865,AR,2022-09-06,1,1,1,0,1,0,0,1,0,1
88,4.60894544922449,0.1847492788072045,AR,2022-09-07,0,0,1,1,0,0,0,1,1,0
89,3.77034270208393,0.2168055089018775,AR,2022-09-08,0,0,1,1,1,0,0,1,1,1
90,1.92676588301013,0.1771377921627245,AR,2022-09-09,0,0,1,1,1,0,0,1,1,0
91,0.605358236395687,0.1238266913473455,AR,2022-09-10,1,1,1,1,1,0,0,1,1,1
92,0.474152418161308,0.063821379766202,AR,2022-09-11,1,1,1,1,1,1,1,1,1,1
93,2.72154370635784,0.156382574214952,AR,2022-09-12,0,0,1,1,1,0,0,1,1,1
94,1.03961752854651,0.104425251809928,AR,2022-09-13,1,1,1,1,0,1,0,1,1,0
95,2.01019820739952,0.050000826183539,AR,2022-09-14,0,1,1,1,0,0,1,1,1,0
96,1.02347644169508,0.1425340424016665,AR,2022-09-15,1,1,1,1,1,0,0,1,1,1
97,1.04118856050338,0.1344304290048455,AR,2022-09-16,1,1,1,1,0,1,0,1,1,0
98,1.09347874425881,0.3067264941054215,AR,2022-09-17,1,1,1,1,0,1,0,1,1,0
99,0.965349831328877,0.186068901523798,AR,2022-09-18,0,1,1,1,1,0,0,1,1,1
100,1.48156400974838,0.117951332312742,AR,2022-09-19,1,1,0,1,0,0,0,0,1,0
101,0.617124004204698,0.0800199034337695,AR,2022-09-20,1,1,1,1,1,0,0,1,1,1
102,1.78546722900033,0.1193762967051415,AR,2022-09-21,1,1,1,1,0,0,0,1,1,0
103,0.547245450638188,0.064300505570282,AR,2022-09-22,1,1,1,1,1,0,0,1,1,1
104,0.58372173553376006,0.2073222289696585,AR,2022-09-23,1,1,1,1,1,0,0,1,1,1
105,0.0192565399431649,0.01266661233673875,AR,2022-09-24,1,1,1,1,1,1,0,0,1,1
106,0.0681204463864549,0.01293040562516605,AR,2022-09-25,1,1,1,1,1,1,1,1,1,1
107,1.58890553159286,0.0645379063914435,AR,2022-09-26,0,1,1,1,0,1,0,1,1,0
108,0.547653820886224,0.0687666342318015,AR,2022-09-27,1,1,1,1,1,1,1,1,1,1
109,0.647779836154503,0.0950684908723075,AR,2022-09-28,1,1,1,1,1,0,0,1,0,1
110,1.44892458129462,0.0144960818436857,AR,2022-09-29,0,0,1,1,1,0,0,1,1,1
111,1.22964157592597,0.2334793376933245,AR,2022-09-30,0,0,1,1,1,0,0,1,1,1
112,0.0753730217469288,0.01572351503474215,AR,2022-10-01,1,1,1,1,1,0,0,1,1,1
113,0.34136837543389,0.016496451804712,AR,2022-10-02,1,1,1,1,1,1,1,1,1,1
114,1.4090637358737,0.1788578707126095,AR,2022-10-03,0,1,1,1,1,0,0,1,1,1
115,0.677079944436423,0.188887796526635,AR,2022-10-04,1,1,1,1,1,0,0,1,1,1
116,2.77965987046789,0.0196983746069261,AR,2022-10-05,0,0,1,1,1,0,0,1,0,1
117,0.427723073697139,0.0211499488302343,AR,2022-10-06,1,1,1,1,1,1,1,1,1,1
118,1.76413916872537,0.192766808229782,AR,2022-10-07,1,1,1,1,0,1,0,1,1,0
119,0.489031959064371,0.1458177276633885,AR,2022-10-08,1,1,1,1,1,0,0,1,1,1
120,0.219407820032114,0.02716698747005725,AR,2022-10-09,1,1,1,1,1,1,1,1,1,1
121,0.884568737284451,0.0298856462205366,AR,2022-10-10,1,0,1,1,1,1,1,1,1,1
122,1.49686252544211,0.111061277668448,AR,2022-10-11,1,1,1,0,1,1,0,1,0,1
123,0.57342963983761,0.175279345120285,AR,2022-10-12,1,1,1,1,1,0,1,1,0,1
124,0.615621035425367,0.154781706719838,AR,2022-10-13,1,1,1,1,1,0,1,1,0,1
125,0.622473143292769,0.2138769406263835,AR,2022-10-14,1,1,1,1,1,0,0,1,1,1
126,0.660151508627223,0.271633536372402,AR,2022-10-15,0,1,1,1,1,0,0,1,0,1
127,0.337471889152477,0.0663834140019845,AZ,2022-09-04,1,1,1,1,1,0,0,1,1,1
128,2.1202811532436,0.1291526103703885,AZ,2022-09-05,0,0,0,1,1,0,0,0,1,1
129,3.02188395179119,0.160052101188633,AZ,2022-09-06,0,0,0,1,0,0,0,0,1,0
130,0.365555667991441,0.0527490420479175,AZ,2022-09-07,1,1,1,1,1,0,0,1,1,1
131,2.44643026258181,0.2202328213003335,AZ,2022-09-08,0,0,1,1,1,0,0,1,1,1
132,4.55708231354659,0.2446154305463475,AZ,2022-09-09,0,0,1,1,1,0,0,0,1,1
133,1.66996769808575,0.1522221092872505,AZ,2022-09-10,1,0,1,1,0,0,0,1,1,0
134,0.34887919716304,0.0586874014999545,AZ,2022-09-11,1,1,1,1,1,0,0,1,1,1
135,2.35713601355345,0.104667363777322,AZ,2022-09-12,1,0,0,1,1,1,0,0,1,1
136,1.03834700146407,0.1099051310358465,AZ,2022-09-13,1,1,1,0,1,0,0,1,0,1
137,3.49294301950457,0.209566917986892,AZ,2022-09-14,0,0,1,1,1,0,0,1,1,1
138,1.1074271065382,0.1206674356594165,AZ,2022-09-15,0,1,1,1,1,0,0,1,1,1
139,0.447201810717224,0.00394554931238853,AZ,2022-09-16,1,1,1,1,1,1,1,1,1,1
140,1.13715581768128,0.1240666352149465,AZ,2022-09-17,1,1,1,0,1,1,0,1,0,1
141,0.880426976818893,0.087882819797743,AZ,2022-09-18,1,1,1,0,1,0,1,1,0,1
142,3.34228603307771,0.1312275971761655,AZ,2022-09-19,0,0,1,0,1,0,0,1,0,1
143,0.86309901957589,0.0652829268796755,AZ,2022-09-20,1,1,1,0,1,1,0,1,0,1
144,3.63397310241262,0.2059355254843785,AZ,2022-09-21,0,0,0,1,1,0,0,0,1,1
145,1.31947720853708,0.10705209258668,AZ,2022-09-22,1,0,1,0,1,0,0,1,0,1
146,0.888521647078311,0.003584288008516505,AZ,2022-09-23,1,1,1,1,1,0,0,1,0,1
147,0.134413557397563,0.00357249787078805,AZ,2022-09-24,1,1,1,1,1,1,1,1,1,1
148,1.03413922053562,0.096800446767521,AZ,2022-09-25,0,1,1,1,1,1,1,1,1,1
149,1.53435803388032,0.082622217017764,AZ,2022-09-26,1,1,1,1,0,0,0,1,0,0
150,2.30100104354801,0.104542496729291,AZ,2022-09-27,1,1,0,1,1,1,0,0,0,1
151,1.44735016257162,0.1156361646260555,AZ,2022-09-28,0,0,0,1,1,0,0,0,0,1
152,1.67141526372087,0.1552168267928545,AZ,2022-09-29,1,0,0,1,0,0,0,0,1,0
153,0.339089716915679,0.00379528951291817,AZ,2022-09-30,1,1,1,1,1,1,1,1,1,1
154,0.517198012991552,0.0671728335757575,AZ,2022-10-01,1,1,1,1,1,0,0,1,1,1
155,4.26745557985058,0.302329185683793,AZ,2022-10-02,0,0,1,0,1,0,0,1,0,1
156,5.69088656220533,0.179469164433396,AZ,2022-10-03,0,0,0,0,1,0,0,0,1,1
157,2.5596418522281,0.190869458282059,AZ,2022-10-04,0,0,1,1,1,0,0,1,0,1
158,1.06475105368215,0.081287029246294,AZ,2022-10-05,0,1,1,1,1,0,0,1,1,1
159,1.30181290950506,0.114917389139142,AZ,2022-10-06,0,1,1,1,1,0,0,0,1,1
160,1.40382194093334,0.1369268200113645,AZ,2022-10-07,0,1,1,1,1,0,0,1,1,1
161,3.17564621959926,0.3552280713020205,AZ,2022-10-08,0,0,1,0,1,0,0,1,1,1
162,0.666857405808733,0.1294986012564235,AZ,2022-10-09,1,1,1,0,1,1,0,1,0,1
163,6.23541963780687,0.161304024655429,AZ,2022-10-10,1,0,1,0,0,0,0,1,0,0
164,0.752923363248453,0.0612512532583995,AZ,2022-10-11,1,1,1,1,1,1,0,0,0,1
165,2.18886896776562,0.1963836838502185,AZ,2022-10-12,1,0,1,0,1,1,0,0,0,1
166,3.83965069810864,0.2364766154344895,AZ,2022-10-13,1,0,1,0,1,1,0,1,0,1
167,1.31967775174185,0.1758653877328965,AZ,2022-10-14,1,1,1,1,1,0,0,1,1,1
168,0.477375520083969,0.091256759721801,AZ,2022-10-15,1,1,1,1,1,1,0,0,0,1
169,5.6091380442546,0.0850289657465065,CA,2022-09-04,0,1,1,1,0,0,0,0,1,0
170,1.11810553773709,0.075488076885564,CA,2022-09-05,1,1,1,1,1,0,1,0,1,1
171,5.35852204821139,0.070243202595876,CA,2022-09-06,1,1,1,1,0,0,0,0,1,0
172,9.43934386744269,0.104855691908443,CA,2022-09-07,0,0,1,1,0,0,0,1,1,0
173,5.77029159069621,0.1034406983954845,CA,2022-09-08,0,0,1,1,1,0,0,1,1,1
174,2.81168396289672,0.083634074261807,CA,2022-09-09,1,1,1,1,0,0,0,0,0,0
175,2.95371352573715,0.075238507334883,CA,2022-09-10,1,1,1,1,0,0,0,0,0,0
176,11.232358190848,0.1065093218208795,CA,2022-09-11,0,0,1,0,0,0,0,0,0,1
177,7.61390545296579,0.077822181768754,CA,2022-09-12,1,1,1,1,0,0,0,0,0,0
178,11.1206075746213,0.092293660751889,CA,2022-09-13,0,0,1,1,1,0,0,0,0,0
179,3.93157969181155,0.0901115979587025,CA,2022-09-14,0,0,1,1,0,0,0,0,0,0
180,6.81888373598213,0.093860114470784,CA,2022-09-15,0,0,1,1,0,0,0,0,0,0
181,3.99906542263452,0.081020331659095,CA,2022-09-16,1,1,0,1,0,0,0,0,1,0
182,12.006712014288,0.109600360021591,CA,2022-09-17,0,0,1,1,0,0,0,0,1,0
