...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.20941045753497,0.03439123401333395,AK,2022-07-10,1,1,1,1,1,1,1,1,1,1
2,2.25425888159883,0.25258021447419,AK,2022-07-11,1,0,1,1,1,1,1,0,0,1
3,0.976926323155506,0.2220446092055215,AK,2022-07-12,1,1,1,0,1,1,0,1,0,1
4,1.25427132064882,0.110001604657398,AK,2022-07-13,1,1,1,1,1,1,0,0,1,1
5,0.557742405118203,0.170452337527603,AK,2022-07-14,1,1,1,1,1,1,1,0,0,1
6,0.643061511048899,0.160764661584858,AK,2022-07-15,1,1,1,1,1,0,1,1,0,1
7,1.05481618226689,0.1438708962498095,AK,2022-07-16,1,1,1,1,1,1,0,0,0,1
8,1.05605236734803,0.246742853800639,AK,2022-07-17,1,1,1,1,1,1,0,1,0,1
9,1.96666004554497,0.0516055320194155,AK,2022-07-18,1,1,0,1,1,1,0,0,0,1
10,2.609520092323,0.01566729100370885,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
11,0.680356491259419,0.1458329145689005,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
12,0.705302763376657,0.14412212717916,AK,2022-07-21,1,1,1,1,1,1,0,0,0,1
13,0.743913392341687,0.100306608008068,AK,2022-07-22,1,1,1,1,1,1,1,0,0,1
14,0.629162211872678,0.0112509678893111,AK,2022-07-23,1,1,1,1,1,1,0,0,0,1
15,0.418847124404331,0.091115420315855,AK,2022-07-24,1,1,1,1,1,1,0,0,0,1
16,1.36345245226211,0.2061706666597265,AK,2022-07-25,0,1,1,1,1,0,1,0,0,1
17,2.24756642286685,0.0555616323088205,AK,2022-07-26,1,0,0,1,1,1,0,0,1,1
18,1.16313368969125,0.0441389898210248,AK,2022-07-27,1,1,1,1,1,1,0,0,1,1
19,1.47602445737704,0.101004273419045,AK,2022-07-28,0,0,1,1,1,0,0,0,0,1
20,0.965438835159624,0.1160675934868555,AK,2022-07-29,1,1,1,1,0,1,0,0,1,0
21,0.747001527191336,0.102612330316327,AK,2022-07-30,1,1,1,1,1,1,0,1,0,1
22,1.39461556625567,0.00601938229507805,AK,2022-07-31,1,0,0,1,1,1,1,0,0,1
23,1.46220953569727,0.1001278123348205,AK,2022-08-01,1,1,1,0,1,1,1,1,1,1
24,0.39228286245456,0.071335846469297,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
25,0.389316193559776,0.00481707274064614,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
26,1.04354456960718,0.162533802583693,AK,2022-08-04,1,0,1,1,1,1,1,1,1,1
27,1.72937954889069,0.1789080527838395,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
28,0.319189762857936,0.00387676264631721,AK,2022-08-06,1,1,1,1,1,1,0,0,1,1
29,0.304027096956216,0.00361024142212292,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
30,0.639618924102206,0.0966223689307665,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
31,0.891678003518771,0.0892391905414655,AK,2022-08-09,1,1,1,1,1,1,0,0,1,1
32,0.913050384440425,0.00292503707492657,AK,2022-08-10,1,1,1,1,1,1,0,0,1,1
33,0.616173412354768,0.152208083074583,AK,2022-08-11,1,1,1,1,1,1,1,1,1,1
