...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,1.60607647383901,0.491437324621913,AK,2022-12-18,0,1,0,1,1,1,1,0,1,0,1,0,1,1
2,0.99810858675156,0.2988138467008195,AK,2022-12-19,1,1,1,0,1,1,1,0,0,0,0,1,1,1
3,0.410960899769122,0.2378637795384105,AK,2022-12-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1
4,1.0146076479509,0.3105152312692375,AK,2022-12-21,0,1,1,1,1,1,1,0,1,1,1,0,1,1
5,0.766303112950473,0.295452528937657,AK,2022-12-22,1,0,1,1,1,1,1,0,0,1,0,0,1,1
6,0.0977390710413876,0.092873396381868,AK,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1.11994159334731,0.3219243979824055,AK,2022-12-24,0,1,1,1,1,1,1,0,1,0,1,0,1,1
8,0.29066968994207,0.0906124448015875,AK,2022-12-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1
9,1.51895436566594,0.3269206244648315,AK,2022-12-26,1,0,1,1,1,1,1,1,0,0,1,0,1,1
10,6.64592601157272,0.582569628795535,AK,2022-12-27,1,0,0,1,1,1,1,0,0,0,0,0,1,1
11,1.54877594820141,0.378918696447936,AK,2022-12-28,1,0,1,1,1,1,1,1,0,0,1,1,1,1
12,0.812115736506939,0.2932182419672305,AK,2022-12-29,1,1,1,1,1,0,1,1,1,1,1,0,0,1
13,2.83833767107599,0.52925479262315,AK,2022-12-30,0,0,0,1,1,1,1,0,0,0,1,0,1,1
14,0.941873877361509,0.3503368486332095,AK,2022-12-31,1,0,1,1,1,1,1,1,0,0,1,1,1,1
15,0.808053247724332,0.3845120300839675,AK,2023-01-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
16,0.837373861059021,0.245545513206157,AK,2023-01-02,1,0,1,1,1,1,1,1,0,0,1,1,1,1
17,1.19810130334124,0.2375332794011605,AK,2023-01-03,1,1,1,1,1,1,1,0,0,0,1,0,1,1
18,1.4087354296279,0.2324898399553465,AK,2023-01-04,1,0,1,1,0,1,1,0,1,0,1,0,1,1
