...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
78,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.24345201384852,0.1992394620942825,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
80,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.238378805538425,0.1945424972869855,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
83,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.50650386096113,0.2550289187026945,AR,2023-10-02,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
87,1.43422184974211,0.2566883943494385,AR,2023-10-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
88,1.56872560406908,0.4026221841182765,AR,2023-10-04,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
89,2.51986292259853,0.308988422053718,AR,2023-10-05,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
90,0.381104759711556,0.2619225992024805,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
91,0.379477395850306,0.263751044310411,AR,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
92,0.381946386468814,0.2656205390758785,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1.48825697052161,0.267530581074042,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
94,1.46768089088594,0.2694806546991625,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
95,1.5280651953464,0.2734951666616245,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
96,1.08601515061487,0.3332651618728195,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
97,2.04982414963138,0.332046451061146,AR,2023-10-13,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
98,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.19059495779338,0.321955430765335,AR,2023-10-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
101,0.826334883829477,0.57218412141381,AR,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
102,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2.16445328282448,0.288740870831052,AR,2023-10-19,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
104,0.417680494307696,0.2910598637266155,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
105,0.417076200843628,0.2934122981718975,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.96555381822874,0.459742388192972,AR,2023-10-23,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
108,0.344576005171755,0.245248736904471,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1.20328881308178,0.57848873791182,AR,2023-10-25,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
110,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.324948080070294,0.272781307530559,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
112,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.83175332995497,0.590907417248265,AR,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
115,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.908684285004624,0.64040543655047,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
117,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.844991797252894,0.596364912347635,AR,2023-11-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
119,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.93585205196482,0.3851364255321535,AR,2023-11-06,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
122,0.834358254768611,0.601627737961195,AR,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
123,0.476317691819217,0.340636969138305,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
124,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,6.05828671618487,0.3870059239281885,AZ,2023-10-01,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
128,8.70235310996107,0.4251338400580305,AZ,2023-10-02,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
129,1.08458796316153,0.3233200500655615,AZ,2023-10-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
130,2.5260153851236,0.4720421815982085,AZ,2023-10-04,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
131,1.95443195359666,0.365586619205671,AZ,2023-10-05,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
132,2.28529327475384,0.403218443915669,AZ,2023-10-06,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1
133,1.46354862725466,0.56150891651221,AZ,2023-10-07,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
134,2.83965663594511,0.361014135251368,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
135,2.83833657621946,0.3548889527691345,AZ,2023-10-09,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
136,2.63314607520605,0.3631629041575705,AZ,2023-10-10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
137,1.00850121435936,0.319811656885293,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
138,0.596390476150382,0.4131358790003595,AZ,2023-10-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.26820320152119,0.61216741707842,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
140,1.19592098035796,0.344376485829368,AZ,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
141,2.15992044759586,0.413883130655866,AZ,2023-10-15,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
142,2.89941822352776,0.3446693582345945,AZ,2023-10-16,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
143,2.36234267644544,0.389509465650323,AZ,2023-10-17,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0
144,2.59421203344427,0.416548576298803,AZ,2023-10-18,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
145,3.24213634269896,0.4275226106359265,AZ,2023-10-19,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
146,1.07633032582528,0.296443431812082,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
147,1.57036406407895,0.3131721502654195,AZ,2023-10-21,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
148,2.17765981705016,0.329079566139411,AZ,2023-10-22,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
149,5.00489525890168,0.385032858365786,AZ,2023-10-23,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
150,2.34820851357399,0.2861951606099885,AZ,2023-10-24,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
151,1.18307549614343,0.322462556702353,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
152,0.211823919489182,0.151438727446963,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,0.895473994208647,0.3056102321783115,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
154,2.06602655691111,0.4749525907496985,AZ,2023-10-28,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
155,1.70446689297756,0.3264847424450625,AZ,2023-10-29,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
156,2.99836829752677,0.3693564171931915,AZ,2023-10-30,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
157,2.22981585809093,0.363445269711796,AZ,2023-10-31,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
158,1.43652301888986,0.3301242739515145,AZ,2023-11-01,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
159,2.29419403553912,0.3500072862307845,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
160,1.92286753078842,0.4014044525181895,AZ,2023-11-03,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1
161,0.88651571488478,0.3901196213745225,AZ,2023-11-04,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
162,3.16671753764227,0.3822264983419755,AZ,2023-11-05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
163,3.33253201785974,0.353784525767355,AZ,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
164,1.60194831013961,0.313389492550067,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0
165,3.02162495555149,0.3874120030400475,AZ,2023-11-08,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
166,1.56231059475481,0.363412046863435,AZ,2023-11-09,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
167,1.66640270615334,0.390748602068102,AZ,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
168,1.48523218173986,0.3595366380022835,AZ,2023-11-11,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
169,1.29027293827896,0.406506561344261,CA,2023-10-01,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1
170,2.84478697703547,0.331826562405589,CA,2023-10-02,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
171,2.709826081732,0.3467557951394025,CA,2023-10-03,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
172,3.59583260452213,0.3377240837252315,CA,2023-10-04,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
173,5.77697087069844,0.443626115152352,CA,2023-10-05,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
174,2.56716018147795,0.4105854840338155,CA,2023-10-06,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
175,1.68746899817025,0.231278625599621,CA,2023-10-07,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0
176,0.688841706224144,0.296515574741662,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
177,1.73096763498297,0.338792872347954,CA,2023-10-09,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
178,3.57070643603028,0.3905104770120945,CA,2023-10-10,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
179,3.16463842409371,0.377607682605342,CA,2023-10-11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
180,1.66851837838164,0.3330110433488165,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
181,2.61143504971442,0.389272011289622,CA,2023-10-13,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
182,1.49137462171316,0.366861532503655,CA,2023-10-14,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
183,1.99633569082288,0.435437261732946,CA,2023-10-15,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
184,2.82898339332998,0.3503462664095915,CA,2023-10-16,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
185,2.1303906091438,0.3533851447226355,CA,2023-10-17,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
186,5.19105027450825,0.412534581362569,CA,2023-10-18,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
187,2.10728701381504,0.381362513794615,CA,2023-10-19,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
