"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","other_95_CI"
"1",0.597696007056303,0.0287286287930278,"AK",2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
"2",2.0787055341399,0.321779757912424,"AK",2023-02-13,1,0,1,0,1,0,1,0,1,0,1,1
"3",0.827865731273165,0.257963853859096,"AK",2023-02-14,1,1,1,1,1,1,1,1,1,0,1,0
"4",1.01801903402889,0.309604587769499,"AK",2023-02-15,1,0,1,1,1,1,1,0,1,0,1,1
"5",0.91337893024715,0.0174521917361877,"AK",2023-02-16,1,1,1,0,1,1,1,0,1,0,1,1
"6",0.348142904725709,0.123592845136851,"AK",2023-02-17,1,1,1,1,1,1,1,0,1,0,1,1
"7",0.431836586060266,0.206705823462133,"AK",2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.767235994098826,0.405399601812521,"AK",2023-02-19,1,0,1,1,1,1,1,0,1,0,1,1
"9",0.576075015822731,0.117188448838981,"AK",2023-02-20,1,1,1,1,1,1,1,0,1,1,1,0
"10",0.348314825903315,0.110832675030591,"AK",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"11",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.215673556263104,0.00709858279039391,"AK",2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
"13",1.12976320617413,0.457766809077957,"AK",2023-02-24,1,1,1,0,1,0,1,0,1,0,1,0
"14",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.0121305299450355,0.00423998703265241,"AK",2023-02-27,1,1,1,1,1,1,1,1,0,0,1,1
"17",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.00540880118324955,0.00200247764709067,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"23",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.0154966817995451,0.00140399198205101,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.00376029486474203,0.00125251737851996,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.0024226185462182,0.000814346916023927,"AK",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.00173945440144532,0.000668791099896583,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"33",0.00163651379609178,0.000609247563797761,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",0.00129431653983256,0.000511277627696743,"AK",2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"36",NA,NA,"AK",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.00130349478585143,0.000435860575639377,"AK",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
"38",NA,NA,"AK",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1.36255436326705,0.97085843883907,"AK",2023-03-24,1,0,1,0,1,1,1,0,1,0,1,1
"42",NA,NA,"AK",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.0727389431267574,0.0490410525139553,"AL",2023-02-13,1,1,1,1,1,1,1,0,1,0,1,1
"45",0.206056691356049,0.0440684606225006,"AL",2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"46",0.345098205634205,0.0395586287068294,"AL",2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"47",0.056238266985382,0.0354786941461652,"AL",2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.0355883165440608,0.0228269302313391,"AL",2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"52",0.0325684049064666,0.0204335973428034,"AL",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"53",1.06949258596801,0.754954541692225,"AL",2023-02-22,1,0,1,0,1,1,1,0,1,0,1,1
"54",0.0255454203631003,0.0163850607671692,"AL",2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
"55",1.08308269301675,0.44188774347912,"AL",2023-02-24,1,1,1,1,1,0,1,1,1,0,1,0
"56",1.19771641639624,0.855960951647895,"AL",2023-02-25,1,1,1,0,0,1,1,1,1,0,0,1
"57",NA,NA,"AL",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0172016734937184,0.0106270778950178,"AL",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"59",NA,NA,"AL",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",0.0471729628224841,0.00779353367893908,"AL",2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"62",1.00868707622808,0.427923079350784,"AL",2023-03-03,1,0,1,0,1,1,1,0,1,0,1,1
"63",NA,NA,"AL",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
