"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X23E_95_CI","X23F_95_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"64",NA,NA,"AL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.00413854042274289,0.001206240442293,"AL",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"67",NA,NA,"AL",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.00734994637115927,0.000548900121820476,"AL",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.00144662734060016,0.000369082071692618,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"76",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.000786896712462522,0.000216911682308994,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"80",0.0030634673912001,0.000189858845385952,"AL",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"81",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.00954684662014757,0.00638382449182677,"AR",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"90",NA,NA,"AR",2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.00617621002526487,0.00378745221772555,"AR",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"94",0.00471456374488124,0.00331808593951231,"AR",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"95",0.00452039222335129,0.00290506377377426,"AR",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"96",0.0148923194298721,0.0025419603461331,"AR",2024-02-08,1,1,1,1,1,1,1,1,0,1,1,0
"97",0.0145213003682069,0.00222302105779797,"AR",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.00249147660289369,0.00148249230686684,"AR",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"101",1.24199825168683,0.471080154278126,"AR",2024-02-13,1,1,0,1,1,0,1,1,0,1,1,0
"102",0.00673534566063165,0.00112919612012731,"AR",2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.00333363787952698,0.000568446290092155,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"108",0.00358324401779893,0.000495134988130734,"AR",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"109",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.00156784151755168,0.000215369360874936,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1.38505793758205,0.980509100520036,"AR",2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
"118",0.000195656446608825,0.000123303484973736,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.00141784288391502,8.10842679328067e-05,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",8.78085199014708e-05,4.63352638731347e-05,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.00838321756316314,0.00523546725985435,"AZ",2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
"128",1.43726025537531,0.11371503039597,"AZ",2024-01-29,1,0,1,1,1,1,1,0,0,1,1,1
"129",0.885453764473924,0.0967750744787726,"AZ",2024-01-30,1,0,1,1,1,1,1,0,0,1,1,1
"130",0.881352684444437,0.0697641372903107,"AZ",2024-01-31,1,1,1,0,1,1,1,0,1,0,1,1
"131",0.0396096736486067,0.00303228213928578,"AZ",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.0359607666460056,0.0026411078349933,"AZ",2024-02-02,1,1,1,1,1,1,1,0,0,1,1,1
"133",NA,NA,"AZ",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.0475262226600829,0.00200045230809662,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"135",2.60942047671405,0.164374621752745,"AZ",2024-02-05,1,0,0,1,1,1,1,0,0,1,1,0
"136",0.725328677996942,0.0407996202381584,"AZ",2024-02-06,1,1,1,1,1,0,1,1,1,1,1,1
"137",0.400817989747516,0.00131420035892556,"AZ",2024-02-07,1,1,1,1,1,1,1,0,0,1,1,1
"138",0.00184720333296821,0.00114157459248325,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"139",1.24145169484919,0.319996859930177,"AZ",2024-02-09,1,1,0,1,0,1,1,1,0,1,0,1
"140",0.0061041940684444,0.000860529977179063,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
"141",1.03107399833454,0.120767182351822,"AZ",2024-02-11,1,1,1,1,1,0,1,1,0,1,1,0
"142",0.0703524358275204,0.000647947749993199,"AZ",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"143",0.9754745466311,0.0652888223832858,"AZ",2024-02-13,1,1,1,0,1,1,1,1,0,0,1,1
"144",0.170488764407899,0.000487426399057674,"AZ",2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"145",0.000685667305548178,0.000422634346695431,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.00542478200979613,0.000366391840278228,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.0311336626869504,0.000317584814494553,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.925327402496464,0.0516465540379016,"AZ",2024-02-18,1,1,1,1,1,0,1,1,0,1,1,0
"149",0.0909354228809059,0.000238514387829591,"AZ",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"150",1.67067463901058,0.0678482310441834,"AZ",2024-02-20,1,1,0,0,1,0,1,0,0,0,1,0
"151",0.957538201720592,0.0353045300986725,"AZ",2024-02-21,1,1,1,0,1,1,1,1,0,0,1,1
"152",1.32531612542604,0.246316888530659,"AZ",2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
"153",0.00257248597064239,0.000134370764115681,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"154",0.000803757534441799,0.000116392623865168,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"155",2.19605935833584,0.218843407951495,"AZ",2024-02-25,1,0,0,0,1,1,1,0,0,0,1,1
"156",0.00712840078236728,8.73185917970632e-05,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"157",1.2409854926938,0.0900075909492224,"AZ",2024-02-27,1,1,0,0,1,1,1,1,0,0,1,1
"158",0.00276120433125099,6.54989074922936e-05,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"159",0.000948390982227293,5.67265459548851e-05,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"160",8.82327839788824e-05,4.91287010274058e-05,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"161",0.00123981940357069,4.25484551083984e-05,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"162",0.0011809988880727,3.68497549727366e-05,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
"163",0.00359465734051422,3.19146616723875e-05,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"164",0.00164322958171421,2.76409575954275e-05,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"165",0.000346333535247496,2.39400654283656e-05,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"166",3.44078159010483e-05,2.07352392659234e-05,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",0.000190182994023604,1.55567353762142e-05,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"169",0.894260412058881,0.0451743437635405,"CA",2024-01-28,1,1,1,0,1,1,1,1,1,0,0,1
"170",2.27021966591206,0.0878219939011011,"CA",2024-01-29,1,1,1,1,1,0,1,1,0,1,0,0
"171",1.32026489964439,0.0727742766045935,"CA",2024-01-30,1,1,1,1,1,1,1,0,0,0,0,0
"172",2.39747175384443,0.0845634127940904,"CA",2024-01-31,1,0,0,1,1,1,0,1,0,0,0,1
"173",6.04986514529532,0.106118309998068,"CA",2024-02-01,1,1,0,0,1,0,1,0,0,0,0,0
"174",5.54794954807065,0.106823539567418,"CA",2024-02-02,1,1,0,0,1,0,1,0,0,0,1,0
"175",0.777147271964799,0.0418304612386291,"CA",2024-02-03,1,1,1,1,1,1,1,1,0,0,1,1
"176",0.767662301057963,0.035176092132975,"CA",2024-02-04,1,1,1,1,1,0,1,0,0,1,1,1
"177",1.50873509064901,0.0642539005874247,"CA",2024-02-05,1,1,1,0,1,1,1,0,0,0,1,1
"178",6.27661194350439,0.108680603880663,"CA",2024-02-06,1,0,0,0,1,0,1,0,0,0,0,0
"179",3.64343014171014,0.086303556331424,"CA",2024-02-07,1,0,0,0,1,0,1,0,0,0,1,0
"180",1.24312656131153,0.0337490285847382,"CA",2024-02-08,1,1,1,1,1,0,1,0,0,1,1,0
"181",7.27698910417988,0.119122940213771,"CA",2024-02-09,1,1,0,0,1,0,1,0,0,0,1,0
"182",4.97304811673659,0.148494986941103,"CA",2024-02-10,1,0,0,0,1,0,0,0,0,0,1,0
"183",0.0125701725508801,0.000520353362479528,"CA",2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
"184",4.72581324177746,0.110555573407533,"CA",2024-02-12,1,1,0,0,1,0,1,0,0,0,1,0
"185",3.74807393474576,0.0887329912589191,"CA",2024-02-13,1,1,0,0,0,0,1,0,0,0,0,0
"186",1.78147567108652,0.0387469743048717,"CA",2024-02-14,1,1,1,0,1,1,1,0,0,0,1,0
"187",6.47409611582813,0.118169403448359,"CA",2024-02-15,1,0,0,0,0,0,1,0,0,0,0,0
"188",1.62213869678129,0.0363999741365696,"CA",2024-02-16,1,1,1,0,1,1,1,0,0,0,1,1
"189",0.831697237871635,0.0328024121954079,"CA",2024-02-17,1,1,1,0,1,1,1,1,0,0,1,1
"190",1.5005379943432,0.0546026585589134,"CA",2024-02-18,1,1,0,0,1,0,1,1,0,0,1,0
"191",1.17353771649357,0.0385158203509736,"CA",2024-02-19,1,1,0,0,1,1,1,1,0,0,1,1
"192",0.0459431167318597,0.000156401843851641,"CA",2024-02-20,1,1,1,1,1,1,1,1,0,0,1,1
"193",5.39716400998183,0.0868957965006716,"CA",2024-02-21,1,1,0,0,0,0,1,1,0,0,0,0
"194",3.11023237629267,0.0645493093769793,"CA",2024-02-22,1,0,0,1,0,0,1,0,0,1,0,0
"195",3.58641567442951,0.0646904752042754,"CA",2024-02-23,1,1,0,0,1,0,1,1,0,0,1,0
"196",2.17907387449515,0.058040495767335,"CA",2024-02-24,1,1,0,0,1,1,1,1,0,0,1,1
"197",0.088679269161026,8.07644984686285e-05,"CA",2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
"198",4.75998926629708,0.0784270085968872,"CA",2024-02-26,1,1,0,0,1,0,1,0,0,0,1,0
"199",8.16207138633685,0.116308730217969,"CA",2024-02-27,1,1,0,0,1,0,1,0,0,0,1,0
"200",5.39584002091172,0.077290825242792,"CA",2024-02-28,1,1,0,0,1,0,1,1,0,0,1,0
"201",0.00336118999876776,4.78508224721548e-05,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"202",0.00495385800715627,4.20166218946104e-05,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"203",0.0366898414521983,3.69070025151914e-05,"CA",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"204",1.18600042575387,0.0472151759112188,"CA",2024-03-03,1,1,0,0,1,1,1,1,0,0,1,1
"205",4.04450581040481,0.0901616873855915,"CA",2024-03-04,1,0,0,0,1,0,1,0,0,0,1,0
"206",6.38970961391435,0.116774128447881,"CA",2024-03-05,1,0,0,0,1,0,1,1,0,0,1,0
"207",3.18218174809903,0.0608276000672179,"CA",2024-03-06,1,1,0,0,1,0,1,1,0,0,1,0
"208",6.03828870093309,0.124236472068716,"CA",2024-03-07,1,1,0,0,1,0,1,1,0,0,1,0
"209",2.11153814564298,0.0537715771462236,"CA",2024-03-08,1,1,0,1,0,0,1,1,0,1,0,0
"210",2.70108722639588,0.142117186372928,"CA",2024-03-09,1,1,0,1,1,0,1,1,0,1,1,0
"211",NA,NA,"CO",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0459701990332381,0.0020875235496358,"CO",2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
"213",0.00290347943869645,0.00181385249801282,"CO",2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.00232178511912688,0.0015753134307039,"CO",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.0318851732176395,0.00136754497385939,"CO",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"216",0.0174641700236363,0.00118669799071432,"CO",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00133942995252544,0.000773766971751195,"CO",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"220",0.000994743680281129,0.000670550004454375,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.00108413611982409,0.000580945793169899,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"222",0.0030558349036108,0.000503191475982067,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"223",0.00296148901374003,0.000435745890966717,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"224",1.3395852630505,0.488466062413075,"CO",2024-02-10,1,1,0,0,1,1,1,1,0,0,1,1
"225",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.00192584240525321,0.00028263780761731,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"227",1.34827413466451,0.490638490907737,"CO",2024-02-13,1,1,0,0,1,1,1,1,0,0,1,1
"228",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.000265900434504824,0.000183073070927157,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.000173891699698274,8.85881000735712e-05,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"235",0.00190783619394032,7.66007009630445e-05,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"236",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1.38737013433028,0.495381211189145,"CO",2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
"238",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.000670199141923261,3.70050731098492e-05,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"241",6.28900769840922e-05,3.19916345587587e-05,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"242",5.258046013446e-05,2.76571553855091e-05,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"243",0.000156793857615328,2.39098451301976e-05,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"244",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
