"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","other_95_CI"
"1",0.802327434879313,0.510570500405162,"AK",2022-10-30,1,1,1,0,1,1,1,0,1,0,1,1
"2",NA,NA,"AK",2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,"AK",2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.341669426023945,0.109345229828822,"AK",2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
"5",NA,NA,"AK",2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,"AK",2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"AK",2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,"AK",2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,"AK",2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,NA,"AK",2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,"AK",2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,"AK",2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.391336962498325,0.239394069952018,"AK",2022-11-14,1,1,1,1,1,1,1,1,1,1,1,1
"17",NA,NA,"AK",2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.366952752844668,0.313710154818586,"AK",2022-11-17,1,1,1,1,1,1,1,0,1,0,1,1
"20",NA,NA,"AK",2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.60068022297485,0.517332108478472,"AK",2022-11-22,1,1,1,0,1,0,1,0,1,0,1,0
"25",0.993123031205364,0.723871989046644,"AK",2022-11-23,1,1,0,1,1,1,1,0,0,1,1,1
"26",NA,NA,"AK",2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",0.340290393379841,0.286956829961582,"AK",2022-11-26,1,1,1,1,1,1,1,0,1,1,0,1
"29",0.947777570261757,0.423933067755545,"AK",2022-11-27,0,1,1,1,1,1,0,0,1,0,1,1
"30",0.658613270748436,0.513515354148464,"AK",2022-11-28,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.114525460774545,0.0679390618628175,"AK",2022-11-30,1,1,1,1,1,1,1,1,0,0,1,1
"33",NA,NA,"AK",2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.0542805145875662,0.027836806637784,"AK",2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1
"42",NA,NA,"AK",2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.671701891611349,0.356547897807868,"AL",2022-10-30,0,1,1,1,1,1,0,0,1,1,1,1
"44",0.554310781730004,0.173757669034863,"AL",2022-10-31,1,1,1,1,1,1,1,0,1,0,1,1
"45",0.548178074391552,0.288176924008164,"AL",2022-11-01,1,1,1,1,1,1,0,0,1,1,1,1
"46",0.363756997027216,0.239808343062453,"AL",2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
"47",1.65329704359216,0.422458926443619,"AL",2022-11-03,0,0,1,1,1,1,0,0,1,0,1,1
"48",0.699760606291316,0.530679065943177,"AL",2022-11-04,1,1,1,0,1,1,1,0,1,0,1,1
"49",0.965362188674443,0.694246035363159,"AL",2022-11-05,1,1,0,1,1,1,1,1,0,0,1,1
"50",0.626712926111881,0.496728597573742,"AL",2022-11-06,1,1,1,1,1,1,1,0,1,0,1,1
"51",0.558899682900263,0.25766265168694,"AL",2022-11-07,1,1,1,1,1,1,0,0,1,1,1,1
"52",0.562146679504557,0.117926339893116,"AL",2022-11-08,1,1,1,1,1,1,1,0,1,0,1,1
"53",0.622224665368287,0.330010524970509,"AL",2022-11-09,1,1,1,1,1,1,1,1,1,1,1,1
"54",0.713011307521492,0.259909876816964,"AL",2022-11-10,1,1,1,1,1,1,1,0,1,0,1,1
"55",0.502564194490365,0.407214293469851,"AL",2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
"56",0.368683681674678,0.233776603556607,"AL",2022-11-12,1,1,1,1,1,1,0,1,1,0,1,1
"57",0.246649544214798,0.269053393518933,"AL",2022-11-13,1,1,1,1,1,1,1,0,1,0,1,1
"58",0.988787085351498,0.352515431247939,"AL",2022-11-14,1,1,1,0,1,1,0,0,1,0,1,1
"59",NA,NA,"AL",2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.406161184037057,0.260922430013098,"AL",2022-11-16,1,1,1,1,1,1,1,0,1,0,1,1
"61",0.834288369872853,0.3673002566455,"AL",2022-11-17,1,1,0,1,1,1,1,1,0,0,1,1
"62",1.31036509029603,0.281860061518992,"AL",2022-11-18,1,0,1,0,1,1,0,0,1,0,1,1
"63",NA,NA,"AL",2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.976078984596267,0.466323082772479,"AL",2022-11-21,1,1,1,1,1,0,1,0,1,1,1,0
"66",0.858447689072447,0.429143751584194,"AL",2022-11-22,0,1,1,1,1,1,0,0,1,1,1,1
"67",0.221429738868696,0.202345245834732,"AL",2022-11-23,1,1,1,1,1,1,1,0,1,0,1,1
"68",NA,NA,"AL",2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.889463483090813,0.396874860029307,"AL",2022-11-25,1,1,0,1,1,1,1,0,0,0,1,1
"70",NA,NA,"AL",2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.495963373317872,0.191535142752798,"AL",2022-11-28,1,1,1,1,1,1,1,0,1,0,1,1
"73",1.07702073504254,0.327258137633422,"AL",2022-11-29,1,0,1,1,1,1,1,0,1,0,1,1
"74",0.894759671727143,0.25774532821675,"AL",2022-11-30,1,1,1,1,0,1,0,1,1,1,0,1
"75",1.34064016959009,0.286317076861425,"AL",2022-12-01,1,0,1,1,1,1,1,0,1,0,1,1
"76",0.934545519508065,0.291447680428856,"AL",2022-12-02,1,0,1,1,1,1,1,1,1,1,1,1
"77",NA,NA,"AL",2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1.38304474342477,0.27077237868798,"AL",2022-12-04,1,0,1,1,1,1,1,0,1,0,1,1
"79",1.70299941968044,0.308283175618779,"AL",2022-12-05,1,0,1,0,1,1,1,0,1,0,1,1
"80",1.81960913214056,0.361607516939372,"AL",2022-12-06,1,1,0,0,0,1,1,1,0,0,0,1
"81",0.441712196529726,0.233658926352053,"AL",2022-12-07,1,1,1,1,1,1,1,0,1,0,1,1
"82",1.98363019817559,0.326493846983229,"AL",2022-12-08,1,0,1,0,1,1,0,0,1,0,1,1
"83",0.931736628134433,0.236255605699769,"AL",2022-12-09,1,1,1,1,1,0,1,1,1,0,1,0
"84",0.379114691572417,0.128667281549039,"AL",2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1
"85",1.2473541125843,0.40095812440572,"AR",2022-10-30,1,0,1,1,1,0,0,0,0,1,1,0
"86",1.5708991795137,0.277262341645509,"AR",2022-10-31,0,0,1,1,1,1,0,0,1,0,1,1
"87",1.46082352017943,0.369000692673685,"AR",2022-11-01,1,0,1,0,1,1,0,0,1,1,1,1
"88",2.65992094934055,0.185612735078322,"AR",2022-11-02,0,1,1,0,1,1,0,1,1,0,1,1
"89",1.57189339554696,0.140689850068138,"AR",2022-11-03,0,1,0,1,1,1,0,0,0,0,1,1
"90",1.27758328493189,0.34970048034536,"AR",2022-11-04,1,1,1,0,1,1,0,0,1,0,1,1
"91",1.24900451753914,0.30843013129024,"AR",2022-11-05,0,1,1,1,1,1,0,1,1,0,1,1
"92",1.39107251690442,0.657113711599251,"AR",2022-11-06,0,0,1,1,1,1,0,0,1,0,1,1
"93",0.507456961157104,0.0584723669772827,"AR",2022-11-07,1,1,1,1,1,1,1,0,1,0,0,1
"94",1.20753866631168,0.286701575738937,"AR",2022-11-08,1,1,0,1,1,1,0,1,0,0,0,1
"95",0.508427734904511,0.169632630104397,"AR",2022-11-09,1,1,1,1,1,1,1,1,1,1,1,1
"96",1.79657117413668,0.0746083723513133,"AR",2022-11-10,1,0,1,0,1,1,1,0,1,0,1,1
"97",0.35903321375739,0.0810331360020606,"AR",2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
"98",0.131398966024873,0.0880370220814964,"AR",2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
"99",NA,NA,"AR",2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",3.04689316652192,0.403158889054354,"AR",2022-11-14,0,0,1,0,1,1,0,0,1,0,0,1
"101",0.800455348415515,0.409095204332586,"AR",2022-11-15,0,1,1,1,1,1,1,0,1,0,1,1
"102",0.177355221650611,0.122448116260818,"AR",2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
"103",1.3695006642715,0.244685225058151,"AR",2022-11-17,1,1,1,1,1,1,0,1,1,0,0,1
"104",1.0087223287726,0.268560523333069,"AR",2022-11-18,1,1,1,1,1,1,0,1,1,0,1,1
"105",0.924568530879605,0.431624685149311,"AR",2022-11-19,1,1,1,1,1,0,1,1,1,0,1,0
"106",0.755321436985919,0.299901816195664,"AR",2022-11-20,1,1,1,0,1,1,1,0,1,0,1,1
"107",1.87190348366882,0.252912620918323,"AR",2022-11-21,1,0,1,1,1,1,0,0,0,0,1,1
"108",3.94110001028294,0.353010963074733,"AR",2022-11-22,1,0,0,0,1,1,0,0,0,0,1,1
"109",2.09403522387662,0.36681380579149,"AR",2022-11-23,1,0,1,0,1,0,1,0,1,0,0,0
"110",0.871471003438894,0.403696643996591,"AR",2022-11-24,1,1,1,1,1,0,1,0,0,0,1,0
"111",2.76979792779613,0.274834367252723,"AR",2022-11-25,1,0,1,0,1,1,1,0,1,0,0,1
"112",2.29395070254675,0.687260260824051,"AR",2022-11-26,1,0,0,0,1,0,1,0,0,0,1,0
"113",0.709318908016868,0.385815105818711,"AR",2022-11-27,0,1,1,1,1,1,0,0,1,0,0,1
"114",4.16354510655812,0.286357040173406,"AR",2022-11-28,1,0,1,0,1,1,1,0,1,0,1,1
"115",2.69031034572162,0.27751174994415,"AR",2022-11-29,1,0,1,1,1,1,0,0,1,0,0,1
"116",1.53313169954969,0.30759709248507,"AR",2022-11-30,0,1,1,1,1,1,1,0,1,0,0,1
"117",1.71998274329414,0.32229262704246,"AR",2022-12-01,1,1,0,1,1,1,1,0,0,0,0,1
"118",2.31809045515984,0.250898469172009,"AR",2022-12-02,1,0,0,0,1,1,1,0,0,0,1,1
"119",0.876674741723263,0.41133483715844,"AR",2022-12-03,1,1,0,1,1,1,1,1,0,0,1,1
"120",0.334549822199051,0.276601078436685,"AR",2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1
"121",3.02573994280766,0.345635994335634,"AR",2022-12-05,1,0,0,1,0,1,1,0,0,0,1,1
