"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","other_95_CI"
"122",4.27360220550169,0.368696063434559,"AR",2022-12-06,0,0,0,1,0,0,0,1,0,0,0,0
"123",2.39760544806036,0.285289970186679,"AR",2022-12-07,1,0,0,1,0,1,1,0,0,0,0,1
"124",4.10698857667609,0.381936355543391,"AR",2022-12-08,1,0,0,0,0,1,1,0,0,0,1,1
"125",1.97134398483839,0.272324511820945,"AR",2022-12-09,1,1,0,1,0,1,1,0,0,1,0,1
"126",0.804825484172972,0.264976143822795,"AR",2022-12-10,1,1,1,1,1,1,1,0,1,0,0,1
"127",2.51877868624672,0.332412835127799,"AZ",2022-10-30,0,1,1,0,1,0,0,0,1,0,1,0
"128",2.43027598345085,0.293844584516336,"AZ",2022-10-31,1,1,0,1,1,1,0,0,0,0,0,1
"129",1.69625431062182,0.256936540099558,"AZ",2022-11-01,1,1,1,1,1,1,1,0,0,0,1,1
"130",2.93708363451095,0.275345022526949,"AZ",2022-11-02,1,1,0,0,1,1,1,0,0,0,0,1
"131",6.70961773602045,0.372866920839369,"AZ",2022-11-03,0,0,1,1,0,1,0,0,0,0,0,1
"132",2.28152275804044,0.254637881216458,"AZ",2022-11-04,1,1,0,1,1,1,0,0,0,0,1,1
"133",4.42677633891121,0.32381842720481,"AZ",2022-11-05,1,1,0,0,0,1,0,0,0,0,0,1
"134",5.60481990957074,0.277400563619704,"AZ",2022-11-06,1,0,1,0,1,1,1,0,0,0,0,1
"135",5.2513687450559,0.279951205890534,"AZ",2022-11-07,0,0,1,0,1,0,0,0,0,0,0,0
"136",2.59523315271627,0.298132937083803,"AZ",2022-11-08,0,1,1,1,1,1,0,0,0,0,0,1
"137",3.08961110996419,0.307761441423953,"AZ",2022-11-09,1,1,1,1,1,0,0,0,0,0,1,0
"138",2.32010972051582,0.31044945856338,"AZ",2022-11-10,1,1,0,1,1,1,1,0,0,0,0,1
"139",13.5100091186636,0.378918908271984,"AZ",2022-11-11,0,0,0,0,0,1,0,0,0,0,0,1
"140",7.89081643121608,0.291581817012672,"AZ",2022-11-12,1,0,1,0,1,1,0,0,0,0,0,1
"141",1.69740722403332,0.30779906344324,"AZ",2022-11-13,1,1,1,1,1,0,1,1,0,0,1,0
"142",5.30557650547074,0.283876912821928,"AZ",2022-11-14,1,0,0,0,0,1,0,0,0,0,0,1
"143",7.00123622975536,0.293322545432573,"AZ",2022-11-15,1,0,1,0,1,1,1,0,0,0,1,1
"144",5.75702672027162,0.311190701137946,"AZ",2022-11-16,0,0,1,0,1,1,0,0,0,0,0,1
"145",14.7277650120128,0.305968636411975,"AZ",2022-11-17,1,0,0,0,1,1,1,0,0,0,0,1
"146",8.69405068058883,0.303639633796085,"AZ",2022-11-18,1,0,0,0,1,1,0,0,0,0,1,1
"147",1.59836925490616,0.234082830127021,"AZ",2022-11-19,1,1,1,1,1,1,0,0,0,0,1,1
"148",9.18914876136758,0.344871846764538,"AZ",2022-11-20,1,0,1,0,1,1,1,0,0,0,1,1
"149",13.2978177894748,0.288027260481435,"AZ",2022-11-21,1,0,1,0,1,0,1,0,1,0,0,0
"150",38.9105949959888,0.38567733864763,"AZ",2022-11-22,0,0,0,0,1,0,0,0,0,0,1,0
"151",17.3935603886254,0.333072070819468,"AZ",2022-11-23,1,0,1,0,0,1,0,0,1,0,0,1
"152",2.05572816452392,0.344614905233867,"AZ",2022-11-24,1,1,1,0,1,0,1,0,0,0,0,0
"153",13.1193742851212,0.290086268215205,"AZ",2022-11-25,1,0,1,0,1,1,0,0,0,0,0,1
"154",15.1204924557061,0.35278516260751,"AZ",2022-11-26,0,0,1,0,1,0,0,0,1,0,0,0
"155",14.8943950737181,0.306163576753308,"AZ",2022-11-27,1,0,1,0,1,1,0,0,1,0,0,1
"156",21.0742790284004,0.285962934139709,"AZ",2022-11-28,1,0,1,0,1,0,1,0,0,0,0,0
"157",22.8111820972151,0.359158751326893,"AZ",2022-11-29,1,0,1,0,1,0,1,0,0,0,0,0
"158",15.3063312732014,0.340661057283351,"AZ",2022-11-30,1,0,1,0,1,1,1,0,0,0,0,1
"159",23.5174036014533,0.415443859871705,"AZ",2022-12-01,1,0,0,0,1,0,1,0,0,0,0,0
"160",19.7612904545343,0.390110104593953,"AZ",2022-12-02,1,0,0,0,1,0,1,0,0,0,1,0
"161",5.32139592259291,0.294542004200241,"AZ",2022-12-03,1,0,0,0,1,0,1,0,0,0,0,0
"162",12.8751324923304,0.340546422088751,"AZ",2022-12-04,1,0,0,0,1,1,1,0,0,0,0,1
"163",36.2907513907055,0.37077131926825,"AZ",2022-12-05,1,0,0,0,1,0,0,0,0,0,0,0
"164",14.1972845624013,0.321126933798168,"AZ",2022-12-06,1,0,0,0,1,1,0,0,0,0,0,1
"165",18.8313221725581,0.296407789176304,"AZ",2022-12-07,1,0,1,0,1,0,0,0,0,0,1,0
"166",3.42992732839422,0.246879268621694,"AZ",2022-12-08,1,1,0,0,1,0,1,0,0,0,0,0
"167",10.6308629120285,0.307825085032537,"AZ",2022-12-09,0,0,1,0,0,0,0,0,1,0,1,0
"168",6.77285751350912,0.339734538645446,"AZ",2022-12-10,1,0,0,0,0,1,1,0,0,0,0,1
"169",10.1388121238455,0.291867501530356,"CA",2022-10-30,0,0,1,0,1,0,0,0,1,0,0,0
"170",9.73933922446273,0.290433529105819,"CA",2022-10-31,1,0,1,0,1,0,0,0,0,0,0,0
"171",8.46400354624215,0.296233870120727,"CA",2022-11-01,0,0,1,1,1,0,0,0,0,0,1,0
"172",3.55261096368565,0.292844251649355,"CA",2022-11-02,1,1,1,1,1,0,0,0,0,0,0,0
"173",8.91510029506965,0.302466183519684,"CA",2022-11-03,1,0,1,1,1,0,0,0,0,0,0,0
"174",6.33628137439749,0.278447507876569,"CA",2022-11-04,1,0,0,1,1,0,0,0,0,0,0,0
"175",6.02082755772577,0.306187256377106,"CA",2022-11-05,1,1,0,0,0,0,0,0,0,0,0,0
"176",6.10336723660358,0.311678390122596,"CA",2022-11-06,0,0,1,1,1,0,0,0,0,0,1,0
"177",8.83073272253332,0.307145668502234,"CA",2022-11-07,1,1,1,0,1,0,0,0,0,0,0,0
"178",10.2898558600808,0.310452960569922,"CA",2022-11-08,1,1,1,0,1,0,0,0,1,0,0,0
"179",7.25772904807016,0.294820245586826,"CA",2022-11-09,0,0,1,0,1,0,0,0,0,0,0,0
"180",7.83457958777629,0.313020077706115,"CA",2022-11-10,0,0,1,1,1,0,0,0,0,0,1,0
"181",6.65270777979548,0.315516603181207,"CA",2022-11-11,0,0,1,1,0,0,0,0,0,0,0,0
"182",9.34909147897214,0.319623074689763,"CA",2022-11-12,1,1,0,0,0,0,1,0,0,0,0,0
"183",25.5484971580168,0.316177619850859,"CA",2022-11-13,0,0,0,0,0,0,0,0,0,0,1,0
"184",16.7858421077736,0.31332049500666,"CA",2022-11-14,1,1,0,0,0,0,1,0,0,0,0,0
"185",24.3188386389795,0.316072343438932,"CA",2022-11-15,0,0,0,0,0,0,0,0,0,0,0,0
"186",43.4714461142242,0.319950792935369,"CA",2022-11-16,0,0,1,0,1,0,0,0,0,0,0,0
"187",38.6164867598799,0.317511512455796,"CA",2022-11-17,0,0,1,0,0,0,0,0,0,0,0,0
"188",33.3515642177485,0.321958621951362,"CA",2022-11-18,1,0,1,0,1,0,0,0,0,0,0,0
"189",29.1493461358727,0.333232688737161,"CA",2022-11-19,1,0,0,0,0,0,0,0,0,0,0,0
"190",26.1718674808492,0.298199827806002,"CA",2022-11-20,1,0,1,0,0,0,0,0,1,0,0,0
"191",41.5664126839215,0.322448810098003,"CA",2022-11-21,1,0,1,0,1,0,0,0,0,0,0,0
"192",34.6099172197755,0.300533432445533,"CA",2022-11-22,1,0,1,0,1,0,1,0,0,0,0,0
"193",32.3224878719267,0.307154181451032,"CA",2022-11-23,1,0,1,0,1,0,0,0,0,0,0,0
"194",1.8252603621794,0.273385344080623,"CA",2022-11-24,1,0,1,1,1,1,1,0,0,0,0,1
"195",30.6643636143208,0.277306464881578,"CA",2022-11-25,1,0,1,0,1,0,0,0,0,0,0,0
"196",51.7713465169229,0.27903541079324,"CA",2022-11-26,0,0,1,0,0,0,0,0,0,0,0,0
"197",78.6620770099147,0.317550437690856,"CA",2022-11-27,0,0,0,0,1,0,0,0,0,0,0,0
"198",58.4518037860156,0.283179704770359,"CA",2022-11-28,1,0,1,0,0,0,1,0,1,0,0,0
"199",42.5850382492586,0.277815489838893,"CA",2022-11-29,1,0,0,0,0,0,0,0,0,0,0,0
"200",33.2661191276401,0.27270751803811,"CA",2022-11-30,0,0,1,0,0,0,0,0,0,0,0,0
"201",46.4489126635122,0.280984525883197,"CA",2022-12-01,1,0,0,0,0,0,1,0,0,0,0,0
"202",91.2344761629058,0.309014474556816,"CA",2022-12-02,1,0,0,0,0,0,0,0,0,0,0,0
"203",87.4626993564618,0.310671476506229,"CA",2022-12-03,1,0,0,0,0,0,0,0,0,0,0,0
"204",44.5939375420767,0.29076279089034,"CA",2022-12-04,1,0,0,0,1,0,0,0,0,0,1,0
"205",91.7151262640051,0.275892335407325,"CA",2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0
"206",37.8878456668023,0.255079197978347,"CA",2022-12-06,1,0,0,0,0,0,0,0,0,0,0,0
"207",84.7831441854798,0.281066766046809,"CA",2022-12-07,0,0,0,0,0,0,1,0,0,0,0,0
"208",63.7632647141663,0.247558380010514,"CA",2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0
"209",41.3100720523864,0.227261045001771,"CA",2022-12-09,0,0,0,0,0,0,0,0,0,0,0,0
"210",94.0469546277458,0.300549418771731,"CA",2022-12-10,0,0,0,0,0,0,1,0,0,0,0,0
"211",0.759700599939824,0.200042164968549,"CO",2022-10-30,1,1,1,1,1,1,0,0,1,1,0,1
"212",2.17844786035761,0.320821275912525,"CO",2022-10-31,1,0,1,0,1,1,0,0,1,0,1,0
"213",1.36657057599615,0.301416295941502,"CO",2022-11-01,1,1,1,1,1,1,0,0,0,1,1,1
"214",2.30051634301882,0.347167731703496,"CO",2022-11-02,0,0,0,1,1,1,0,0,0,0,0,1
"215",1.60722127092878,0.248923045789868,"CO",2022-11-03,1,0,1,1,1,1,0,0,0,0,1,1
"216",1.22544729020108,0.29494791882979,"CO",2022-11-04,1,1,1,1,1,1,1,0,0,0,1,1
"217",2.57630937646788,0.401877882811635,"CO",2022-11-05,0,1,1,0,1,0,0,0,0,0,1,0
"218",2.494999193749,0.324513480949356,"CO",2022-11-06,0,0,1,1,1,1,0,0,0,0,0,1
"219",1.80906273793886,0.266926379023093,"CO",2022-11-07,1,1,1,1,1,1,1,0,1,0,1,1
"220",1.70447531203097,0.299855033059268,"CO",2022-11-08,0,1,1,1,1,1,0,0,1,1,0,1
"221",1.62417138768954,0.253295925175594,"CO",2022-11-09,1,1,1,1,1,1,1,0,0,1,1,1
"222",2.62164095028316,0.311485183800589,"CO",2022-11-10,1,1,1,0,0,0,0,0,0,0,0,0
"223",1.78853475047267,0.348839466722744,"CO",2022-11-11,0,1,1,0,1,1,0,0,1,0,1,1
"224",2.23613953010834,0.286842890427834,"CO",2022-11-12,0,0,1,1,1,1,0,0,1,0,0,1
"225",1.46179223827166,0.37566919617309,"CO",2022-11-13,1,1,0,0,1,1,1,0,0,0,1,1
"226",1.96632342936425,0.298321728470763,"CO",2022-11-14,0,1,1,1,1,1,0,0,0,0,0,1
"227",2.42975818793559,0.334781745695348,"CO",2022-11-15,0,1,1,1,1,0,0,0,0,0,1,0
"228",2.48446006429136,0.330007161913194,"CO",2022-11-16,0,1,1,0,1,0,0,0,1,0,0,0
"229",2.49084028053772,0.267152087404542,"CO",2022-11-17,1,0,1,1,1,1,1,0,0,0,1,1
"230",4.93253394950131,0.384729506384987,"CO",2022-11-18,1,0,1,0,1,1,1,0,1,0,0,1
"231",0.604315052058715,0.224401003325351,"CO",2022-11-19,1,1,1,1,1,1,1,1,1,0,0,1
"232",1.02942560925622,0.0939701198391889,"CO",2022-11-20,1,1,1,0,1,1,1,0,1,0,1,1
"233",4.28795533837334,0.325793942449201,"CO",2022-11-21,1,0,1,0,1,1,0,0,0,0,1,1
"234",2.50356723439308,0.302693812859199,"CO",2022-11-22,1,1,1,0,0,1,0,1,0,0,1,1
"235",3.0594783803755,0.146439132143101,"CO",2022-11-23,1,1,1,0,1,1,1,0,0,0,1,1
"236",0.0877507776589022,0.0617290935791289,"CO",2022-11-24,1,1,1,1,1,1,1,0,1,0,1,1
"237",1.9050309394245,0.139303680555794,"CO",2022-11-25,0,0,1,0,1,1,0,0,1,0,1,1
"238",2.95914221940254,0.44708113756494,"CO",2022-11-26,1,0,1,0,0,1,1,0,0,0,0,1
"239",0.731438677885043,0.233093333614908,"CO",2022-11-27,1,1,0,1,1,1,0,0,0,0,1,1
"240",6.57048177766225,0.336768985202609,"CO",2022-11-28,1,0,1,0,1,1,1,0,0,0,1,1
"241",2.71638079698076,0.377044732816164,"CO",2022-11-29,1,0,0,0,1,1,1,0,0,0,1,1
"242",6.95680786962391,0.432425287270622,"CO",2022-11-30,1,0,1,0,0,1,1,0,0,0,1,1
"243",2.49388704323632,0.1962785352212,"CO",2022-12-01,1,0,0,1,1,1,1,0,0,1,1,1
"244",6.23251808969133,0.427705678571388,"CO",2022-12-02,1,0,1,0,1,1,1,0,0,0,1,1
"245",2.28440602689435,0.377082434319211,"CO",2022-12-03,1,0,1,0,1,1,1,0,1,0,1,1
"246",3.63089048657868,0.37067195658109,"CO",2022-12-04,1,0,1,0,0,1,1,0,0,0,0,1
"247",3.21496589880094,0.34528180035313,"CO",2022-12-05,1,0,1,0,1,0,1,1,0,0,1,0
"248",3.40823675985294,0.222354635321398,"CO",2022-12-06,1,0,1,0,1,1,1,0,0,0,1,1
"249",3.5498361286125,0.271553211347399,"CO",2022-12-07,1,0,1,0,1,1,1,0,0,0,1,1
"250",2.29017559754163,0.420701164626509,"CO",2022-12-08,1,0,1,0,1,0,1,0,1,0,1,0
"251",3.18363542717579,0.611546356210415,"CO",2022-12-09,1,0,1,0,1,1,1,0,1,0,1,1
"252",0.993668998338244,0.231771540517466,"CO",2022-12-10,1,1,1,1,1,0,1,0,0,0,0,0
