"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI"
"19",NA,NA,"AK",2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",0.809872080471709,0.575756746541431,"AK",2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"28",NA,NA,"AK",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.400826081040726,0.333155832787099,"AK",2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33",NA,NA,"AK",2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",0.408189268756486,0.227356269382726,"AK",2023-08-29,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"39",NA,NA,"AK",2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.658457580211991,0.485497584679901,"AL",2023-07-23,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"44",0.483068284992565,0.314580353694694,"AL",2023-07-24,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"45",0.804290515171535,0.401545845961004,"AL",2023-07-25,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"46",0.867254075056344,0.458308638083919,"AL",2023-07-26,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"47",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.804445028664919,0.432479154725791,"AL",2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"52",1.00486347491589,0.452656013659893,"AL",2023-08-01,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"53",0.762891953606115,0.398543700975971,"AL",2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"54",0.604147338793762,0.445152580856824,"AL",2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"55",0.70156167822941,0.490238317767288,"AL",2023-08-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",NA,NA,"AL",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.709194457515127,0.492325443571945,"AL",2023-08-08,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"60",0.6543258280049,0.471028172466333,"AL",2023-08-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"61",0.659502146629237,0.475129619229892,"AL",2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"62",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.470650683792583,0.31092872933382,"AL",2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"66",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.763770962599998,0.423851428125534,"AL",2023-08-16,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
"68",0.785506385300869,0.408428445248556,"AL",2023-08-17,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"69",0.938249290882554,0.333539236575025,"AL",2023-08-18,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"70",1.08640360679632,0.317557221327676,"AL",2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
"71",1.15467137523859,0.371720856724248,"AL",2023-08-20,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
"72",NA,NA,"AL",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.487372528766217,0.322935674300465,"AL",2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"74",0.741238891361409,0.412620602110958,"AL",2023-08-23,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"75",1.59526094748628,0.475268697394241,"AL",2023-08-24,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"76",0.734140489476258,0.409504336114476,"AL",2023-08-25,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
"77",0.704128320200509,0.490391200274475,"AL",2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"78",NA,NA,"AL",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.984050455815651,0.370901830755676,"AL",2023-08-28,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"80",0.641110864839459,0.438829633921853,"AL",2023-08-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"81",1.0306883235618,0.457213322837537,"AL",2023-08-30,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"82",NA,NA,"AL",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.475508533305367,0.320319131835161,"AL",2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"84",0.540749049740282,0.35164129590083,"AL",2023-09-02,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
"85",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",0.677363401004317,0.385636031082726,"AR",2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"89",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.92448981780522,0.368399519854413,"AR",2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"91",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.361195631010525,0.237861434617425,"AR",2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",1.49795476550738,0.417619612912991,"AR",2023-08-01,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"95",1.06131633053734,0.319718085221873,"AR",2023-08-02,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"96",NA,NA,"AR",2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.67029944081257,0.475543910005469,"AR",2023-08-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.606970038257051,0.477043330712152,"AR",2023-08-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"101",1.53280498930553,0.326287213679487,"AR",2023-08-08,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"102",1.29439191155626,0.445720819324959,"AR",2023-08-09,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
"103",0.650015474688606,0.468964682952752,"AR",2023-08-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"104",0.627310174743169,0.347153808366491,"AR",2023-08-11,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"105",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.644927460347771,0.353597165076087,"AR",2023-08-14,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"108",0.484306147156027,0.330954534223884,"AR",2023-08-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"109",1.57059064219642,0.488476018978832,"AR",2023-08-16,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"110",1.31224412494883,0.288966334068856,"AR",2023-08-17,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"111",1.42217927701984,0.437702333887132,"AR",2023-08-18,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"112",0.72404935665372,0.518801431931927,"AR",2023-08-19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"113",NA,NA,"AR",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.0635772269698,0.416536548690928,"AR",2023-08-21,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1
"115",0.504139161834687,0.411489464668286,"AR",2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",1.9080356816112,0.394512975451375,"AR",2023-08-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"117",2.22425933163267,0.504415755687325,"AR",2023-08-24,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"118",0.365834039296654,0.221880367610839,"AR",2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"119",NA,NA,"AR",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.383536287858943,0.224278506404557,"AR",2023-08-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"121",1.89335039202041,0.346498563081718,"AR",2023-08-28,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"122",2.33615909150828,0.325554402833766,"AR",2023-08-29,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
"123",1.83912660930914,0.480652509042488,"AR",2023-08-30,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
"124",1.07180765842111,0.525362834546975,"AR",2023-08-31,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
"125",NA,NA,"AR",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.680040125271324,0.37950570547406,"AZ",2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"128",2.76772772164429,0.39490928989335,"AZ",2023-07-24,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"129",3.38356235705768,0.420357870468673,"AZ",2023-07-25,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
"130",1.71683979326338,0.417318083150689,"AZ",2023-07-26,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"131",1.55092413163503,0.441950779695221,"AZ",2023-07-27,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"132",1.0109648193596,0.384052807710077,"AZ",2023-07-28,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.685716595076141,0.387276913111149,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"134",5.46137870254493,0.38593456042325,"AZ",2023-07-30,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"135",1.57922499534356,0.4063603336095,"AZ",2023-07-31,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
"136",1.9656601994332,0.388176283358007,"AZ",2023-08-01,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"137",1.75941199275244,0.381527170311053,"AZ",2023-08-02,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"138",2.26580628915392,0.390647381446219,"AZ",2023-08-03,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1
"139",0.644392012539057,0.39246110343946,"AZ",2023-08-04,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"140",2.01020069459937,0.398266107487836,"AZ",2023-08-05,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"141",0.971883474280654,0.387478025570238,"AZ",2023-08-06,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"142",2.99551582000593,0.394221640977221,"AZ",2023-08-07,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
"143",4.91816944680371,0.40253563051031,"AZ",2023-08-08,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"144",2.67161410814891,0.422687850980949,"AZ",2023-08-09,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"145",1.01919576510447,0.454631093427129,"AZ",2023-08-10,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"146",0.90564255836253,0.455394343821115,"AZ",2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"147",0.426455972471458,0.316048782068906,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148",2.18990251370541,0.394703839211464,"AZ",2023-08-13,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"149",10.0272635953285,0.454179483507184,"AZ",2023-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"150",2.12395984173347,0.369666571311569,"AZ",2023-08-15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"151",3.32775169627905,0.38554021691934,"AZ",2023-08-16,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"152",2.17118573423405,0.488064182384217,"AZ",2023-08-17,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
"153",1.82645519419555,0.443332843857959,"AZ",2023-08-18,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1
"154",1.22820465788546,0.409457347420352,"AZ",2023-08-19,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"155",2.46366221208167,0.414798100838042,"AZ",2023-08-20,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"156",2.15784967491717,0.37059623802622,"AZ",2023-08-21,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"157",2.58570119813412,0.321292621611445,"AZ",2023-08-22,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"158",2.4443883733093,0.290014774247219,"AZ",2023-08-23,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0
"159",2.9238763059595,0.447560485658925,"AZ",2023-08-24,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1
"160",1.00485483803706,0.442415050417917,"AZ",2023-08-25,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"161",1.70980240552987,0.427943180561435,"AZ",2023-08-26,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
"162",4.36225929216751,0.43534254625139,"AZ",2023-08-27,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"163",4.46745229775224,0.375896076976193,"AZ",2023-08-28,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1
"164",1.82669249464476,0.441832643359769,"AZ",2023-08-29,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
"165",2.08390353008574,0.391807773414827,"AZ",2023-08-30,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1
"166",1.42790031806895,0.555336784303256,"AZ",2023-08-31,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"167",0.30493490605945,0.186855384630984,"AZ",2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.79785303970217,0.413402225128787,"CA",2023-07-23,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1
"170",4.47493662101894,0.46335914408547,"CA",2023-07-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",3.55749579165997,0.416460368053865,"CA",2023-07-25,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
"172",2.9333114038437,0.404284651106212,"CA",2023-07-26,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"173",2.63561054959221,0.412379868060969,"CA",2023-07-27,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
"174",3.10618842814416,0.398168188942869,"CA",2023-07-28,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1
"175",2.70477496751634,0.397472287012098,"CA",2023-07-29,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
"176",4.09239910193733,0.426488078568691,"CA",2023-07-30,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"177",3.21091303141832,0.408986135795631,"CA",2023-07-31,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"178",5.3811445351301,0.414888453951698,"CA",2023-08-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"179",7.7853583341645,0.420360206742916,"CA",2023-08-02,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"180",3.28555486539732,0.411577694900519,"CA",2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"181",3.73675251993614,0.415146819949097,"CA",2023-08-04,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
"182",4.30375171639209,0.421096451981652,"CA",2023-08-05,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
"183",0.908032044555732,0.42872145103986,"CA",2023-08-06,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"184",2.62768162911184,0.414133516866922,"CA",2023-08-07,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"185",2.73111830543105,0.409139752908928,"CA",2023-08-08,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"186",1.65002544732111,0.408492873503813,"CA",2023-08-09,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
"187",4.11934814322563,0.42011236709829,"CA",2023-08-10,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"188",2.43713834531369,0.398593906012358,"CA",2023-08-11,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"189",2.44604057727819,0.404408109780451,"CA",2023-08-12,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
"190",1.95999921957248,0.43596400634108,"CA",2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"191",3.25297130996149,0.409669376498859,"CA",2023-08-14,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"192",4.23009326741872,0.414531949102111,"CA",2023-08-15,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
"193",9.55452568122785,0.434965621912859,"CA",2023-08-16,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"194",8.80377595952284,0.433805439970453,"CA",2023-08-17,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"195",10.7528181713925,0.414256750611571,"CA",2023-08-18,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"196",2.60617423458433,0.415685954198976,"CA",2023-08-19,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
"197",2.77563464290228,0.444641670320073,"CA",2023-08-20,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
"198",8.68046635101852,0.411564547027694,"CA",2023-08-21,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
"199",6.32665120147037,0.439428412509796,"CA",2023-08-22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"200",6.55490940213279,0.411141205757618,"CA",2023-08-23,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"201",5.58970560883365,0.40743858379841,"CA",2023-08-24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"202",4.19855386798777,0.40876188921796,"CA",2023-08-25,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"203",3.14219710590215,0.40808336265294,"CA",2023-08-26,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
"204",1.69304109663691,0.378866410792923,"CA",2023-08-27,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"205",8.37897829736623,0.420394444679756,"CA",2023-08-28,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"206",5.81578019317546,0.39627686579099,"CA",2023-08-29,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"207",20.8453245748385,0.424927354856971,"CA",2023-08-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"208",4.78123904083565,0.393552382577297,"CA",2023-08-31,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"209",3.63090141223732,0.387312589200621,"CA",2023-09-01,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"210",1.66814817615399,0.419419632064924,"CA",2023-09-02,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
"211",0.65921896295685,0.379168259311203,"CO",2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"212",NA,NA,"CO",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.69889481894386,0.385439450285104,"CO",2023-07-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
